week,player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
0,Keoni Taylor,26853,C,S JOSE ST,1,100.0,0,285,61.3,78.6,62.8,0,1,52,100.0,100.0,99.0,2,1,0,90,90,0,0,90,54,54,0,0,36,0
0,Nate Velichko,46855,T,S JOSE ST,1,100.0,0,285,69.0,81.7,65.4,0,1,52,100.0,100.0,99.0,1,1,0,90,0,0,0,90,54,54,0,90,36,0
0,Chris Gonzalez,46682,G,S JOSE ST,1,100.0,0,285,65.5,70.7,63.8,0,1,52,100.0,100.0,99.0,1,1,0,90,0,0,0,90,54,54,90,0,36,0
0,Michael Galati,27845,C,USF,1,100.0,0,327,56.8,71.0,57.6,0,1,28,100.0,100.0,98.2,1,1,0,86,86,0,0,86,31,31,0,0,55,0
0,Jeremiah Kolone,46167,C,S JOSE ST,1,100.0,0,285,69.4,85.1,74.0,0,1,50,100.0,100.0,99.0,2,1,0,86,0,86,0,86,52,52,0,0,34,0
0,Jeremi Hall,46177,G,USF,1,100.0,0,327,65.2,51.6,65.8,0,3,28,100.0,100.0,94.6,0,3,0,86,0,86,0,86,31,31,0,0,55,0
0,Cameron Ruff,27785,C,USF,1,100.0,0,327,69.5,85.5,66.7,0,0,28,100.0,100.0,100.0,0,0,0,86,0,0,0,86,31,31,86,0,55,0
0,Zack Golditch,46885,T,COLO STATE,1,100.0,0,144,67.6,61.2,67.0,0,2,40,100.0,100.0,97.5,0,2,0,85,0,0,33,85,42,42,0,52,43,0
0,Jack Driscoll,27064,T,UMASS,1,98.7,0,216,75.9,71.7,75.0,0,2,43,97.7,97.9,95.3,0,3,1,78,0,0,0,79,46,47,0,62,32,17
0,Jake Bennett,27100,C,COLO STATE,1,100.0,0,144,60.4,78.8,59.4,0,1,40,100.0,100.0,98.7,1,1,0,78,78,0,0,78,42,42,0,0,36,0
0,Gus Lavaka,41803,G,OREGON ST,1,100.0,0,265,67.0,79.5,63.7,0,1,48,100.0,100.0,99.0,0,1,0,77,0,77,0,77,48,48,0,0,29,0
0,Sumner Houston,48823,C,OREGON ST,1,100.0,0,265,69.9,68.3,67.9,0,1,48,100.0,100.0,99.0,0,1,0,77,77,0,0,77,48,48,0,0,29,0
0,Fred Lauina,46092,T,OREGON ST,1,100.0,0,265,72.2,63.9,73.4,1,0,48,100.0,100.0,96.9,0,2,1,77,0,0,0,77,48,48,0,77,29,0
0,Blake Brandel,46282,T,OREGON ST,1,100.0,0,265,56.8,56.1,61.6,1,2,48,100.0,100.0,96.9,1,3,0,77,0,0,77,77,48,48,0,0,29,0
0,Dejon Allen,46225,T,HAWAII,1,100.0,0,180,64.6,67.7,74.8,0,2,43,100.0,100.0,97.7,3,2,0,76,0,0,75,76,45,45,1,0,31,0
0,John Wa'a,46030,G,HAWAII,1,100.0,0,180,66.4,76.4,63.6,1,0,43,100.0,100.0,98.8,1,1,0,76,0,75,0,76,45,45,0,1,31,0
0,Asotui Eli,46825,C,HAWAII,1,100.0,0,180,70.1,66.6,68.1,0,0,43,100.0,100.0,97.7,0,1,1,76,76,0,0,76,45,45,0,0,31,0
0,Ray Thomas-Ishman,27062,T,UMASS,1,100.0,0,216,41.7,42.1,50.1,1,5,43,100.0,100.0,93.0,1,6,0,75,0,0,73,75,46,46,0,1,29,1
0,Jake Largay,30438,G,UMASS,1,100.0,0,216,52.1,52.4,49.8,1,1,41,100.0,100.0,95.1,0,3,1,73,1,40,0,73,43,43,32,0,30,0
0,Nicho Garcia,52043,G,COLO STATE,1,100.0,0,144,64.8,78.4,66.2,0,0,33,100.0,100.0,100.0,1,0,0,73,0,0,0,73,35,35,73,0,38,0
0,Derek Dumais,37276,C,UMASS,1,100.0,0,216,55.0,47.7,61.1,1,2,41,100.0,100.0,93.9,1,4,1,72,72,0,0,72,44,44,0,0,28,0
0,Trent Moore,28263,G,OREGON ST,1,100.0,0,265,53.7,44.5,53.5,0,3,46,100.0,100.0,96.7,0,3,0,71,0,0,0,71,46,46,71,0,25,0
0,Eric Mayes,46949,T,USF,1,100.0,0,327,64.2,55.7,64.3,0,0,19,100.0,100.0,94.7,0,1,1,65,0,0,65,65,22,22,0,0,43,0
0,Trae Moxley,27103,T,COLO STATE,1,100.0,0,144,71.9,67.6,71.5,1,0,35,100.0,100.0,98.6,0,1,0,65,0,20,45,65,37,37,0,0,28,0
0,Marcus Norman,46968,T,USF,1,100.0,0,327,71.0,45.2,73.7,0,3,19,100.0,100.0,92.1,0,3,0,63,0,0,0,63,22,22,0,63,41,0
