week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Rashad Greene Sr.,9572,WR,FLORIDA ST,1,10.5,2,55.0,,0,0,0,8.3,1,0,167,0,64.6,68.2,76.4,,75.9,0.0,0,2,51,0.0,0,48,0,11,91.7,44,14.6,7,67.3,20,1,85.4,41,203,106,9.6,18.5,4.61
1,Malcome Kennedy,10094,WR,TEXAS A&M,1,3.7,3,77.8,,0,0,0,12.5,2,0,312,0,55.5,69.0,69.7,,65.5,0.0,0,0,33,0.0,0,56,0,14,100.0,56,100.0,56,98.4,18,0,0.0,0,137,110,7.9,9.8,2.45
1,Keevan Lucas,47572,WR,TULSA,1,9.6,3,76.5,,0,0,0,0.0,0,0,320,0,82.7,70.7,84.0,,84.0,0.0,0,0,84,0.0,0,56,0,13,91.1,51,100.0,56,157.5,17,3,0.0,0,233,116,8.9,17.9,4.57
1,Vince Mayle,9556,WR,WASH STATE,1,6.8,3,75.0,,0,0,0,14.3,2,0,341,0,52.0,68.5,82.7,,82.5,0.0,0,0,26,0.0,0,33,1,12,90.9,30,0.0,0,117.7,16,1,100.0,33,124,68,5.7,10.3,4.13
1,Amari Cooper,9437,WR,ALABAMA,1,7.8,3,80.0,,0,0,0,0.0,0,0,103,0,82.2,68.5,76.5,,79.3,0.0,0,0,24,0.0,0,41,1,12,92.7,38,12.2,5,102.8,15,0,87.8,36,130,59,4.9,10.8,3.42
1,Jerico Richardson,47944,WR,NEVADA,1,11.2,0,92.9,,0,0,0,7.1,1,0,239,0,67.5,68.7,84.0,,84.2,0.0,0,0,21,0.0,0,43,0,13,100.0,43,0.0,0,118.8,14,0,100.0,43,177,41,3.2,13.6,4.12
1,Quinton Pedroza,18427,WR,HAWAII,1,8.2,0,64.3,,0,0,0,18.2,2,0,180,0,44.3,68.5,63.7,,62.9,0.0,0,0,21,0.0,0,52,0,9,96.2,50,23.1,12,82.4,14,0,76.9,40,90,29,3.2,10.0,1.8
1,Jaelen Strong,9503,WR,ARIZONA ST,1,12.0,1,71.4,,0,0,0,0.0,0,0,110,0,80.9,67.9,89.7,,90.0,0.0,0,0,35,0.0,0,27,0,10,100.0,27,25.9,7,105.1,14,0,74.1,20,146,80,8.0,14.6,5.41
1,KeVonn Mabon,12295,WR,BALL ST,1,3.4,5,78.6,,0,0,0,8.3,1,0,117,0,64.6,68.2,75.6,,76.1,0.0,0,0,34,0.0,0,27,0,11,96.3,26,0.0,0,123.2,14,1,100.0,27,110,100,9.1,10.0,4.23
1,Geremy Davis,9619,WR,UCONN,1,12.9,0,50.0,,0,0,0,0.0,0,0,146,0,78.5,66.7,62.8,,62.5,0.0,0,0,39,0.0,0,48,0,7,95.8,46,12.5,6,72.3,14,0,87.5,42,96,10,1.4,13.7,2.09
1,Shane Williams-Rhodes,16845,WR,BOISE ST,1,0.1,0,100.0,,0,0,0,0.0,0,0,120,0,83.3,69.7,63.9,,60.8,0.0,0,0,16,0.0,0,46,0,14,95.7,44,76.1,35,82.4,14,0,23.9,11,53,51,3.6,3.8,1.2
1,Devante Davis,9745,WR,UNLV,1,16.6,0,57.1,,0,0,0,11.1,1,0,325,0,58.9,67.1,70.6,,70.0,0.0,0,0,26,0.0,0,49,0,8,95.9,47,10.2,5,79.5,14,0,89.8,44,100,10,1.3,12.5,2.13
1,Ron Willoughby,39400,WR,BUFFALO,1,13.7,1,71.4,,0,0,0,9.1,1,0,126,0,63.3,67.9,75.4,,76.1,0.0,0,1,46,0.0,0,38,0,10,97.4,37,0.0,0,110.7,14,2,100.0,38,132,13,1.3,13.2,3.57
1,Jay Ajayi,9582,HB,BOISE ST,1,0.6,4,92.3,,0,0,0,7.7,1,0,120,0,66.4,42.1,69.4,65.3,67.3,0.0,0,0,32,14.8,8,54,0,12,81.5,44,1.9,1,121.8,13,1,3.7,2,92,84,7.0,7.7,2.09
1,DaeSean Hamilton,45416,WR,PENN STATE,1,10.7,2,84.6,,0,0,0,0.0,0,0,266,0,81.5,68.2,72.5,,73.5,2.0,1,0,44,0.0,0,51,0,11,96.1,49,58.8,30,118.8,13,0,39.2,20,165,53,4.8,15.0,3.37
1,Jared Dangerfield,11225,WR,W KENTUCKY,1,8.8,2,76.9,,0,0,0,9.1,1,0,346,0,63.3,67.9,80.6,,80.1,0.0,0,0,16,0.0,0,36,0,10,100.0,36,2.8,1,135.3,13,2,97.2,35,92,61,6.1,9.2,2.56
1,Bradley Marquez,9914,WR,TEXAS TECH,1,7.5,1,84.6,,0,0,0,8.3,1,0,315,0,66.1,68.5,87.9,,80.0,0.0,0,0,70,0.0,0,44,0,11,97.7,43,100.0,44,158.3,13,2,0.0,0,182,86,7.8,16.5,4.23
1,Josh Harper,9979,WR,FRESNO ST,1,8.7,0,46.2,,0,0,0,14.3,1,0,169,0,53.8,66.2,62.7,,60.9,0.0,0,1,14,0.0,0,37,0,6,94.6,35,2.7,1,26.4,13,0,97.3,36,56,10,1.7,9.3,1.6
1,Kevin White,9440,WR,W VIRGINIA,1,11.0,3,69.2,,0,0,0,10.0,1,0,343,0,61.0,67.5,81.3,,79.4,7.0,3,0,29,0.0,0,43,0,9,100.0,43,11.6,5,131.3,13,1,81.4,35,143,63,7.0,15.9,3.33
1,Eugene Lewis,47434,WR,PENN STATE,1,17.2,1,61.5,,0,0,0,11.1,1,0,266,0,59.3,67.1,64.2,,65.5,0.0,0,2,79,0.0,0,43,0,8,95.3,41,20.9,9,91.5,13,1,79.1,34,173,72,9.0,21.6,4.22
1,Jay Lee,11136,WR,BAYLOR,1,10.4,0,61.5,,0,0,0,0.0,0,0,118,0,79.3,67.1,70.7,,70.5,0.0,0,0,16,0.0,0,41,0,8,87.8,36,12.2,5,105.6,13,1,87.8,36,83,32,4.0,10.4,2.31
1,Zay Jones,11792,WR,E CAROLINA,1,12.5,0,83.3,,0,0,0,0.0,0,0,156,0,80.9,67.9,74.9,,75.7,0.0,0,0,41,0.0,0,37,1,10,91.9,34,97.3,36,146.5,12,1,2.7,1,150,40,4.0,15.0,4.41
1,Taywan Taylor,11827,WR,W KENTUCKY,1,4.5,5,100.0,,0,0,0,0.0,0,0,346,0,82.2,68.5,91.1,,91.3,0.0,0,0,55,0.0,0,34,1,12,100.0,34,20.6,7,146.5,12,1,79.4,27,183,129,10.8,15.3,5.38
1,Richy Turner,14777,WR,NEVADA,1,7.8,2,75.0,,0,0,0,0.0,0,0,239,0,80.1,67.5,63.2,,61.8,0.0,0,1,11,0.0,0,43,0,9,100.0,43,100.0,43,51.0,12,0,0.0,0,61,48,5.3,6.8,1.42
