week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
0,Keoni Taylor,26853,C,S JOSE ST,1,0,285,78.6,0,1,52,100.0,100.0,99.0,0,1,0,54,54,64.8,0,1,18,100.0,100.0,97.2,1,0,19,19
0,Nate Velichko,46855,T,S JOSE ST,1,0,285,81.7,0,1,52,100.0,100.0,99.0,0,1,0,54,54,71.3,0,1,18,100.0,100.0,97.2,1,0,19,19
0,Chris Gonzalez,46682,G,S JOSE ST,1,0,285,70.7,0,1,52,100.0,100.0,99.0,1,1,0,54,54,45.6,0,1,18,100.0,100.0,97.2,1,0,19,19
0,Jeremiah Kolone,46167,C,S JOSE ST,1,0,285,85.1,0,1,50,100.0,100.0,99.0,0,1,0,52,52,76.2,0,1,17,100.0,100.0,97.1,1,0,18,18
0,Sumner Houston,48823,C,OREGON ST,1,0,265,68.3,0,1,48,100.0,100.0,99.0,0,1,0,48,48,68.1,0,0,22,100.0,100.0,100.0,0,0,22,22
0,Fred Lauina,46092,T,OREGON ST,1,0,265,63.9,1,0,48,100.0,100.0,96.9,0,2,1,48,48,48.3,1,0,22,100.0,100.0,93.2,2,1,22,22
0,Gus Lavaka,41803,G,OREGON ST,1,0,265,79.5,0,1,48,100.0,100.0,99.0,0,1,0,48,48,72.1,0,1,22,100.0,100.0,97.7,1,0,22,22
0,Blake Brandel,46282,T,OREGON ST,1,0,265,56.1,1,2,48,100.0,100.0,96.9,0,3,0,48,48,45.4,1,1,22,100.0,100.0,95.5,2,0,22,22
0,Trent Moore,28263,G,OREGON ST,1,0,265,44.5,0,3,46,100.0,100.0,96.7,0,3,0,46,46,49.7,0,2,21,100.0,100.0,95.2,2,0,21,21
0,Ray Thomas-Ishman,27062,T,UMASS,1,0,216,42.1,1,5,43,100.0,100.0,93.0,1,6,0,46,46,45.1,1,1,13,100.0,100.0,92.3,2,0,13,13
0,Jack Driscoll,27064,T,UMASS,1,0,216,71.7,0,2,43,97.7,97.9,95.3,0,3,1,46,47,75.1,0,1,13,100.0,100.0,96.2,1,0,13,13
0,John Wa'a,46030,G,HAWAII,1,0,180,76.4,1,0,43,100.0,100.0,98.8,0,1,0,45,45,67.5,1,0,20,100.0,100.0,97.5,1,0,22,22
0,Dejon Allen,46225,T,HAWAII,1,0,180,67.7,0,2,43,100.0,100.0,97.7,1,2,0,45,45,53.0,0,2,20,100.0,100.0,95.0,2,0,22,22
0,Asotui Eli,46825,C,HAWAII,1,0,180,66.6,0,0,43,100.0,100.0,97.7,0,1,1,45,45,51.3,0,0,20,100.0,100.0,95.0,1,1,22,22
0,Derek Dumais,37276,C,UMASS,1,0,216,47.7,1,2,41,100.0,100.0,93.9,1,4,1,44,44,46.7,1,0,11,100.0,100.0,95.5,1,0,11,11
0,Jake Largay,30438,G,UMASS,1,0,216,52.4,1,1,41,100.0,100.0,95.1,0,3,1,43,43,45.3,1,0,13,100.0,100.0,88.5,2,1,13,13
0,Zack Golditch,46885,T,COLO STATE,1,0,144,61.2,0,2,40,100.0,100.0,97.5,0,2,0,42,42,47.4,0,1,6,100.0,100.0,91.7,1,0,6,6
0,Jake Bennett,27100,C,COLO STATE,1,0,144,78.8,0,1,40,100.0,100.0,98.7,0,1,0,42,42,78.0,0,0,6,100.0,100.0,100.0,0,0,6,6
0,Trae Moxley,27103,T,COLO STATE,1,0,144,67.6,1,0,35,100.0,100.0,98.6,0,1,0,37,37,84.0,0,0,5,100.0,100.0,100.0,0,0,5,5
0,Brandon Fanaika,46042,G,STANFORD,1,0,300,54.5,0,0,33,100.0,100.0,97.0,0,1,1,36,36,78.1,0,0,19,100.0,100.0,100.0,0,0,22,22
0,Nicho Garcia,52043,G,COLO STATE,1,0,144,78.4,0,0,33,100.0,100.0,100.0,0,0,0,35,35,77.9,0,0,4,100.0,100.0,100.0,0,0,4,4
0,Lukas Kolter,30373,G,UMASS,1,0,216,46.1,0,0,30,96.8,97.0,93.3,0,2,2,32,33,31.0,0,0,9,100.0,100.0,88.9,1,1,9,9
0,Sam Pierce,46966,T,RICE,1,1,275,73.7,0,1,32,100.0,100.0,98.4,1,1,0,32,32,55.5,0,1,8,100.0,100.0,93.7,1,0,8,8
0,Trey Martin,32555,C,RICE,1,0,275,70.4,0,0,32,100.0,100.0,100.0,0,0,0,32,32,78.8,0,0,8,100.0,100.0,100.0,0,0,8,8
0,Peter Godber,46777,G,RICE,1,0,275,85.0,0,0,32,100.0,100.0,100.0,0,0,0,32,32,80.9,0,0,8,100.0,100.0,100.0,0,0,8,8
0,Kenneth Thompson,29869,G,RICE,1,0,275,85.0,0,0,32,100.0,100.0,100.0,0,0,0,32,32,80.9,0,0,8,100.0,100.0,100.0,0,0,8,8
0,Calvin Anderson,46247,T,RICE,1,0,275,76.6,0,2,32,100.0,100.0,96.9,0,2,0,32,32,70.5,0,1,8,100.0,100.0,93.7,1,0,8,8
0,Michael Galati,27845,C,USF,1,0,327,71.0,0,1,28,100.0,100.0,98.2,0,1,0,31,31,56.8,0,1,12,100.0,100.0,95.8,1,0,13,13
0,Cameron Ruff,27785,C,USF,1,0,327,85.5,0,0,28,100.0,100.0,100.0,0,0,0,31,31,82.8,0,0,12,100.0,100.0,100.0,0,0,13,13
0,Jeremi Hall,46177,G,USF,1,0,327,51.6,0,3,28,100.0,100.0,94.6,0,3,0,31,31,23.6,0,3,12,100.0,100.0,87.5,3,0,13,13
