week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
0,Jason-Matthew Sharsh,52065,WR,HAWAII,1,0,180,60.3,100.0,8,27.6,8,60.5,0,100.0,29,29,60.9,100.0,18,62.1,18
0,Jared Smart,98732,WR,HAWAII,1,0,180,59.8,100.0,8,27.6,8,59.9,0,100.0,29,29,60.0,100.0,18,62.1,18
0,J.R. Hensley,37017,G,HAWAII,1,0,180,69.6,100.0,8,27.6,8,60.9,0,100.0,29,29,54.6,100.0,18,62.1,18
0,JoJo Ward,75940,WR,HAWAII,1,0,180,61.5,100.0,8,27.6,8,47.5,0,100.0,29,29,62.6,100.0,18,62.1,18
0,Taaga Tuulima,38661,C,HAWAII,1,0,180,61.7,100.0,8,27.6,8,66.5,1,100.0,29,29,68.2,100.0,18,62.1,18
0,Ilm Manning,75852,T,HAWAII,1,0,180,47.5,100.0,8,27.6,8,54.5,0,100.0,29,29,61.2,100.0,18,62.1,18
0,Gene Pryor,75851,T,HAWAII,1,0,180,55.6,100.0,8,27.6,8,69.2,0,100.0,29,29,74.1,100.0,18,62.1,18
0,Solo Vaipulu,75849,G,HAWAII,1,0,180,63.5,100.0,8,27.6,8,62.0,0,100.0,29,29,55.8,100.0,18,62.1,18
0,Cedric Byrd II,75938,WR,HAWAII,1,0,180,60.1,87.5,7,25.9,8,60.2,0,96.4,27,28,60.6,100.0,17,63.0,17
0,Brett Heggie,41179,G,FLORIDA,1,0,163,60.8,100.0,11,45.8,11,67.2,0,100.0,24,24,69.4,100.0,10,41.7,10
0,DJ Scaife Jr.,77378,T,MIAMI FL,1,0,220,64.9,100.0,13,54.2,13,64.1,0,100.0,24,24,51.4,100.0,6,25.0,6
0,Stone Forsythe,41795,T,FLORIDA,1,0,163,49.9,100.0,11,45.8,11,47.8,0,100.0,24,24,51.3,100.0,10,41.7,10
0,Jean Delance,41866,T,FLORIDA,1,0,163,62.7,100.0,11,45.8,11,56.9,0,100.0,24,24,51.2,100.0,10,41.7,10
0,Nick Buchanan,36857,C,FLORIDA,1,0,163,59.8,100.0,11,45.8,11,61.3,0,100.0,24,24,61.6,100.0,10,41.7,10
0,Navaughn Donaldson,59848,G,MIAMI FL,1,0,220,63.2,100.0,13,54.2,13,61.0,0,100.0,24,24,57.4,100.0,6,25.0,6
