week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
0,Oliver Martin,61438,WR,NEBRASKA,1,15.7,0,60.0,40.0,2,5,0,14.3,1,5,238,0,53.4,70.8,71.7,,73.3,0.0,0,0,43,0.0,0,37,1,6,94.6,35,16.2,6,128.3,10,1,83.8,31,103,9,1.5,17.2,2.94
0,Dae Hunter,128200,HB,HAWAII,1,0.4,2,70.0,,0,0,0,12.5,1,0,180,0,38.0,72.1,52.7,77.6,43.0,0.0,0,0,9,9.5,4,42,0,7,81.0,34,35.7,15,72.9,10,0,9.5,4,19,29,4.1,2.7,0.56
0,Cam Ross,97105,WR,UCONN,1,8.7,0,55.6,100.0,2,2,0,28.6,2,3,146,0,29.3,71.8,52.4,,52.5,0.0,0,0,13,0.0,0,31,0,5,93.5,29,100.0,31,65.5,9,0,0.0,0,37,10,2.0,7.4,1.28
0,Calvin Turner Jr.,109028,WR,HAWAII,1,9.5,1,62.5,0.0,0,1,0,16.7,1,1,180,0,49.8,69.3,57.0,,58.4,0.0,0,0,30,0.0,0,43,0,5,97.7,42,74.4,32,80.2,8,0,25.6,11,50,16,3.2,10.0,1.19
0,Isaiah Williams,97156,WR,ILLINOIS,1,2.6,0,75.0,,0,0,0,14.3,1,3,187,0,53.4,68.5,63.3,,65.0,0.0,0,0,14,0.0,0,20,0,6,100.0,20,75.0,15,125.5,8,1,25.0,5,41,30,5.0,6.8,2.05
0,Justin Garrett,84486,WR,UTEP,1,12.0,2,57.1,0.0,0,1,0,0.0,0,3,330,0,74.9,69.1,79.0,,78.7,0.0,0,0,36,0.0,0,18,0,4,88.9,16,0.0,0,93.8,7,0,100.0,18,74,37,9.3,18.5,4.63
0,Nick Mardner,75945,WR,HAWAII,1,10.2,1,50.0,33.3,1,3,0,0.0,0,3,180,0,73.1,64.1,71.7,,70.5,0.0,0,0,16,0.0,0,19,0,3,94.7,18,10.5,2,68.1,6,0,89.5,17,35,16,5.3,11.7,1.94
0,Erik Brooks,84187,WR,FRESNO ST,1,8.7,0,83.3,100.0,1,1,0,16.7,1,4,169,0,49.8,65.7,69.9,,68.6,0.0,0,0,22,0.0,0,21,0,5,100.0,21,90.5,19,109.0,6,0,9.5,2,61,8,1.6,12.2,2.9
0,Wyatt Liewer,84324,WR,NEBRASKA,1,15.8,0,33.3,,0,0,0,0.0,0,1,238,0,70.7,62.9,54.3,,54.2,3.7,1,0,7,0.0,0,27,0,2,100.0,27,22.2,6,42.4,6,0,74.1,20,13,7,3.5,6.5,0.48
0,Jacob Cowing,100894,WR,UTEP,1,17.4,2,100.0,,0,0,0,0.0,0,4,330,0,77.5,66.2,91.2,,91.2,0.0,0,0,72,0.0,0,18,0,5,88.9,16,50.0,9,158.3,5,1,50.0,9,158,71,14.2,31.6,9.88
0,Jalen Cropper,97273,WR,FRESNO ST,1,4.8,2,60.0,,0,0,0,0.0,0,1,169,0,73.1,66.0,73.7,,70.7,0.0,0,0,86,0.0,0,18,0,3,94.4,17,100.0,18,143.8,5,1,0.0,0,87,83,27.7,29.0,5.12
0,Caleb Phillips,52265,TE,HAWAII,1,8.6,0,40.0,0.0,0,2,0,33.3,1,2,180,0,32.3,62.9,45.2,41.5,47.6,57.7,30,1,3,17.3,9,52,1,2,76.9,40,28.8,15,47.9,5,1,11.5,6,4,7,3.5,2.0,0.1
0,Josh Kelly,97061,WR,FRESNO ST,1,11.6,0,60.0,,0,0,0,0.0,0,1,169,0,74.9,65.0,67.9,,65.3,3.6,1,1,37,0.0,0,28,0,3,96.4,27,32.1,9,57.5,5,0,64.3,18,54,21,7.0,18.0,2.0
0,Dedrick Parson,78572,HB,HAWAII,1,-2.5,0,75.0,,0,0,0,0.0,0,0,180,0,73.1,17.0,56.7,33.9,72.8,0.0,0,0,7,25.0,2,8,0,3,75.0,6,0.0,0,82.3,4,0,25.0,2,17,31,10.3,5.7,2.83
0,Jared Smart,98732,WR,HAWAII,1,9.5,0,25.0,,0,0,0,0.0,0,0,180,0,70.7,62.9,47.9,,49.7,0.0,0,0,9,0.0,0,61,0,1,95.1,58,36.1,22,39.6,4,0,63.9,39,9,5,5.0,9.0,0.16
0,Isaiah Hamilton,84401,WR,S JOSE ST,1,6.0,3,50.0,,0,0,0,0.0,0,2,285,0,70.7,62.9,68.8,,68.0,0.0,0,0,47,0.0,0,21,0,2,95.2,20,90.5,19,95.8,4,0,9.5,2,57,61,30.5,28.5,2.85
0,Aaron Cephus,40121,WR,HAWAII,1,24.5,0,25.0,0.0,0,2,0,0.0,0,1,180,0,66.7,61.0,53.0,,53.2,0.0,0,1,49,0.0,0,31,0,1,93.5,29,9.7,3,38.5,4,0,90.3,28,49,10,10.0,49.0,1.69
0,Jamar Simpson,71758,WR,S JOSE ST,1,19.3,0,50.0,50.0,1,2,0,0.0,0,2,285,0,70.7,62.9,63.1,,68.2,0.0,0,0,16,0.0,0,5,1,2,100.0,5,80.0,4,65.6,4,0,20.0,1,21,1,0.5,10.5,4.2
0,Samori Toure,25276,WR,NEBRASKA,1,10.3,0,75.0,,0,0,0,0.0,0,2,238,0,74.9,67.8,64.0,,64.2,0.0,0,0,16,0.0,0,41,0,3,92.7,38,85.4,35,103.1,4,0,12.2,5,37,15,5.0,12.3,0.97
