week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
0,Gavin Hardison,100827,QB,UTEP,1,61.4,44,48,13.7,3.35,0,7,13.7,43.8,21,0,15,22.2,53,6,12,330,66.5,82.9,81.2,66.7,1,0,56,0,20.0,70.9,5.7,3,2,0,3,1,2,3.6,293,6.1
0,Casey Thompson,77677,QB,NEBRASKA,1,75.0,40,42,13.0,2.82,0,2,4.7,59.5,25,0,15,16.7,44,5,16,238,69.8,77.4,75.9,62.3,0,2,45,0,13.3,75.0,4.5,2,0,0,2,1,1,2.2,355,8.5
0,Drake Maye,143969,QB,N CAROLINA,1,80.6,36,38,9.3,2.36,0,2,5.1,76.3,29,0,11,0.0,41,0,18,245,69.7,85.2,78.3,80.1,1,0,43,0,0.0,137.5,0.0,0,3,1,0,5,0,0.0,294,7.7
0,Ryan Hilinski,71295,QB,NWESTERN,1,80.6,36,38,7.1,2.48,1,0,0.0,71.1,27,1,9,6.9,39,2,15,256,71.1,78.3,77.7,62.4,0,0,39,2,0.0,113.3,0.0,0,0,0,1,2,0,0.0,314,8.3
0,Tommy DeVito,60545,QB,ILLINOIS,1,82.4,34,37,5.7,2.43,0,2,5.1,73.0,27,0,6,3.6,37,1,10,187,69.8,77.2,74.8,65.8,0,0,39,0,0.0,102.8,0.0,0,0,0,3,2,0,0.0,194,5.2
0,Brayden Schager,146078,QB,HAWAII,1,60.6,33,35,8.4,2.42,0,0,0.0,51.4,18,0,7,10.0,37,2,7,180,68.9,48.5,47.8,,0,0,38,0,14.3,64.1,2.7,1,0,0,2,0,0,0.0,161,4.6
0,Austin Reed,111760,QB,W KENTUCKY,1,73.3,30,33,12.8,2.57,1,1,2.7,57.6,19,0,5,13.6,35,3,11,346,70.3,68.5,66.5,64.3,2,1,39,0,20.0,111.9,2.9,1,0,0,0,4,1,2.6,276,8.4
0,Zion Turner,158636,QB,UCONN,1,52.0,25,31,9.0,2.83,2,0,0.0,38.7,12,0,13,7.7,33,1,9,146,69.5,40.8,36.1,62.3,1,2,34,0,7.7,32.9,3.0,1,1,0,3,1,3,8.8,109,3.5
0,Logan Bonner,39990,QB,UTAH ST,1,75.0,28,29,8.8,2.46,0,4,12.9,69.0,20,0,5,4.8,33,1,15,329,70.1,89.5,91.5,52.1,0,0,35,0,20.0,132.4,3.0,1,3,0,1,3,0,0.0,267,9.2
0,Austin Aune,83528,QB,N TEXAS,1,74.1,27,28,11.4,2.27,0,1,3.3,57.1,16,0,5,20.0,29,4,14,251,30.7,77.1,81.2,51.7,0,0,31,0,0.0,120.5,0.0,0,1,0,1,3,0,0.0,236,8.4
0,Doug Brumfield,128348,QB,UNLV,1,91.7,24,25,7.9,2.43,0,2,7.7,84.0,21,0,8,4.5,29,1,15,325,25.5,76.0,77.2,58.3,1,0,31,0,25.0,158.3,6.9,2,2,0,0,4,2,6.5,356,14.2
0,N'Kosi Perry,60446,QB,FAU,1,76.2,21,21,11.9,2.19,0,2,8.3,76.2,16,0,2,0.0,23,0,14,165,69.5,76.1,78.3,55.1,0,0,26,0,0.0,132.2,0.0,0,2,0,0,1,0,0.0,256,12.2
0,Mike Wright Jr.,124366,QB,VANDERBILT,1,68.4,19,21,6.7,2.76,1,0,0.0,61.9,13,0,5,0.0,24,0,10,333,72.6,76.1,53.1,85.1,0,0,25,0,0.0,114.4,0.0,0,3,0,1,2,1,4.0,146,7.0
0,Andrew Peasley,83581,QB,WYOMING,1,42.1,19,20,8.5,2.78,0,0,0.0,25.0,5,0,2,37.5,21,3,1,351,71.3,34.5,28.0,66.6,0,1,22,0,0.0,18.8,0.0,0,1,0,1,0,3,13.6,30,1.5
0,Joey Yellen,71430,QB,HAWAII,1,52.6,19,20,9.3,2.4,0,0,0.0,50.0,10,0,8,0.0,22,0,4,180,67.4,35.1,35.2,,0,0,22,0,25.0,62.3,9.1,2,0,0,1,0,1,4.5,89,4.5
0,Chris Reynolds,60361,QB,CHARLOTTE,1,89.5,19,19,8.7,2.52,0,1,4.5,73.7,14,0,5,17.6,22,3,6,136,67.8,79.7,78.8,62.8,0,0,26,0,40.0,141.6,9.1,2,1,0,0,2,0,0.0,196,10.3
