week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
0,Taisun Phommachanh,99577,QB,UMASS,1,16,2,0,0.0,0,0,46,0,0,0,12,0.0,2,5,216,0,10,73.3,66.7,75.9,66.3,,,62.2,60.0,26,0,0,0,0,33,44,4,0,12,1,90,28,1.75,5.6,,2
0,Deion Hankins,97310,HB,UTEP,1,15,4,1,37.0,20,0,54,0,0,4,29,51.6,1,4,330,0,3,75.5,65.2,74.5,,73.2,55.9,64.3,60.0,20,0,0,0,7,18,0,0,0,15,1,54,29,1.93,3.6,0.0,12
0,Sieh Bangura,145886,HB,OHIO,1,15,1,0,0.0,0,0,65,0,0,1,41,16.1,1,3,259,0,4,75.2,65.6,77.6,,64.2,69.9,63.5,58.9,14,0,20,2,29,19,0,0,5,17,0,65,41,2.73,4.3,0.69,11
0,Daba Fofana,144305,FB,NAVY,1,15,1,0,0.0,0,0,56,0,0,1,23,10.2,2,3,237,0,9,75.2,58.5,75.7,,83.1,,59.2,55.1,14,0,0,0,0,38,0,0,0,15,0,56,23,1.53,3.7,,1
0,Shomari Lawrence,141839,HB,FIU,1,15,3,2,59.7,83,0,139,0,0,3,116,145.0,2,3,166,0,3,75.2,75.6,73.7,,78.8,62.6,73.7,58.9,67,0,0,1,5,19,0,0,1,16,1,139,116,7.73,9.3,0.0,12
0,Audric Estime,147476,HB,NOTRE DAME,1,15,10,0,0.0,0,0,95,0,0,10,56,219.6,5,7,258,1,10,28.9,72.7,74.7,,6.8,86.4,70.6,60.0,13,0,26,2,5,17,0,0,2,17,1,95,56,3.73,6.3,5.2,5
0,Kay'Ron Lynch-Adams,101643,HB,UMASS,1,14,7,1,28.0,21,0,75,0,0,7,39,139.3,4,3,216,0,12,74.8,71.3,76.1,,76.8,54.5,73.0,56.6,21,0,0,0,12,26,0,0,0,14,2,75,39,2.79,5.4,0.0,2
0,Malik Jackson,84267,HB,JVILLE ST,1,13,2,1,57.9,44,0,76,0,0,2,66,72.5,1,3,196,0,3,74.4,72.1,74.1,,29.1,77.3,68.9,58.8,44,0,16,1,6,23,0,0,3,14,1,76,66,5.08,5.8,2.67,10
0,Ron Wiggins,125380,HB,JVILLE ST,1,13,2,1,23.8,15,0,63,0,0,2,26,26.7,2,4,196,0,3,74.5,71.1,75.8,,72.2,70.3,69.1,55.6,15,0,24,2,12,22,0,0,3,15,1,63,26,2.0,4.8,2.0,10
0,Keith Willis Jr.,170476,HB,LA TECH,1,12,0,0,0.0,0,0,34,0,0,0,23,0.0,0,1,208,0,7,74.0,54.3,74.2,,70.8,56.9,58.1,40.0,6,0,4,1,12,13,0,0,1,13,0,34,23,1.92,2.8,0.33,5
