week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
0,Alfred Edwards III,60190,T,UTAH ST,1,0,329,65.0,100.0,19,36.5,19,67.4,0,100.0,52,52,61.0,100.0,30,57.7,30
0,Brian Cobbs,84285,WR,UTAH ST,1,0,329,61.7,100.0,19,38.8,19,51.6,0,100.0,49,49,62.8,100.0,30,61.2,30
0,Wade Meacham,81902,G,UTAH ST,1,0,329,62.4,100.0,19,39.6,19,55.9,0,100.0,48,48,51.5,100.0,26,54.2,26
0,Logan Bonner,39990,QB,UTAH ST,1,0,329,60.0,100.0,18,37.5,18,60.0,0,94.1,48,51,60.0,100.0,30,62.5,30
0,Trey Hamilton,81757,T,NEVADA,1,0,239,67.0,100.0,10,21.3,10,59.4,0,100.0,47,47,60.6,100.0,34,72.3,34
0,Zac Welch,98384,G,NEVADA,1,0,239,54.0,100.0,10,21.3,10,53.7,0,100.0,47,47,55.2,100.0,34,72.3,34
0,Grant Starck,128245,T,NEVADA,1,0,239,81.6,100.0,10,21.3,10,79.1,0,100.0,47,47,72.5,100.0,34,72.3,34
0,Bryce Petersen,77557,C,NEVADA,1,0,239,57.4,100.0,10,21.3,10,60.9,1,100.0,47,47,67.4,100.0,34,72.3,34
0,Justin McGriff,84325,WR,UTAH ST,1,0,329,60.0,100.0,17,36.2,17,62.3,0,100.0,47,47,63.3,100.0,30,63.8,30
0,Peter Skoronski,129737,T,NWESTERN,1,0,256,63.8,100.0,19,41.3,19,88.5,0,100.0,46,46,91.6,100.0,22,47.8,22
0,Conrad Rowley,98045,G,NWESTERN,1,0,256,41.3,100.0,19,41.3,19,44.6,0,100.0,46,46,53.6,100.0,22,47.8,22
0,Josh Priebe,129733,G,NWESTERN,1,0,256,75.4,100.0,19,41.3,19,80.1,0,100.0,46,46,75.7,100.0,22,47.8,22
0,Ethan Wiederkehr,59969,G,NWESTERN,1,0,256,65.8,100.0,19,41.3,19,65.1,0,100.0,46,46,62.1,100.0,22,47.8,22
0,Charlie Schmidt,81772,C,NWESTERN,1,0,256,68.0,100.0,19,41.3,19,70.8,0,100.0,46,46,68.7,100.0,22,47.8,22
0,Ryan Hilinski,71295,QB,NWESTERN,1,0,256,60.0,100.0,19,46.3,19,60.2,0,89.1,41,46,60.2,95.5,21,51.2,22
0,Gabe Blair,145323,G,N TEXAS,1,0,251,72.8,100.0,12,29.3,12,73.1,0,100.0,41,41,68.3,100.0,28,68.3,28
0,D'Mitri Emmanuel,59657,G,FLORIDA ST,1,0,167,69.0,100.0,29,72.5,29,73.5,0,100.0,40,40,65.7,100.0,9,22.5,9
0,Jacob South,81901,T,UTAH ST,1,0,329,67.4,100.0,14,35.9,14,71.3,1,100.0,39,39,69.3,100.0,22,56.4,22
0,Jett Duncan,121886,T,N TEXAS,1,0,251,66.7,100.0,12,30.8,12,55.5,0,100.0,39,39,50.0,100.0,26,66.7,26
0,Manase Mose,59950,C,N TEXAS,1,0,251,69.8,100.0,11,28.9,11,83.5,0,100.0,38,38,82.2,100.0,26,68.4,26
0,Kai Arneson,131701,G,NEVADA,1,0,239,49.2,100.0,7,18.4,7,50.5,0,100.0,38,38,54.1,100.0,28,73.7,28
0,Chandler Dolphin,60187,C,UTAH ST,1,0,329,60.7,100.0,13,34.2,13,54.3,0,100.0,38,38,55.7,100.0,22,57.9,22
0,Valentin Senn,100533,T,UCONN,1,0,146,70.2,100.0,17,45.9,17,81.4,0,100.0,37,37,77.6,100.0,14,37.8,14
0,Austin Aune,83528,QB,N TEXAS,1,0,251,60.0,100.0,12,32.4,12,60.0,0,90.2,37,41,60.0,89.3,25,67.6,28
0,Jazston Turnetine,124260,T,FLORIDA ST,1,0,167,69.9,100.0,29,78.4,29,71.8,0,100.0,37,37,68.2,100.0,6,16.2,6
0,Noel Ofori-Nyadu,77430,G,UCONN,1,0,146,63.4,100.0,17,45.9,17,71.9,0,100.0,37,37,70.7,100.0,14,37.8,14
0,B.J. Casteel,61133,WR,NEVADA,1,0,239,59.7,100.0,9,25.0,9,57.9,0,97.3,36,37,76.0,100.0,25,69.4,25
0,Brendan Bordner,56812,T,FAU,1,0,165,72.5,100.0,13,36.1,13,59.8,0,100.0,36,36,50.6,100.0,21,58.3,21
0,Alex Palczewski,59738,T,ILLINOIS,1,0,187,58.2,100.0,13,36.1,13,72.6,0,100.0,36,36,79.5,100.0,21,58.3,21
0,Isaiah Adams,158192,G,ILLINOIS,1,0,187,67.1,100.0,13,36.1,13,76.5,0,100.0,36,36,78.4,100.0,21,58.3,21
0,Bless Harris,87406,T,FLORIDA ST,1,0,167,47.5,100.0,25,69.4,25,56.7,0,100.0,36,36,74.1,100.0,9,25.0,9
0,Julian Pearl,82282,T,ILLINOIS,1,0,187,57.8,100.0,13,36.1,13,58.8,0,100.0,36,36,60.1,100.0,21,58.3,21
0,Alex Pihlstrom,60911,C,ILLINOIS,1,0,187,58.2,100.0,13,36.1,13,55.5,1,100.0,36,36,55.7,100.0,21,58.3,21
0,Tyrese Mack,146085,WR,NEVADA,1,0,239,59.8,100.0,8,22.2,8,62.0,0,100.0,36,36,62.6,100.0,26,72.2,26
0,Jacob Munro,158244,TE,NEVADA,1,0,239,50.7,100.0,8,22.9,8,49.6,0,100.0,35,35,53.0,100.0,25,71.4,25
0,Weylin Lapuaho,157628,G,UTAH ST,1,0,329,60.5,100.0,15,42.9,15,59.7,0,100.0,35,35,53.1,100.0,20,57.1,20
0,Cole Brown,81768,T,N TEXAS,1,0,251,70.4,100.0,10,28.6,10,68.5,0,100.0,35,35,63.8,100.0,24,68.6,24
0,Chase Lundt,98515,T,UCONN,1,0,146,64.4,100.0,16,45.7,16,65.9,0,100.0,35,35,65.6,100.0,13,37.1,13
0,Falepule Alo,128376,G,UTAH ST,1,0,329,58.9,100.0,10,28.6,10,65.5,1,100.0,35,35,67.1,100.0,22,62.9,22
0,Malik Washington,97108,WR,NWESTERN,1,0,256,59.8,100.0,13,37.1,13,72.6,0,100.0,35,35,78.5,100.0,17,48.6,17
0,Donny Navarro III,84220,WR,NWESTERN,1,0,256,46.8,100.0,16,47.1,16,49.2,0,100.0,34,34,58.0,100.0,17,50.0,17
0,Christian Haynes,77339,G,UCONN,1,0,146,66.8,100.0,16,47.1,16,68.8,0,100.0,34,34,62.0,100.0,13,38.2,13
0,Markeston Douglas,122398,TE,FLORIDA ST,1,0,167,81.3,100.0,27,79.4,27,81.6,0,100.0,34,34,80.9,100.0,6,17.6,6
0,Chaz Neal,77325,T,FAU,1,0,165,57.5,100.0,13,40.6,13,65.6,0,100.0,32,32,69.9,100.0,17,53.1,17
0,Kamaar Bell,99073,G,FAU,1,0,165,51.4,100.0,11,34.4,11,63.4,0,100.0,32,32,71.4,100.0,18,56.3,18
0,Nick Weber,59684,C,FAU,1,0,165,58.2,100.0,13,40.6,13,59.2,0,100.0,32,32,54.9,100.0,17,53.1,17
0,Marshall Lang,52369,TE,NWESTERN,1,0,256,72.7,100.0,14,43.8,14,65.7,0,100.0,32,32,65.3,100.0,14,43.8,14
0,Jake Guidone,106564,C,UCONN,1,0,146,55.1,100.0,15,46.9,15,69.0,0,100.0,32,32,79.5,100.0,13,40.6,13
0,Eric Abojei,60824,T,WYOMING,1,0,351,63.3,100.0,3,9.7,3,53.1,0,100.0,31,31,50.9,100.0,27,87.1,27
0,Rusty Staats,81941,C,W KENTUCKY,1,0,346,67.3,100.0,17,54.8,17,65.6,0,100.0,31,31,60.7,100.0,11,35.5,11
0,Gunner Britton,81937,T,W KENTUCKY,1,0,346,58.9,100.0,17,54.8,17,65.9,0,100.0,31,31,63.8,100.0,11,35.5,11
0,Mark Goode,123450,T,W KENTUCKY,1,0,346,47.1,100.0,17,54.8,17,53.7,1,100.0,31,31,64.4,100.0,11,35.5,11
0,Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,59.9,100.0,17,54.8,17,55.5,0,100.0,31,31,51.7,100.0,11,35.5,11
0,Vincent Murphy,99046,G,W KENTUCKY,1,0,346,55.8,100.0,17,54.8,17,52.5,0,100.0,31,31,53.3,100.0,11,35.5,11
0,Nofoafia Tulafono,128438,C,WYOMING,1,0,351,51.0,100.0,3,9.7,3,55.1,0,100.0,31,31,60.3,100.0,27,87.1,27
0,Frank Crum,75860,T,WYOMING,1,0,351,44.6,100.0,3,9.7,3,54.9,0,100.0,31,31,61.3,100.0,27,87.1,27
0,Emmanuel Pregnon,128427,G,WYOMING,1,0,351,52.3,100.0,3,9.7,3,62.9,0,100.0,31,31,66.9,100.0,27,87.1,27
0,Kentron Poitier,122411,WR,FLORIDA ST,1,0,167,61.4,100.0,24,80.0,24,61.0,0,100.0,30,30,60.0,100.0,5,16.7,5
0,Dorian Hinton,98283,G,FAU,1,0,165,61.7,100.0,12,40.0,12,56.9,0,100.0,30,30,53.6,100.0,16,53.3,16
0,Tommy DeVito,60545,QB,ILLINOIS,1,0,187,60.0,90.9,10,33.3,11,60.0,0,93.8,30,32,60.0,100.0,19,63.3,19
0,Teddy Prochazka,145004,T,NEBRASKA,1,0,238,48.2,100.0,12,40.0,12,45.7,0,100.0,30,30,49.5,100.0,16,53.3,16
0,Bryce Benhart,98531,T,NEBRASKA,1,0,238,56.5,100.0,12,40.0,12,59.1,0,100.0,30,30,61.6,100.0,16,53.3,16
0,Trent Hixson,59905,C,NEBRASKA,1,0,238,60.2,100.0,12,40.0,12,60.2,0,100.0,30,30,59.8,100.0,16,53.3,16
0,Josh Sterzer,128399,TE,UTAH ST,1,0,329,62.2,100.0,8,26.7,8,57.8,0,100.0,30,30,63.8,100.0,19,63.3,19
0,Turner Corcoran,129684,T,NEBRASKA,1,0,238,51.4,100.0,12,40.0,12,49.5,0,100.0,30,30,52.4,100.0,16,53.3,16
0,Ed Montilus,77353,G,N CAROLINA,1,0,245,59.9,100.0,8,27.6,8,51.1,1,100.0,29,29,47.3,100.0,16,55.2,16
0,Will Sheppard,124360,WR,VANDERBILT,1,0,333,60.0,100.0,1,3.4,1,72.4,0,100.0,29,29,73.7,100.0,25,86.2,25
0,Asim Richards,99674,T,N CAROLINA,1,0,245,55.3,100.0,8,27.6,8,58.4,0,100.0,29,29,51.8,100.0,16,55.2,16
0,Jaylen Hall,61825,WR,W KENTUCKY,1,0,346,62.9,100.0,17,58.6,17,73.0,0,100.0,29,29,56.1,100.0,10,34.5,10
0,Kyle Van Leeuwen,101345,WR,UTAH ST,1,0,329,60.9,100.0,12,41.4,12,75.8,0,100.0,29,29,61.5,100.0,14,48.3,14
0,Delfin Xavier Castillo,146960,C,VANDERBILT,1,0,333,60.0,100.0,1,3.4,1,71.2,0,100.0,29,29,72.7,100.0,25,86.2,25
0,Spencer Rolland,108693,T,N CAROLINA,1,0,245,69.0,100.0,8,27.6,8,60.0,0,100.0,29,29,53.3,100.0,16,55.2,16
0,Dillan Gibbons,59981,G,FLORIDA ST,1,0,167,66.7,100.0,19,67.9,19,64.3,0,100.0,28,28,57.0,100.0,7,25.0,7
0,Ja'Mori Maclin,124211,WR,N TEXAS,1,0,251,59.9,100.0,9,32.1,9,62.2,0,100.0,28,28,63.0,100.0,19,67.9,19
0,Daewood Davis,61584,WR,W KENTUCKY,1,0,346,53.0,100.0,16,57.1,16,51.6,0,96.6,28,29,55.8,100.0,10,35.7,10
0,N'Kosi Perry,60446,QB,FAU,1,0,165,60.0,91.7,11,39.3,12,60.7,0,90.3,28,31,60.0,88.2,15,53.6,17
0,Jordan Travis,77615,QB,FLORIDA ST,1,0,167,60.0,95.2,20,71.4,21,60.0,0,90.3,28,31,60.0,75.0,6,21.4,8
0,Casey Thompson,77677,QB,NEBRASKA,1,0,238,60.0,100.0,11,39.3,11,60.0,0,96.6,28,29,60.0,93.8,15,53.6,16
0,Drake Maye,143969,QB,N CAROLINA,1,0,245,60.0,100.0,8,28.6,8,60.0,0,96.6,28,29,60.0,100.0,16,57.1,16
0,Bryson Estes,143878,G,FLORIDA ST,1,0,167,62.6,100.0,22,78.6,22,65.4,1,100.0,28,28,66.3,100.0,4,14.3,4
0,Austin Reed,111760,QB,W KENTUCKY,1,0,346,60.0,94.1,16,57.1,17,60.0,0,90.3,28,31,60.0,100.0,11,39.3,11
0,Brandon Niemenski,147390,TE,UCONN,1,0,146,38.4,100.0,14,51.9,14,38.9,0,100.0,27,27,49.7,100.0,8,29.6,8
