week,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
0,Lujuan Winningham,61193,WR,CENT ARK,1,15,0,132,13.8,0,60.0,0.0,0,2,0.0,0,2,0,73.1,72.2,0,18,0.0,0,16,3,100.0,16,121.7,5,31.3,1,36,4,1.3,12.0,2.25,0,14.8,2,37.5,0.0,0,2,25.0,1,2,0,45.9,60.3,0,26,0.0,0,31,3,93.5,29,56.3,8,27.6,0,44,29,9.7,14.7,1.52
0,Tyler Hudson,102567,WR,CENT ARK,1,10,0,132,13.3,0,50.0,33.3,1,3,0.0,0,2,0,70.7,71.7,0,29,0.0,0,15,2,100.0,15,91.7,4,26.7,0,46,13,6.5,23.0,3.07,0,16.6,0,60.0,50.0,1,2,0.0,0,2,0,73.1,68.1,1,18,0.0,0,22,3,95.5,21,42.5,5,23.8,0,36,12,4.0,12.0,1.71
0,Eugene Minter Jr.,98706,WR,AUSTINPEAY,1,9,0,116,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,10.1,0,50.0,50.0,1,2,0.0,0,1,0,74.9,61.6,0,25,14.3,4,28,4,82.1,23,62.5,8,34.8,0,36,27,6.8,9.0,1.57
0,Baniko Harley,54989,WR,AUSTINPEAY,1,8,0,116,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,9.0,1,28.6,,0,0,33.3,1,2,0,31.6,59.2,0,23,0.0,0,36,2,91.7,33,50.3,7,21.2,0,39,22,11.0,19.5,1.18
0,Geordon Pollard,109568,WR,AUSTINPEAY,1,7,0,116,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,19.9,0,42.9,50.0,2,4,0.0,0,2,0,73.1,64.0,0,37,0.0,0,32,3,93.8,30,66.4,7,23.3,0,48,6,2.0,16.0,1.6
0,Dwight Blakey,102564,WR,CENT ARK,1,6,0,132,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,0,10.0,0,20.0,,0,0,50.0,1,1,0,24.5,53.6,0,6,0.0,0,20,1,90.0,18,39.6,5,27.8,0,6,0,0.0,6.0,0.33
0,Kierre Crossley,34090,HB,CENT ARK,1,6,0,132,-5.3,2,66.7,,0,0,0.0,0,1,0,70.7,83.5,0,11,36.4,4,11,2,63.6,7,84.0,3,42.9,0,19,30,15.0,9.5,2.71,0,4.0,0,50.0,,0,0,0.0,0,0,0,66.7,58.5,1,4,36.4,8,22,1,59.1,13,16.7,2,15.4,0,4,1,1.0,4.0,0.31
0,Jarrod Barnes,61138,WR,CENT ARK,1,4,0,132,,0,,,0,0,,0,0,0,,54.6,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,0,8.3,0,66.7,,0,0,33.3,1,1,0,32.3,55.8,0,11,0.0,0,14,2,92.9,13,82.6,3,23.1,0,18,8,4.0,9.0,1.38
0,Jay Parker,78795,WR,AUSTINPEAY,1,4,0,116,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,15.0,0,66.7,100.0,1,1,0.0,0,2,0,70.7,68.4,0,43,3.8,1,26,2,92.3,24,109.7,3,12.5,0,54,16,8.0,27.0,2.25
0,Cameron Myers,78599,HB,CENT ARK,1,3,0,132,0.0,0,100.0,,0,0,0.0,0,1,0,70.7,81.7,0,12,60.0,3,5,2,40.0,2,100.0,2,100.0,0,16,16,8.0,8.0,8.0,0,-4.0,0,100.0,,0,0,0.0,0,0,0,66.7,60.4,0,2,20.0,2,10,1,80.0,8,79.2,1,12.5,0,2,6,6.0,2.0,0.25
