week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
0,Henry Ikahihifo,73151,ED,NEVADA,1,0,0,239,60.1,1,1,25,87.5,12.0,3,0,4.0,0,32,28,2,0,57.6,0,1,11,78.6,9.1,1,4.5,0,14,11,1
0,Justin Sinclair,74258,S,HAWAII,1,0,0,180,59.4,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
0,Kitione Tau,86077,DI,NEVADA,1,0,0,239,58.8,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Logan Taylor,87618,LB,HAWAII,1,0,0,180,65.1,0,1,3,15.0,0.0,0,0,16.7,0,20,3,1,0,65.8,0,1,2,22.2,0.0,0,25.0,0,9,2,1
0,Thomas Gore,97560,DI,GA TECH,1,0,0,176,66.1,0,1,6,100.0,16.7,1,0,8.3,0,6,6,1,0,67.8,0,1,2,100.0,50.0,1,25.0,0,2,2,1
0,Nalu Emerson,97701,LB,HAWAII,1,0,0,180,47.0,1,2,2,9.1,0.0,0,0,75.0,0,22,2,3,0,48.5,1,1,0,0.0,,0,,0,13,0,2
0,Dominic Tatum,97888,S,NEW MEXICO,1,0,1,241,59.9,0,0,1,11.1,0.0,0,1,0.0,0,9,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
0,Jahfari Harvey,98118,ED,SMU,1,0,0,287,53.8,1,0,21,96.0,4.8,1,0,2.4,0,25,24,1,0,54.1,0,0,8,100.0,0.0,0,0.0,0,9,9,0
0,Sylvain Yondjouen,98313,ED,GA TECH,1,0,0,176,60.6,0,0,12,100.0,0.0,0,0,0.0,0,13,13,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Jared Harrison-Hunte,98331,DI,SMU,1,0,0,287,56.0,0,0,23,100.0,4.3,1,0,0.0,0,26,26,0,0,55.6,0,0,7,100.0,0.0,0,0.0,0,8,8,0
0,Kevin Harris,98999,ED,GA TECH,1,0,0,176,63.4,0,0,12,86.7,0.0,0,0,8.3,1,15,13,1,0,64.9,0,0,4,100.0,0.0,0,25.0,1,4,4,1
