week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
0,Lujuan Winningham,61193,WR,CENT ARK,1,14.9,2,40.0,0.0,0,4,0,14.3,1,4,132,0,56.8,66.7,63.5,,64.4,0.0,0,0,26,0.0,0,55,1,6,94.5,52,0.0,0,79.9,15,1,100.0,55,80,33,5.5,13.3,1.54
0,Tyler Hudson,102567,WR,CENT ARK,1,14.0,0,50.0,40.0,2,5,0,0.0,0,4,132,0,76.3,69.3,70.3,,69.7,0.0,0,1,29,0.0,0,44,0,5,97.7,43,2.3,1,38.3,10,0,97.7,43,82,25,5.0,16.4,1.91
0,Eugene Minter Jr.,98706,WR,AUSTINPEAY,1,10.7,0,44.4,50.0,1,2,0,0.0,0,1,116,0,74.9,65.0,64.2,69.9,59.3,51.5,17,0,25,12.1,4,33,0,4,81.8,27,15.2,5,55.8,9,0,33.3,11,36,27,6.8,9.0,1.33
0,Baniko Harley,54989,WR,AUSTINPEAY,1,10.9,1,25.0,,0,0,0,33.3,1,2,116,0,31.6,69.1,54.9,,57.9,22.0,9,1,23,0.0,0,41,1,2,90.2,37,31.7,13,7.8,8,0,46.3,19,39,22,11.0,19.5,1.05
0,Geordon Pollard,109568,WR,AUSTINPEAY,1,19.9,0,42.9,50.0,2,4,0,0.0,0,2,116,0,73.1,64.1,62.8,,62.4,0.0,0,0,37,0.0,0,37,0,3,91.9,34,8.1,3,66.4,7,0,91.9,34,48,6,2.0,16.0,1.41
0,Dwight Blakey,102564,WR,CENT ARK,1,7.8,0,33.3,,0,0,0,33.3,1,1,132,0,31.6,62.9,51.8,,51.9,0.0,0,0,6,0.0,0,36,0,2,91.7,33,83.3,30,42.4,6,0,13.9,5,11,8,4.0,5.5,0.33
0,Kierre Crossley,34090,HB,CENT ARK,1,-0.8,2,66.7,,0,0,0,0.0,0,1,132,0,74.9,74.2,70.2,72.3,73.4,0.0,0,1,11,39.5,15,38,0,4,57.9,22,0.0,0,36.1,6,0,0.0,0,26,31,7.8,6.5,1.18
0,Jarrod Barnes,61138,WR,CENT ARK,1,9.5,0,50.0,0.0,0,1,0,33.3,1,1,132,0,32.3,62.9,51.2,,52.9,0.0,0,0,11,0.0,0,29,0,2,96.6,28,75.9,22,62.5,4,0,20.7,6,18,8,4.0,9.0,0.64
0,Jay Parker,78795,WR,AUSTINPEAY,1,10.3,0,75.0,100.0,1,1,0,0.0,0,2,116,0,73.1,15.5,61.7,63.9,67.5,31.0,9,0,43,3.4,1,29,0,3,93.1,27,69.0,20,116.7,4,0,0.0,0,55,21,7.0,18.3,2.04
0,Cameron Myers,78599,HB,CENT ARK,1,-1.3,0,100.0,,0,0,0,0.0,0,1,132,0,73.1,74.7,63.7,58.9,69.8,0.0,0,0,12,33.3,6,18,0,3,66.7,12,5.6,1,91.7,3,0,0.0,0,18,22,7.3,6.0,1.5
