week,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
0,Cedric Byrd II,75938,WR,HAWAII,1,20,0,180,12.0,0,80.0,,0,0,0.0,0,2,0,74.9,67.3,1,15,0.0,0,16,4,93.8,15,93.3,5,33.3,1,32,5,1.3,8.0,2.13,0,19.7,0,61.5,0.0,0,1,11.1,1,7,0,41.2,82.0,1,41,0.0,0,32,8,90.6,29,113.0,13,44.8,3,178,14,1.8,22.3,6.14
0,Jason-Matthew Sharsh,52065,WR,HAWAII,1,9,0,180,7.0,0,100.0,,0,0,0.0,0,0,0,70.7,60.4,0,9,0.0,0,17,2,94.1,16,100.0,2,12.5,0,16,2,1.0,8.0,1.0,0,6.0,0,80.0,,0,0,0.0,0,1,0,74.9,60.4,1,10,0.0,0,32,4,90.6,29,51.3,5,17.2,0,29,11,2.8,7.3,1.0
0,Jared Smart,98732,WR,HAWAII,1,8,0,180,18.0,0,50.0,50.0,1,2,0.0,0,0,0,70.7,55.0,0,8,0.0,0,17,2,94.1,16,58.3,4,25.0,0,14,1,0.5,7.0,0.88,0,7.0,2,100.0,,0,0,0.0,0,3,0,74.9,63.8,0,21,0.0,0,32,4,90.6,29,118.8,4,13.8,0,54,26,6.5,13.5,1.86
0,La'Mical Perine,26408,HB,FLORIDA,1,8,0,163,-5.0,0,100.0,,0,0,0.0,0,0,0,70.7,61.7,0,2,18.2,2,11,2,72.7,8,79.2,2,25.0,0,3,13,6.5,1.5,0.38,0,0.0,0,60.0,0.0,0,1,0.0,0,1,0,73.1,67.8,0,7,7.7,1,13,3,92.3,12,64.6,5,41.7,0,14,14,4.7,4.7,1.17
0,Brevin Jordan,77887,TE,MIAMI FL,1,7,0,220,24.0,1,50.0,0.0,0,1,0.0,0,1,0,66.7,88.9,0,25,12.5,1,8,1,87.5,7,135.4,2,28.6,1,25,8,8.0,25.0,3.57,0,2.8,0,80.0,0.0,0,1,20.0,1,3,1,45.4,62.5,0,20,17.9,5,28,4,71.4,20,118.8,5,25.0,0,63,57,14.3,15.8,3.15
0,Jamarye Joiner,82071,WR,ARIZONA,1,6,0,109,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,14.0,0,80.0,,0,0,0.0,0,4,0,74.9,78.0,0,27,0.0,0,14,4,100.0,14,158.3,5,35.7,1,72,17,4.3,18.0,5.14
0,Stanley Berryhill III,61128,WR,ARIZONA,1,5,0,109,30.5,0,100.0,,0,0,0.0,0,2,0,70.7,86.0,0,57,0.0,0,4,2,75.0,3,118.8,2,66.7,0,71,10,5.0,35.5,23.67,0,13.5,0,50.0,,0,0,0.0,0,1,0,66.7,59.9,0,21,0.0,0,14,1,92.9,13,127.1,2,15.4,1,21,5,5.0,21.0,1.62
0,JoJo Ward,75940,WR,HAWAII,1,5,0,180,38.0,0,100.0,,0,0,0.0,0,1,0,66.7,64.0,0,39,0.0,0,17,1,94.1,16,158.3,1,6.3,1,39,1,1.0,39.0,2.44,0,13.5,0,75.0,,0,0,0.0,0,2,0,73.1,59.9,0,12,0.0,0,32,3,90.6,29,96.9,4,13.8,0,31,6,2.0,10.3,1.07
0,Kyle Pitts,83964,TE,FLORIDA,1,5,0,163,,0,,,0,0,,0,0,0,,54.6,0,0,36.4,4,11,0,54.5,6,0.0,0,0.0,0,0,0,,,0.0,0,7.0,0,50.0,,0,0,0.0,0,1,0,70.7,63.4,1,10,23.5,4,17,2,76.5,13,19.8,4,30.8,0,15,16,8.0,7.5,1.15
0,K.J. Osborn,23503,WR,MIAMI FL,1,4,0,220,0.0,0,100.0,,0,0,0.0,0,1,0,70.7,65.4,0,18,0.0,0,10,2,100.0,10,108.3,2,20.0,0,20,20,10.0,10.0,2.0,0,10.5,0,100.0,100.0,1,1,0.0,0,2,0,70.7,61.4,0,15,0.0,0,34,2,91.2,31,110.4,2,6.5,0,21,0,0.0,10.5,0.68
0,Josh Hammond,40293,WR,FLORIDA,1,4,0,163,38.0,0,100.0,,0,0,0.0,0,1,0,66.7,77.5,0,65,0.0,0,5,1,80.0,4,118.8,1,25.0,0,65,27,27.0,65.0,16.25,0,1.7,1,100.0,,0,0,0.0,0,2,0,73.1,72.9,0,11,0.0,0,8,3,100.0,8,105.6,3,37.5,0,28,23,7.7,9.3,3.5
0,DeeJay Dallas,55632,HB,MIAMI FL,1,4,0,220,,0,,,0,0,,0,0,0,,57.7,0,0,62.5,5,8,0,37.5,3,0.0,0,0.0,0,0,0,,,0.0,0,-4.8,4,100.0,,0,0,0.0,0,1,0,74.9,71.2,0,40,35.7,10,28,4,60.7,17,105.2,4,23.5,0,37,56,14.0,9.3,2.18
