week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
0,Jerry Roberts,57759,LB,UMASS,1,20,0,216,0,,,50.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,10.0,4,0,0,0,0,0,0,0.0,,0,0,,,85.7,,,0,0,,62.1,0,,,0,0,0.0,0,6,30.0,7,0,0,0,0,0,0,0.0,
0,Jeremiah Harris,63043,S,JVILLE ST,1,22,0,196,0,6.0,0.0,100.0,,3.0,0,0,0.0,91.9,1,,,0,0,0.0,0,5,22.7,5,0,0,1,0,0,0,0.0,,0,0,2.0,100.0,100.0,5.0,5.0,0,0,0.0,68.8,0,7,0.0,0,0,83.3,2,10,45.5,10,1,3,2,0,8,4,0.8,4.0
0,Jeremiah Wood,66274,S,OHIO,1,1,0,259,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
0,Domani Jackson,71370,CB,USC,1,44,0,326,1,7.0,100.0,100.0,11.0,11.0,0,0,0.0,65.0,0,2,0.0,0,0,118.8,1,12,27.3,12,0,0,1,1,2,0,0.2,2.0,0,0,22.8,50.0,100.0,10.5,5.3,1,1,25.0,58.5,0,28,0.0,0,1,126.0,2,21,47.7,21,0,1,4,1,41,0,2.0,20.5
0,DJ Harvey,72089,CB,S JOSE ST,1,20,0,285,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.7,66.7,100.0,8.5,5.7,0,1,33.3,63.9,0,35,33.3,1,1,109.0,2,18,90.0,18,0,2,3,0,37,7,2.2,18.5
0,McKel Broussard,73850,S,UTEP,1,20,0,330,0,17.0,50.0,84.6,10.0,5.0,0,0,0.0,56.0,0,16,0.0,0,0,77.1,1,11,55.0,13,0,1,2,0,16,7,1.6,16.0,0,0,,,90.0,,,0,0,,64.1,0,,,0,0,0.0,0,9,45.0,10,0,0,0,0,0,0,0.0,
0,Max Williams,73985,S,USC,1,34,0,326,0,,,100.0,,,0,0,,48.6,0,,,0,0,0.0,0,10,29.4,10,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,100.0,17.0,17.0,0,0,0.0,70.7,0,4,0.0,0,0,83.3,1,17,50.0,17,1,1,1,0,4,0,0.2,4.0
0,Zion Branch,74395,S,USC,1,4,0,326,1,,,100.0,,,0,0,,64.2,0,,0.0,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,
0,Solomon Byrd,75742,ED,USC,1,2,0,326,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,13.3,,,0,0,,60.3,0,,,0,0,0.0,0,2,100.0,15,0,0,0,0,0,0,0.0,
0,Jonah Kahahawai-Welch,75759,ED,HAWAII,1,5,0,180,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,41.7,,,0,0,,61.8,0,,,0,0,0.0,0,5,100.0,12,0,0,0,0,0,0,0.0,
