week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
1,Max Magana,46933,T,GA SOUTHRN,1,0,174,52.0,100.0,18,32.1,18,45.0,0,100.0,56,56,44.4,100.0,32,57.1,32
1,Mikingson Marsaille,18004,G,FAU,1,0,165,66.4,100.0,6,10.9,6,70.1,0,100.0,55,55,64.6,100.0,35,63.6,35
1,Ian Park,23477,C,NWESTERN,1,0,256,57.1,100.0,14,25.5,14,55.9,0,100.0,55,55,63.0,100.0,27,49.1,27
1,Geoff Mogus,18912,T,NWESTERN,1,0,256,56.3,100.0,14,25.5,14,59.2,0,100.0,55,55,60.4,100.0,27,49.1,27
1,Antonyo Woods,28275,G,FAU,1,0,165,88.6,100.0,6,10.9,6,86.5,0,100.0,55,55,81.6,100.0,35,63.6,35
1,Dillon DeBoer,12036,C,FAU,1,0,165,72.8,100.0,6,10.9,6,69.1,0,100.0,55,55,65.4,100.0,35,63.6,35
1,Reggie Bain,28501,T,FAU,1,0,165,55.8,100.0,6,10.9,6,71.6,0,100.0,55,55,75.8,100.0,35,63.6,35
1,Shane Mertz,18692,G,NWESTERN,1,0,256,51.6,100.0,13,24.1,13,60.5,0,100.0,54,54,65.7,100.0,27,50.0,27
1,Eric Olson,46902,T,NWESTERN,1,0,256,62.6,100.0,14,25.9,14,64.4,0,100.0,54,54,73.7,100.0,26,48.1,26
1,Josh Mitchell,19044,C,OREGON ST,1,0,265,61.0,100.0,10,18.9,10,65.1,1,100.0,53,53,66.8,100.0,30,56.6,30
1,Roscoe Byrd,17461,G,GA SOUTHRN,1,0,174,55.0,100.0,18,34.0,18,64.5,0,100.0,53,53,70.5,100.0,29,54.7,29
1,Tommy Boynton,12611,T,GA SOUTHRN,1,0,174,90.0,100.0,18,34.0,18,70.1,0,100.0,53,53,53.1,100.0,29,54.7,29
1,Fred Lauina,46092,G,OREGON ST,1,0,265,57.5,100.0,10,18.9,10,62.0,0,100.0,53,53,64.4,100.0,30,56.6,30
1,Coleman Thomas,30136,C,TENNESSEE,1,0,307,75.0,100.0,26,49.1,26,67.7,0,100.0,53,53,64.5,100.0,5,9.4,5
1,Dustin Stanton,46857,T,OREGON ST,1,0,265,71.7,100.0,10,18.9,10,66.1,1,100.0,53,53,62.4,100.0,30,56.6,30
1,Isaac Seumalo,10713,G,OREGON ST,1,0,265,75.3,100.0,10,18.9,10,84.7,0,100.0,53,53,83.2,100.0,30,56.6,30
1,Sean Harlow,11891,T,OREGON ST,1,0,265,57.2,100.0,10,18.9,10,60.0,0,100.0,53,53,58.1,100.0,30,56.6,30
1,Brett Kendrick,46861,T,TENNESSEE,1,0,307,51.6,100.0,25,49.0,25,58.4,0,100.0,51,51,68.7,100.0,5,9.8,5
1,Kyler Kerbyson,11457,T,TENNESSEE,1,0,307,77.7,100.0,25,49.0,25,79.1,0,100.0,51,51,68.8,100.0,5,9.8,5
1,Josh Chester,38088,C,MIDDLE TN,1,0,224,79.7,100.0,15,30.0,15,83.7,0,100.0,50,50,78.4,100.0,30,60.0,30
1,Chandler Brewer,13976,G,MIDDLE TN,1,0,224,58.7,100.0,15,30.0,15,52.9,0,100.0,50,50,50.5,100.0,30,60.0,30
1,Austin Pratt,46043,G,UTSA,1,0,331,81.4,100.0,23,46.0,23,86.4,0,94.3,50,53,69.5,100.0,7,14.0,7
1,Dylan Wiesman,46696,G,TENNESSEE,1,0,307,63.8,100.0,25,50.0,25,77.2,0,100.0,50,50,89.6,100.0,5,10.0,5
1,Andy Kwon,22669,C,GA SOUTHRN,1,0,174,61.2,100.0,16,32.0,16,65.1,0,100.0,50,50,66.0,100.0,28,56.0,28
1,Reed Darragh,46792,T,UTSA,1,0,331,56.7,100.0,23,46.0,23,60.3,0,94.3,50,53,73.5,100.0,7,14.0,7
1,William Cavanaugh,17169,G,UTSA,1,0,331,61.0,100.0,23,46.0,23,69.0,2,94.3,50,53,79.7,100.0,7,14.0,7
1,Kyle McKinney,26995,G,UTSA,1,0,331,64.0,100.0,23,46.0,23,65.2,0,94.3,50,53,63.6,100.0,7,14.0,7
1,Maurquice Shakir,12084,T,MIDDLE TN,1,0,224,60.4,100.0,15,30.0,15,50.4,0,100.0,50,50,47.9,100.0,30,60.0,30
1,Jordan Gray,17094,T,UTSA,1,0,331,59.7,100.0,23,46.0,23,72.5,0,94.3,50,53,67.8,100.0,7,14.0,7
1,Jamal Covington,46197,T,CHARLOTTE,1,0,136,64.2,100.0,22,45.8,22,64.0,0,100.0,48,48,60.0,100.0,1,2.1,1
1,Jay Robertson,46072,G,TENNESSEE,1,0,307,69.5,100.0,22,46.8,22,70.3,0,100.0,47,47,65.9,100.0,5,10.6,5
1,Tanner Stone,46619,G,DUKE,1,0,154,64.7,100.0,16,34.8,16,66.6,0,100.0,46,46,66.3,100.0,23,50.0,23
1,Jon Baker,45566,C,BOSTON COL,1,0,121,66.0,100.0,18,39.1,18,74.8,0,100.0,46,46,79.7,100.0,21,45.7,21
1,Matt Hegarty,18996,C,OREGON,1,0,264,67.4,100.0,10,21.7,10,72.4,0,100.0,46,46,69.0,100.0,33,71.7,33
1,Tony Adams,46610,G,NC STATE,1,0,248,65.1,100.0,5,10.9,5,79.8,0,100.0,46,46,80.0,100.0,35,76.1,35
1,Derrick Nelson,16846,C,RUTGERS,1,0,278,62.5,100.0,17,37.0,17,62.4,0,100.0,46,46,61.4,100.0,28,60.9,28
1,Will Richardson Jr.,46980,T,NC STATE,1,0,248,66.9,100.0,5,10.9,5,62.8,0,100.0,46,46,60.4,100.0,35,76.1,35
1,Tyrell Crosby,38897,T,OREGON,1,0,264,93.3,100.0,10,21.7,10,87.9,0,100.0,46,46,81.3,100.0,33,71.7,33
1,Dave Bowen,18026,T,BOSTON COL,1,0,121,67.3,100.0,18,39.1,18,60.8,0,100.0,46,46,53.9,100.0,21,45.7,21
1,Kalib Woods,48013,WR,FAU,1,0,165,60.1,100.0,6,13.3,6,69.8,0,100.0,45,45,75.9,100.0,28,62.2,28
1,Quenton Nelson,12954,G,NOTRE DAME,1,0,258,68.6,100.0,17,37.8,17,75.2,0,100.0,45,45,75.7,100.0,21,46.7,21
1,Steve Elmer,23402,G,NOTRE DAME,1,0,258,56.8,100.0,17,37.8,17,60.1,0,100.0,45,45,59.5,100.0,21,46.7,21
1,Frank Taylor,18095,C,BOSTON COL,1,0,121,74.5,100.0,18,40.0,18,70.3,0,100.0,45,45,64.4,100.0,20,44.4,20
1,Archie Lewis,46294,T,BOISE ST,1,0,120,74.0,100.0,31,68.9,31,69.6,0,100.0,45,45,57.6,100.0,6,13.3,6
1,Jordan Villamin,48246,WR,OREGON ST,1,0,265,43.6,100.0,10,22.2,10,53.0,1,100.0,45,45,63.6,100.0,25,55.6,25
1,Steven Baggett,46689,G,BOISE ST,1,0,120,60.0,100.0,31,68.9,31,55.6,0,100.0,45,45,59.1,100.0,6,13.3,6
1,Mike McGlinchey,46275,T,NOTRE DAME,1,0,258,62.1,100.0,17,37.8,17,77.2,0,100.0,45,45,78.6,100.0,21,46.7,21
1,Drew Kyser,37099,C,MEMPHIS,1,0,218,76.3,100.0,25,55.6,25,74.0,0,100.0,45,45,61.9,100.0,11,24.4,11
1,Rees Odhiambo,10731,T,BOISE ST,1,0,120,75.9,100.0,31,68.9,31,78.0,0,100.0,45,45,57.1,100.0,6,13.3,6
1,Marcus Henry,11228,C,BOISE ST,1,0,120,79.0,100.0,31,68.9,31,74.3,0,100.0,45,45,59.1,100.0,6,13.3,6
1,Mario Yakoo,46895,T,BOISE ST,1,0,120,71.3,100.0,31,68.9,31,73.0,0,100.0,45,45,62.5,100.0,6,13.3,6
1,Chandler Miller,26727,C,TULSA,1,0,320,64.3,100.0,15,34.1,15,68.0,0,100.0,44,44,67.2,100.0,25,56.8,25
1,Garrett Stafford,16803,G,TULSA,1,0,320,70.7,100.0,15,34.1,15,68.9,0,100.0,44,44,64.4,100.0,25,56.8,25
1,Octravian Anderson,19502,T,LA LAFAYET,1,0,207,60.3,100.0,6,13.6,6,69.0,0,100.0,44,44,65.7,100.0,35,79.5,35
1,Eddie Gordon,19424,C,LA LAFAYET,1,0,207,64.0,100.0,6,13.6,6,69.4,0,100.0,44,44,69.0,100.0,35,79.5,35
1,Justin Gilbert,46211,T,ARMY,1,0,114,74.5,100.0,10,22.7,10,65.7,1,100.0,44,44,,,0,0.0,0
1,Mykhael Quave,19657,G,LA LAFAYET,1,0,207,73.9,100.0,6,13.6,6,65.5,0,100.0,44,44,60.6,100.0,35,79.5,35
1,Keoni Taylor,26853,C,S JOSE ST,1,0,285,65.6,100.0,12,27.3,12,77.6,0,100.0,44,44,72.3,100.0,27,61.4,27
1,Matt Hugenberg,19954,C,ARMY,1,0,114,65.4,100.0,10,22.7,10,67.4,0,100.0,44,44,,,0,0.0,0
1,Jeremiah Kolone,46167,G,S JOSE ST,1,0,285,70.0,100.0,12,27.3,12,76.4,0,100.0,44,44,71.2,100.0,27,61.4,27
1,Trey Martin,32555,G,RICE,1,0,275,64.8,100.0,9,20.5,9,67.1,0,100.0,44,44,69.9,100.0,18,40.9,18
1,Brad North,29604,C,NWESTERN,1,0,256,54.5,100.0,9,20.5,9,59.3,0,100.0,44,44,62.3,100.0,22,50.0,22
1,Evan Plagg,46373,T,TULSA,1,0,320,68.4,100.0,15,34.1,15,72.6,0,100.0,44,44,72.1,100.0,25,56.8,25
1,Chris Wallace,21678,G,TULSA,1,0,320,72.3,100.0,15,34.1,15,75.5,0,100.0,44,44,68.2,100.0,25,56.8,25
1,Nate Velichko,46855,T,S JOSE ST,1,0,285,55.5,100.0,12,27.3,12,61.8,0,100.0,44,44,65.4,100.0,27,61.4,27
1,Mike Minter,46121,G,MARYLAND,1,0,215,82.9,100.0,36,81.8,36,84.7,0,100.0,44,44,73.0,100.0,5,11.4,5
1,Donovan Williams,11389,G,LA LAFAYET,1,0,207,57.6,100.0,6,13.6,6,75.0,0,100.0,44,44,78.3,100.0,35,79.5,35
1,Keyarris Garrett,11008,WR,TULSA,1,0,320,61.0,100.0,15,34.1,15,62.0,0,100.0,44,44,63.1,100.0,25,56.8,25
1,Brett Toth,46848,T,ARMY,1,0,114,53.7,100.0,10,22.7,10,65.9,0,100.0,44,44,,,0,0.0,0
1,Ryan Alexander,97058,T,ARMY,1,0,114,72.5,100.0,10,22.7,10,88.6,0,100.0,44,44,,,0,0.0,0
1,Chris Gonzalez,46682,G,S JOSE ST,1,0,285,58.5,100.0,12,27.3,12,64.5,0,100.0,44,44,66.7,100.0,27,61.4,27
1,Kerry Thomas Jr.,48005,WR,UTSA,1,0,331,59.2,100.0,21,47.7,21,59.7,0,91.7,44,48,61.4,100.0,7,15.9,7
1,Jaryn Villegas,31055,G,ARMY,1,0,114,74.2,100.0,10,22.7,10,70.4,0,100.0,44,44,,,0,0.0,0
1,Daniel Stephens,23173,C,MIDDLE TN,1,0,224,84.0,100.0,11,25.6,11,88.5,0,100.0,43,43,79.0,100.0,27,62.8,27
1,Bryan Peters,20075,G,KANSAS,1,0,198,66.4,100.0,9,20.9,9,65.9,0,100.0,43,43,61.5,100.0,24,55.8,24
1,Trevan Brown,18543,T,MIAMI OH,1,0,221,49.0,100.0,19,44.2,19,51.2,1,100.0,43,43,56.7,100.0,14,32.6,14
1,Caleb Williams,19140,T,RICE,1,0,275,61.2,100.0,9,20.9,9,80.6,0,100.0,43,43,80.9,100.0,17,39.5,17
1,Braden Smith,46794,G,AUBURN,1,0,115,60.4,100.0,21,48.8,21,64.8,0,100.0,43,43,58.1,100.0,13,30.2,13
1,Shon Coleman,10710,T,AUBURN,1,0,115,55.0,100.0,21,48.8,21,63.9,1,100.0,43,43,76.6,100.0,13,30.2,13
1,Nate Terry,28336,TE,FAU,1,0,165,56.4,100.0,6,14.0,6,59.5,0,100.0,43,43,64.6,100.0,26,60.5,26
1,Tevita Fonua,25656,C,NEW MEXICO,1,0,241,68.6,100.0,22,51.2,22,62.3,0,100.0,43,43,55.4,100.0,19,44.2,19
1,Avery Young,11239,T,AUBURN,1,0,115,46.2,100.0,21,48.8,21,48.7,0,100.0,43,43,57.1,100.0,13,30.2,13
1,Jordan Shelley-Smith,24882,T,KANSAS,1,0,198,58.1,100.0,9,20.9,9,55.3,0,100.0,43,43,54.2,100.0,24,55.8,24
