week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
0,Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,53.6,0,0,14,83.3,0.0,0,0,0.0,0,18,15,0,0,59.8,0,0,0,100.0,,0,,0,1,1,0
0,Penei Pavihi,52079,LB,HAWAII,1,0,0,180,55.3,0,0,4,16.0,0.0,0,0,0.0,0,25,4,0,0,59.1,0,0,1,14.3,0.0,0,0.0,0,7,1,0
0,Ryan Johnson,52282,ED,NWESTERN,1,0,0,256,62.2,0,2,14,100.0,14.3,2,0,7.1,0,15,15,2,0,58.6,0,1,10,100.0,10.0,1,5.0,0,11,11,1
0,Xavier Peters,52819,ED,FAU,1,0,0,165,59.3,1,0,10,100.0,10.0,1,0,5.0,0,14,14,1,0,62.0,1,0,5,100.0,20.0,1,10.0,0,7,7,1
0,Ian Swenson,55104,LB,UCONN,1,0,0,146,69.7,1,0,2,5.7,50.0,1,0,25.0,0,35,2,1,0,59.5,0,0,1,33.3,0.0,0,0.0,0,3,1,0
0,Mike Allen,55430,ED,W KENTUCKY,1,0,0,346,61.2,0,1,10,100.0,10.0,1,0,5.0,0,10,10,1,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Chase Monroe,55439,LB,CHARLOTTE,1,0,0,136,67.5,0,0,2,25.0,50.0,1,0,0.0,0,8,2,0,0,,0,0,0,0.0,,0,,0,2,0,0
0,Tre Shaw,55648,CB,W KENTUCKY,1,0,0,346,59.1,0,0,1,25.0,0.0,0,1,0.0,0,4,1,0,0,,0,0,0,,,0,,0,0,0,0
0,Derrick Smith,56050,LB,W KENTUCKY,1,0,0,346,67.7,0,0,2,9.5,50.0,1,0,0.0,0,21,2,0,0,58.8,0,0,1,33.3,0.0,0,0.0,0,3,1,0
0,Hunter Reynolds,56060,S,UTAH ST,1,0,0,329,60.0,0,1,1,2.8,0.0,0,0,50.0,0,36,1,1,0,,0,1,0,0.0,,0,,0,9,0,1
0,Myles Cecil,56334,DI,VANDERBILT,1,0,0,333,68.0,0,1,19,90.5,15.8,3,0,7.9,1,21,19,2,0,65.3,0,1,4,80.0,25.0,1,12.5,0,5,4,1
0,Kolby Wyatt,56615,ED,HAWAII,1,0,0,180,56.5,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,57.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
0,Jamal Woods,56640,DI,ILLINOIS,1,0,0,187,56.7,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
0,Phil Paea,56717,DI,UTAH ST,1,1,0,329,62.5,0,0,17,100.0,0.0,0,0,0.0,0,17,17,0,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
0,Kofi Wardlow,56785,ED,CHARLOTTE,1,0,0,136,59.6,0,1,8,100.0,0.0,0,0,6.3,0,8,8,1,0,63.1,0,1,4,100.0,0.0,0,12.5,0,4,4,1
0,Dom Peterson,57002,DI,NEVADA,1,0,0,239,87.7,0,0,24,100.0,12.5,3,1,4.2,1,26,26,1,0,92.6,0,0,8,100.0,12.5,1,12.5,1,8,8,1
0,C.J. Jones,57426,S,W KENTUCKY,1,0,0,346,57.1,0,0,4,14.8,0.0,0,0,0.0,0,27,4,0,0,,0,0,0,0.0,,0,,0,2,0,0
0,Leonard Warner III,57826,ED,FLORIDA ST,1,0,0,167,57.2,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,57.6,0,0,1,100.0,0.0,0,0.0,0,2,2,0
0,Jaden Hunter,57837,LB,W KENTUCKY,1,0,0,346,56.3,0,0,7,47.1,0.0,0,0,0.0,0,17,8,0,0,57.0,0,0,1,100.0,0.0,0,0.0,0,2,2,0
0,Michael Owusu,58262,ED,VANDERBILT,1,0,0,333,67.0,1,3,23,76.7,13.0,3,0,8.7,0,30,23,4,0,71.3,0,1,5,83.3,40.0,2,10.0,0,6,5,1
0,Juwuan Jones,58290,ED,W KENTUCKY,1,0,0,346,55.9,0,2,25,100.0,4.0,1,0,4.0,0,27,27,2,0,56.2,0,1,2,100.0,0.0,0,25.0,0,3,3,1
0,Will Ignont,62951,LB,W KENTUCKY,1,0,0,346,58.5,0,0,2,10.5,0.0,0,0,0.0,0,19,2,0,0,,0,0,0,,,0,,0,0,0,0
0,Lorenzo Hernandez,63161,DI,W KENTUCKY,1,0,0,346,74.1,1,2,16,100.0,12.5,2,0,15.6,1,16,16,4,0,86.0,0,0,1,100.0,100.0,1,100.0,1,1,1,1
0,Deylon Williams,63365,ED,UTEP,1,0,0,330,56.9,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Sean-Thomas Faulkner,64395,S,N TEXAS,1,0,0,251,59.5,0,0,1,1.8,0.0,0,0,0.0,0,56,1,0,0,,0,0,0,0.0,,0,,0,10,0,0
0,Etuate Moala,67426,DI,HAWAII,1,0,0,180,59.8,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
