week,player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
0,J.R. Hensley,37017,G,HAWAII,1,100.0,0,180,66.8,87.8,60.9,0,0,50,100.0,100.0,100.0,0,0,0,83,0,83,0,83,54,54,0,0,29,0
0,Solo Vaipulu,75849,G,HAWAII,1,100.0,0,180,62.3,59.9,62.0,0,0,50,100.0,100.0,98.0,0,1,1,83,0,0,0,83,54,54,83,0,29,0
0,Taaga Tuulima,38661,C,HAWAII,1,100.0,0,180,70.6,76.0,66.5,0,2,50,100.0,100.0,98.0,1,2,0,83,83,0,0,83,54,54,0,0,29,0
0,Gene Pryor,75851,T,HAWAII,1,100.0,0,180,62.4,58.7,69.2,0,3,50,100.0,100.0,97.0,2,3,0,83,0,0,0,83,54,54,0,83,29,0
0,Ilm Manning,75852,T,HAWAII,1,100.0,0,180,58.4,62.3,54.5,0,2,49,100.0,100.0,98.0,0,2,0,82,0,0,82,82,53,53,0,0,29,0
0,Josh McCauley,40870,C,ARIZONA,1,100.0,0,109,66.2,74.0,62.0,0,0,49,100.0,100.0,100.0,0,0,0,74,74,0,0,74,51,51,0,0,23,0
0,Robert Congel,60119,G,ARIZONA,1,100.0,0,109,62.4,88.4,53.5,0,0,49,100.0,100.0,100.0,1,0,0,74,0,74,0,74,51,51,0,0,23,0
0,Donovan Laie,81553,T,ARIZONA,1,100.0,0,109,66.0,64.5,64.7,0,3,49,100.0,100.0,96.9,0,3,0,74,0,0,74,74,51,51,0,0,23,0
0,Cody Creason,38799,G,ARIZONA,1,100.0,0,109,74.2,74.8,75.4,0,1,49,100.0,100.0,99.0,0,1,0,74,0,0,0,74,51,51,74,0,23,0
0,DJ Scaife Jr.,77378,T,MIAMI FL,1,100.0,0,220,57.7,46.4,64.1,1,4,44,100.0,100.0,94.3,1,5,0,72,0,0,0,72,48,48,71,0,24,0
0,Navaughn Donaldson,59848,G,MIAMI FL,1,100.0,0,220,65.5,79.7,61.0,0,0,44,100.0,100.0,100.0,0,0,0,72,0,71,0,72,48,48,0,0,24,0
0,Zion Nelson,98239,T,MIAMI FL,1,100.0,1,220,32.4,0.0,51.7,1,3,44,100.0,100.0,90.9,1,6,2,71,0,0,71,71,48,48,0,0,23,0
0,Corey Gaynor,59844,C,MIAMI FL,1,100.0,0,220,63.8,68.7,65.2,0,0,44,100.0,100.0,97.7,1,1,1,71,71,0,0,71,48,48,0,0,23,0
0,John Campbell Jr.,77383,G,MIAMI FL,1,100.0,0,220,28.8,31.7,36.9,0,7,44,100.0,100.0,92.0,3,7,0,71,0,0,0,71,48,48,0,69,23,2
0,Nick Buchanan,36857,C,FLORIDA,1,100.0,0,163,65.1,73.8,61.3,0,1,30,100.0,100.0,98.3,0,1,0,57,57,0,0,57,33,33,0,0,24,0
0,Jean Delance,41866,T,FLORIDA,1,100.0,0,163,50.8,34.9,56.9,1,3,30,100.0,100.0,93.3,0,4,0,57,0,0,0,57,33,33,0,57,24,0
0,Brett Heggie,41179,G,FLORIDA,1,100.0,0,163,70.2,85.7,67.2,0,0,30,100.0,100.0,100.0,0,0,0,57,0,57,0,57,33,33,0,0,24,0
0,Stone Forsythe,41795,T,FLORIDA,1,100.0,0,163,47.3,61.1,47.8,1,0,30,100.0,100.0,98.3,2,1,0,57,0,0,57,57,33,33,0,0,24,0
0,Christopher Bleich,81634,G,FLORIDA,1,100.0,0,163,59.7,58.3,58.8,0,2,30,100.0,100.0,96.7,0,2,0,57,0,0,0,57,33,33,57,0,24,0
0,Edgar Burrola,58486,T,ARIZONA,1,100.0,0,109,64.7,71.1,59.5,0,0,27,100.0,100.0,100.0,0,0,0,41,0,0,0,41,28,28,0,41,13,0
0,Paiton Fears,98700,T,ARIZONA,1,100.0,0,109,48.8,42.2,50.9,0,2,22,100.0,100.0,95.5,0,2,0,33,0,0,0,33,23,23,0,33,10,0
0,Kyle Pitts,83964,TE,FLORIDA,1,58.2,0,163,60.2,54.9,48.2,1,0,7,24.1,25.8,92.9,0,1,0,32,0,0,0,55,8,31,0,0,24,35
0,Jason-Matthew Sharsh,52065,WR,HAWAII,1,34.9,0,180,58.9,,60.5,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,83,0,54,0,0,29,0
0,JoJo Ward,75940,WR,HAWAII,1,34.9,0,180,58.2,,47.5,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,83,0,54,0,0,29,0
0,Brevin Jordan,77887,TE,MIAMI FL,1,46.8,0,220,59.0,35.7,36.8,0,0,7,19.4,17.5,100.0,1,0,0,29,0,0,0,62,7,40,0,0,22,44
0,Jared Smart,98732,WR,HAWAII,1,34.9,0,180,59.5,,59.9,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,83,0,54,0,0,29,0
0,Cedric Byrd II,75938,WR,HAWAII,1,33.8,0,180,81.5,,60.2,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,80,0,52,0,0,27,0
0,DeeJay Dallas,55632,HB,MIAMI FL,1,39.3,0,220,76.8,68.3,58.8,1,0,16,43.2,42.5,96.9,0,1,0,22,0,0,0,56,17,40,0,0,5,0
0,K.J. Osborn,23503,WR,MIAMI FL,1,29.6,0,220,55.7,,61.1,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,71,0,48,0,0,21,0
0,Jarren Williams,77629,QB,MIAMI FL,1,29.6,0,220,54.6,,60.6,0,0,0,0.0,0.0,,2,0,0,21,0,0,0,71,0,48,0,0,21,0
0,Khalil Tate,40237,QB,ARIZONA,1,25.7,0,109,81.5,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,74,0,51,0,0,19,0
0,Feleipe Franks,40217,QB,FLORIDA,1,31.6,0,163,40.1,,60.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,57,0,33,0,0,18,0
0,Dayton Furuta,38649,HB,HAWAII,1,59.3,0,180,65.8,46.8,60.0,0,0,12,70.6,72.2,100.0,0,0,0,16,0,0,0,27,13,18,0,0,3,0
0,Trevon Grimes,61565,WR,FLORIDA,1,33.3,0,163,52.8,,35.7,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,45,0,30,0,0,15,0
0,Van Jefferson,47447,WR,FLORIDA,1,37.8,0,163,58.9,,62.4,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,37,0,23,0,0,14,0
0,Bryce Wolma,60844,TE,ARIZONA,1,50.0,0,109,64.0,64.4,63.3,0,0,1,7.1,6.7,100.0,0,0,0,14,0,0,0,28,1,15,0,0,13,24
0,Jeff Thomas,61425,WR,MIAMI FL,1,25.9,1,220,64.3,,75.8,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,54,0,40,0,0,14,3
0,Cedric Peterson,34139,WR,ARIZONA,1,26.0,0,109,52.8,,77.9,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,50,0,37,0,0,13,0
0,Cole McDonald,38584,QB,HAWAII,1,20.3,0,180,68.0,,60.0,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,64,0,45,0,0,13,0
0,La'Mical Perine,26408,HB,FLORIDA,1,28.3,0,163,74.7,76.8,68.2,0,0,4,15.4,17.9,100.0,0,0,0,13,0,0,0,46,5,28,0,0,8,0
0,Will Mallory,77888,TE,MIAMI FL,1,46.2,0,220,29.0,68.9,51.2,0,0,2,13.3,17.6,100.0,1,0,0,12,0,0,0,26,3,17,0,2,9,16
0,Miles Reed,52077,HB,HAWAII,1,54.5,0,180,58.3,80.7,59.5,0,0,9,90.0,90.0,100.0,0,0,0,12,0,0,0,22,9,10,0,0,3,0
0,Tyrie Cleveland,42134,WR,FLORIDA,1,54.5,0,163,62.8,,55.4,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,22,0,10,0,0,12,0
0,Drew Dixon,61131,WR,ARIZONA,1,38.7,0,109,54.5,,61.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,31,0,19,0,0,12,0
0,B.J. Casteel,61133,WR,ARIZONA,1,25.0,0,109,54.8,,43.5,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,44,0,33,0,0,11,0
0,Freddie Swain,26448,WR,FLORIDA,1,44.0,0,163,53.9,,61.3,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,25,0,14,0,0,11,0
0,Stanley Berryhill III,61128,WR,ARIZONA,1,30.3,0,109,70.5,,79.8,0,0,0,0.0,0.0,,1,0,0,10,0,0,0,33,0,23,0,0,10,0
0,Michael Wiley,98617,HB,ARIZONA,1,40.0,0,109,65.6,12.8,60.6,0,0,1,7.7,14.3,100.0,0,0,0,10,0,0,0,25,2,14,0,0,8,0
0,Mike Harley Jr.,61423,WR,MIAMI FL,1,19.6,0,220,62.3,,76.5,0,0,0,0.0,0.0,,0,0,0,9,0,0,0,46,0,37,0,0,9,0
0,Tre Adams,84107,WR,ARIZONA,1,36.4,0,109,63.2,,89.9,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,22,0,14,0,0,8,0
0,Jamarye Joiner,82071,WR,ARIZONA,1,21.1,0,109,69.6,,60.9,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,38,0,30,0,0,8,0
0,Tate Martell,60505,WR,MIAMI FL,1,53.3,0,220,56.0,,60.7,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,15,0,6,0,0,8,0
0,Fred Holly III,38662,HB,HAWAII,1,61.5,0,180,48.3,56.4,59.7,0,0,5,83.3,83.3,100.0,0,0,0,8,0,0,0,13,5,6,0,0,3,0
0,Tayvian Cunningham,98658,WR,ARIZONA,1,29.2,0,109,77.4,,60.7,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,24,0,17,0,0,7,0
0,Lucas Krull,83962,TE,FLORIDA,1,77.8,0,163,45.6,,48.2,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,9
0,Chevan Cordeiro,75886,QB,HAWAII,1,36.8,0,180,89.8,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,19,0,9,0,0,7,0
0,J.J. Taylor,25512,HB,ARIZONA,1,10.4,0,109,77.7,77.8,60.0,0,0,3,9.7,9.4,100.0,0,0,0,5,0,0,0,48,3,32,0,0,2,0
0,Josh Hammond,40293,WR,FLORIDA,1,27.8,0,163,79.9,,55.1,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,18,0,13,0,0,5,0
0,Realus George Jr.,77029,FB,MIAMI FL,1,80.0,0,220,56.9,,56.0,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,5,0,1,0,0,4,0
0,Kadarius Toney,61245,WR,FLORIDA,1,30.8,0,163,83.5,,81.7,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,13,0,6,0,0,4,0
0,Thomas Reid III,61132,WR,ARIZONA,1,25.0,0,109,53.5,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,12,0,9,0,0,3,0
0,Cam'Ron Harris,77728,HB,MIAMI FL,1,20.0,0,220,70.9,75.4,,0,0,2,28.6,37.5,100.0,0,0,0,3,0,0,0,15,3,8,0,0,0,0
0,Kemore Gamble,60888,TE,FLORIDA,1,66.7,0,163,59.0,67.3,59.4,0,0,0,0.0,50.0,,0,0,0,2,0,0,0,3,1,2,0,0,1,3
0,Dameon Pierce,83659,HB,FLORIDA,1,25.0,0,163,56.9,70.0,60.0,0,0,0,0.0,25.0,,0,0,0,2,0,0,0,8,1,4,0,0,1,0
0,Malik Davis,57196,HB,FLORIDA,1,40.0,0,163,54.0,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,1,0,0,2,0
0,James Phillips,98731,WR,HAWAII,1,8.3,0,180,58.2,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,24,0,22,0,0,2,0
0,Brian Hightower,78015,WR,MIAMI FL,1,50.0,0,220,57.3,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,2,0,0,2,1
0,Jacob Copeland,84176,WR,FLORIDA,1,66.7,0,163,58.9,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
0,Jeremiah Moon,26453,ED,FLORIDA,1,100.0,0,163,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Pat Bethel,44218,DI,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Zalon'tae Hillery,59845,T,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Kai-Leon Herbert,59843,T,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Micah Vanterpool,52075,G,HAWAII,1,100.0,0,180,60.0,71.9,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
0,Jordan Miller,76890,DI,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Nathan Tilford,57134,HB,ARIZONA,1,14.3,0,109,64.9,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,7,0,5,0,0,1,0
0,Clay James,77286,LS,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Greg Rousseau,76889,ED,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Kyree Campbell,56972,DI,FLORIDA,1,100.0,0,163,60.0,,60.0,0,0,0,,,,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Jacob Tilghman,34880,LS,FLORIDA,1,100.0,0,163,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Mark Pope,78014,WR,MIAMI FL,1,50.0,0,220,61.1,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,2,0,1,0,0,1,0
0,Jack Spicer,34685,P,MIAMI FL,1,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Donovan Stiner,60647,S,FLORIDA,1,100.0,0,163,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Amari Burney,83811,LB,FLORIDA,1,100.0,0,163,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,Tanner Rowell,43671,C,FLORIDA,1,100.0,0,163,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
week,player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
1,Eric Quevedo,37108,G,BOISE ST,1,100.0,0,120,58.7,43.0,60.7,3,2,61,100.0,100.0,95.9,0,5,0,112,0,0,0,112,62,62,112,0,50,0
1,Ezra Cleveland,41973,T,BOISE ST,1,100.0,0,120,65.4,76.4,58.0,0,1,61,100.0,100.0,99.2,0,1,0,112,0,0,112,112,62,62,0,0,50,0
1,Garrett Larson,45560,C,BOISE ST,1,100.0,0,120,47.6,37.2,50.7,2,3,61,100.0,100.0,95.9,1,5,0,111,111,0,0,111,62,62,0,0,49,0
1,John Molchon,46921,G,BOISE ST,1,100.0,0,120,58.2,84.2,53.5,0,0,60,100.0,100.0,98.3,1,1,1,110,0,82,0,110,61,61,0,28,49,0
1,Justin Herron,46271,T,WAKE,1,100.0,0,339,63.9,84.7,54.3,0,0,53,100.0,100.0,98.1,0,1,1,107,0,0,106,107,55,55,0,0,52,1
1,Zach Tom,55443,C,WAKE,1,100.0,0,339,60.7,62.2,59.2,0,3,53,100.0,100.0,97.2,0,3,0,107,107,0,0,107,55,55,0,0,52,0
1,Jake Benzinger,39255,T,WAKE,1,100.0,0,339,63.7,81.7,55.1,1,0,53,100.0,100.0,99.1,0,1,0,107,0,0,0,107,55,55,0,107,52,0
1,Nate Gilliam,25105,G,WAKE,1,100.0,1,339,62.8,68.5,60.7,0,1,51,100.0,100.0,97.1,1,2,1,103,0,0,0,103,53,53,103,0,50,0
1,Cobe Bryant,101037,G,SMU,1,100.0,1,287,52.7,39.2,61.3,2,1,50,100.0,100.0,97.0,1,3,0,98,0,0,0,98,53,53,0,98,45,0
1,Hayden Howerton,60052,G,SMU,1,100.0,0,287,47.0,18.1,51.6,0,3,50,100.0,100.0,97.0,0,3,0,98,0,98,0,98,53,53,0,0,45,0
1,Alan Ali,60053,C,SMU,1,100.0,0,287,54.8,54.4,54.7,1,1,50,100.0,100.0,98.0,0,2,0,98,98,0,0,98,53,53,0,0,45,0
1,Jaylon Thomas,77421,T,SMU,1,100.0,0,287,71.7,83.0,64.5,1,0,50,100.0,100.0,99.0,0,1,0,98,0,0,98,98,53,53,0,0,45,0
1,Kadarius Smith,41840,G,SMU,1,100.0,0,287,54.8,65.1,51.0,0,1,48,100.0,100.0,96.9,0,2,1,95,0,0,0,95,51,51,95,0,44,0
1,Yasir Durant,59878,T,MISSOURI,1,100.0,0,229,70.5,86.4,60.2,0,0,54,100.0,100.0,98.1,0,1,1,93,0,0,93,93,57,57,0,0,36,0
1,Tre'Vour Wallace-Simms,41855,G,MISSOURI,1,100.0,0,229,63.0,83.7,57.1,0,0,54,100.0,100.0,100.0,0,0,0,93,0,0,0,93,57,57,93,0,36,0
1,Trystan Colon,41117,C,MISSOURI,1,100.0,0,229,67.3,77.2,62.4,0,1,54,100.0,100.0,99.1,0,1,0,93,93,0,0,93,57,57,0,0,36,0
1,Hyrin White,59875,T,MISSOURI,1,100.0,0,229,70.9,76.9,65.3,0,1,54,100.0,100.0,99.1,0,1,0,93,0,0,0,93,57,57,0,93,36,0
1,Dawson Deaton,60131,C,TEXAS TECH,1,100.0,0,315,74.9,84.7,68.9,0,0,56,100.0,100.0,100.0,0,0,0,92,92,0,0,92,57,57,0,0,35,0
1,Travis Bruffy,42074,T,TEXAS TECH,1,100.0,0,315,75.0,86.1,72.0,0,1,56,100.0,100.0,99.1,1,1,0,92,0,0,92,92,57,57,0,0,35,0
1,Sean Maginn,55446,G,WAKE,1,100.0,0,339,54.1,52.2,52.7,2,0,43,100.0,100.0,97.7,0,2,0,92,0,92,0,92,45,45,0,0,47,0
1,Lecitus Smith,61069,G,VA TECH,1,100.0,0,337,70.3,71.4,70.3,0,2,53,100.0,100.0,98.1,0,2,0,90,0,90,0,90,55,55,0,0,35,0
1,Silas Dzansi,60211,T,VA TECH,1,100.0,0,337,63.9,76.8,60.5,0,2,53,100.0,100.0,98.1,1,2,0,90,0,0,0,90,55,55,0,90,35,0
1,Julian Good-Jones,36624,T,IOWA STATE,1,100.0,0,193,56.0,57.7,54.1,1,0,44,100.0,100.0,98.9,0,1,0,89,0,0,89,89,47,47,0,0,42,0
1,Clay Cordasco,52126,G,OREGON ST,1,100.0,0,265,69.0,68.2,69.5,0,1,54,100.0,100.0,99.1,0,1,0,89,0,0,0,89,57,57,89,0,32,0
1,Brandon Kipper,52054,T,OREGON ST,1,100.0,0,265,58.8,76.3,58.5,2,0,54,100.0,100.0,98.1,2,2,0,89,0,0,0,89,57,57,0,89,32,0
1,Gus Lavaka,41803,G,OREGON ST,1,100.0,0,265,89.5,68.2,95.2,0,2,54,100.0,100.0,98.1,0,2,0,89,0,89,0,89,57,57,0,0,32,0
1,Blake Brandel,46282,T,OREGON ST,1,100.0,0,265,91.5,89.1,91.4,0,1,54,100.0,100.0,99.1,0,1,0,89,0,0,89,89,57,57,0,0,32,0
1,Bryce Meeker,46205,T,IOWA STATE,1,100.0,0,193,54.8,58.3,52.6,0,0,44,100.0,100.0,97.7,1,1,1,89,0,0,0,89,47,47,0,89,42,0
1,Collin Olson,36523,C,IOWA STATE,1,100.0,0,193,70.2,63.2,71.1,0,0,44,100.0,100.0,100.0,0,0,0,89,0,89,0,89,47,47,0,0,42,0
1,Zachariah Hoyt,40638,C,VA TECH,1,100.0,0,337,61.5,85.4,53.7,0,0,51,100.0,100.0,100.0,0,0,0,87,87,0,0,87,53,53,0,0,34,0
1,Steve Eipper,25886,C,C MICHIGAN,1,100.0,0,134,55.6,74.0,55.4,0,1,42,100.0,100.0,98.8,1,1,0,86,86,0,0,86,43,43,0,0,43,0
1,Luke Goedeke,77548,T,C MICHIGAN,1,100.0,0,134,82.2,67.6,82.5,0,1,42,100.0,100.0,96.4,0,2,1,86,0,0,0,86,43,43,0,86,43,0
1,Casey Verhulst,60128,T,TEXAS TECH,1,100.0,0,315,62.3,74.7,54.1,0,1,51,100.0,100.0,99.0,0,1,0,86,0,0,0,86,51,51,0,86,35,0
1,TJ Jackson,40879,G,VA TECH,1,100.0,0,337,53.9,84.3,47.8,0,1,51,100.0,100.0,99.0,1,1,0,86,0,0,0,86,53,53,86,0,33,0
1,Cam DeGeorge,41469,G,UCONN,1,100.0,0,146,59.8,83.6,56.4,0,0,26,100.0,100.0,100.0,0,0,0,85,0,85,0,85,28,28,0,0,57,0
1,Matt Peart,46179,T,UCONN,1,100.0,0,146,79.9,58.0,79.3,1,1,26,100.0,100.0,96.2,1,2,0,85,0,0,0,85,28,28,0,85,57,0
1,Tim Tanner-Blair,41518,G,BOWL GREEN,1,100.0,0,122,69.9,82.9,67.3,0,0,40,100.0,100.0,100.0,0,0,0,85,0,0,0,85,41,41,84,0,44,0
1,Nino Leone,41393,C,UCONN,1,100.0,0,146,67.9,67.3,65.2,0,0,26,100.0,100.0,96.2,0,1,1,85,85,0,0,85,28,28,0,0,57,0
1,Colin Newell,59753,C,IOWA STATE,1,100.0,0,193,68.9,83.8,66.4,0,0,42,100.0,100.0,100.0,1,0,0,85,85,0,0,85,45,45,0,0,40,0
1,Josh Knipfel,59756,G,IOWA STATE,1,100.0,0,193,58.2,49.8,62.3,1,0,41,100.0,100.0,96.3,1,2,1,85,0,0,0,85,44,44,85,0,41,0
1,Christian Haynes,77339,G,UCONN,1,100.0,0,146,60.0,76.8,63.7,0,0,26,100.0,100.0,96.2,2,1,1,85,0,0,0,85,28,28,85,0,57,0
1,Jack Kramer,37006,C,BOWL GREEN,1,100.0,0,122,75.0,44.7,76.0,0,0,40,100.0,100.0,100.0,0,0,0,85,84,0,0,85,41,41,0,0,44,0
1,Ryan Van Demark,55113,T,UCONN,1,100.0,0,146,70.5,52.9,71.0,2,0,26,100.0,100.0,96.2,0,2,0,85,0,0,85,85,28,28,0,0,57,0
1,Derek Downs,58536,T,BOWL GREEN,1,100.0,0,122,65.8,67.0,63.2,0,3,40,100.0,100.0,96.2,0,3,0,85,0,0,0,85,41,41,0,84,44,0
1,John Ojukwu,58530,T,BOISE ST,1,100.0,0,120,56.7,45.4,60.4,3,0,49,100.0,100.0,92.9,0,5,2,84,0,0,0,84,49,49,0,84,35,0
1,Danny Pinter,47339,T,BALL ST,1,100.0,0,117,75.2,79.9,69.7,0,1,47,100.0,100.0,98.9,0,1,0,84,0,0,0,84,50,50,0,84,34,0
