Rk,Team,Year,G#,,Opp.,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,2PM,Sfty,KRTD,PRTD,INTD,FRTD,OppKRTD,OppPRTD,OppINTD,OppFRTD
16532,FRESNO ST,2024,5,@,0,14,59,-45,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0
16533,GEORGIA,2024,4,@,ALABAMA,34,41,-7,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0
16534,GA SOUTHRN,2024,5,@,GA STATE,38,21,17,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16535,GA STATE,2024,4,,GA SOUTHRN,21,38,-17,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
16536,HOUSTON,2024,5,,IOWA STATE,0,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16537,ILLINOIS,2024,5,@,PENN STATE,7,21,-14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16538,INDIANA ,2024,5,,MARYLAND,42,28,14,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
16539,IOWA STATE,2024,4,@,HOUSTON,20,0,20,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0
16540,JAMES MAD,2024,4,,BALL ST,63,7,56,9,8,7,0,0,1,0,0,0,0,0,0,0,0,0
16541,KANSAS,2024,5,,TCU,27,38,-11,3,3,3,2,2,0,0,0,0,0,0,0,1,0,0
16542,KANSAS ST,2024,5,,OKLA STATE,42,20,22,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
16543,0,2024,4,,0,13,24,-11,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16544,KENT STATE,2024,5,,E MICHIGAN,33,52,-19,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
16545,KENTUCKY,2024,5,@,OLE MISS,20,17,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16546,LA LAFAYET,2024,4,@,WAKE,41,38,3,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
16547,LA MONROE,2024,4,@,TROY,13,9,4,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16548,LSU,2024,5,,S ALABAMA,42,10,32,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
16549,LA TECH,2024,4,@,FIU,10,17,-7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16550,LOUISVILLE,2024,4,@,NOTRE DAME,24,31,-7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16551,MARSHALL,2024,4,,W MICHIGAN ,27,20,7,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
16552,MARYLAND,2024,5,@,INDIANA ,28,42,-14,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
16553,UMASS,2024,5,@,MIAMI OH,20,23,-3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0
16554,MEMPHIS,2024,5,,MIDDLE TN,24,7,17,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
16555,MIAMI OH,2024,4,,UMASS,23,20,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
16556,MICHIGAN,2024,5,,MINNESOTA,27,24,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
16557,MICH STATE,2024,5,,OHIO STATE,7,38,-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16558,MIDDLE TN,2024,5,@,MEMPHIS,7,24,-17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16559,MINNESOTA,2024,5,@,MICHIGAN,24,27,-3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
16560,OLE MISS,2024,5,,KENTUCKY,17,20,-3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
16561,MISS STATE,2024,5,@,TEXAS,13,35,-22,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16562,NAVY,2024,4,@,UAB,41,18,23,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
16563,NEBRASKA,2024,5,@,PURDUE,28,10,18,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0
16564,UNLV,2024,4,,FRESNO ST,59,14,45,8,8,8,1,1,0,0,1,1,0,0,0,0,0,0
16565,NEW MEXICO,2024,5,@,NEW MEX ST,50,40,10,7,6,5,1,1,0,0,0,0,0,0,0,0,0,0
16566,NEW MEX ST,2024,5,,NEW MEXICO,40,50,-10,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0
16567,N CAROLINA ,2024,5,@,DUKE,20,21,-1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16568,NC STATE,2024,5,,N ILLINOIS,24,17,7,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0
16569,N TEXAS,2024,5,,TULSA,52,20,32,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
16570,N ILLINOIS,2024,4,@,NC STATE,17,24,-7,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
16571,NOTRE DAME,2024,5,,LOUISVILLE,31,24,7,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16572,OHIO,2024,5,,AKRON ,30,10,20,4,4,4,1,0,0,1,0,0,0,0,0,0,0,0
16573,OHIO STATE,2024,4,@,MICH STATE,38,7,31,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16574,OKLAHOMA,2024,5,@,AUBURN,27,21,6,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0
16575,OKLA STATE,2024,5,@,KANSAS ST,20,42,-22,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0
16576,DOMINION,2024,4,@,BOWL GREEN ,30,27,3,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0
16577,OREGON,2024,4,@,UCLA,34,13,21,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0
16578,PENN STATE,2024,4,,ILLINOIS,21,7,14,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0
16579,PURDUE,2024,4,,NEBRASKA,10,28,-18,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
16580,RICE,2024,5,,CHARLOTTE ,20,21,-1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0
16581,SM HOUSTON,2024,5,N,TEXAS ST,40,39,1,5,4,4,3,2,0,0,0,0,0,0,0,0,0,1
16582,S DIEGO ST,2024,4,@,C MICHIGAN,21,22,-1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0
16583,S ALABAMA,2024,5,@,LSU,10,42,-32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16584,0,2024,5,@,TULANE,10,45,-35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16585,USC,2024,4,,WISCONSIN,38,21,17,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16586,SMU,2024,5,,FLORIDA ST,42,16,26,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
16587,STANFORD,2024,4,@,CLEMSON,14,40,-26,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
16588,SYRACUSE,2024,4,,HOLY CROSS,42,14,28,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0
16589,TEXAS,2024,5,,MISS STATE,35,13,22,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
16590,TEXAS A&M,2024,5,N,ARKANSAS,21,17,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
16591,TCU,2024,5,@,KANSAS,38,27,11,5,5,5,2,1,0,0,0,1,0,0,0,0,0,0
16592,UTSA,2024,5,@,E CAROLINA,20,30,-10,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16593,TEXAS ST,2024,4,N,SM HOUSTON,39,40,-1,5,4,4,2,1,1,0,0,0,0,1,0,0,0,0
16594,TEXAS TECH,2024,5,,CINCINNATI,44,41,3,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0
16595,TROY,2024,5,,LA MONROE,9,13,-4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
16596,TULANE,2024,5,,0,45,10,35,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
16597,TULSA,2024,5,@,N TEXAS,20,52,-32,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16598,UCLA,2024,4,,OREGON,13,34,-21,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16599,UTAH,2024,5,,ARIZONA,10,23,-13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16600,WAKE,2024,4,,LA LAFAYET,38,41,-3,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
16601,WASH STATE,2024,5,@,BOISE ST,24,45,-21,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16602,W KENTUCKY,2024,5,@,BOSTON COL,20,21,-1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16603,W MICHIGAN ,2024,4,@,MARSHALL,20,27,-7,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16604,WISCONSIN,2024,4,@,USC,21,38,-17,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
16605,WYOMING,2024,5,,AIR FORCE,31,19,12,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16606,SM HOUSTON,2024,6,@,UTEP,41,21,20,5,5,5,2,2,0,0,0,0,0,0,0,0,0,1
16607,UTEP,2024,5,,SM HOUSTON,21,41,-20,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0
16608,TEXAS ST,2024,5,@,TROY,38,17,21,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16609,TROY,2024,6,,TEXAS ST,17,38,-21,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
16610,HOUSTON,2024,6,@,TCU,30,19,11,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
16611,0,2024,5,@,0,63,24,39,9,9,9,1,0,0,0,0,0,0,0,1,0,0,0
16612,0,2024,5,,0,24,63,-39,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0
16613,MICH STATE,2024,6,@,OREGON,10,31,-21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16614,UNLV,2024,5,,SYRACUSE,41,44,-3,5,5,5,2,2,0,0,0,1,0,0,0,0,0,0
16615,OREGON,2024,5,,MICH STATE,31,10,21,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16616,SYRACUSE,2024,5,@,0,44,41,3,6,5,5,1,1,0,0,0,0,0,0,0,1,0,0
16617,TCU,2024,6,,HOUSTON,19,30,-11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16618,AIR FORCE,2024,5,,NAVY,7,34,-27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16619,AKRON ,2024,6,,BOWL GREEN ,20,27,-7,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0
16620,ALABAMA,2024,5,@,VANDERBILT,35,40,-5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
16621,UAB,2024,5,,TULANE,20,71,-51,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0
16622,APP STATE,2024,5,@,MARSHALL,37,52,-15,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0
16623,ARIZONA,2024,5,,TEXAS TECH,22,28,-6,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0
16624,ARIZONA ST,2024,5,,KANSAS,35,31,4,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
16625,ARKANSAS,2024,6,,TENNESSEE,19,14,5,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0
16626,ARK STATE,2024,5,,S ALABAMA,18,16,2,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0
16627,ARMY,2024,5,@,TULSA,49,7,42,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
16628,AUBURN,2024,6,@,GEORGIA,13,31,-18,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0
16629,BALL ST,2024,5,,W MICHIGAN ,42,45,-3,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0
16630,BAYLOR,2024,6,@,IOWA STATE,21,43,-22,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0
16631,BOISE ST,2024,5,,UTAH ST,62,30,32,8,8,8,2,2,0,0,1,0,0,0,0,0,0,0
16632,BOSTON COL,2024,6,@,VIRGINIA,14,24,-10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
16633,BOWL GREEN ,2024,5,@,AKRON ,27,20,7,3,3,3,2,2,0,0,0,0,0,0,0,0,0,1
16634,CAL,2024,5,,MIAMI FL,38,39,-1,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16635,UCF ,2024,5,@,FLORIDA,13,24,-11,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16636,CHARLOTTE ,2024,6,,E CAROLINA,55,24,31,7,7,7,2,2,0,0,0,0,0,0,1,0,0,0
16637,CLEMSON,2024,5,@,FLORIDA ST,29,13,16,2,2,2,7,5,0,0,0,0,0,0,0,0,0,0
16638,COAST CAR,2024,5,,DOMINION,45,37,8,6,6,6,1,1,0,0,0,0,0,1,0,0,0,0
16639,COLO STATE,2024,5,@,OREGON ST,31,39,-8,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0
16640,UCONN,2024,6,,TEMPLE,29,20,9,3,2,2,3,3,0,0,0,0,0,1,0,1,0,0
16641,DUKE,2024,6,@,GA TECH,14,24,-10,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
16642,E CAROLINA,2024,6,@,CHARLOTTE ,24,55,-31,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0
16643,FLORIDA,2024,5,,UCF ,24,13,11,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
16644,FLORIDA ST,2024,6,,CLEMSON,13,29,-16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16645,GEORGIA,2024,5,,AUBURN,31,13,18,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16646,GA TECH,2024,6,,DUKE,24,14,10,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16647,HAWAII,2024,5,@,S DIEGO ST,24,27,-3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16648,INDIANA ,2024,6,@,NWESTERN,41,24,17,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
16649,IOWA,2024,5,@,OHIO STATE,7,35,-28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16650,IOWA STATE,2024,5,,BAYLOR,43,21,22,5,5,4,3,3,0,0,0,1,0,0,0,0,0,0
16651,JAMES MAD,2024,5,@,LA MONROE,19,21,-2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1
16652,KANSAS,2024,6,@,ARIZONA ST,31,35,-4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16653,LA LAFAYET,2024,5,@,SO MISS,23,13,10,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
16654,LA MONROE,2024,5,,JAMES MAD,21,19,2,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0
16655,LOUISVILLE,2024,5,,SMU,27,34,-7,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
16656,MARSHALL,2024,5,,APP STATE,52,37,15,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
16657,UMASS,2024,6,@,N ILLINOIS,20,34,-14,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16658,MIAMI FL,2024,6,@,CAL,39,38,1,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0
16659,MIAMI OH,2024,5,@,TOLEDO,20,30,-10,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
16660,MICHIGAN,2024,6,@,WASHINGTON,17,27,-10,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
16661,MINNESOTA,2024,6,,USC,24,17,7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16662,OLE MISS,2024,6,@,S CAROLINA,27,3,24,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
16663,MISSOURI,2024,5,@,TEXAS A&M,10,41,-31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16664,NAVY,2024,5,@,AIR FORCE,34,7,27,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0
16665,NEBRASKA,2024,6,,RUTGERS,14,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
16666,NEVADA,2024,6,@,S JOSE ST,31,35,-4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16667,N CAROLINA ,2024,6,,PITTSBURGH,24,34,-10,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16668,NC STATE,2024,6,,WAKE,30,34,-4,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0
16669,N ILLINOIS,2024,5,,UMASS,34,20,14,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
16670,NWESTERN,2024,5,,INDIANA ,24,41,-17,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16671,OHIO STATE,2024,5,,IOWA,35,7,28,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
16672,OKLA STATE,2024,6,,W VIRGINIA,14,38,-24,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
16673,DOMINION,2024,5,@,COAST CAR,37,45,-8,5,4,4,1,1,0,0,0,0,0,0,0,0,0,1
16674,OREGON ST,2024,5,,COLO STATE,39,31,8,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0
16675,PENN STATE,2024,5,,UCLA,27,11,16,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
16676,PITTSBURGH,2024,5,@,N CAROLINA ,34,24,10,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
16677,PURDUE,2024,5,@,WISCONSIN,6,52,-46,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
16678,RUTGERS,2024,5,@,NEBRASKA,7,14,-7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16679,S DIEGO ST,2024,5,,HAWAII,27,24,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
16680,S JOSE ST,2024,5,,NEVADA,35,31,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
16681,S ALABAMA,2024,6,@,ARK STATE,16,18,-2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16682,S CAROLINA,2024,5,,OLE MISS,3,27,-24,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
16683,USC,2024,5,@,MINNESOTA,17,24,-7,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
16684,SMU,2024,6,@,LOUISVILLE,34,27,7,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0
16685,SO MISS,2024,5,,LA LAFAYET,13,23,-10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16686,STANFORD,2024,5,,VA TECH,7,31,-24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16687,TEMPLE,2024,6,@,UCONN,20,29,-9,2,2,2,3,2,0,0,0,1,0,0,0,0,0,1
16688,TENNESSEE,2024,5,@,ARKANSAS,14,19,-5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
16689,TEXAS A&M,2024,6,,MISSOURI,41,10,31,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
16690,TEXAS TECH,2024,6,@,ARIZONA,28,22,6,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0
16691,TOLEDO,2024,5,,MIAMI OH,30,20,10,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
16692,TULANE,2024,6,@,UAB,71,20,51,10,10,8,1,1,0,0,1,0,0,0,0,0,0,0
16693,TULSA,2024,6,,ARMY,7,49,-42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16694,UCLA,2024,5,@,PENN STATE,11,27,-16,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
16695,UTAH ST,2024,5,@,BOISE ST,30,62,-32,4,3,3,1,1,0,0,0,0,0,0,1,0,0,0
16696,VANDERBILT,2024,5,,ALABAMA,40,35,5,5,5,4,2,2,0,0,0,0,0,0,0,0,0,0
16697,VIRGINIA,2024,5,,BOSTON COL,24,14,10,2,1,1,4,3,1,0,0,0,0,1,0,0,0,0
16698,VA TECH,2024,6,@,STANFORD,31,7,24,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16699,WAKE,2024,5,@,NC STATE,34,30,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
16700,WASHINGTON,2024,6,,MICHIGAN,27,17,10,3,3,3,4,2,0,0,0,0,0,0,0,0,0,0
16701,W VIRGINIA,2024,5,@,OKLA STATE,38,14,24,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16702,W MICHIGAN ,2024,5,@,BALL ST,45,42,3,6,6,6,1,1,0,0,0,0,0,0,1,0,0,0
16703,WISCONSIN,2024,5,,PURDUE,52,6,46,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
16704,FIU,2024,6,@,LIBERTY,24,31,-7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16705,LIBERTY,2024,5,,FIU,31,24,7,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16706,0,2024,6,,NEW MEX ST,54,13,41,7,7,7,2,1,0,1,0,0,0,0,0,0,0,0
16707,NEW MEX ST,2024,6,@,0,13,54,-41,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16708,COAST CAR,2024,6,@,JAMES MAD,7,39,-32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16709,JAMES MAD,2024,6,,COAST CAR,39,7,32,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0
16710,LA TECH,2024,5,,MIDDLE TN,48,21,27,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0
16711,MIDDLE TN,2024,6,@,LA TECH,21,48,-27,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
16712,UTEP,2024,6,@,W KENTUCKY,17,44,-27,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0
16713,W KENTUCKY,2024,6,,UTEP,44,17,27,5,5,5,3,3,0,0,0,0,0,0,1,0,0,0
16714,ARIZONA ST,2024,6,,UTAH,27,19,8,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
16715,MARYLAND,2024,6,,NWESTERN,10,37,-27,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
16716,UNLV,2024,6,@,UTAH ST,50,34,16,6,6,5,3,3,0,0,0,0,0,0,0,0,0,0
16717,NWESTERN,2024,6,@,MARYLAND,37,10,27,4,4,4,3,3,0,0,0,0,0,1,0,0,0,0
16718,UTAH,2024,6,@,ARIZONA ST,19,27,-8,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0
16719,UTAH ST,2024,6,,0,34,50,-16,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
16720,AIR FORCE,2024,6,@,NEW MEXICO,37,52,-15,5,4,4,1,1,0,0,0,0,0,0,0,1,0,0
16721,AKRON ,2024,7,@,W MICHIGAN ,24,34,-10,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1
16722,ALABAMA,2024,6,,S CAROLINA,27,25,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
16723,UAB,2024,6,@,ARMY,10,44,-34,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16724,APP STATE,2024,6,@,LA LAFAYET,24,34,-10,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16725,ARIZONA,2024,6,@,BYU,19,41,-22,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16726,ARK STATE,2024,6,@,TEXAS ST,9,41,-32,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
16727,ARMY,2024,6,,UAB,44,10,34,6,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16728,BALL ST,2024,6,@,KENT STATE,37,35,2,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0
16729,BOISE ST,2024,6,@,HAWAII,28,7,21,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0
16730,BOWL GREEN ,2024,6,,N ILLINOIS,7,17,-10,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
16731,BYU,2024,6,,ARIZONA,41,19,22,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0
16732,BUFFALO,2024,6,,TOLEDO,30,15,15,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0
16733,CAL,2024,6,@,PITTSBURGH,15,17,-2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
16734,UCF ,2024,6,,CINCINNATI,13,19,-6,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
16735,C MICHIGAN,2024,6,,OHIO,25,27,-2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0
16736,CINCINNATI,2024,6,@,UCF ,19,13,6,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0
16737,CLEMSON,2024,6,@,WAKE,49,14,35,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
16738,COLORADO,2024,6,,KANSAS ST,28,31,-3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
16739,COLO STATE,2024,6,,S JOSE ST,31,24,7,4,4,4,2,1,0,0,0,0,0,0,0,0,0,1
16740,E MICHIGAN,2024,6,,MIAMI OH,14,38,-24,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
16741,FLORIDA,2024,6,@,TENNESSEE,17,23,-6,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
16742,FAU,2024,6,,N TEXAS,37,41,-4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0
16743,FRESNO ST,2024,6,,WASH STATE,17,25,-8,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0
16744,GEORGIA,2024,6,,MISS STATE,41,31,10,5,5,5,3,2,0,0,0,0,0,0,0,0,0,0
16745,GA SOUTHRN,2024,6,,MARSHALL,24,23,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0
16746,GA STATE,2024,5,,DOMINION,14,21,-7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
16747,GA TECH,2024,7,@,N CAROLINA ,41,34,7,5,5,5,3,2,0,0,0,0,0,0,0,1,0,0
16748,HAWAII,2024,6,,BOISE ST,7,28,-21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16749,ILLINOIS,2024,6,,PURDUE,50,49,1,6,5,5,3,3,0,0,0,0,0,0,0,0,0,1
16750,IOWA,2024,6,,WASHINGTON,40,16,24,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
16751,IOWA STATE,2024,6,@,W VIRGINIA,28,16,12,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0
16752,KANSAS ST,2024,6,@,COLORADO,31,28,3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
16753,KENT STATE,2024,6,,BALL ST,35,37,-2,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
16754,KENTUCKY,2024,6,,VANDERBILT,13,20,-7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16755,LA LAFAYET,2024,6,,APP STATE,34,24,10,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0
16756,LA MONROE,2024,6,,SO MISS,38,21,17,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
16757,LSU,2024,6,,OLE MISS,29,26,3,3,2,2,4,3,0,0,0,0,0,0,0,0,0,0
16758,LOUISVILLE,2024,6,@,VIRGINIA,24,20,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0
16759,MARSHALL,2024,6,@,GA SOUTHRN,23,24,-1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
16760,UMASS,2024,7,,MISSOURI,3,45,-42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16761,MEMPHIS,2024,6,N,0,21,3,18,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0
16762,MIAMI OH,2024,6,@,E MICHIGAN,38,14,24,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
16763,MINNESOTA,2024,7,@,UCLA,21,17,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
