Rk,Team,Year,G#,,Opp.,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,2PM,Sfty,KRTD,PRTD,INTD,FRTD,OppKRTD,OppPRTD,OppINTD,OppFRTD
2836,INDIANA ,2015,10,,MICHIGAN,41,48,-7,4,3,3,4,4,1,0,0,1,0,0,0,0,0,0
2837,IOWA,2015,10,,MINNESOTA,40,35,5,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0
2838,IOWA STATE,2015,10,,OKLA STATE,31,35,-4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
2839,KANSAS,2015,10,@,TCU,17,23,-6,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0
2840,KANSAS ST,2015,9,@,TEXAS TECH,44,59,-15,6,5,5,1,1,0,0,1,0,0,0,0,0,0,0
2841,KENTUCKY,2015,10,@,VANDERBILT,17,21,-4,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0
2842,LA MONROE,2015,10,,ARK STATE,21,59,-38,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2843,LSU,2015,10,,ARKANSAS,14,31,-17,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2844,LOUISVILLE,2015,10,,VIRGINIA,38,31,7,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0
2845,MARSHALL,2015,11,,FIU,52,0,52,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0
2846,MARYLAND,2015,10,@,MICH STATE,7,24,-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2847,UMASS,2015,10,@,E MICHIGAN,28,17,11,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0
2848,MEMPHIS,2015,10,@,HOUSTON,34,35,-1,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0
2849,MIAMI FL,2015,10,@,N CAROLINA ,21,59,-38,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0
2850,MIAMI OH,2015,11,,AKRON ,28,37,-9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2851,MICHIGAN,2015,10,@,INDIANA ,48,41,7,6,0,6,3,2,0,0,0,0,0,0,0,1,0,0
2852,MICH STATE,2015,10,,MARYLAND,24,7,17,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
2853,MIDDLE TN,2015,10,@,FAU,24,17,7,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0
2854,MINNESOTA,2015,10,@,IOWA,35,40,-5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2855,MISS STATE,2015,10,,ALABAMA,6,31,-25,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0
2856,MISSOURI,2015,10,N,BYU,20,16,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
2857,NAVY,2015,9,,SMU,55,14,41,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0
2858,NEBRASKA,2015,11,@,RUTGERS,31,14,17,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
2859,NEVADA,2015,10,,S JOSE ST,37,34,3,5,4,4,2,1,0,0,0,0,0,0,0,0,0,1
2860,UNLV,2015,10,@,COLO STATE,35,49,-14,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0
2861,NEW MEXICO,2015,10,@,BOISE ST,31,24,7,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0
2862,N CAROLINA ,2015,10,,MIAMI FL,59,21,38,8,8,8,1,1,0,0,0,1,0,0,0,0,0,0
2863,NC STATE,2015,10,@,FLORIDA ST,17,34,-17,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
2864,N TEXAS,2015,10,@,TENNESSEE,0,24,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,NWESTERN,2015,10,,PURDUE,21,14,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2866,NOTRE DAME,2015,10,,WAKE,28,7,21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2867,OHIO STATE,2015,10,@,ILLINOIS,28,3,25,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0
2868,OKLAHOMA,2015,10,@,BAYLOR,44,34,10,6,6,5,1,1,0,0,0,0,0,0,0,0,0,0
2869,OKLA STATE,2015,10,@,IOWA STATE,35,31,4,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0
2870,DOMINION,2015,10,,UTEP,31,21,10,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0
2871,OREGON,2015,10,@,STANFORD,38,36,2,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
2872,OREGON ST,2015,10,@,CAL,24,54,-30,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2873,PITTSBURGH,2015,10,@,DUKE,31,13,18,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
2874,PURDUE,2015,10,@,NWESTERN,14,21,-7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2875,RICE,2015,10,,SO MISS,10,65,-55,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2876,RUTGERS,2015,10,,NEBRASKA,14,31,-17,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2877,S DIEGO ST,2015,10,,WYOMING,38,3,35,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0
2878,S JOSE ST,2015,10,@,NEVADA,34,37,-3,4,4,4,4,2,0,0,0,0,0,1,0,0,0,0
2879,S CAROLINA,2015,10,,FLORIDA,14,24,-10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2880,0,2015,10,,TEMPLE,44,23,21,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0
2881,SMU,2015,10,@,NAVY,14,55,-41,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2882,SO MISS,2015,10,@,RICE,65,10,55,9,9,8,1,1,0,0,0,0,0,0,0,0,0,0
2883,STANFORD,2015,10,,OREGON,36,38,-2,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0
2884,SYRACUSE,2015,10,,CLEMSON,27,37,-10,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
2885,TEMPLE,2015,10,@,0,23,44,-21,2,0,2,5,3,0,0,0,0,0,0,0,0,0,0
2886,TENNESSEE,2015,10,,N TEXAS,24,0,24,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
2887,TEXAS,2015,10,@,W VIRGINIA,20,38,-18,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1
2888,TEXAS A&M,2015,10,,W CAROLINA,41,17,24,5,5,5,3,2,0,0,0,0,0,0,0,0,0,1
2889,TCU,2015,10,,KANSAS,23,17,6,2,0,2,3,3,0,0,0,1,0,0,0,0,0,0
2890,UTEP,2015,10,@,DOMINION,21,31,-10,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2891,UTSA,2015,10,@,CHARLOTTE ,30,27,3,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
2892,TEXAS ST,2015,9,,GA STATE,19,41,-22,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0
2893,TEXAS TECH,2015,11,,KANSAS ST,59,44,15,8,8,8,2,1,0,0,0,0,0,0,1,0,0,0
2894,TROY,2015,10,,GA SOUTHRN,10,45,-35,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
2895,TULANE,2015,10,@,ARMY,34,31,3,4,4,4,2,2,0,0,0,0,0,1,0,0,0,0
2896,TULSA,2015,10,@,CINCINNATI,38,49,-11,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0
2897,UCLA,2015,10,,WASH STATE,27,31,-4,2,1,1,4,4,1,0,0,0,0,0,0,0,0,0
2898,UTAH,2015,10,@,ARIZONA,30,37,-7,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
2899,UTAH ST,2015,10,@,AIR FORCE,28,35,-7,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2900,VANDERBILT,2015,10,,KENTUCKY,21,17,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2901,VIRGINIA,2015,10,@,LOUISVILLE,31,38,-7,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
2902,WAKE,2015,10,@,NOTRE DAME,7,28,-21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2903,WASHINGTON,2015,10,@,ARIZONA ST,17,27,-10,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
2904,WASH STATE,2015,10,@,UCLA,31,27,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
2905,W VIRGINIA,2015,9,,TEXAS,38,20,18,5,5,5,1,1,0,0,0,0,0,1,0,0,0,0
2906,WYOMING,2015,11,@,S DIEGO ST,3,38,-35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2907,BALL ST,2015,11,@,OHIO,31,48,-17,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0
2908,BOWL GREEN ,2015,11,,TOLEDO,28,44,-16,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2909,OHIO,2015,11,,BALL ST,48,31,17,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
2910,TOLEDO,2015,11,@,BOWL GREEN ,44,28,16,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0
2911,C MICHIGAN,2015,11,@,KENT STATE,27,14,13,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0
2912,KENT STATE,2015,11,,C MICHIGAN,14,27,-13,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2913,N ILLINOIS,2015,11,,W MICHIGAN ,27,19,8,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2914,W MICHIGAN ,2015,11,@,N ILLINOIS,19,27,-8,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2915,UCF ,2015,11,,E CAROLINA,7,44,-37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2916,E CAROLINA,2015,11,@,UCF ,44,7,37,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0
2917,LA MONROE,2015,11,@,TEXAS ST,3,16,-13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2918,TEXAS ST,2015,10,,LA MONROE,16,3,13,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0
2919,AIR FORCE,2015,11,@,BOISE ST,37,30,7,4,0,4,3,3,0,0,0,0,0,0,0,0,0,0
2920,BOISE ST,2015,11,,AIR FORCE,30,37,-7,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0
2921,CINCINNATI,2015,11,@,0,27,65,-38,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0
2922,0,2015,11,,CINCINNATI,65,27,38,9,9,8,1,1,0,0,0,0,0,0,0,0,0,0
2923,AKRON ,2015,11,,BUFFALO,42,21,21,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2924,ALABAMA,2015,11,,CHARLES SO,56,6,50,8,7,8,1,0,0,0,0,2,0,0,0,0,0,0
2925,ARIZONA,2015,12,@,ARIZONA ST,37,52,-15,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0
2926,ARIZONA ST,2015,11,,ARIZONA,52,37,15,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
2927,ARKANSAS,2015,11,,MISS STATE,50,51,-1,7,0,6,1,0,1,0,0,0,0,0,0,0,0,0
2928,ARMY,2015,11,,RUTGERS,21,31,-10,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2929,AUBURN,2015,11,,IDAHO,56,34,22,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2930,BAYLOR,2015,10,@,OKLA STATE,45,35,10,6,6,6,2,1,0,0,0,0,0,0,0,0,0,0
2931,BOSTON COL,2015,11,N,NOTRE DAME,16,19,-3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2932,BYU,2015,11,,FRESNO ST,52,10,42,7,6,5,1,1,1,0,0,0,0,0,0,0,0,0
2933,BUFFALO,2015,11,@,AKRON ,21,42,-21,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2934,CAL,2015,11,@,STANFORD,22,35,-13,2,1,1,3,3,0,0,0,0,0,0,1,0,0,0
2935,CHARLOTTE ,2015,11,@,KENTUCKY,10,58,-48,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2936,CLEMSON,2015,11,,WAKE,33,13,20,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0
2937,COLORADO,2015,12,@,WASH STATE,3,27,-24,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2938,COLO STATE,2015,11,@,NEW MEXICO,28,21,7,3,2,2,4,2,1,0,0,0,0,0,0,0,0,0
2939,UCONN,2015,11,,HOUSTON,20,17,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0
2940,DUKE,2015,11,@,VIRGINIA,34,42,-8,4,4,4,2,2,0,0,1,0,0,0,0,0,0,0
2941,FLORIDA,2015,11,,FAU,20,14,6,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1
2942,FAU,2015,11,@,FLORIDA,14,20,-6,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0
2943,FIU,2015,12,,W KENTUCKY,7,63,-56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2944,FLORIDA ST,2015,11,,CHATTNOOGA,52,13,39,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
2945,FRESNO ST,2015,11,@,BYU,10,52,-42,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
2946,GEORGIA,2015,11,,GA SOUTHRN,23,17,6,3,2,2,2,1,0,0,0,0,0,0,0,0,0,1
2947,GA SOUTHRN,2015,10,@,GEORGIA,17,23,-6,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0
2948,GA STATE,2015,10,,S ALABAMA,24,10,14,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
2949,GA TECH,2015,11,@,MIAMI FL,21,38,-17,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
2950,HAWAII,2015,12,,S JOSE ST,23,42,-19,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0
2951,HOUSTON,2015,11,@,UCONN,17,20,-3,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0
2952,IDAHO,2015,11,@,AUBURN,34,56,-22,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0
2953,ILLINOIS,2015,11,@,MINNESOTA,23,32,-9,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0
2954,INDIANA ,2015,11,@,MARYLAND,47,28,19,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0
2955,IOWA,2015,11,,PURDUE,40,20,20,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2956,IOWA STATE,2015,11,@,KANSAS ST,35,38,-3,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0
2957,KANSAS,2015,11,,W VIRGINIA,0,49,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,KANSAS ST,2015,10,,IOWA STATE,38,35,3,5,5,5,1,1,0,0,1,0,0,0,0,0,0,0
2959,KENTUCKY,2015,11,,CHARLOTTE ,58,10,48,7,0,7,3,3,0,0,0,0,0,0,0,0,0,0
2960,LA LAFAYET,2015,10,,NEW MEX ST,34,37,-3,4,0,4,3,2,0,0,0,0,0,0,0,0,0,0
2961,LSU,2015,11,@,OLE MISS,17,38,-21,2,0,2,2,1,0,0,0,0,0,1,0,0,0,0
2962,LA TECH,2015,11,@,UTEP,17,15,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
2963,LOUISVILLE,2015,11,@,PITTSBURGH,34,45,-11,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0
2964,MARYLAND,2015,11,,INDIANA ,28,47,-19,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2965,UMASS,2015,11,,MIAMI OH,13,20,-7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0
2966,MEMPHIS,2015,11,@,TEMPLE,12,31,-19,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
2967,MIAMI FL,2015,11,,GA TECH,38,21,17,5,0,5,1,1,0,0,0,0,0,1,0,0,0,0
2968,MIAMI OH,2015,12,@,UMASS,20,13,7,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
2969,MICHIGAN,2015,11,@,PENN STATE,28,16,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2970,MICH STATE,2015,11,@,OHIO STATE,17,14,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
2971,MIDDLE TN,2015,11,,N TEXAS,41,7,34,5,0,5,3,2,0,0,0,0,0,0,0,0,0,0
2972,MINNESOTA,2015,11,,ILLINOIS,32,23,9,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0
2973,OLE MISS,2015,11,,LSU,38,17,21,5,5,5,1,1,0,0,0,0,0,0,0,0,0,1
2974,MISS STATE,2015,11,@,ARKANSAS,51,50,1,7,7,6,1,1,0,0,0,0,0,0,0,0,0,0
2975,MISSOURI,2015,11,,TENNESSEE,8,19,-11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2976,NAVY,2015,10,@,TULSA,44,21,23,6,6,6,1,0,0,1,0,0,0,0,0,0,0,0
2977,NEVADA,2015,11,@,UTAH ST,27,31,-4,4,4,3,0,0,0,0,0,0,0,0,1,0,0,1
2978,UNLV,2015,11,,S DIEGO ST,14,52,-38,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2979,NEW MEXICO,2015,11,,COLO STATE,21,28,-7,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2980,NEW MEX ST,2015,10,@,LA LAFAYET,37,34,3,4,0,4,3,3,0,0,0,0,0,0,0,0,0,0
2981,N CAROLINA ,2015,11,@,VA TECH,30,27,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0
2982,NC STATE,2015,11,,SYRACUSE,42,29,13,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1
2983,N TEXAS,2015,11,@,MIDDLE TN,7,41,-34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2984,NWESTERN,2015,11,@,WISCONSIN,13,7,6,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0
2985,NOTRE DAME,2015,11,N,BOSTON COL,19,16,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2986,OHIO STATE,2015,11,,MICH STATE,14,17,-3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2987,OKLAHOMA,2015,11,,TCU,30,29,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0
2988,OKLA STATE,2015,11,,BAYLOR,35,45,-10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2989,DOMINION,2015,11,@,SO MISS,31,56,-25,4,0,4,1,1,0,0,0,0,0,1,0,0,0,0
2990,OREGON,2015,11,,USC,48,28,20,6,6,6,2,2,0,0,0,0,0,0,0,1,0,0
2991,OREGON ST,2015,11,,WASHINGTON,7,52,-45,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2992,PENN STATE,2015,11,,MICHIGAN,16,28,-12,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
2993,PITTSBURGH,2015,11,,LOUISVILLE,45,34,11,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
2994,PURDUE,2015,11,@,IOWA,20,40,-20,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
2995,RICE,2015,11,@,UTSA,24,34,-10,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0
2996,RUTGERS,2015,11,@,ARMY,31,21,10,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
2997,S DIEGO ST,2015,11,@,0,52,14,38,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0
2998,S JOSE ST,2015,11,@,HAWAII,42,23,19,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2999,S ALABAMA,2015,10,@,GA STATE,10,24,-14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3000,S CAROLINA,2015,11,,CITADEL,22,23,-1,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0
3001,USC,2015,11,@,OREGON,28,48,-20,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0
3002,SMU,2015,11,,TULANE,49,21,28,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0
3003,SO MISS,2015,11,,DOMINION,56,31,25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,1
3004,STANFORD,2015,11,,CAL,35,22,13,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0
3005,SYRACUSE,2015,11,@,NC STATE,29,42,-13,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0
3006,TEMPLE,2015,11,,MEMPHIS,31,12,19,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0
3007,TENNESSEE,2015,11,@,MISSOURI,19,8,11,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0
3008,TEXAS A&M,2015,11,@,VANDERBILT,25,0,25,1,1,1,7,6,0,0,0,0,0,0,0,0,0,0
3009,TCU,2015,11,@,OKLAHOMA,29,30,-1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
3010,UTEP,2015,11,,LA TECH,15,17,-2,1,1,1,3,2,0,1,0,0,0,0,0,0,0,0
3011,UTSA,2015,11,,RICE,34,24,10,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3012,TULANE,2015,11,@,SMU,21,49,-28,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3013,TULSA,2015,11,,NAVY,21,44,-23,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3014,UCLA,2015,11,@,UTAH,17,9,8,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
3015,UTAH,2015,11,,UCLA,9,17,-8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
3016,UTAH ST,2015,11,,NEVADA,31,27,4,4,4,4,3,1,0,0,1,0,0,1,0,0,0,0
3017,VANDERBILT,2015,11,,TEXAS A&M,0,25,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,VIRGINIA,2015,11,,DUKE,42,34,8,6,6,6,0,0,0,0,0,0,0,0,1,0,0,0
3019,VA TECH,2015,11,,N CAROLINA ,27,30,-3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
3020,WAKE,2015,11,@,CLEMSON,13,33,-20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3021,WASHINGTON,2015,11,@,OREGON ST,52,7,45,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0
3022,WASH STATE,2015,11,,COLORADO,27,3,24,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0
3023,W VIRGINIA,2015,10,@,KANSAS,49,0,49,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0
3024,W KENTUCKY,2015,11,@,FIU,63,7,56,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
3025,WISCONSIN,2015,11,,NWESTERN,7,13,-6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3026,BALL ST,2015,12,,BOWL GREEN ,10,48,-38,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3027,BOWL GREEN ,2015,12,@,BALL ST,48,10,38,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0
3028,N ILLINOIS,2015,12,,OHIO,21,26,-5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3029,OHIO,2015,12,@,N ILLINOIS,26,21,5,2,2,2,5,4,0,0,0,0,0,0,0,0,0,0
3030,UCF ,2015,12,,0,3,44,-41,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3031,0,2015,12,@,UCF ,44,3,41,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0
3032,TEXAS,2015,11,,TEXAS TECH,45,48,-3,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
3033,TEXAS TECH,2015,12,@,TEXAS,48,45,3,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0
3034,AKRON ,2015,12,,KENT STATE,20,0,20,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0
3035,ARKANSAS,2015,12,,MISSOURI,28,3,25,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3036,BAYLOR,2015,11,@,TCU,21,28,-7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
3037,BOISE ST,2015,12,@,S JOSE ST,40,23,17,5,5,4,2,2,0,0,0,0,0,0,0,0,0,0
3038,BUFFALO,2015,12,,UMASS,26,31,-5,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0
3039,C MICHIGAN,2015,12,,E MICHIGAN,35,28,7,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0
3040,E MICHIGAN,2015,12,@,C MICHIGAN,28,35,-7,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3041,GA STATE,2015,11,,TROY,31,21,10,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0
3042,HOUSTON,2015,12,,NAVY,52,31,21,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0
3043,IOWA,2015,12,@,NEBRASKA,28,20,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3044,KENT STATE,2015,12,@,AKRON ,0,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,MARSHALL,2015,12,@,W KENTUCKY,28,49,-21,4,4,4,1,0,0,0,1,0,0,0,0,0,0,0
3046,UMASS,2015,12,@,BUFFALO,31,26,5,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0
3047,MIAMI FL,2015,12,@,PITTSBURGH,29,24,5,2,0,2,5,5,0,0,0,0,0,0,0,0,0,0
3048,MISSOURI,2015,12,@,ARKANSAS,3,28,-25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3049,NAVY,2015,11,@,HOUSTON,31,52,-21,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0
3050,NEBRASKA,2015,12,,IOWA,20,28,-8,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
3051,OREGON,2015,12,,OREGON ST,52,42,10,7,7,7,2,1,0,0,0,0,0,0,0,1,0,0
3052,OREGON ST,2015,12,@,OREGON,42,52,-10,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3053,PITTSBURGH,2015,12,,MIAMI FL,24,29,-5,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
3054,S JOSE ST,2015,12,,BOISE ST,23,40,-17,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0
3055,TCU,2015,12,,BAYLOR,28,21,7,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0
3056,TOLEDO,2015,12,,W MICHIGAN ,30,35,-5,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0
3057,TROY,2015,11,@,GA STATE,21,31,-10,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0
3058,TULANE,2015,12,,TULSA,34,45,-11,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0
3059,TULSA,2015,12,@,TULANE,45,34,11,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0
3060,WASHINGTON,2015,12,,WASH STATE,45,10,35,6,6,6,3,1,0,0,0,0,0,1,0,0,0,0
3061,WASH STATE,2015,12,@,WASHINGTON,10,45,-35,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
3062,W KENTUCKY,2015,12,,MARSHALL,49,28,21,6,5,5,2,2,1,0,0,0,0,0,1,0,0,0
3063,W MICHIGAN ,2015,12,@,TOLEDO,35,30,5,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0
3064,AIR FORCE,2015,12,@,NEW MEXICO,35,47,-12,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3065,ALABAMA,2015,12,@,AUBURN,29,13,16,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0
3066,APP STATE,2015,11,,LA LAFAYET,28,7,21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3067,ARIZONA ST,2015,12,@,CAL,46,48,-2,4,4,4,6,6,0,0,0,0,0,0,0,0,0,0
