week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
0,Diocemy Saint Juste,45726,HB,HAWAII,1,23,2,0,0.0,0,0,78,0,0,2,50,18.9,1,2,180,0,5,78.0,65.2,77.4,,25.4,52.8,69.5,60.0,11,0,0,0,24,27,0,0,0,23,0,78,50,2.17,3.4,0.0,18
0,D'Ernest Johnson,45734,HB,USF,1,22,2,1,50.5,50,0,99,0,0,2,53,21.9,2,4,327,0,11,77.4,66.7,75.4,,69.6,57.1,65.8,58.5,50,0,0,0,4,30,0,0,0,22,2,99,53,2.41,4.5,0.0,10
0,Marquis Young,45950,HB,UMASS,1,20,2,2,45.8,38,0,83,0,0,2,44,19.1,3,4,216,0,11,76.8,63.3,78.6,,57.6,71.7,60.7,59.4,21,0,16,3,15,24,0,0,4,23,2,83,44,2.2,4.2,1.07,6
0,Darius Tice,45699,HB,USF,1,20,4,1,19.1,18,0,94,0,0,4,54,51.4,2,8,327,0,8,76.7,71.9,75.8,,80.4,60.7,68.9,67.9,18,0,5,1,5,25,0,0,1,21,1,94,54,2.7,4.7,1.0,12
0,Malike Roberson,45891,HB,S JOSE ST,1,19,1,0,0.0,0,0,52,0,0,1,38,10.0,1,2,285,0,14,76.4,57.4,75.3,50.8,79.0,56.8,58.7,,14,0,6,1,12,19,0,0,1,20,0,52,38,2.0,2.7,0.5,5
0,Dalyn Dawkins,39541,HB,COLO STATE,1,15,0,0,0.0,0,0,67,1,0,0,20,0.0,2,5,144,0,3,75.5,53.2,77.2,,0.0,43.6,61.3,60.0,12,0,18,1,23,17,0,0,3,16,1,67,20,1.33,4.5,0.78,12
0,Samuel Stewart,44764,HB,RICE,1,15,2,0,0.0,0,0,66,0,0,2,31,23.0,1,4,275,0,1,75.2,72.5,78.3,,15.5,68.5,72.7,68.9,12,0,41,3,24,28,0,0,4,18,0,66,31,2.07,4.4,1.71,14
0,Ryan Nall,45753,HB,OREGON ST,1,15,3,1,65.2,75,0,115,0,1,3,99,146.7,1,4,265,0,6,75.2,72.6,75.1,,38.0,72.4,72.0,60.0,75,0,30,3,11,16,0,0,3,18,1,115,99,6.6,7.7,2.73,9
0,Quinton Flowers,46580,QB,USF,1,14,4,0,0.0,0,0,62,0,0,4,44,122.2,4,5,327,0,5,73.3,87.5,28.7,89.1,,,69.0,60.0,22,1,0,0,0,55,27,2,0,12,1,89,45,3.21,6.4,,5
0,Bryce Love,38396,HB,STANFORD,1,13,6,3,65.6,118,0,180,0,0,6,114,404.7,6,6,300,0,7,74.4,84.5,76.1,,34.4,54.6,87.7,60.0,62,0,0,0,12,15,0,0,0,13,1,180,114,8.77,13.8,0.0,6
