week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
0,Sinjun Astani,52257,DI,USC,1,0,0,326,59.2,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Marcus Buckley,56754,DI,NEW MEX ST,1,0,0,242,56.2,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,57.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
0,JB Brown,57701,ED,UMASS,1,0,0,216,54.3,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,56.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
0,Jerry Roberts,57759,LB,UMASS,1,0,0,216,55.6,0,0,4,16.7,0.0,0,0,0.0,0,24,4,0,0,55.7,0,0,3,60.0,0.0,0,0.0,0,5,3,0
0,Korey Foreman,70831,ED,USC,1,0,0,326,58.7,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,McKel Broussard,73850,S,UTEP,1,0,0,330,56.1,0,0,3,13.0,0.0,0,0,0.0,0,23,3,0,0,60.0,0,0,1,20.0,0.0,0,0.0,0,5,1,0
0,Solomon Byrd,75742,ED,USC,1,0,0,326,58.1,0,0,27,93.1,7.4,2,0,3.7,1,29,27,1,0,53.6,0,0,9,100.0,0.0,0,0.0,0,9,9,0
0,Jonah Kahahawai-Welch,75759,ED,HAWAII,1,0,0,180,56.6,0,0,21,82.8,4.8,1,0,0.0,0,29,24,0,0,53.8,0,0,8,90.0,0.0,0,0.0,0,10,9,0
0,Fo'i Sila,75767,DI,HAWAII,1,0,0,180,57.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,57.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
0,Justin Birchette,76620,CB,OHIO,1,0,0,259,60.0,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
0,Cecil Singleton Jr.,76760,S,LA TECH,1,0,0,208,56.0,0,1,2,10.5,0.0,0,0,25.0,0,19,2,1,0,,0,0,0,0.0,,0,,0,3,0,0
0,Alex Nobles,76878,ED,FIU,1,0,0,166,60.2,0,2,26,79.4,7.7,2,0,3.8,0,34,27,2,0,63.8,0,2,11,91.7,18.2,2,9.1,0,12,11,2
0,Samuela Tuihalamaka,77013,DI,S DIEGO ST,1,0,0,284,59.1,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
0,Hugh Davis,77103,LB,LA TECH,1,0,0,208,64.9,0,0,1,16.7,100.0,1,0,0.0,0,6,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
0,Bryce Houston,77265,LB,OHIO,1,0,0,259,64.7,0,3,9,29.0,22.2,2,0,16.7,0,31,9,3,0,72.3,0,2,4,33.3,50.0,2,25.0,0,12,4,2
0,Keye Thompson,77266,LB,OHIO,1,0,0,259,57.1,0,1,9,29.0,11.1,1,0,5.6,0,31,9,1,0,52.6,0,0,6,50.0,0.0,0,0.0,0,12,6,0
0,Quae Drake,79192,LB,JVILLE ST,1,0,0,196,54.9,0,1,7,28.0,0.0,0,0,7.1,0,25,7,1,0,57.6,0,1,2,22.2,0.0,0,25.0,0,9,2,1
0,Matthew Tago,81356,ED,S JOSE ST,1,0,0,285,54.8,0,1,6,25.0,0.0,0,0,8.3,0,24,6,1,0,56.5,0,0,2,28.6,0.0,0,0.0,0,7,2,0
0,Isaiah Tufaga,81358,LB,HAWAII,1,0,1,180,76.7,0,0,9,25.0,33.3,3,1,22.2,2,36,9,2,0,79.0,0,0,3,23.1,66.7,2,33.3,1,13,3,1
0,Praise Amaewhule,82185,ED,UTEP,1,0,0,330,70.6,0,0,15,94.4,13.3,2,0,6.7,1,18,17,1,0,55.9,0,0,3,100.0,0.0,0,0.0,0,4,4,0
0,Jeff Marks,82371,DI,JVILLE ST,1,0,0,196,58.6,0,1,22,100.0,0.0,0,0,2.3,0,22,22,1,0,62.7,0,1,7,100.0,0.0,0,7.1,0,7,7,1
0,Jack Sullivan,82375,ED,USC,1,0,0,326,61.5,0,1,18,100.0,5.6,1,0,2.8,0,20,20,1,0,62.3,0,1,8,100.0,12.5,1,6.3,0,8,8,1
0,Daniel Okpoko,82386,ED,S DIEGO ST,1,2,0,284,64.7,0,2,25,96.4,8.0,2,0,4.0,0,28,27,2,0,64.2,0,2,10,100.0,20.0,2,10.0,0,11,11,2
0,Chase Williams,83102,S,S JOSE ST,1,0,0,285,59.0,0,0,1,2.8,0.0,0,0,0.0,0,36,1,0,0,59.0,0,0,1,8.3,0.0,0,0.0,0,12,1,0
0,DJ Brown,83345,S,NOTRE DAME,1,0,0,258,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
0,Trejon Hugue,83409,S,UTEP,1,0,0,330,59.4,0,0,1,12.5,0.0,0,0,0.0,0,8,1,0,0,59.4,0,0,1,33.3,0.0,0,0.0,0,3,1,0
0,BJ Anderson,83448,CB,VANDERBILT,1,0,0,333,59.3,0,0,1,2.4,0.0,0,0,0.0,0,42,1,0,0,59.3,0,0,1,4.8,0.0,0,0.0,0,21,1,0
0,Javontae Jean-Baptiste,83514,ED,NOTRE DAME,1,0,0,258,60.0,0,0,3,100.0,33.3,1,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
0,Tre Jenkins,83886,S,S JOSE ST,1,0,0,285,70.7,1,0,1,2.8,0.0,0,0,50.0,0,36,1,1,0,59.4,0,0,1,8.3,0.0,0,0.0,0,12,1,0
0,Kolbi Fuqua,84139,CB,JVILLE ST,1,0,1,196,60.0,0,1,8,31.0,12.5,1,1,6.3,0,29,9,1,0,62.3,0,1,4,50.0,25.0,1,12.5,0,10,5,1
0,Eavan Gibbons,85696,S,NAVY,1,0,0,237,54.3,0,0,3,60.0,0.0,0,0,0.0,0,5,3,0,0,57.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
0,New Zealand Williams,85721,LB,S DIEGO ST,1,0,0,284,58.6,0,0,2,22.2,0.0,0,0,0.0,0,9,2,0,0,,0,0,0,0.0,,0,,0,5,0,0
0,Jairus Satele,86168,DI,S JOSE ST,1,0,0,285,57.4,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Donovan Manuel,87272,LB,FIU,1,0,0,166,55.3,1,0,6,14.9,0.0,0,0,8.3,0,47,7,1,0,57.3,0,0,2,11.8,0.0,0,0.0,0,17,2,0
0,Logan Taylor,87618,LB,HAWAII,1,0,0,180,56.1,0,0,3,11.4,0.0,0,0,0.0,0,35,4,0,0,57.6,0,0,1,18.2,0.0,0,0.0,0,11,2,0
0,Andrew Choi,90947,ED,HAWAII,1,0,0,180,59.8,0,2,23,100.0,8.7,2,0,8.7,1,26,26,3,0,64.4,0,1,9,100.0,22.2,2,16.7,1,10,10,2
0,Thomas Harper,97325,CB,NOTRE DAME,1,0,0,258,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
0,Jack Kiser,97889,LB,NOTRE DAME,1,0,0,258,60.0,1,0,1,25.0,0.0,0,0,50.0,0,4,1,1,0,,0,0,0,,,0,,0,0,0,0
0,Billy Wooden,97923,DI,UMASS,1,0,0,216,66.7,0,2,20,100.0,5.0,1,1,10.0,1,20,20,3,0,57.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0
0,Deshon Hall Jr.,98183,ED,LA TECH,1,0,0,208,60.3,0,0,14,93.8,7.1,1,0,7.1,1,16,15,1,0,58.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0
0,Zukudo Igwenagu,98305,ED,UMASS,1,0,0,216,79.3,1,0,14,100.0,28.6,4,0,10.7,1,14,14,2,0,77.0,1,0,5,100.0,60.0,3,10.0,0,5,5,1
0,Mykol Clark,98326,ED,LA TECH,1,0,0,208,53.9,0,0,13,87.5,0.0,0,0,0.0,0,16,14,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
0,Devin Baldwin,98346,DI,JVILLE ST,1,0,0,196,57.7,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Nate Clifton,98574,ED,VANDERBILT,1,0,0,333,67.2,1,3,32,100.0,15.6,5,0,9.4,1,33,33,5,0,73.8,1,3,19,100.0,26.3,5,15.8,1,19,19,5
0,Brayden Bapst,98575,DI,VANDERBILT,1,0,0,333,56.9,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Kyon Barrs,98769,DI,USC,1,0,0,326,63.1,1,3,18,100.0,5.6,1,0,11.1,0,19,19,4,0,66.4,1,3,10,100.0,10.0,1,20.0,0,10,10,4
0,Kane Patterson,99729,LB,VANDERBILT,1,0,0,333,53.8,0,0,6,22.6,0.0,0,0,0.0,0,31,7,0,0,,0,0,0,0.0,,0,,0,11,0,0
0,Vonnie Watkins,100349,ED,OHIO,1,0,0,259,63.7,0,5,23,92.3,13.0,3,0,10.9,0,26,24,5,0,70.7,0,4,11,100.0,27.3,3,18.2,0,12,12,4
0,Stanley Ta'ufo'ou,100444,DI,USC,1,0,0,326,53.6,0,0,19,100.0,0.0,0,0,0.0,0,20,20,0,0,55.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0
0,Aeneas DiCosmo,100456,ED,VANDERBILT,1,0,0,333,62.6,1,0,21,95.5,9.5,2,0,7.1,1,22,21,2,0,67.8,1,0,11,91.7,18.2,2,13.6,1,12,11,2
0,Curley Young Jr.,100559,ED,JVILLE ST,1,0,0,196,67.0,0,1,13,100.0,7.7,1,0,11.5,1,15,15,2,0,68.9,0,0,6,100.0,16.7,1,16.7,1,7,7,1
0,Wyatt Draeger,101173,DI,S DIEGO ST,1,0,0,284,56.7,0,1,19,91.3,5.3,1,0,2.6,0,23,21,1,0,55.1,0,0,7,100.0,0.0,0,0.0,0,8,8,0
0,Garret Fountain,101214,ED,S DIEGO ST,1,0,0,284,56.4,0,1,37,97.4,5.4,2,0,1.4,0,39,38,1,0,60.8,0,1,17,94.4,11.8,2,2.9,0,18,17,1
