week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
0,Henry Ikahihifo,73151,ED,NEVADA,1,4,0,239,0,,,40.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,50.0,5,0,0,0,0,0,0,0.0,,0,0,10.0,100.0,9.5,2.0,2.0,0,0,0.0,59.4,0,11,0.0,0,0,112.5,1,2,50.0,21,1,1,1,0,11,1,5.5,11.0
0,Justin Sinclair,74258,S,HAWAII,1,28,0,180,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,3,10.7,3,0,0,0,0,0,0,0.0,,0,0,0.0,66.7,96.0,11.5,7.7,0,0,0.0,72.8,0,5,0.0,0,0,70.1,2,24,85.7,25,2,3,3,0,2,2,0.1,1.0
0,Logan Taylor,87618,LB,HAWAII,1,17,0,180,0,-3.0,100.0,75.0,3.0,3.0,0,0,0.0,50.6,0,9,0.0,0,0,104.2,1,3,17.6,4,0,1,1,0,9,12,3.0,9.0,0,0,6.0,100.0,87.5,13.0,13.0,0,0,0.0,63.9,0,6,0.0,0,0,91.7,1,14,82.4,16,0,1,1,0,6,0,0.5,6.0
0,Brandon Crossley,97225,CB,SMU,1,14,0,287,1,23.0,100.0,100.0,3.0,3.0,0,0,0.0,49.9,0,48,0.0,0,0,118.8,1,5,35.7,5,0,0,1,0,48,25,16.0,48.0,0,0,,,100.0,,,0,0,,64.0,0,,,0,0,0.0,0,7,50.0,7,0,0,0,0,0,0,0.0,
0,Nalu Emerson,97701,LB,HAWAII,1,20,0,180,0,,,66.7,,,0,0,,60.3,0,,,0,0,0.0,0,2,10.0,3,0,0,0,0,0,0,0.0,,0,0,11.5,50.0,94.4,17.0,8.5,0,0,0.0,39.5,0,12,100.0,2,0,68.8,1,17,85.0,18,0,0,2,0,12,1,0.7,12.0
0,Dominic Tatum,97888,S,NEW MEXICO,1,8,0,241,0,,,66.7,,,0,0,,49.7,0,,,0,0,0.0,0,2,25.0,3,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,65.3,0,,0.0,0,0,0.0,0,6,75.0,6,0,0,0,0,0,0,0.0,
0,Jahfari Harvey,98118,ED,SMU,1,1,0,287,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,
0,Fentrell Cypress II,98591,CB,FLORIDA ST,1,16,0,167,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,12.5,2,0,0,0,0,0,0,0.0,,0,0,10.7,33.3,100.0,12.0,4.0,0,0,0.0,54.2,0,4,0.0,0,0,42.4,1,12,75.0,12,1,1,3,0,4,0,0.3,4.0
0,Warren Burrell,98842,CB,GA TECH,1,23,0,176,0,7.0,0.0,100.0,,5.0,0,0,0.0,63.3,0,,,0,0,39.6,0,5,21.7,5,0,0,1,0,0,0,0.0,,0,0,5.0,100.0,100.0,12.0,12.0,0,0,0.0,63.0,0,6,100.0,1,0,91.7,1,15,65.2,15,0,0,1,0,6,1,0.5,6.0
0,Ishmael Az-Zahir,98893,CB,NEW MEXICO,1,6,0,241,0,14.0,100.0,100.0,1.7,1.7,0,0,0.0,39.9,0,37,0.0,0,0,118.8,3,5,83.3,5,0,1,3,0,54,12,10.8,18.0,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,
0,Kevin Harris,98999,ED,GA TECH,1,2,0,176,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,3,0,0,0,0,0,0,0.0,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,9,0,0,0,0,0,0,0.0,
0,Jojo Forest,100413,CB,HAWAII,1,20,0,180,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,10.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,66.3,0,,,0,0,0.0,0,18,90.0,18,0,0,0,0,0,0,0.0,
0,Jonathan McGill,100607,S,SMU,1,21,0,287,0,,,100.0,,,0,0,,77.2,0,,,0,0,0.0,0,6,28.6,6,0,0,0,0,0,0,0.0,,0,0,4.3,0.0,100.0,,4.0,0,1,33.3,68.8,0,,0.0,0,1,39.6,0,12,57.1,12,0,2,3,0,0,0,0.0,
0,DJ Lundy,122405,LB,FLORIDA ST,1,12,0,167,0,0.5,100.0,100.0,1.0,1.0,0,0,0.0,46.7,0,16,,0,0,118.8,2,2,16.7,2,0,0,2,0,30,29,15.0,15.0,0,0,-4.0,100.0,100.0,9.0,9.0,0,0,0.0,53.4,0,12,100.0,1,0,116.7,1,9,75.0,9,0,0,1,0,12,16,1.3,12.0
0,LaMiles Brooks,122470,S,GA TECH,1,15,0,176,0,,,66.7,,,0,0,,60.8,0,,,0,0,0.0,0,2,13.3,3,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,91.7,9.0,9.0,0,0,0.0,29.6,0,6,,0,0,91.7,1,11,73.3,12,0,0,1,0,6,10,0.7,6.0
0,Kitan Crawford,123111,S,NEVADA,1,45,0,239,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,7,15.6,7,0,0,0,0,0,0,0.0,,0,0,15.5,50.0,100.0,27.0,13.5,0,0,0.0,89.0,0,1,0.0,0,0,56.3,1,30,66.7,30,2,3,2,0,1,0,0.0,1.0
0,Cameron Watts,123160,CB,NEW MEXICO,1,36,0,241,0,5.0,100.0,100.0,6.5,6.5,0,0,0.0,54.9,0,16,,0,0,110.4,2,13,36.1,13,0,0,2,0,21,11,1.6,10.5,0,0,5.8,66.7,100.0,5.8,3.8,0,0,0.0,65.7,0,9,0.0,0,0,76.4,4,23,63.9,23,0,3,6,0,27,7,1.2,6.8
