week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Tra Carson,11104,HB,TEXAS A&M,1,29,4,1,15.6,15,0,96,0,0,4,54,24.8,3,4,312,0,10,78.9,63.2,77.9,,62.5,66.4,62.3,58.8,15,0,9,1,12,37,0,0,1,30,1,96,54,1.86,3.3,0.75,16
1,Jahad Thomas,12326,HB,TEMPLE,1,29,6,3,61.3,84,0,137,0,1,6,114,91.7,6,6,306,0,1,78.9,72.9,78.3,,79.7,60.6,72.3,59.1,31,0,10,1,18,35,0,0,1,30,2,137,114,3.93,4.7,0.56,25
1,Justin Jackson,29539,HB,NWESTERN,1,28,2,3,41.8,56,0,134,0,0,2,56,13.3,3,6,256,0,11,78.7,74.3,76.4,,76.3,68.2,70.7,66.8,21,0,12,2,5,37,0,0,2,30,0,134,56,2.0,4.8,2.4,14
1,Ray Lawry,45939,HB,DOMINION,1,28,6,3,53.4,119,0,223,0,0,6,74,56.6,7,10,263,0,2,78.7,67.0,77.8,,76.9,52.6,67.6,60.0,54,0,0,0,21,32,0,0,1,28,4,223,74,2.64,8.0,0.0,26
1,Elijah McGuire,11943,HB,LA LAFAYET,1,27,4,0,0.0,0,0,85,0,0,4,53,25.3,1,8,207,0,5,78.7,67.9,79.0,,35.0,78.4,66.1,59.9,11,0,56,4,21,33,0,0,4,31,0,85,53,1.96,3.1,2.67,20
1,Ke'aun Kinner,45667,HB,KANSAS,1,26,5,4,56.3,85,0,151,1,0,5,66,48.8,4,9,198,0,8,78.5,60.6,76.7,,77.0,33.8,63.8,57.1,26,0,0,0,22,33,0,0,1,26,2,151,66,2.54,5.8,0.0,16
1,LeShun Daniels,26758,HB,IOWA,1,25,1,1,22.3,27,0,121,0,0,1,58,9.3,3,7,192,0,9,78.0,59.9,78.3,,74.0,57.5,59.8,60.0,27,0,0,0,3,30,0,0,0,25,0,121,58,2.32,4.8,0.0,15
1,Peyton Barber,10927,HB,AUBURN,1,24,2,0,0.0,0,0,115,0,0,2,63,21.0,2,8,115,0,14,78.0,76.0,75.9,,9.1,71.9,73.6,77.4,14,0,15,1,11,31,0,0,1,25,0,115,63,2.63,4.8,1.36,7
1,Jeremy McNichols,11917,HB,BOISE ST,1,24,2,2,37.2,35,0,94,0,1,2,58,26.9,3,7,120,1,16,41.2,66.0,76.5,,77.1,70.5,63.5,60.0,19,0,24,3,18,26,0,0,3,27,2,94,58,2.42,3.9,1.33,3
1,Zack Langer,16743,HB,TULSA,1,24,0,1,20.2,18,0,89,0,0,0,39,0.0,2,9,320,0,9,77.8,61.1,75.1,,76.5,77.4,57.6,59.3,18,0,34,1,6,27,0,0,1,25,3,89,39,1.63,3.7,5.67,15
1,Matt Dayes,12006,HB,NC STATE,1,24,9,1,23.8,30,0,126,0,1,9,69,99.1,4,9,248,0,3,78.0,80.7,79.2,,30.2,92.0,71.4,64.7,30,0,65,5,17,30,0,0,5,29,2,126,69,2.88,5.3,3.82,21
