week,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
0,Sam Wiglusz,88315,WR,OHIO,1,15,0,259,11.7,0,66.7,50.0,1,2,0.0,0,4,0,74.9,72.6,0,12,0.0,0,21,4,90.5,19,85.4,6,31.6,0,40,0,0.0,10.0,2.11,0,10.7,0,71.4,,0,0,0.0,0,2,0,76.3,71.5,1,15,0.0,0,26,5,96.2,25,50.6,7,28.0,0,48,19,3.8,9.6,1.92
0,Miles Cross,145887,WR,OHIO,1,12,0,259,16.8,2,25.0,0.0,0,1,66.7,2,1,0,10.9,52.1,0,22,0.0,0,20,1,90.0,18,50.0,4,22.2,0,22,16,16.0,22.0,1.22,0,16.7,0,16.7,,0,0,0.0,0,0,0,66.7,52.7,1,6,0.0,0,26,1,96.2,25,0.0,6,24.0,0,6,1,1.0,6.0,0.24
0,Smoke Harris,78918,WR,LA TECH,1,11,0,208,3.0,2,100.0,,0,0,0.0,0,1,0,73.1,76.1,0,23,0.0,0,5,2,80.0,4,118.8,2,50.0,0,25,19,9.5,12.5,6.25,0,1.6,3,100.0,,0,0,0.0,0,5,0,80.1,73.0,0,64,0.0,0,35,9,100.0,35,155.8,9,25.7,1,129,115,12.8,14.3,3.69
0,Steven McBride,122570,WR,HAWAII,1,9,0,180,21.3,0,100.0,100.0,1,1,0.0,0,2,0,73.1,81.9,0,45,0.0,0,15,3,93.3,14,158.3,3,21.4,2,57,1,0.3,19.0,4.07,0,4.8,2,80.0,,0,0,0.0,0,2,0,74.9,66.9,0,17,0.0,0,16,4,100.0,16,100.8,5,31.3,0,41,23,5.8,10.3,2.56
0,Nate Jones,162959,TE,LA TECH,1,9,0,208,4.5,0,100.0,,0,0,0.0,0,0,0,70.7,58.4,0,6,14.3,1,7,2,85.7,6,87.5,2,33.3,0,10,1,0.5,5.0,1.67,0,3.9,0,71.4,0.0,0,1,0.0,0,1,1,76.3,59.3,0,11,10.3,3,29,5,89.7,26,74.1,7,26.9,0,18,10,2.0,3.6,0.69
0,Tyler Walton,78201,WR,OHIO,1,9,0,259,8.0,0,75.0,50.0,1,2,0.0,0,1,0,73.1,59.2,0,10,0.0,0,20,3,90.0,18,85.4,4,22.2,0,20,4,1.3,6.7,1.11,0,13.3,2,75.0,0.0,0,1,0.0,0,1,0,74.9,66.3,0,21,0.0,0,25,3,96.0,24,102.1,4,16.7,0,36,10,3.3,12.0,1.5
0,Nick Nash,98679,WR,S JOSE ST,1,8,0,285,21.0,0,66.7,100.0,1,1,0.0,0,2,0,70.7,78.7,0,32,0.0,0,15,2,86.7,13,144.4,3,23.1,2,34,0,0.0,17.0,2.62,0,10.2,0,80.0,,0,0,0.0,0,2,0,74.9,63.9,0,28,0.0,0,23,4,100.0,23,152.1,5,21.7,1,55,19,4.8,13.8,2.39
0,Jayden McGowan,157184,WR,VANDERBILT,1,8,0,333,16.8,0,50.0,,0,0,0.0,0,2,0,70.7,71.4,0,32,0.0,0,11,2,100.0,11,83.3,4,36.4,0,38,6,3.0,19.0,3.45,0,3.3,0,100.0,,0,0,0.0,0,1,0,73.1,62.2,0,16,0.0,0,15,3,100.0,15,91.7,3,20.0,0,18,8,2.7,6.0,1.2
0,Will Sheppard,124360,WR,VANDERBILT,1,8,0,333,12.0,0,66.7,0.0,0,1,33.3,1,2,0,31.6,66.5,0,22,0.0,0,14,2,78.6,11,129.2,3,27.3,1,23,4,2.0,11.5,2.09,0,10.0,1,75.0,,0,0,0.0,0,2,0,73.1,68.9,0,16,0.0,0,12,3,100.0,12,104.2,4,33.3,0,38,11,3.7,12.7,3.17
0,Kelly Akharaiyi,157878,WR,UTEP,1,7,0,330,33.0,0,100.0,,0,0,0.0,0,1,0,66.7,73.1,0,32,0.0,0,6,1,66.7,4,158.3,1,25.0,1,32,0,0.0,32.0,8.0,0,20.0,0,66.7,0.0,0,1,0.0,0,2,0,70.7,71.5,0,26,0.0,0,14,2,100.0,14,109.7,3,21.4,0,47,14,7.0,23.5,3.36
