week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Dominique Brown,9936,HB,LOUISVILLE,1,33,8,2,23.8,34,0,143,0,0,8,66,47.1,4,0,210,0,16,79.7,69.0,79.4,,80.9,55.3,68.3,60.0,19,0,9,1,17,35,0,0,1,34,1,143,66,2.0,4.3,0.53,0
1,Anthone Taylor,18041,HB,BUFFALO,1,31,3,1,14.9,17,0,114,0,1,3,57,23.0,2,0,126,1,16,47.2,60.1,79.2,,74.6,69.2,59.1,60.0,17,0,6,1,7,33,0,0,1,32,2,114,57,1.84,3.7,0.86,0
1,Larry Rose III,39604,HB,NEW MEX ST,1,30,9,1,16.3,24,0,147,2,1,9,93,91.2,2,0,242,1,12,47.0,58.4,75.5,,,27.3,66.7,60.0,24,0,18,4,20,31,0,0,6,34,1,147,93,3.1,4.9,0.9,0
1,Joey Iosefa,9664,HB,HAWAII,1,30,2,1,15.4,22,0,143,0,0,2,68,14.2,2,0,180,0,19,79.1,61.4,78.3,,41.6,60.5,62.6,58.8,22,0,-3,2,18,35,0,0,2,32,1,143,68,2.27,4.8,-0.17,0
1,Paul James,16836,HB,RUTGERS,1,29,7,1,32.4,56,0,173,0,0,7,129,107.4,2,0,278,0,8,78.9,87.7,79.2,,75.7,51.8,87.5,60.0,56,0,0,0,17,32,0,0,1,29,3,173,129,4.45,6.0,0.0,0
1,Leon Allen,17118,HB,W KENTUCKY,1,28,6,2,34.7,33,0,95,0,2,6,57,47.9,3,0,346,2,10,25.7,60.3,78.6,,40.9,47.2,63.5,59.3,17,0,53,6,40,31,0,0,6,34,1,95,57,2.04,3.4,1.33,0
1,Cameron Artis-Payne,9607,HB,AUBURN,1,26,11,3,42.1,75,0,178,0,1,11,91,155.6,6,1,115,1,16,43.2,73.5,76.2,,71.6,71.1,71.0,59.4,32,0,14,1,7,33,0,0,1,27,1,178,91,3.5,6.8,2.0,0
1,Centarius Donald,12585,HB,LA MONROE,1,26,5,1,33.3,39,0,117,0,4,5,96,110.8,1,0,209,1,18,44.3,57.2,76.3,,20.9,72.4,55.5,60.0,39,0,16,4,25,29,0,0,5,30,0,117,96,3.69,4.5,0.64,0
1,David Glasco II,13147,HB,UTSA,1,25,1,0,0.0,0,0,81,0,0,1,47,7.5,2,0,331,0,10,78.2,57.2,77.8,,67.9,54.1,58.1,59.7,14,0,0,0,8,30,0,0,1,25,2,81,47,1.88,3.2,0.0,0
1,Thomas Rawls,9993,HB,C MICHIGAN,1,25,5,0,0.0,0,0,121,0,1,5,93,82.7,4,0,134,0,11,78.2,64.0,79.3,,72.5,67.1,62.8,59.7,14,0,7,2,14,33,0,0,2,27,1,121,93,3.72,4.8,0.5,0
1,Marlon Mack,11898,HB,USF,1,24,10,4,71.2,195,0,274,0,0,10,257,428.3,4,0,327,2,10,39.7,77.1,78.1,,76.9,57.2,76.5,60.0,62,0,5,1,15,28,0,0,2,25,4,274,257,10.71,11.4,0.33,0
1,D'Angelo Roberts,14347,HB,INDIANA,1,24,7,3,46.5,60,0,129,0,0,7,70,85.1,5,0,190,0,5,78.0,73.9,75.3,,78.8,55.1,72.4,,25,0,0,0,10,25,0,0,0,24,1,129,70,2.92,5.4,0.0,0
1,D.J. Vinson,17526,HB,UAB,1,23,8,1,15.8,18,0,114,0,0,8,74,107.2,3,0,321,0,6,77.5,68.9,75.7,,76.5,56.5,68.8,59.4,18,0,-4,1,10,30,0,0,1,24,1,114,74,3.22,5.0,-0.4,0
1,Tevin Coleman,9506,HB,INDIANA,1,23,9,3,48.6,120,0,247,0,0,9,112,190.5,8,0,190,0,1,77.5,82.4,75.5,,75.9,56.5,79.5,60.0,73,0,0,0,6,24,0,0,0,23,2,247,112,4.87,10.7,0.0,0
1,Karlos Williams,9588,HB,FLORIDA ST,1,23,3,0,0.0,0,1,66,0,0,3,50,23.3,3,0,167,1,5,77.3,58.8,79.0,,54.0,66.5,57.2,56.7,14,1,36,5,29,26,0,0,5,28,0,66,50,2.17,2.9,1.24,0
1,T.J. Yeldon,9469,HB,ALABAMA,1,23,3,3,47.6,60,0,126,0,1,3,63,45.7,3,0,103,0,3,77.8,72.5,79.6,,61.4,55.7,73.3,,26,0,1,1,17,24,0,0,1,24,2,126,63,2.74,5.5,0.06,0
1,Jacobi Owens,45647,HB,AIR FORCE,1,23,3,4,53.2,124,0,233,0,0,3,41,23.3,7,1,101,0,5,77.5,69.2,75.5,,,56.9,66.8,69.2,40,0,0,0,4,36,0,0,0,23,0,233,41,1.78,10.1,0.0,0
1,Jahwan Edwards,10128,HB,BALL ST,1,22,2,1,25.7,28,0,109,0,0,2,46,19.0,1,0,117,0,14,77.3,68.4,77.0,,66.4,54.4,68.3,60.0,28,0,0,0,13,24,0,0,0,22,1,109,46,2.09,5.0,0.0,0
1,Gerard Johnson,23491,HB,DOMINION,1,22,5,1,22.6,31,0,137,0,0,5,68,67.2,5,0,263,0,1,77.3,76.2,74.9,,16.7,54.4,79.4,60.0,31,0,2,1,21,23,0,0,1,23,1,137,68,3.09,6.2,0.1,0
1,Raheem Mostert,9783,HB,PURDUE,1,22,5,2,46.6,68,0,146,0,0,5,79,78.1,5,0,273,0,3,77.3,68.4,0.0,,81.6,55.8,70.4,58.4,34,1,-1,1,21,25,0,0,2,23,1,146,79,3.59,6.6,-0.05,0
1,Shaun Wick,20099,HB,WYOMING,1,22,6,3,39.1,52,0,133,0,0,6,92,114.0,5,0,351,0,22,77.5,74.1,78.0,,25.7,55.1,74.9,59.1,19,0,0,0,11,25,0,0,1,22,1,133,92,4.18,6.0,0.0,0
1,Don Jackson,11150,HB,NEVADA,1,22,7,0,0.0,0,0,106,0,1,7,51,80.6,2,0,239,0,1,77.5,58.7,78.0,,77.6,55.5,58.6,59.8,14,0,2,1,22,29,0,0,1,23,1,106,51,2.32,4.8,0.09,0
1,Aaron Jones,11937,HB,UTEP,1,22,10,5,75.1,178,0,237,1,0,10,194,383.4,6,0,330,0,15,77.3,69.7,76.9,,,44.4,73.0,58.9,73,0,4,1,12,27,0,0,2,23,3,237,194,8.82,10.8,0.33,0
1,Ameer Abdullah,9487,HB,NEBRASKA,1,21,9,4,50.2,114,0,227,0,1,9,118,255.4,9,2,238,0,5,77.0,92.1,75.8,,79.1,65.8,91.4,59.6,47,0,9,1,12,27,0,0,2,22,1,227,118,5.62,10.8,0.75,0
1,Dontravious Wilson,45715,HB,UCF,1,21,2,1,47.1,16,0,34,0,0,2,18,7.5,1,0,323,0,8,77.0,54.1,76.6,,73.7,60.7,52.5,60.0,16,0,11,2,16,24,0,0,2,23,0,34,18,0.86,1.6,0.69,0
1,Javorius Allen,9558,HB,USC,1,21,5,2,29.1,37,0,127,0,1,5,44,57.1,6,0,326,1,7,35.9,71.1,77.5,,64.7,68.9,69.5,60.0,19,0,23,1,15,25,0,0,1,22,1,127,44,2.1,6.0,1.53,0
1,Dee Hart,12987,HB,COLO STATE,1,21,5,4,55.1,75,0,136,0,0,5,58,57.5,5,0,144,0,5,77.3,72.2,76.6,,52.1,81.5,69.3,60.0,25,0,35,3,8,23,0,0,3,24,2,136,58,2.76,6.5,4.38,0
1,Thomas Tucker,21836,HB,S JOSE ST,1,20,5,1,21.0,17,0,81,0,0,5,53,63.1,2,0,285,0,4,76.7,74.9,77.4,,77.1,67.9,72.7,59.7,17,0,22,1,11,23,0,0,1,21,0,81,53,2.65,4.1,2.0,0
1,Duke Johnson Jr.,9510,HB,MIAMI FL,1,20,3,2,50.0,45,0,90,0,0,3,37,26.4,3,0,220,0,8,76.7,70.6,77.9,,79.6,72.5,68.2,60.0,24,0,5,1,15,21,0,0,1,21,0,90,37,1.85,4.5,0.33,0
