week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
0,Penitito Faalologo,12759,DI,HAWAII,1,0,0,180,62.0,0,1,19,100.0,5.3,1,0,2.6,0,21,21,1,0,57.8,0,0,4,100.0,0.0,0,0.0,0,4,4,0
0,Richard King,26078,DI,COLO STATE,1,1,0,144,57.6,0,0,28,100.0,0.0,0,0,0.0,0,28,28,0,1,60.2,0,0,12,100.0,0.0,0,0.0,0,12,12,0
0,Solomon Matautia,26631,LB,HAWAII,1,0,0,180,71.9,0,1,12,28.9,25.0,3,0,4.2,0,45,13,1,0,65.3,0,1,5,38.5,20.0,1,10.0,0,13,5,1
0,Colton Foster,26929,DI,COLO STATE,1,0,0,144,56.5,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,57.2,0,0,4,100.0,0.0,0,0.0,0,4,4,0
0,Jamal Scott,27022,ED,S JOSE ST,1,0,0,285,79.8,1,3,10,35.5,20.0,2,0,40.0,2,31,11,6,0,67.5,1,2,6,50.0,16.7,1,25.0,0,12,6,3
0,Mario Patton,27067,DI,UMASS,1,1,0,216,65.1,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,57.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0
0,Ali Ali-Musa,27068,DI,UMASS,1,0,0,216,63.4,0,1,31,97.1,6.5,2,0,1.6,0,34,33,1,0,68.7,0,1,15,94.4,13.3,2,3.3,0,18,17,1
0,Colbert Calhoun,27122,LB,UMASS,1,0,0,216,61.3,0,1,8,40.0,12.5,1,0,18.8,1,20,8,2,0,62.9,0,1,6,60.0,16.7,1,25.0,1,10,6,2
0,Mazzi Wilkins,27582,CB,USF,1,0,0,327,57.6,0,0,2,4.2,0.0,0,0,0.0,0,48,2,0,0,,0,0,0,0.0,,0,,0,17,0,0
0,Lane Veach,27615,ED,STANFORD,1,0,0,300,59.1,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,,0,0,0,,,0,,0,0,0,0
