week,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
0,Tyrin Smith,145487,WR,UTEP,1,15,0,330,17.5,0,50.0,,0,0,0.0,0,1,0,66.7,73.1,0,32,0.0,0,6,1,100.0,6,135.4,2,33.3,1,32,7,7.0,32.0,5.33,0,10.8,0,50.0,,0,0,33.3,1,2,0,31.6,59.6,0,25,0.0,0,16,2,87.5,14,82.3,4,28.6,0,37,10,5.0,18.5,2.64
0,Trey Palmer,99248,WR,NEBRASKA,1,13,0,238,3.0,0,100.0,100.0,1,1,0.0,0,0,0,66.7,59.3,0,3,0.0,0,3,1,100.0,3,79.2,1,33.3,0,3,0,0.0,3.0,1.0,0,15.7,2,54.5,0.0,0,3,25.0,2,2,0,33.8,62.6,0,11,0.0,0,27,6,100.0,27,66.1,11,40.7,0,49,20,3.3,8.2,1.81
0,Josh Downs,122832,WR,N CAROLINA,1,12,0,245,5.3,0,100.0,,0,0,0.0,0,2,0,73.1,74.5,0,13,0.0,0,7,3,100.0,7,131.3,3,42.9,1,18,2,0.7,6.0,2.57,0,11.8,0,66.7,100.0,2,2,0.0,0,2,0,77.5,73.1,0,27,0.0,0,27,6,92.6,25,122.5,9,36.0,1,60,12,2.0,10.0,2.4
0,Malik Washington,97108,WR,NWESTERN,1,11,0,256,,0,,,0,0,,0,0,0,,56.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,11.2,2,83.3,0.0,0,1,0.0,0,3,0,76.3,77.2,0,39,0.0,0,16,5,100.0,16,118.8,6,37.5,0,79,36,7.2,15.8,4.94
0,Kelly Akharaiyi,157878,WR,UTEP,1,11,0,330,17.3,0,0.0,0.0,0,1,,0,0,0,,47.9,0,0,0.0,0,6,0,100.0,6,39.6,3,50.0,0,0,0,,,0.0,0,23.3,1,33.3,,0,0,50.0,1,1,0,24.5,54.8,0,10,0.0,0,12,1,83.3,10,43.8,3,30.0,0,10,4,4.0,10.0,1.0
0,James Phillips,98731,WR,HAWAII,1,11,0,180,11.7,0,33.3,,0,0,0.0,0,0,0,66.7,53.8,0,1,0.0,0,11,1,90.9,10,42.4,3,30.0,0,1,3,3.0,1.0,0.1,0,2.6,0,71.4,,0,0,16.7,1,0,0,49.8,55.4,0,12,0.0,0,24,5,100.0,24,77.7,7,29.2,0,27,18,3.6,5.4,1.13
0,Reynaldo Flores,83794,WR,UTEP,1,10,0,330,6.0,0,100.0,,0,0,0.0,0,1,0,66.7,65.6,0,9,0.0,0,6,1,100.0,6,104.2,1,16.7,0,9,3,3.0,9.0,1.5,0,18.5,0,100.0,100.0,3,3,0.0,0,4,0,74.9,89.1,0,38,0.0,0,16,4,87.5,14,118.8,4,28.6,0,84,10,2.5,21.0,6.0
0,Isaiah Williams,97156,WR,ILLINOIS,1,9,0,187,-0.7,1,83.3,,0,0,0.0,0,1,0,76.3,80.9,0,13,0.0,0,10,5,100.0,10,79.2,6,60.0,0,17,32,6.4,3.4,1.7,0,2.5,2,50.0,,0,0,0.0,0,0,0,66.7,69.3,0,4,0.0,0,11,1,100.0,11,56.3,2,18.2,0,4,5,5.0,4.0,0.36
0,Jonah Panoke,97798,WR,HAWAII,1,9,0,180,12.3,0,66.7,,0,0,0.0,0,2,0,70.7,64.9,0,28,0.0,0,8,2,87.5,7,109.0,3,42.9,0,37,30,15.0,18.5,5.29,0,8.0,0,83.3,,0,0,0.0,0,3,0,76.3,71.7,0,17,0.0,0,17,5,100.0,17,111.1,6,35.3,0,64,22,4.4,12.8,3.76
0,Brian Cobbs,84285,WR,UTAH ST,1,8,0,329,12.0,1,100.0,,0,0,0.0,0,2,0,73.1,77.8,0,30,0.0,0,14,3,92.9,13,118.8,3,23.1,0,51,15,5.0,17.0,3.92,0,6.5,0,100.0,100.0,1,1,0.0,0,3,0,74.9,73.1,0,19,0.0,0,16,4,87.5,14,114.6,4,28.6,0,46,20,5.0,11.5,3.29
