week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
0,Diocemy Saint Juste,45726,HB,HAWAII,1,14,3,1,45.3,53,0,117,0,3,3,70,187.5,3,4,180,2,6,16.6,65.8,75.5,,56.4,77.2,61.7,60.0,53,0,35,2,10,16,0,0,3,16,1,117,70,5.0,8.4,3.5,8
0,Steven Lakalaka,45793,HB,HAWAII,1,11,1,0,0.0,0,0,61,0,0,1,36,29.8,3,5,180,0,4,73.5,62.2,72.4,,71.8,55.9,62.3,,13,0,0,0,7,11,0,0,1,11,1,61,36,3.27,5.5,0.0,7
0,Tre Watson,45730,HB,CAL,1,11,0,0,0.0,0,0,33,0,0,0,26,0.0,0,2,130,0,6,73.5,52.0,72.4,,76.6,55.6,52.4,,8,0,0,0,8,11,0,0,0,11,0,33,26,2.36,3.0,0.0,5
0,Khalfani Muhammad,11996,HB,CAL,1,10,1,2,77.1,74,0,96,1,0,1,20,20.0,2,4,130,0,3,73.6,63.5,74.1,,79.6,33.5,69.3,,40,0,0,0,13,10,0,0,1,10,1,96,20,2.0,9.6,0.0,7
0,Vic Enwere,45746,HB,CAL,1,10,5,1,37.0,27,0,73,0,0,5,67,279.2,2,4,130,0,4,73.2,75.0,75.0,,78.5,64.2,76.3,60.0,27,0,5,2,16,11,0,0,2,12,0,73,67,6.7,7.3,0.31,6
0,Paul Harris,45792,HB,HAWAII,1,7,1,1,41.7,15,0,36,0,0,1,20,40.8,1,3,180,0,6,72.1,76.0,72.8,,77.5,57.8,74.0,60.0,15,0,0,0,3,9,0,0,0,7,1,36,20,2.86,5.1,0.0,1
0,Ikaika Woolsey,46495,QB,HAWAII,1,6,0,1,78.9,30,0,35,0,0,0,4,0.0,1,2,180,1,1,35.8,55.2,26.6,60.9,,,49.0,60.0,30,1,0,0,0,36,3,2,0,4,0,38,4,0.67,6.3,,3
0,Davis Webb,11842,QB,CAL,1,2,1,0,0.0,0,0,4,0,0,1,5,500.0,0,1,130,0,0,70.6,69.2,78.0,66.1,,,70.0,60.0,5,0,0,0,0,32,5,1,0,1,1,9,5,2.5,4.5,,1
week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Ito Smith,45932,HB,SO MISS,1,36,2,0,0.0,0,0,173,0,2,2,85,23.0,5,13,296,1,25,52.0,72.4,78.8,,79.1,67.0,71.5,51.1,12,0,40,5,22,44,0,0,5,41,1,173,85,2.36,4.8,1.82,11
1,Brian Hill,11911,HB,WYOMING,1,33,5,0,0.0,0,0,130,0,0,5,97,43.2,2,5,351,0,28,80.0,71.9,80.6,,81.6,56.7,71.4,59.4,13,0,5,1,13,39,0,0,1,34,2,130,97,2.94,3.9,0.38,4
1,Nick Chubb,45783,HB,GEORGIA,1,32,5,3,43.2,96,0,222,0,0,5,187,91.3,7,11,173,0,25,79.7,71.6,78.9,,76.2,56.2,69.7,60.0,55,0,0,0,6,36,0,0,0,32,2,222,187,5.84,6.9,0.0,3
1,Aaron Jones,11937,HB,UTEP,1,30,12,4,59.9,145,0,242,0,4,12,191,308.7,8,7,330,2,15,26.6,75.3,79.0,,72.6,73.7,71.7,58.2,75,0,43,3,16,37,0,0,4,33,2,242,191,6.37,8.1,2.69,11
1,Wayne Gallman,11895,HB,CLEMSON,1,30,5,1,16.3,20,0,123,0,0,5,70,37.6,2,5,140,0,14,79.1,59.5,77.2,,72.1,55.8,60.1,45.3,20,0,8,1,13,36,0,0,2,31,1,123,70,2.33,4.1,0.62,16
1,James Gilbert,45836,HB,BALL ST,1,29,1,3,56.3,89,0,158,0,0,1,114,13.6,4,10,117,0,18,78.9,49.1,76.1,,45.6,58.2,51.1,,43,0,0,0,3,29,0,0,0,29,2,158,114,3.93,5.4,0.0,11
1,Jalen Hurd,45752,HB,TENNESSEE,1,28,5,0,0.0,0,0,109,0,1,5,83,61.3,2,6,307,1,4,43.4,58.6,76.4,,58.2,61.9,58.3,60.0,13,0,6,1,15,29,0,0,3,29,0,109,83,2.96,3.9,0.4,24
1,Rodney Smith,26306,HB,MINNESOTA,1,25,6,2,35.2,44,0,125,1,0,6,97,89.5,2,8,225,0,10,78.0,70.1,81.2,,76.3,33.7,72.1,59.0,27,0,2,1,13,42,0,0,2,26,2,125,97,3.88,5.0,0.15,15
1,Matt Dayes,12006,HB,NC STATE,1,24,3,1,19.7,30,0,152,0,0,3,59,29.5,3,10,248,0,18,77.8,74.5,77.0,,75.6,60.5,74.6,54.5,30,0,4,1,17,30,0,0,2,25,2,152,59,2.46,6.3,0.24,5
1,Rawleigh Williams III,39128,HB,ARKANSAS,1,24,0,0,0.0,0,0,96,0,0,0,57,0.0,4,6,111,0,13,78.2,59.8,79.5,,81.5,70.0,57.6,58.9,14,0,15,3,15,30,0,0,3,27,1,96,57,2.38,4.0,1.0,10
1,Marcus Cox,45800,HB,APP STATE,1,24,5,2,31.3,36,0,115,0,1,5,76,67.9,3,5,108,0,1,78.0,71.3,78.9,,77.0,76.2,69.0,57.8,20,0,34,4,15,32,0,0,4,28,0,115,76,3.17,4.8,2.27,20
1,Markell Jones,45858,HB,PURDUE,1,24,9,2,30.1,43,0,143,0,1,9,58,86.3,4,5,273,1,9,41.0,77.7,76.6,,80.6,70.7,77.1,59.2,22,0,24,4,24,27,0,0,4,28,1,143,58,2.42,6.0,1.0,11
1,D'Onta Foreman,11844,HB,TEXAS,1,24,5,2,26.0,34,0,131,0,0,5,75,65.1,3,7,311,0,17,78.2,66.8,77.0,,78.7,55.4,65.5,63.3,19,0,0,0,7,43,0,0,0,24,1,131,75,3.13,5.5,0.0,6
1,Kerryon Johnson,34455,HB,AUBURN,1,23,6,1,19.1,18,0,94,0,1,6,64,81.2,4,6,115,0,8,77.8,58.5,77.7,,78.9,55.2,58.9,57.8,18,0,-3,1,25,32,0,0,2,24,1,94,64,2.78,4.1,-0.12,14
1,Soso Jamabo,45526,HB,UCLA,1,23,5,1,16.5,15,0,91,0,1,5,67,62.4,3,5,324,0,12,77.5,64.1,78.3,,6.0,76.9,65.8,60.0,15,0,41,5,33,24,0,0,5,28,0,91,67,2.91,4.0,1.24,10
1,Leonard Fournette,11759,HB,LSU,1,23,3,3,46.4,64,0,138,0,0,3,65,32.6,3,5,211,0,6,77.5,67.4,78.7,,71.1,76.8,64.6,59.0,30,0,38,3,13,25,0,0,3,26,0,138,65,2.83,6.0,2.92,17
1,Justin Jackson,29539,HB,NWESTERN,1,23,10,1,37.1,46,0,124,0,0,10,89,154.8,2,8,256,0,17,77.5,74.0,76.2,,66.8,68.0,72.4,59.7,46,0,47,2,13,25,0,0,2,25,3,124,89,3.87,5.4,3.62,6
1,Dalvin Cook,11796,HB,FLORIDA ST,1,23,5,3,56.0,51,0,91,0,2,5,66,67.0,3,5,167,1,13,34.6,63.0,79.3,,60.5,53.8,64.1,70.0,18,0,101,7,38,28,0,0,8,30,0,91,66,2.87,4.0,2.66,10
1,Andy Davidson,45172,HB,ARMY,1,22,2,2,29.8,36,0,121,0,0,2,71,29.3,3,7,114,0,1,77.5,57.0,79.2,,,60.0,55.4,64.8,19,0,0,0,1,44,0,0,0,22,2,121,71,3.23,5.5,0.0,0
1,Jordan Johnson,12146,HB,BUFFALO,1,22,1,1,21.4,24,0,112,0,0,1,43,8.9,2,3,126,0,7,77.3,63.6,77.2,,55.8,54.4,63.6,65.6,24,0,0,0,10,31,0,0,0,22,0,112,43,1.95,5.1,0.0,14
1,D'Angelo Brewer,45951,HB,TULSA,1,22,6,2,47.6,78,0,164,0,0,6,106,125.7,3,9,320,0,13,77.3,65.5,75.4,,77.2,66.4,63.7,,40,0,14,1,10,22,0,0,2,23,3,164,106,4.82,7.5,1.4,9
1,Christian McCaffrey,11763,HB,STANFORD,1,22,2,2,60.3,76,0,126,0,3,2,46,36.1,2,3,300,0,18,78.3,70.5,77.8,,73.4,82.2,61.3,58.7,41,0,40,7,15,27,0,0,7,29,2,126,46,2.09,5.7,2.67,4
1,Devine Redding,45841,HB,INDIANA,1,22,9,1,14.2,19,0,134,0,0,9,107,199.0,4,7,190,1,8,35.0,69.9,75.2,,72.7,56.0,68.8,60.0,19,0,0,0,7,24,0,0,0,22,0,134,107,4.86,6.1,0.0,14
1,Duke Catalon,35290,HB,HOUSTON,1,22,2,2,45.5,40,0,88,0,1,2,38,19.9,4,4,182,0,5,76.5,63.5,77.7,,51.3,66.4,61.4,65.8,21,0,29,4,32,33,0,0,5,26,0,88,38,1.73,4.0,0.91,14
1,Jamauri Bogan,30634,HB,W MICHIGAN,1,22,1,0,0.0,0,0,103,0,0,1,57,11.3,3,12,347,0,6,77.3,64.6,75.8,,72.0,55.7,64.9,59.8,13,0,5,1,12,28,0,0,1,23,1,103,57,2.59,4.7,0.42,16
1,Saquon Barkley,45791,HB,PENN STATE,1,22,7,1,26.7,28,0,105,0,0,7,71,98.2,2,7,266,0,7,77.5,77.1,76.5,,44.6,62.0,79.2,58.6,28,0,17,1,21,34,0,0,1,23,1,105,71,3.23,4.8,0.81,15
1,James Butler,45966,HB,NEVADA,1,21,6,2,53.7,66,0,123,0,2,6,60,99.4,3,5,239,0,5,77.0,65.8,77.2,,72.6,60.1,66.1,60.0,50,1,-1,2,15,23,0,0,2,23,2,123,60,2.86,5.9,-0.07,16
1,Donnel Pumphrey,11887,HB,S DIEGO ST,1,21,7,2,37.8,37,0,98,1,1,7,78,118.9,4,3,284,0,12,77.3,65.2,78.3,,51.3,68.2,63.2,58.7,20,0,46,4,19,24,0,0,6,25,1,98,78,3.71,4.7,2.42,7
1,Corey Clement,12253,HB,WISCONSIN,1,21,6,0,0.0,0,0,86,0,0,6,63,85.7,2,5,349,0,17,77.5,63.5,78.4,,59.3,55.7,63.5,59.7,12,0,0,0,8,30,0,0,0,21,1,86,63,3.0,4.1,0.0,4
1,Justin Crawford,29310,HB,W VIRGINIA,1,21,4,1,28.7,29,0,101,0,3,4,53,67.9,3,4,343,0,5,77.0,62.3,78.0,,75.7,63.8,63.5,43.7,29,0,9,5,24,33,0,0,5,26,1,101,53,2.52,4.8,0.38,16
1,Ralph Webb,45802,HB,VANDERBILT,1,20,1,0,0.0,0,0,97,0,0,1,48,10.4,3,4,333,0,9,77.4,65.1,77.6,,80.1,69.0,63.1,60.0,12,0,28,3,16,23,0,0,4,23,0,97,48,2.4,4.9,1.75,11
1,Shaq Vann,28243,HB,E MICHIGAN,1,20,4,3,62.2,97,0,156,0,0,4,108,108.0,5,8,160,0,12,76.7,71.5,76.2,,79.5,54.7,70.7,60.0,58,0,0,0,11,23,0,0,0,20,2,156,108,5.4,7.8,0.0,6
1,L.J. Scott,45940,HB,MICH STATE,1,20,5,1,20.0,21,0,105,0,0,5,73,91.3,2,7,223,0,14,77.0,65.2,78.7,,38.7,52.6,66.7,58.6,21,0,0,0,14,32,0,0,1,20,1,105,73,3.65,5.3,0.0,6
1,Demario Richard,27031,HB,ARIZONA ST,1,19,2,1,21.8,17,0,78,0,0,2,61,30.6,1,5,110,0,4,76.5,71.1,76.1,,73.0,67.7,67.2,76.7,17,0,12,2,15,24,0,0,3,21,1,78,61,3.21,4.1,0.8,15
1,Mitch Leidner,46437,QB,MINNESOTA,1,19,1,0,0.0,0,0,26,0,0,1,26,9.0,2,6,225,1,0,74.5,67.5,77.4,62.9,,,66.2,60.0,17,0,0,0,0,45,27,2,0,17,2,53,28,1.47,2.8,,11
1,Marquis Young,45950,HB,UMASS,1,19,3,0,0.0,0,0,59,0,0,3,41,32.4,0,2,216,1,7,32.8,54.3,77.7,,63.7,62.2,54.3,60.0,8,0,-1,1,4,22,0,0,1,20,0,59,41,2.16,3.1,-0.25,9
1,Deontae Cooper,19676,HB,S JOSE ST,1,19,1,0,0.0,0,0,43,0,1,1,38,18.2,0,0,285,1,10,33.3,51.4,77.8,,61.4,34.8,55.3,60.0,7,0,27,3,23,21,0,0,3,22,0,43,38,2.0,2.3,1.17,8
1,Phillip Lindsay,12660,HB,COLORADO,1,19,3,0,0.0,0,0,80,0,3,3,48,68.9,1,7,143,1,14,34.7,66.0,76.4,,40.0,77.4,64.2,63.7,10,0,23,3,13,27,0,0,3,22,2,80,48,2.53,4.2,1.77,4
1,Mike Weber,28011,HB,OHIO STATE,1,19,6,1,13.2,18,0,136,0,0,6,81,134.6,5,10,260,0,11,76.7,72.9,76.0,,78.1,54.8,71.4,65.6,18,0,0,0,8,27,0,0,0,19,0,136,81,4.26,7.2,0.0,8
1,Glen Cuiellette,28861,QB,TULANE,1,18,3,1,30.5,25,0,82,0,0,3,71,65.7,2,2,319,1,7,44.9,58.6,76.8,55.1,,,61.5,60.0,25,0,0,0,0,40,0,0,0,18,0,82,71,3.94,4.6,,7
1,Ahmad Bradshaw,46451,QB,ARMY,1,18,2,0,0.0,0,0,53,0,0,2,17,10.5,1,6,114,1,0,34.3,41.7,25.8,51.7,,,47.1,60.0,10,1,0,0,0,64,0,0,0,18,1,53,17,0.94,2.9,,1
1,Warren Ball,45965,HB,AKRON,1,18,11,2,60.0,66,0,110,0,0,11,115,369.9,3,4,102,0,11,76.7,83.3,75.5,,63.8,66.8,80.5,60.0,43,0,12,1,9,21,0,0,1,19,1,110,115,6.39,6.1,1.33,7
1,Tarean Folston,45676,HB,NOTRE DAME,1,18,1,1,61.4,54,0,88,0,0,1,70,20.5,1,3,258,0,4,76.2,55.6,75.0,,76.4,59.3,53.7,72.0,54,0,17,1,10,23,0,0,1,19,0,88,70,3.89,4.9,1.7,14
1,Dedrick Mills,39953,HB,GA TECH,1,18,2,1,30.4,21,0,69,0,0,2,49,30.2,2,3,176,1,4,29.3,47.6,79.3,,61.8,55.4,48.0,55.6,21,0,0,0,9,31,0,0,1,18,1,69,49,2.72,3.8,0.0,1
1,Dorian Brown,45944,HB,OHIO,1,18,1,0,0.0,0,0,64,0,0,1,42,13.0,0,3,259,0,10,76.5,58.6,77.2,,55.0,52.3,60.5,56.4,9,0,0,0,15,25,0,0,0,18,0,64,42,2.33,3.6,0.0,8
1,Alex Ross,38293,HB,MISSOURI,1,18,1,0,0.0,0,0,67,0,0,1,43,12.6,1,7,229,0,13,76.3,63.1,76.7,,83.7,54.0,62.8,59.5,10,1,3,1,18,21,0,0,1,19,0,67,43,2.39,3.7,0.17,5
1,Ben Luckett,45897,HB,LA MONROE,1,18,2,2,48.2,53,0,110,1,0,2,59,32.8,3,4,209,0,4,76.2,65.8,76.6,,74.6,40.8,68.8,66.8,30,0,13,2,22,27,0,0,3,20,1,110,59,3.28,6.1,0.59,14
