week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
0,Trevon Hill,13821,ED,MIAMI FL,1,2,0,220,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,1,,,66.7,,,0,0,,61.7,0,,0.0,0,0,0.0,0,2,100.0,3,0,0,0,0,0,0,0.0,
0,Cortez Davis,22974,CB,HAWAII,1,50,0,180,0,26.0,33.3,100.0,15.0,5.0,0,0,0.0,66.0,0,12,0.0,0,0,46.5,1,16,32.0,16,2,2,3,0,12,0,0.8,12.0,0,0,0.0,100.0,100.0,23.0,23.0,0,0,0.0,72.4,0,1,0.0,0,0,79.2,1,24,48.0,24,1,1,1,0,1,1,0.0,1.0
0,Jeremiah Moon,26453,ED,FLORIDA,1,15,0,163,0,,,33.3,,,0,0,,60.4,0,,100.0,1,0,0.0,0,3,20.0,9,0,0,0,0,0,0,0.0,,0,0,,,47.6,,,0,0,,70.0,0,,0.0,0,0,0.0,0,10,66.7,21,1,1,0,0,0,0,0.0,
0,David Reese II,26454,LB,FLORIDA,1,34,0,163,0,3.0,0.0,57.1,,4.0,0,0,0.0,61.2,0,,,0,0,39.6,0,4,11.8,7,0,0,1,0,0,0,0.0,,0,0,-5.0,100.0,93.3,26.0,26.0,0,0,0.0,61.1,0,-1,100.0,1,0,79.2,1,28,82.4,30,0,0,1,0,-1,4,0.0,-1.0
0,Jeawon Taylor,26455,S,FLORIDA,1,43,0,163,0,17.0,100.0,100.0,10.0,10.0,0,1,100.0,69.3,0,25,100.0,1,1,158.3,1,10,23.3,10,0,0,1,1,25,8,2.5,25.0,0,0,9.0,100.0,93.8,27.0,27.0,0,0,0.0,59.5,0,10,16.7,1,0,108.3,1,30,69.8,32,1,5,1,0,10,1,0.4,10.0
0,Rojesterman Farris II,26587,CB,HAWAII,1,51,0,180,0,20.5,50.0,100.0,7.5,3.8,0,1,25.0,53.1,0,57,0.0,0,1,95.8,2,16,31.4,16,0,1,4,0,71,10,4.7,35.5,0,0,12.0,0.0,100.0,,24.0,0,0,0.0,69.3,0,,0.0,0,0,39.6,0,25,49.0,25,0,1,1,0,0,0,0.0,
0,Solomon Matautia,26631,LB,HAWAII,1,23,0,180,0,7.0,0.0,81.8,,9.0,0,0,0.0,62.1,0,,,0,0,39.6,0,9,39.1,11,0,0,1,0,0,0,0.0,,0,0,1.0,0.0,63.6,,7.0,0,0,0.0,50.3,0,,0.0,0,0,39.6,0,7,30.4,11,0,2,1,0,0,0,0.0,
0,Kalen Hicks,38445,S,HAWAII,1,44,0,180,0,,,100.0,,,0,0,,71.7,0,,0.0,0,0,0.0,0,15,34.1,15,1,1,0,0,0,0,0.0,,0,0,2.0,50.0,100.0,19.0,9.5,0,0,0.0,44.4,0,5,0.0,0,0,56.3,1,20,45.5,20,0,3,2,0,5,5,0.3,5.0
0,Jeremiah Pritchard,38502,LB,HAWAII,1,17,0,180,0,,,100.0,,,0,0,,53.7,0,,100.0,1,0,0.0,0,4,23.5,4,0,0,0,0,0,0,0.0,,0,0,-5.0,100.0,83.3,9.0,9.0,0,0,0.0,44.9,0,7,50.0,1,0,95.8,1,10,58.8,12,0,1,1,0,7,12,0.8,7.0
0,Kaimana Padello,38636,ED,HAWAII,1,15,0,180,0,,,12.5,,,0,0,,60.4,0,,100.0,1,0,0.0,0,2,13.3,16,0,0,0,0,0,0,0.0,,0,0,15.0,66.7,60.0,6.0,4.0,0,0,0.0,36.8,0,33,0.0,0,0,109.7,2,12,80.0,20,0,1,3,0,49,15,4.1,24.5
0,Ikem Okeke,38639,S,HAWAII,1,51,0,180,0,,,100.0,,,0,0,,90.9,1,,,0,0,0.0,0,16,31.4,16,0,0,0,0,0,0,0.0,,0,1,3.0,100.0,100.0,8.0,8.0,0,0,0.0,34.7,0,21,0.0,0,0,118.8,3,25,49.0,25,0,2,3,0,50,41,2.1,16.7
0,Lorenzo Burns,42903,CB,ARIZONA,1,36,0,109,0,10.7,66.7,100.0,5.0,3.3,0,1,33.3,70.3,0,8,0.0,0,1,77.1,2,11,30.6,11,1,2,3,0,14,1,1.4,7.0,0,0,4.0,100.0,100.0,18.0,18.0,0,0,0.0,63.3,1,9,50.0,1,0,64.6,1,20,55.6,20,0,1,1,0,9,5,0.5,9.0
0,Tristan Cooper,43171,S,ARIZONA,1,16,0,109,0,33.0,0.0,100.0,,4.0,0,0,0.0,70.5,0,,,0,0,39.6,0,5,31.3,5,0,0,1,0,0,0,0.0,,0,0,40.0,100.0,100.0,9.0,9.0,0,0,0.0,51.6,0,41,0.0,0,0,118.8,1,10,62.5,10,0,4,1,0,41,1,4.6,41.0
0,Jarrius Wallace,43310,S,ARIZONA,1,5,0,109,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,
0,Michael Pinckney,44382,LB,MIAMI FL,1,26,0,220,1,,,83.3,,,0,0,,64.2,0,,0.0,0,0,0.0,0,10,38.5,12,0,0,0,0,0,0,0.0,,0,1,-2.7,100.0,93.8,5.0,5.0,0,0,0.0,58.3,0,66,0.0,0,0,158.3,3,15,57.7,16,0,1,3,1,84,92,5.6,28.0
0,Jonathan Greenard,48407,ED,FLORIDA,1,5,0,163,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,9,0,0,0,0,0,0,0.0,,0,0,,,11.8,,,0,0,,61.0,0,,100.0,1,0,0.0,0,4,80.0,34,2,0,0,0,0,0,0.0,
0,Romeo Finley,49182,LB,MIAMI FL,1,18,0,220,0,-5.0,100.0,100.0,4.0,4.0,0,0,0.0,54.8,0,2,,0,0,79.2,1,6,33.3,6,0,0,1,0,2,7,0.5,2.0,0,0,3.3,33.3,100.0,11.0,3.7,0,0,0.0,70.8,1,2,,0,0,2.8,1,11,61.1,11,0,0,3,0,2,1,0.2,2.0
0,Robert Knowles,49285,S,MIAMI FL,1,11,0,220,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,4,36.4,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,6,54.5,6,0,0,0,0,0,0,0.0,
0,Jace Whittaker,50465,CB,ARIZONA,1,53,0,109,0,5.0,100.0,100.0,16.0,16.0,0,0,0.0,87.2,1,6,0.0,0,0,52.1,1,17,32.1,17,0,1,1,0,6,1,0.4,6.0,0,0,6.0,50.0,100.0,9.7,4.8,0,1,16.7,86.8,1,10,0.0,0,1,18.8,3,32,60.4,32,0,2,6,0,21,8,0.7,7.0
0,Shaquille Quarterman,51048,LB,MIAMI FL,1,27,0,220,0,-5.0,100.0,83.3,7.0,7.0,0,0,0.0,71.4,0,1,0.0,0,0,79.2,1,10,37.0,12,1,1,1,0,1,6,0.1,1.0,0,0,13.5,50.0,76.5,13.0,6.5,0,0,0.0,46.3,0,11,100.0,1,0,66.7,1,13,48.1,17,0,0,2,0,11,3,0.8,11.0
0,Zach McCloud,51575,LB,MIAMI FL,1,3,0,220,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
0,Akil Francisco,52051,CB,HAWAII,1,1,0,180,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,16.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,21,,0,0,158.3,1,1,100.0,1,0,0,1,1,21,5,21.0,21.0
0,Eugene Ford,52061,S,HAWAII,1,47,0,180,0,15.0,0.0,100.0,,15.0,0,0,0.0,65.7,0,,,0,0,39.6,0,16,34.0,16,0,0,1,0,0,0,0.0,,0,0,10.4,80.0,100.0,5.0,4.0,0,0,0.0,30.4,0,27,,0,0,158.3,4,21,44.7,21,0,0,5,1,68,31,3.4,17.0
0,Kana'i Picanco,52070,LB,HAWAII,1,16,0,180,0,,,85.7,,,0,0,,61.7,0,,,0,0,0.0,0,6,37.5,7,1,0,0,0,0,0,0.0,,0,0,6.0,100.0,72.7,8.0,8.0,0,0,0.0,44.4,0,10,,0,0,108.3,1,8,50.0,11,1,0,1,0,10,4,1.3,10.0
