week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
0,Spencer Lovell,81559,G,NEVADA,1,0,239,57.3,100.0,26,61.9,26,60.7,0,100.0,42,42,65.6,100.0,10,23.8,10
0,Tyson Ruffins,175727,G,NEVADA,1,0,239,49.1,100.0,26,61.9,26,51.1,0,100.0,42,42,58.4,100.0,10,23.8,10
0,Andrew Madrigal,71502,C,NEVADA,1,0,239,50.4,100.0,26,61.9,26,49.4,0,100.0,42,42,48.5,100.0,10,23.8,10
0,Josiah Timoteo,175728,T,NEVADA,1,0,239,44.9,100.0,26,61.9,26,44.4,0,100.0,42,42,49.9,100.0,10,23.8,10
0,Isaiah World,158252,T,NEVADA,1,0,239,50.3,100.0,26,61.9,26,52.8,0,100.0,42,42,59.6,100.0,10,23.8,10
0,Cortez Braham Jr.,157366,WR,NEVADA,1,0,239,63.2,100.0,23,59.0,23,63.4,0,100.0,39,39,61.9,100.0,10,25.6,10
0,Jaden Smith,102637,WR,NEVADA,1,0,239,57.5,100.0,23,60.5,23,58.4,1,100.0,38,38,61.2,100.0,9,23.7,9
0,Jordan Williams,122503,T,GA TECH,1,0,176,77.1,100.0,29,80.6,29,79.8,0,100.0,36,36,64.3,100.0,5,13.9,5
0,Keylan Rutledge,156597,G,GA TECH,1,0,176,56.9,100.0,29,80.6,29,60.6,0,100.0,36,36,58.3,100.0,5,13.9,5
0,Weston Franklin,143913,C,GA TECH,1,0,176,59.8,100.0,29,80.6,29,62.3,0,100.0,36,36,57.6,100.0,5,13.9,5
0,Joe Fusile,143914,G,GA TECH,1,0,176,59.1,100.0,29,80.6,29,58.5,0,100.0,36,36,58.5,100.0,5,13.9,5
0,Marcus Bellon,104082,WR,NEVADA,1,0,239,61.7,100.0,23,65.7,23,58.8,0,100.0,35,35,82.3,100.0,8,22.9,8
0,Jackson Hawes,109374,TE,GA TECH,1,0,176,71.7,100.0,27,81.8,27,70.6,0,100.0,33,33,59.2,100.0,5,15.2,5
0,Nate Anderson,122916,G,SMU,1,0,287,69.4,100.0,10,32.3,10,60.2,0,100.0,31,31,59.8,100.0,18,58.1,18
0,Jace Henry,148818,TE,NEVADA,1,0,239,67.8,100.0,21,67.7,21,46.3,0,100.0,31,31,36.9,100.0,6,19.4,6
0,Darius Washington,99679,T,FLORIDA ST,1,0,167,63.5,100.0,14,46.7,14,60.6,0,100.0,30,30,57.4,100.0,13,43.3,13
0,PJ Williams,158685,T,SMU,1,0,287,79.6,100.0,10,33.3,10,62.0,1,100.0,30,30,60.0,100.0,18,60.0,18
0,Logan Parr,123125,G,SMU,1,0,287,65.7,100.0,10,33.3,10,60.7,0,100.0,30,30,62.1,100.0,18,60.0,18
0,Justin Osborne,99071,G,SMU,1,0,287,55.0,100.0,10,33.3,10,58.2,0,100.0,30,30,61.0,100.0,18,60.0,18
0,Maurice Smith,99650,C,FLORIDA ST,1,0,167,61.6,100.0,14,48.3,14,61.7,0,100.0,29,29,61.3,100.0,13,44.8,13
0,Richie Leonard IV,124386,G,FLORIDA ST,1,0,167,62.4,100.0,14,48.3,14,65.1,0,100.0,29,29,65.6,100.0,13,44.8,13
0,McKenzie Agnello,160062,C,NEW MEXICO,1,0,241,68.3,100.0,15,55.6,15,80.8,0,100.0,27,27,75.5,100.0,6,22.2,6
0,Richard Pearce,151054,G,NEW MEXICO,1,0,241,59.9,100.0,15,55.6,15,70.3,0,100.0,27,27,62.0,100.0,6,22.2,6
0,Baraka Beckett,81883,G,NEW MEXICO,1,0,241,61.1,100.0,15,55.6,15,58.9,0,100.0,27,27,57.5,100.0,6,22.2,6
0,Malik Rutherford,143929,WR,GA TECH,1,0,176,61.0,96.0,24,88.9,25,48.3,0,96.4,27,28,60.0,100.0,2,7.4,2
0,Wallace Unamba,169929,T,NEW MEXICO,1,0,241,46.7,100.0,15,55.6,15,69.6,0,100.0,27,27,60.5,100.0,6,22.2,6
0,Jeremiah Byers,100806,T,FLORIDA ST,1,0,167,61.2,100.0,11,42.3,11,57.7,0,100.0,26,26,55.1,100.0,12,46.2,12
