week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Corey Davis,11760,WR,W MICHIGAN,1,14.7,5,52.6,,0,0,0,0.0,0,8,347,0,81.5,68.2,86.0,,84.4,0.0,0,1,44,0.0,0,58,0,10,94.8,55,17.2,10,75.3,19,1,82.8,48,154,75,7.5,15.4,2.8
1,Dezmon Epps,21035,WR,IDAHO,1,9.3,3,78.9,,0,0,0,6.3,1,9,185,1,70.1,23.9,72.2,,70.7,0.0,0,1,23,0.0,0,52,0,15,98.1,51,96.2,50,79.8,19,0,3.8,2,160,70,4.7,10.7,3.14
1,Daniel Braverman,10864,WR,W MICHIGAN,1,5.9,0,81.3,,0,0,0,13.3,2,6,347,0,55.5,69.0,67.8,,68.4,0.0,0,1,26,0.0,0,60,0,13,95.0,57,93.3,56,70.1,16,0,6.7,4,113,58,4.5,8.7,1.98
1,Johnell Barnes,22786,WR,DUKE,1,7.9,3,68.8,,0,0,0,0.0,0,6,154,1,81.5,20.5,74.1,,73.4,0.0,0,0,29,0.0,0,33,0,11,93.9,31,6.1,2,108.6,16,1,93.9,31,109,68,6.2,9.9,3.52
1,Rashon Ceaser,11325,WR,LA MONROE,1,6.3,2,86.7,,0,0,0,0.0,0,7,209,0,82.7,69.5,86.8,,87.7,0.0,0,0,29,0.0,0,31,0,13,100.0,31,96.8,30,148.8,15,2,3.2,1,153,90,6.9,11.8,4.94
1,Tanner Gentry,12170,WR,WYOMING,1,9.3,0,60.0,,0,0,0,10.0,1,6,351,0,61.0,67.5,76.6,,75.5,0.0,0,0,92,0.0,0,40,0,9,90.0,36,57.5,23,122.4,15,1,42.5,17,173,65,7.2,19.2,4.81
1,Keevan Lucas,47572,WR,TULSA,1,15.0,2,76.9,,0,0,0,0.0,0,7,320,1,80.9,22.0,81.2,,78.9,0.0,0,0,43,0.0,0,45,0,10,93.3,42,86.7,39,157.9,13,2,13.3,6,193,44,4.4,19.3,4.6
1,Devin Lauderdale,48315,WR,TEXAS TECH,1,12.5,1,61.5,,0,0,1,27.3,3,4,315,0,27.8,67.1,66.7,,66.2,0.0,0,0,64,0.0,0,43,1,8,97.7,42,4.7,2,141.3,13,2,95.3,41,151,50,6.3,18.9,3.6
1,Josh Doctson,10656,WR,TCU,1,14.5,0,61.5,,0,0,0,11.1,1,4,305,0,58.9,67.1,73.8,,73.2,0.0,0,1,14,0.0,0,33,0,8,97.0,32,3.0,1,70.7,13,1,97.0,32,74,12,1.5,9.3,2.31
1,David Morgan,10822,TE,UTSA,1,8.6,1,69.2,,0,0,0,0.0,0,6,331,0,80.1,67.5,83.8,71.6,82.0,48.9,23,0,30,17.0,8,47,0,9,78.7,37,34.0,16,94.7,13,0,17.0,8,109,45,5.0,12.1,2.95
1,Thomas Owens,48148,WR,FIU,1,5.5,2,76.9,,0,0,1,9.1,1,3,166,0,62.9,67.9,59.3,,60.7,0.0,0,0,12,0.0,0,41,1,10,97.6,40,2.4,1,91.2,13,0,97.6,40,78,30,3.0,7.8,1.95
1,Jordan Westerkamp,47515,WR,NEBRASKA,1,12.8,1,53.8,,0,0,0,12.5,1,6,238,0,56.4,66.7,80.3,,77.4,0.0,0,1,21,0.0,0,35,0,7,100.0,35,94.3,33,74.5,13,1,5.7,2,106,31,4.4,15.1,3.03
1,Kendal Keys,26969,WR,UNLV,1,10.8,1,53.8,,0,0,0,0.0,0,4,325,0,78.5,66.7,66.1,,64.5,0.0,0,1,18,0.0,0,50,0,7,92.0,46,10.0,5,38.0,13,0,90.0,45,72,14,2.0,10.3,1.57
1,Jordan Williams-Lambert,11238,WR,BALL ST,1,12.1,1,66.7,,0,0,0,0.0,0,6,117,0,79.3,67.1,64.7,,67.1,0.0,0,0,36,0.0,0,48,2,8,93.8,45,0.0,0,92.0,12,0,100.0,48,99,53,6.6,12.4,2.2
