week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
0,Nathan Grant,33166,ED,CENT ARK,1,0,0,132,82.2,0,2,16,78.3,31.3,5,0,6.3,0,23,18,2,0,89.6,0,2,7,100.0,57.1,4,14.3,0,8,8,2
0,Austin Norris,33232,DI,CENT ARK,1,0,0,132,66.8,0,2,16,100.0,18.8,3,0,6.3,0,17,17,2,0,69.6,0,1,5,100.0,40.0,2,10.0,0,6,6,1
0,J.W. Jones,33251,ED,CENT ARK,1,0,0,132,75.8,1,7,34,100.0,23.5,8,0,11.8,0,36,36,8,0,78.2,1,4,11,100.0,36.4,4,22.7,0,12,12,5
0,Robert Rochell,33693,CB,CENT ARK,1,0,0,132,60.0,0,0,1,2.5,0.0,0,2,0.0,0,40,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
0,Terrell Lucas,42967,ED,AUSTINPEAY,1,0,0,116,58.1,1,0,31,100.0,3.2,1,0,4.8,1,34,34,2,0,65.0,1,0,10,100.0,0.0,0,15.0,1,11,11,2
0,Cameron Miller,43547,LB,AUSTINPEAY,1,0,0,116,70.1,0,0,2,18.2,50.0,1,0,0.0,0,11,2,0,0,,0,0,0,0.0,,0,,0,2,0,0
0,Matthew Gayle,44357,ED,AUSTINPEAY,1,0,0,116,61.6,0,2,31,100.0,9.7,3,0,3.2,0,34,34,2,0,64.3,0,2,12,100.0,16.7,2,8.3,0,13,13,2
0,Troy Henderson Jr.,49895,LB,AUSTINPEAY,1,0,0,116,55.9,0,0,6,13.5,0.0,0,0,0.0,0,52,7,0,0,59.6,0,0,1,5.3,0.0,0,0.0,0,19,1,0
0,Kordell Jackson,54968,S,AUSTINPEAY,1,0,0,116,70.9,0,0,6,14.0,16.7,1,0,16.7,1,43,6,1,0,59.5,0,0,1,5.3,0.0,0,0.0,0,19,1,0
0,Mason Harwell,54976,DI,AUSTINPEAY,1,0,0,116,67.7,0,3,27,100.0,14.8,4,0,5.6,0,29,29,3,0,66.5,0,2,9,100.0,22.2,2,11.1,0,10,10,2
0,Jack McDonald,54993,LB,AUSTINPEAY,1,0,0,116,56.8,0,0,4,8.7,25.0,1,0,0.0,0,46,4,0,0,57.8,0,0,2,10.5,0.0,0,0.0,0,19,2,0
0,Deandre Lamont,55843,CB,CENT ARK,1,0,0,132,60.0,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
0,Damion Barber,56443,DI,AUSTINPEAY,1,0,0,116,69.9,1,0,11,100.0,18.2,2,1,4.5,0,11,11,1,0,76.3,0,0,3,100.0,66.7,2,0.0,0,3,3,0
0,Caden Brown,56567,DI,CENT ARK,1,0,0,132,65.2,0,2,18,100.0,16.7,3,0,5.6,0,19,19,2,0,57.6,0,0,4,100.0,0.0,0,0.0,0,4,4,0
0,A'Javius Brown,56568,DI,CENT ARK,1,0,0,132,60.7,0,1,15,100.0,6.7,1,0,3.3,0,17,17,1,0,65.3,0,1,5,100.0,20.0,1,10.0,0,6,6,1
0,Dre Matthews,57768,LB,CENT ARK,1,0,0,132,56.3,0,0,5,16.1,0.0,0,0,0.0,0,31,5,0,0,59.6,0,0,1,16.7,0.0,0,0.0,0,6,1,0
0,Jeremiah Gray,79204,ED,CENT ARK,1,0,0,132,74.5,0,2,8,66.7,37.5,3,0,12.5,0,12,8,2,0,65.0,0,1,3,75.0,33.3,1,16.7,0,4,3,1
0,Jequaries Martin,79233,ED,AUSTINPEAY,1,0,0,116,60.3,0,1,22,100.0,9.1,2,0,2.3,0,23,23,1,0,68.5,0,1,7,100.0,28.6,2,7.1,0,7,7,1
0,Elijah Rawlins,79289,DI,AUSTINPEAY,1,0,0,116,71.2,0,1,8,100.0,25.0,2,0,6.3,0,8,8,1,0,72.0,0,1,6,100.0,33.3,2,8.3,0,6,6,1
0,Kwame Sutton,79348,ED,AUSTINPEAY,1,0,0,116,74.4,1,3,30,96.9,23.3,7,1,6.7,0,32,31,4,0,75.0,1,1,11,100.0,36.4,4,9.1,0,12,12,2
0,Davis Harrison,101792,CB,CENT ARK,1,0,0,132,59.2,0,0,1,8.3,0.0,0,0,0.0,0,12,1,0,0,59.2,0,0,1,16.7,0.0,0,0.0,0,6,1,0
0,Trenton Dunn,101795,LB,CENT ARK,1,0,0,132,57.5,0,1,1,9.1,0.0,0,0,50.0,0,11,1,1,0,57.5,0,1,1,20.0,0.0,0,50.0,0,5,1,1
0,Marquez Casey,101892,ED,CENT ARK,1,0,0,132,54.0,0,1,5,100.0,0.0,0,0,10.0,0,6,6,1,0,57.3,0,1,1,100.0,0.0,0,50.0,0,1,1,1
0,TJ Campbell,102087,LB,CENT ARK,1,0,0,132,59.5,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,59.5,0,0,1,16.7,0.0,0,0.0,0,6,1,0
0,Malik Wilson,102088,LB,CENT ARK,1,0,0,132,57.4,0,0,5,17.2,0.0,0,0,0.0,0,29,5,0,0,,0,0,0,0.0,,0,,0,6,0,0
0,Darin Davenport,102089,LB,CENT ARK,1,0,0,132,60.0,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
0,DJ Reed,102328,ED,CENT ARK,1,0,0,132,72.4,0,0,4,71.4,50.0,2,0,0.0,0,7,5,0,0,,0,0,0,0.0,,0,,0,1,0,0
0,Koby Perry,102899,S,AUSTINPEAY,1,0,0,116,58.2,0,1,2,10.5,0.0,0,0,25.0,0,19,2,1,0,,0,0,0,0.0,,0,,0,2,0,0
0,Dean Powell,106394,TE,AUSTINPEAY,1,0,0,116,61.0,0,0,8,100.0,12.5,1,0,0.0,0,9,9,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
0,Hosea Knifeley Jr,121353,ED,AUSTINPEAY,1,0,0,116,56.2,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,57.4,0,0,3,100.0,0.0,0,0.0,0,3,3,0
0,TyQaze Leggs,121354,DI,AUSTINPEAY,1,0,0,116,54.7,0,0,21,100.0,0.0,0,0,0.0,0,22,22,0,0,56.5,0,0,7,100.0,0.0,0,0.0,0,7,7,0
0,Demetri Scott,121364,ED,AUSTINPEAY,1,0,0,116,67.6,0,3,14,100.0,21.4,3,0,10.7,0,14,14,3,0,68.5,0,2,7,100.0,28.6,2,14.3,0,7,7,2
