week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
0,Garrett Bell,79676,T,AUSTINPEAY,1,0,116,60.5,100.0,8,25.0,8,62.5,0,100.0,32,32,59.5,100.0,15,46.9,15
0,Baniko Harley,54989,WR,AUSTINPEAY,1,0,116,55.8,100.0,8,25.8,8,63.7,0,100.0,31,31,60.9,100.0,14,45.2,14
0,Bucky Williams,78305,T,AUSTINPEAY,1,0,116,64.5,100.0,8,25.8,8,58.7,0,100.0,31,31,54.1,100.0,15,48.4,15
0,Blake Mitchell,41858,C,AUSTINPEAY,1,0,116,60.3,100.0,8,25.8,8,63.7,0,100.0,31,31,63.8,100.0,15,48.4,15
0,Will Burgess,78393,G,CENT ARK,1,0,132,80.5,100.0,6,22.2,6,89.1,0,100.0,27,27,84.5,100.0,17,63.0,17
0,Cameron Webb,59649,T,CENT ARK,1,0,132,51.5,100.0,6,22.2,6,55.0,0,100.0,27,27,52.6,100.0,17,63.0,17
0,Justin Lairy,121393,T,CENT ARK,1,0,132,61.2,100.0,6,22.2,6,53.4,0,100.0,27,27,57.2,100.0,17,63.0,17
0,Eugene Minter Jr.,98706,WR,AUSTINPEAY,1,0,116,65.5,100.0,8,29.6,8,74.2,0,100.0,27,27,67.3,100.0,12,44.4,12
0,Toby Sanderson,33300,C,CENT ARK,1,0,132,60.2,100.0,6,22.2,6,76.1,0,100.0,27,27,70.4,100.0,17,63.0,17
0,Lujuan Winningham,61193,WR,CENT ARK,1,0,132,60.3,100.0,6,22.2,6,62.5,0,100.0,27,27,62.0,100.0,17,63.0,17
0,Robert Holmes,55110,T,AUSTINPEAY,1,0,116,58.8,100.0,7,25.9,7,57.9,0,100.0,27,27,58.4,100.0,12,44.4,12
0,Sanderson Hines,59648,G,CENT ARK,1,0,132,58.6,100.0,6,23.1,6,51.0,0,100.0,26,26,54.4,100.0,16,61.5,16
0,Elijah Brown,54991,T,AUSTINPEAY,1,0,116,60.7,100.0,5,20.0,5,61.7,0,100.0,25,25,61.1,100.0,14,56.0,14
0,Breylin Smith,33893,QB,CENT ARK,1,0,132,60.0,100.0,6,24.0,6,60.0,0,92.6,25,27,60.0,94.1,16,64.0,17
0,Geordon Pollard,109568,WR,AUSTINPEAY,1,0,116,60.4,100.0,7,29.2,7,60.8,0,100.0,24,24,62.5,100.0,13,54.2,13
0,Jeremiah Oatsvall,54990,QB,AUSTINPEAY,1,0,116,60.0,87.5,7,30.4,8,60.0,0,74.2,23,31,60.0,86.7,13,56.5,15
0,Jay Parker,78795,WR,AUSTINPEAY,1,0,116,57.2,100.0,5,26.3,5,71.3,0,95.0,19,20,60.3,87.5,7,36.8,8
0,Tyler Hudson,102567,WR,CENT ARK,1,0,132,59.9,100.0,4,22.2,4,61.0,0,100.0,18,18,60.9,100.0,10,55.6,10
0,Jarrod Barnes,61138,WR,CENT ARK,1,0,132,60.0,100.0,3,20.0,3,44.3,0,100.0,15,15,60.9,100.0,9,60.0,9
0,Dwight Blakey,102564,WR,CENT ARK,1,0,132,60.0,100.0,3,20.0,3,57.5,0,100.0,15,15,60.9,100.0,9,60.0,9
0,Sam Camargo,102480,TE,CENT ARK,1,0,132,57.3,100.0,3,23.1,3,76.1,0,100.0,13,13,78.7,100.0,9,69.2,9
0,Brandon Lanier,75662,TE,AUSTINPEAY,1,0,116,57.0,100.0,3,25.0,3,57.8,0,100.0,12,12,59.6,100.0,8,66.7,8
0,Brian Snead,83732,HB,AUSTINPEAY,1,0,116,60.0,16.7,1,12.5,6,73.3,0,40.0,8,20,60.0,22.2,2,25.0,9
0,Jack Short,60869,TE,CENT ARK,1,0,132,60.0,100.0,1,14.3,1,53.1,0,100.0,7,7,71.5,100.0,6,85.7,6
0,Vincent Taylor,84312,WR,AUSTINPEAY,1,0,116,60.0,100.0,1,14.3,1,58.7,0,100.0,7,7,60.0,100.0,3,42.9,3
0,Joshua Nix,33822,TE,CENT ARK,1,0,132,50.9,100.0,3,42.9,3,62.9,0,100.0,7,7,71.0,100.0,3,42.9,3
0,Christian Richmond,102566,WR,CENT ARK,1,0,132,60.0,100.0,1,16.7,1,59.4,0,100.0,6,6,59.3,100.0,5,83.3,5
0,Gavin Campbell,108523,T,AUSTINPEAY,1,0,116,40.9,100.0,3,50.0,3,42.1,0,100.0,6,6,60.0,100.0,1,16.7,1
0,Jacob Caughell,108524,C,AUSTINPEAY,1,0,116,60.0,100.0,1,25.0,1,58.0,0,100.0,4,4,57.9,100.0,3,75.0,3
0,William Wilcox,100723,TE,AUSTINPEAY,1,0,116,,,0,0.0,0,56.3,0,100.0,4,4,56.9,100.0,2,50.0,2
0,C.J. Evans,121347,HB,AUSTINPEAY,1,0,116,,0.0,0,0.0,2,60.0,0,16.7,2,12,60.0,16.7,1,50.0,6
0,Jack McDonald,54993,LB,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Kierre Crossley,34090,HB,CENT ARK,1,0,132,,0.0,0,0.0,3,60.0,0,7.7,1,13,60.0,11.1,1,100.0,9
0,Elijah Culp,121345,CB,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Cameron Myers,78599,HB,CENT ARK,1,0,132,,0.0,0,0.0,3,60.0,0,7.1,1,14,,0.0,0,0.0,8
0,Cameron Miller,43547,LB,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Isaiah Norman,54967,CB,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Joseph Newberry,54972,CB,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Terrell Vassel,43023,S,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Coreon Jackson,54975,S,AUSTINPEAY,1,0,116,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
0,Jaylin Hendrix,78274,T,CENT ARK,1,0,132,,,0,0.0,0,70.4,0,100.0,1,1,60.0,100.0,1,100.0,1
week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
1,Mike Johnson,41265,G,ARMY,1,0,114,63.9,100.0,12,22.2,12,69.5,0,100.0,54,54,64.7,100.0,8,14.8,8
1,Colby Ragland,81872,T,UAB,1,0,321,,,0,0.0,0,84.2,0,100.0,50,50,84.4,100.0,48,96.0,48
1,Austin Watkins,84457,WR,UAB,1,0,321,,,0,0.0,0,60.5,0,100.0,46,46,60.6,100.0,44,95.7,44
1,Sidney Wells,100797,T,UAB,1,0,321,,,0,0.0,0,68.8,0,100.0,46,46,68.8,100.0,44,95.7,44
1,Mason Kolinchak,81577,T,ARMY,1,0,114,65.4,100.0,9,20.0,9,72.1,0,100.0,45,45,65.7,100.0,7,15.6,7
1,Dylan Parham,60953,T,MEMPHIS,1,0,218,79.6,100.0,17,38.6,17,75.5,0,100.0,44,44,73.7,100.0,22,50.0,22
1,Beau Morris,24688,T,SMU,1,0,287,65.1,100.0,7,15.9,7,68.2,0,100.0,44,44,73.3,100.0,33,75.0,33
1,Jaylon Thomas,77421,T,SMU,1,0,287,49.7,100.0,7,15.9,7,73.8,0,100.0,44,44,80.3,100.0,33,75.0,33
1,Hayden Howerton,60052,G,SMU,1,0,287,46.2,100.0,7,15.9,7,72.9,0,100.0,44,44,81.4,100.0,33,75.0,33
1,Matt Dale,98648,G,MEMPHIS,1,0,218,70.0,100.0,17,38.6,17,72.6,0,100.0,44,44,69.7,100.0,22,50.0,22
1,Greg Fecanin,60156,G,UAB,1,0,321,,,0,0.0,0,91.6,0,100.0,44,44,94.7,100.0,42,95.5,42
1,Alan Ali,60053,C,SMU,1,0,287,56.3,100.0,7,15.9,7,73.1,0,100.0,44,44,77.1,100.0,33,75.0,33
1,Manuel Orona-Lopez,77414,C,MEMPHIS,1,0,218,55.0,100.0,17,38.6,17,51.8,0,100.0,44,44,52.4,100.0,22,50.0,22
1,Damonte Coxie,61419,WR,MEMPHIS,1,0,218,61.5,100.0,17,38.6,17,53.7,1,100.0,44,44,48.7,100.0,22,50.0,22
1,Isaac Ellis,77419,G,MEMPHIS,1,0,218,70.1,100.0,17,38.6,17,75.5,0,100.0,44,44,73.6,100.0,22,50.0,22
1,JB Hunter,58509,T,ARMY,1,0,114,68.9,100.0,10,24.4,10,67.0,1,100.0,41,41,67.4,100.0,5,12.2,5
1,Kylen Granson,40630,TE,SMU,1,0,287,53.2,83.3,5,12.2,6,85.0,0,97.6,41,42,84.4,100.0,33,80.5,33
1,Connor Bishop,102830,C,ARMY,1,0,114,58.2,100.0,10,24.4,10,61.3,0,100.0,41,41,57.3,100.0,5,12.2,5
1,Shane Buechele,12659,QB,SMU,1,0,287,60.0,100.0,7,17.5,7,60.0,0,90.9,40,44,60.0,93.9,31,77.5,33
1,Myron Mitchell,100887,WR,UAB,1,0,321,,,0,0.0,0,76.3,0,97.5,39,40,57.6,100.0,38,97.4,38
1,Jacob Brammer,59944,T,N TEXAS,1,0,251,65.0,100.0,11,29.7,11,65.0,0,100.0,37,37,58.2,100.0,23,62.2,23
1,Manase Mose,59950,C,N TEXAS,1,0,251,62.1,100.0,11,29.7,11,62.4,0,100.0,37,37,58.9,100.0,23,62.2,23
1,Brady White,25506,QB,MEMPHIS,1,0,218,60.0,94.1,16,43.2,17,60.2,0,84.1,37,44,60.2,95.5,21,56.8,22
1,Anterrious Gray,121889,G,N TEXAS,1,0,251,79.0,100.0,11,29.7,11,67.9,0,100.0,37,37,57.3,100.0,23,62.2,23
1,Cole Brown,81768,T,N TEXAS,1,0,251,58.5,100.0,11,29.7,11,57.1,0,100.0,37,37,56.6,100.0,23,62.2,23
1,Jacob Shoemaker,98656,G,S ALABAMA,1,0,288,49.7,100.0,14,38.9,14,51.0,0,100.0,36,36,55.9,100.0,18,50.0,18
1,Tyler Jernigan,81826,G,S ALABAMA,1,0,288,60.9,100.0,14,38.9,14,61.1,0,100.0,36,36,60.6,100.0,18,50.0,18
1,Wyatt Green,81833,T,S ALABAMA,1,0,288,57.1,100.0,14,38.9,14,58.9,0,100.0,36,36,60.3,100.0,18,50.0,18
1,Reggie Roberson Jr.,61815,WR,SMU,1,0,287,55.8,100.0,6,16.7,6,58.7,0,100.0,36,36,61.0,100.0,27,75.0,27
1,Conner Estes,59810,T,S ALABAMA,1,0,288,65.9,100.0,14,38.9,14,66.1,0,100.0,36,36,58.3,100.0,18,50.0,18
1,Christian Anderson,60339,QB,ARMY,1,0,114,60.0,100.0,10,27.8,10,60.0,0,80.0,36,45,60.0,33.3,2,5.6,6
1,Tommy McIntyre,91786,TE,SMU,1,0,287,60.7,100.0,7,19.4,7,69.7,0,100.0,36,36,72.2,100.0,26,72.2,26
1,Brian Ankerson,41827,C,S ALABAMA,1,0,288,61.8,100.0,14,40.0,14,61.0,0,100.0,35,35,60.0,100.0,17,48.6,17
1,Bobby DeHaro,60194,G,UTEP,1,0,330,51.3,100.0,15,42.9,15,48.1,0,100.0,35,35,50.5,100.0,19,54.3,19
1,Matthew Trehern,100796,G,UAB,1,0,321,,,0,0.0,0,61.7,0,100.0,35,35,61.6,100.0,34,97.1,34
1,Andrew Meyer,81910,C,UTEP,1,0,330,60.4,100.0,15,42.9,15,62.7,0,100.0,35,35,63.4,100.0,19,54.3,19
1,Elijah Klein,81912,G,UTEP,1,0,330,70.6,100.0,15,42.9,15,60.2,0,100.0,35,35,50.8,100.0,19,54.3,19
1,Alex Mollette,40437,G,MARSHALL,1,0,214,60.0,100.0,1,2.9,1,78.6,0,100.0,34,34,79.5,100.0,32,94.1,32
1,Sean Dykes,40468,TE,MEMPHIS,1,0,218,53.4,100.0,13,38.2,13,70.2,0,100.0,34,34,72.1,100.0,16,47.1,16
1,Alex Salguero,41435,C,MARSHALL,1,0,214,60.0,100.0,1,2.9,1,68.3,0,100.0,34,34,68.6,100.0,32,94.1,32
1,Cain Madden,41602,G,MARSHALL,1,0,214,60.0,100.0,1,2.9,1,87.5,0,100.0,34,34,88.0,100.0,32,94.1,32
1,Justin Garrett,84486,WR,UTEP,1,0,330,58.8,100.0,14,42.4,14,58.2,0,100.0,33,33,58.5,100.0,19,57.6,19
1,Peter Nestrowitz,57103,G,NAVY,1,0,237,72.2,100.0,6,18.2,6,78.1,0,100.0,33,33,59.9,100.0,2,6.1,2
1,Gavin Hardison,100827,QB,UTEP,1,0,330,60.0,100.0,13,40.6,13,60.2,0,97.0,32,33,60.0,100.0,19,59.4,19
1,Hayden Pittman,61045,TE,UAB,1,0,321,,,0,0.0,0,83.7,0,100.0,32,32,83.2,100.0,30,93.8,30
1,Tyler Johnston III,60570,QB,UAB,1,0,321,,,0,0.0,0,60.1,0,97.0,32,33,60.1,100.0,32,100.0,32
1,Peyton Reeder,56549,G,ARMY,1,0,114,66.2,100.0,7,21.9,7,75.5,0,100.0,32,32,59.3,100.0,4,12.5,4
1,Rob Johnson,121491,WR,UAB,1,1,321,,,0,0.0,0,52.4,2,100.0,32,32,52.4,100.0,32,100.0,32
1,Trace Clopton,81843,C,SO MISS,1,0,296,61.1,100.0,10,32.3,10,54.1,0,100.0,31,31,48.8,100.0,20,64.5,20
1,Trent Thompson,84074,TE,UTEP,1,0,330,57.9,100.0,14,45.2,14,66.2,0,100.0,31,31,72.6,100.0,16,51.6,16
1,Artice Hobbs IV,57142,HB,ARMY,1,0,114,57.6,75.0,6,19.4,8,60.2,0,86.1,31,36,66.7,100.0,6,19.4,6
1,Zuri Henry,81907,T,UTEP,1,0,330,44.6,100.0,12,38.7,12,54.2,0,100.0,31,31,65.3,100.0,18,58.1,18
1,Arvin Fletcher,41722,T,SO MISS,1,0,296,56.8,100.0,10,32.3,10,56.8,0,100.0,31,31,58.4,100.0,20,64.5,20
1,Jacob Still,41563,C,ARK STATE,1,0,113,62.3,100.0,10,32.3,10,49.0,0,100.0,31,31,48.8,100.0,17,54.8,17
1,Jarrett Horst,102823,T,ARK STATE,1,0,113,62.8,100.0,10,32.3,10,67.9,1,100.0,31,31,68.6,100.0,17,54.8,17
1,Bryce Foxworth,60081,G,SO MISS,1,0,296,57.1,100.0,10,32.3,10,56.6,0,100.0,31,31,57.6,100.0,20,64.5,20
1,Tim Jones,61669,WR,SO MISS,1,0,296,60.9,100.0,10,32.3,10,49.1,0,100.0,31,31,62.2,100.0,20,64.5,20
1,Darta Lee,81911,T,UTEP,1,0,330,64.9,100.0,12,40.0,12,74.9,0,100.0,30,30,76.3,100.0,17,56.7,17
