week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
0,Nathan Grant,33166,ED,CENT ARK,1,5,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,27.8,,,0,0,,61.7,0,,,0,0,0.0,0,5,100.0,18,0,0,0,0,0,0,0.0,
0,Robert Rochell,33693,CB,CENT ARK,1,39,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,22.0,0.0,97.2,,33.0,0,0,0.0,63.0,0,,0.0,0,0,39.6,0,35,89.7,36,0,1,1,0,0,0,0.0,
0,Terrell Vassel,43023,S,AUSTINPEAY,1,41,0,116,0,,,100.0,,,0,0,,64.9,0,,,0,0,0.0,0,11,26.8,11,0,0,0,0,0,0,0.0,,0,0,15.0,0.0,100.0,,24.0,0,0,0.0,68.0,0,,0.0,0,0,39.6,0,26,63.4,26,0,2,1,0,0,0,0.0,
0,Cameron Miller,43547,LB,AUSTINPEAY,1,9,0,116,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,6.0,100.0,90.0,9.0,9.0,0,0,0.0,53.9,0,6,0.0,0,0,91.7,1,9,100.0,10,0,1,1,0,6,0,0.7,6.0
0,Troy Henderson Jr.,49895,LB,AUSTINPEAY,1,45,0,116,0,-4.7,66.7,75.0,6.0,4.0,0,0,0.0,38.8,0,12,100.0,1,0,89.6,2,12,26.7,16,0,0,3,0,23,32,1.9,11.5,0,1,3.3,75.0,92.9,8.3,6.3,0,0,0.0,76.5,0,6,0.0,0,0,77.1,3,26,57.8,28,2,2,4,0,10,9,0.4,3.3
0,Isaiah Norman,54967,CB,AUSTINPEAY,1,53,0,116,0,11.5,50.0,100.0,5.0,2.5,0,2,33.3,64.1,0,18,25.0,1,1,73.6,3,15,28.3,15,0,3,6,0,43,10,2.9,14.3,0,0,19.8,20.0,100.0,28.0,5.6,0,1,20.0,54.9,0,26,100.0,1,0,48.8,1,30,56.6,30,0,0,5,0,26,17,0.9,26.0
0,Kordell Jackson,54968,S,AUSTINPEAY,1,37,0,116,0,,,71.4,,,0,0,,65.1,0,,,0,0,0.0,0,10,27.0,14,1,0,0,0,0,0,0.0,,0,0,,,90.5,,,0,0,,72.0,0,,0.0,0,0,0.0,0,19,51.4,21,1,2,0,0,0,0,0.0,
0,Joseph Newberry,54972,CB,AUSTINPEAY,1,16,0,116,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,4,25.0,4,0,0,0,0,0,0,0.0,,0,0,13.0,50.0,100.0,5.5,2.8,0,0,0.0,48.3,0,9,0.0,0,0,60.4,2,11,68.8,11,0,2,4,0,16,3,1.5,8.0
0,Coreon Jackson,54975,S,AUSTINPEAY,1,15,0,116,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,5,33.3,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,6,40.0,6,0,0,0,0,0,0,0.0,
0,Jack McDonald,54993,LB,AUSTINPEAY,1,42,0,116,0,-1.0,100.0,73.3,5.5,5.5,0,0,0.0,63.3,0,8,0.0,0,0,91.7,2,11,26.2,15,1,2,2,0,12,14,1.1,6.0,0,0,6.0,60.0,100.0,7.0,4.2,0,1,20.0,76.4,1,11,0.0,0,1,30.0,3,23,54.8,23,1,3,5,0,21,6,1.0,7.0
0,Deandre Lamont,55843,CB,CENT ARK,1,13,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,24.0,40.0,92.3,5.5,2.2,0,1,20.0,50.5,0,37,0.0,0,0,75.4,2,12,92.3,13,1,3,5,0,48,2,4.4,24.0
0,Dre Matthews,57768,LB,CENT ARK,1,26,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,0.0,100.0,81.5,7.0,7.0,0,0,0.0,71.8,0,6,25.0,1,0,84.7,3,22,84.6,27,2,3,3,0,13,13,0.6,4.3
0,Cameron Godfrey,79043,S,CENT ARK,1,40,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,68.5,0,,0.0,0,0,0.0,0,35,87.5,35,0,2,0,0,0,0,0.0,
0,Steven Mackey Jr.,79138,CB,CENT ARK,1,28,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,17.7,16.7,100.0,23.0,3.8,0,2,33.3,54.7,0,16,0.0,0,1,39.6,1,24,85.7,24,0,1,6,0,16,2,0.7,16.0
0,Johnathon Edwards,79161,CB,AUSTINPEAY,1,17,0,116,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,6,35.3,6,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,1,,64.8,0,,0.0,0,1,0.0,0,7,41.2,7,0,0,0,0,0,0,0.0,
0,Chris Kershner,79186,S,CENT ARK,1,40,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,14.3,66.7,100.0,17.0,11.3,0,1,33.3,46.2,0,43,0.0,0,0,109.7,2,35,87.5,35,1,3,3,0,43,7,1.3,21.5
0,Jeremiah Gray,79204,ED,CENT ARK,1,4,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,49.2,0,,,0,0,0.0,0,4,100.0,12,0,0,0,0,0,0,0.0,
0,Kwame Sutton,79348,ED,AUSTINPEAY,1,1,0,116,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,5.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,19,0,0,0,0,0,0,0.0,
0,Brandon Lopes,79526,LB,AUSTINPEAY,1,3,0,116,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
0,Nathan Page,83027,CB,AUSTINPEAY,1,41,0,116,0,17.7,66.7,100.0,6.0,4.0,0,1,33.3,54.1,0,29,0.0,0,1,149.3,2,12,29.3,12,0,1,3,1,39,7,3.3,19.5,0,0,17.5,0.0,100.0,,5.0,0,0,0.0,42.7,1,,,0,0,0.0,0,22,53.7,22,0,0,4,0,0,0,0.0,
0,Nick Nakwaasah,101791,S,CENT ARK,1,8,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,9.5,50.0,100.0,6.0,3.0,1,2,100.0,35.5,0,25,,0,1,95.8,1,6,75.0,6,0,0,2,0,25,18,4.2,25.0
0,Davis Harrison,101792,CB,CENT ARK,1,11,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-2.0,100.0,91.7,10.0,10.0,0,0,0.0,64.0,0,11,,0,0,112.5,1,11,100.0,12,0,0,1,0,11,13,1.1,11.0
0,Trenton Dunn,101795,LB,CENT ARK,1,10,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,90.9,,,0,0,,62.8,0,,100.0,1,0,0.0,0,10,100.0,11,0,0,0,0,0,0,0.0,
0,TJ Campbell,102087,LB,CENT ARK,1,9,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,0.0,100.0,90.0,8.0,8.0,0,0,0.0,72.0,0,1,0.0,0,0,79.2,1,9,100.0,10,1,1,1,0,1,1,0.1,1.0
0,Malik Wilson,102088,LB,CENT ARK,1,24,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.2,20.0,84.0,20.0,4.0,0,0,0.0,29.8,0,23,,0,0,46.3,1,21,87.5,25,0,0,5,0,23,20,1.2,23.0
0,Darin Davenport,102089,LB,CENT ARK,1,24,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,-2.0,100.0,95.5,20.0,20.0,0,0,0.0,65.5,0,0,0.0,0,0,79.2,1,21,87.5,22,0,0,1,0,0,2,0.0,0.0
0,DJ Reed,102328,ED,CENT ARK,1,2,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,,,28.6,,,0,0,,62.6,0,,0.0,0,0,0.0,0,2,100.0,7,0,0,0,0,0,0,0.0,
0,Koby Perry,102899,S,AUSTINPEAY,1,17,0,116,0,,,66.7,,,0,0,,61.3,0,,,0,0,0.0,0,2,11.8,3,0,0,0,0,0,0,0.0,,0,0,7.5,100.0,92.3,6.0,6.0,0,0,0.0,51.6,0,18,0.0,0,0,118.8,2,12,70.6,13,0,1,2,0,31,16,2.6,15.5
0,Kam Ruffin,121362,S,AUSTINPEAY,1,39,0,116,0,4.0,100.0,100.0,10.0,10.0,0,0,0.0,55.0,0,27,0.0,0,0,118.8,1,10,25.6,10,0,2,1,0,27,23,2.7,27.0,0,0,-0.5,100.0,100.0,11.5,11.5,0,0,0.0,66.9,0,12,33.3,1,0,110.4,2,25,64.1,25,1,2,2,0,21,22,0.9,10.5
0,Chukwuma Anusiem,121372,CB,CENT ARK,1,2,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
0,TaMuarion Wilson,121402,S,CENT ARK,1,3,0,132,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,9.0,0.0,100.0,,1.0,0,0,0.0,60.5,0,,,0,0,39.6,0,2,66.7,2,0,0,1,0,0,0,0.0,
week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
1,Brian Cavicante,33444,LB,MARSHALL,1,4,0,214,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,,,100.0,,,0,0,,72.9,0,,0.0,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
1,Christian Taylor,34919,LB,TEXAS ST,1,25,0,314,0,,,75.0,,,0,0,,61.0,0,,,0,0,0.0,0,3,12.0,4,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,87.0,10.0,10.0,0,0,0.0,60.9,0,17,50.0,2,0,106.3,2,20,80.0,23,1,2,2,0,19,15,1.0,9.5
1,Richard McBryde,35699,LB,SMU,1,35,0,287,0,,,42.9,,,0,0,,61.3,0,,,0,0,0.0,0,3,8.6,7,0,0,0,0,0,0,0.0,,0,0,-5.0,100.0,85.7,23.0,23.0,0,0,0.0,70.7,0,-1,0.0,0,0,79.2,1,24,68.6,28,1,1,1,0,-1,4,0.0,-1.0
1,Stephen Forester,36173,LB,UTEP,1,23,0,330,0,-6.0,100.0,66.7,3.0,3.0,0,0,0.0,53.9,0,-6,100.0,1,0,79.2,1,4,17.4,6,0,0,1,0,-6,0,-2.0,-6.0,0,0,,,100.0,,,0,0,,64.2,0,,,0,0,0.0,0,16,69.6,16,0,0,0,0,0,0,0.0,
1,Tony Fair,37101,DI,UAB,1,1,0,321,0,,,12.5,,,0,0,,59.2,0,,,0,0,0.0,0,1,100.0,8,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,
1,Justin Rice,40640,LB,ARK STATE,1,31,0,113,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,2,6.3,100.0,100.0,6.3,6.3,0,0,0.0,49.3,0,18,20.0,1,0,116.7,4,26,83.9,26,1,2,4,0,48,23,1.9,12.0
1,Tahj Herring-Wilson,42490,CB,ARK STATE,1,10,0,113,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,7.7,100.0,100.0,2.7,2.7,0,0,0.0,59.1,0,17,0.0,0,0,102.8,3,8,80.0,8,1,3,3,0,26,3,3.3,8.7
1,Tyrez Lindsey,42510,S,MEMPHIS,1,42,0,218,0,8.0,0.0,100.0,,8.0,0,1,100.0,76.5,0,,,0,1,39.6,0,8,19.0,8,0,0,1,0,0,0,0.0,,0,0,3.0,100.0,96.7,28.0,28.0,0,0,0.0,63.9,0,12,0.0,0,0,116.7,1,29,69.0,30,0,1,1,0,12,9,0.4,12.0
1,Nazeeh Johnson,42553,S,MARSHALL,1,14,0,214,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,,0,1,28.5,50.0,100.0,13.0,6.5,0,0,0.0,75.8,1,22,0.0,0,0,50.0,1,13,92.9,13,2,3,2,0,22,0,1.7,22.0
1,Broderick Harrell,42650,S,UTEP,1,25,0,330,0,18.0,0.0,100.0,,5.0,0,0,0.0,38.3,0,,0.0,0,0,39.6,0,6,24.0,6,1,1,1,0,0,0,0.0,,0,0,1.5,0.0,93.8,,7.0,0,0,0.0,66.2,0,,0.0,0,0,39.6,0,15,60.0,16,0,1,2,0,0,0,0.0,
1,Tavante Beckett,42663,LB,MARSHALL,1,17,0,214,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,70.3,0,,0.0,0,0,0.0,0,17,100.0,17,2,1,0,0,0,0,0.0,
1,Jaylon McClain-Sapp,42931,CB,MARSHALL,1,16,0,214,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.3,1,0,0,0,0,0,0,0.0,,0,0,10.0,50.0,100.0,7.5,3.8,0,1,25.0,71.9,0,4,50.0,1,0,56.3,2,15,93.8,15,1,1,4,0,6,11,0.4,3.0
1,Tim Hart,43085,LB,MEMPHIS,1,2,0,218,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
1,Chris Henderson,43249,ED,S ALABAMA,1,7,0,288,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,44.4,,,0,0,,62.1,0,,,0,0,0.0,0,4,57.1,9,0,0,0,0,0,0,0.0,
1,Josh Perry,43283,S,SO MISS,1,9,0,296,0,2.0,100.0,100.0,2.0,2.0,0,0,0.0,51.7,0,5,0.0,0,0,87.5,1,2,22.2,2,0,1,1,0,5,3,2.5,5.0,0,0,6.0,100.0,100.0,3.0,3.0,0,0,0.0,51.9,0,12,100.0,1,0,116.7,1,3,33.3,3,0,0,1,0,12,6,4.0,12.0
1,Sione Tupou,44093,LB,TEXAS ST,1,9,0,314,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,-5.0,100.0,75.0,9.0,9.0,0,0,0.0,52.9,0,21,,0,0,118.8,1,9,100.0,12,0,0,1,0,21,26,2.3,21.0
1,Christian Bell,45514,ED,S ALABAMA,1,10,0,288,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,-1.0,100.0,33.3,5.0,5.0,0,0,0.0,52.7,0,17,0.0,0,0,118.8,1,6,60.0,18,1,1,1,0,17,18,3.4,17.0
1,Brandon Stephens,45644,CB,SMU,1,40,0,287,0,,,100.0,,,0,0,,49.4,0,,0.0,0,0,0.0,0,6,15.0,6,0,1,0,0,0,0,0.0,,0,0,13.5,33.3,100.0,13.0,4.3,0,1,16.7,60.8,0,20,33.3,1,1,50.7,2,26,65.0,26,1,2,6,0,30,8,1.2,15.0
1,Tyree Turner,48747,DI,UAB,1,1,0,321,0,,,0.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,0,0.0,10,1,1,0,0,0,0,,,0,0,,,5.0,,,0,0,,59.4,0,,,0,0,0.0,0,1,100.0,20,0,0,0,0,0,0,0.0,
1,Jayson VanHook,50241,LB,UTEP,1,20,0,330,0,,,66.7,,,0,0,,70.7,0,,,0,0,0.0,0,4,20.0,6,0,0,0,0,0,0,0.0,,0,0,-3.0,100.0,86.7,13.0,13.0,0,0,0.0,72.3,0,-1,0.0,0,0,79.2,1,13,65.0,15,1,1,1,0,-1,2,-0.1,-1.0
1,Riley Cole,50655,LB,S ALABAMA,1,34,0,288,0,,,60.0,,,0,0,,62.1,0,,,0,0,0.0,0,6,17.6,10,0,0,0,0,0,0,0.0,,0,1,0.0,100.0,87.5,19.0,19.0,0,0,0.0,59.6,0,7,0.0,0,0,95.8,1,21,61.8,24,0,1,1,0,7,7,0.4,7.0
