Week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Jamison Crowder,9538,WR,NYJ,1,2.1,1,93.3,,0,0,0,6.7,1,6,22,0,64.7,73.2,72.7,,70.7,0.0,0,0,19,0.0,0,49,0,14,93.9,46,83.7,41,94.2,15,0,16.3,8,99,70,5.0,7.1,2.15
1,Evan Engram,11778,TE,NYG,1,5.9,1,78.6,50.0,1,2,0,0.0,0,8,21,0,78.7,71.5,90.6,68.7,87.3,48.9,22,0,22,2.2,1,45,0,11,93.3,42,44.4,20,125.0,14,1,6.7,3,116,55,5.0,10.5,2.76
1,Robert Woods,7822,WR,LA,1,7.3,2,61.5,33.3,1,3,0,11.1,1,3,26,0,54.9,72.4,67.3,62.3,64.5,0.0,0,1,22,2.3,1,43,0,8,90.7,39,60.5,26,43.8,13,0,39.5,17,70,49,6.1,8.8,1.79
1,Allen Robinson II,8696,WR,CHI,1,14.1,2,53.8,50.0,3,6,0,12.5,1,5,6,0,52.1,69.5,69.5,,67.0,0.0,0,1,27,0.0,0,55,0,7,92.7,51,47.3,26,47.6,13,0,52.7,29,102,21,3.0,14.6,2.0
1,Michael Thomas,10681,WR,NO,1,9.6,0,76.9,100.0,3,3,0,9.1,1,6,20,0,58.9,71.1,78.3,,77.4,0.0,0,0,24,0.0,0,42,0,10,97.6,41,31.0,13,105.6,13,0,69.0,29,123,26,2.6,12.3,3.0
1,DeAndre Hopkins,7808,WR,HST,1,13.2,0,61.5,75.0,3,4,0,27.3,3,6,13,0,28.8,70.1,71.5,,72.6,0.0,0,0,38,0.0,0,40,1,8,92.5,37,37.5,15,128.5,13,2,62.5,25,111,29,3.6,13.9,3.0
1,Danny Amendola,4717,WR,DET,1,9.8,2,58.3,,0,0,0,12.5,1,5,11,0,52.1,69.5,70.4,,69.7,0.0,0,0,47,0.0,0,38,0,7,94.7,36,89.5,34,114.6,12,1,10.5,4,104,43,6.1,14.9,2.89
1,John Ross,11764,WR,CIN,1,14.1,3,58.3,0.0,0,1,0,30.0,3,6,7,0,28.7,70.1,68.8,,69.8,0.0,0,0,55,0.0,0,49,1,7,93.9,46,34.7,17,142.4,12,2,65.3,32,158,60,8.6,22.6,3.43
1,Sammy Watkins,8639,WR,KC,1,9.3,3,81.8,100.0,1,1,0,0.0,0,5,16,0,77.3,70.6,91.8,64.9,91.6,2.4,1,0,68,2.4,1,41,0,9,80.5,33,58.5,24,158.3,11,3,39.0,16,198,135,15.0,22.0,6.0
1,Christian McCaffrey,11763,HB,CAR,1,3.1,0,90.9,100.0,1,1,0,0.0,0,3,5,0,78.0,78.5,83.6,46.3,80.3,0.0,0,0,17,11.6,5,43,0,10,86.0,37,11.6,5,97.3,11,0,14.0,6,81,48,4.8,8.1,2.19
