Week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Edgerrin James,439,HB,ARZ,1,26,2,0,0.0,0,0,100,1,0,2,56,16.6,1,5,1,0,0,78.8,44.7,72.8,,75.7,29.8,49.7,60.0,10,0,0,0,9,27,0,0,1,26,0,100,56,2.15,3.8,0.0,0
1,Willie Parker,2142,HB,PIT,1,25,6,1,23.2,32,0,138,0,0,6,105,100.8,4,8,25,0,0,78.4,57.8,73.2,,,57.4,59.2,57.0,32,0,0,0,2,31,0,0,0,25,3,138,105,4.2,5.5,0.0,0
1,Clinton Portis,1058,HB,WAS,1,23,4,1,27.4,23,0,84,0,0,4,62,46.9,1,3,32,0,0,78.1,67.3,72.9,,78.8,64.9,64.5,,23,0,0,0,8,23,0,0,0,23,0,84,62,2.7,3.7,0.0,0
1,Matt Forte,4358,HB,CHI,1,23,3,1,40.7,50,0,123,0,0,3,39,19.6,1,4,6,0,0,78.6,51.2,74.1,,62.2,73.6,49.1,60.0,50,0,18,3,9,26,0,0,3,26,1,123,39,1.7,5.3,2.0,0
1,Larry Johnson,1343,HB,KC,1,22,0,1,29.7,22,0,74,0,0,0,37,0.0,1,4,16,0,0,78.1,57.5,72.6,,77.4,58.1,56.7,60.0,22,0,12,1,9,25,0,0,1,23,0,74,37,1.68,3.4,1.33,0
1,Ray Rice,4369,HB,BLT,1,22,2,0,0.0,0,0,64,1,0,2,41,14.9,1,3,3,1,0,27.0,44.3,73.3,,76.8,38.7,45.7,60.0,10,0,19,3,12,24,0,0,4,25,0,64,41,1.86,2.9,1.58,0
1,Michael Turner,1873,HB,ATL,1,22,8,5,65.0,143,0,220,0,0,8,175,276.7,8,11,2,0,0,77.8,90.1,71.9,,74.9,62.8,84.9,60.0,66,0,6,1,3,24,0,0,1,23,2,220,175,7.95,10.0,2.0,0
1,Thomas Jones,585,HB,NYJ,1,22,1,0,0.0,0,0,101,0,0,1,56,10.2,2,5,22,0,0,78.1,47.8,72.9,,60.1,62.3,47.5,60.0,14,0,2,3,7,23,0,0,3,25,1,101,56,2.55,4.6,0.29,0
1,Brandon Jacobs,2327,HB,NYG,1,21,2,3,49.1,57,0,116,1,0,2,68,29.4,3,5,21,0,0,77.5,65.4,73.2,,79.3,37.1,68.0,,24,0,8,1,13,21,0,0,3,22,0,116,68,3.24,5.5,0.62,0
1,LaDainian Tomlinson,777,HB,SD,1,21,3,0,0.0,0,0,97,0,0,3,64,38.1,1,5,27,0,0,78.3,60.3,73.6,,20.8,65.7,62.5,59.7,14,0,15,3,21,26,0,0,4,24,0,97,64,3.05,4.6,0.71,0
1,Chris Perry,1747,HB,CIN,1,19,0,0,0.0,0,0,42,0,0,0,18,0.0,0,0,7,1,0,25.5,33.9,73.1,,76.9,51.1,33.0,60.0,9,0,0,0,19,21,0,0,1,19,0,42,18,0.95,2.2,0.0,0
1,Brian Westbrook,1094,HB,PHI,1,19,1,1,19.8,18,0,91,0,0,1,44,11.0,2,5,24,1,0,29.5,57.0,74.2,,78.9,52.6,57.1,60.0,18,0,1,2,24,20,0,0,2,21,1,91,44,2.32,4.8,0.04,0
1,Le'Ron McClain,3753,HB,BLT,1,19,8,0,0.0,0,0,86,0,1,8,64,144.4,2,6,3,0,0,77.1,64.4,76.8,,77.1,69.7,56.7,73.5,12,0,24,2,12,35,0,0,3,21,0,86,64,3.37,4.5,2.0,0
1,Adrian Peterson,3623,HB,MIN,1,19,2,1,33.0,34,0,103,1,0,2,63,33.2,2,4,18,0,0,77.8,80.1,73.7,,34.6,39.8,88.6,60.0,34,0,11,1,22,23,0,0,2,20,1,103,63,3.32,5.4,0.5,0
1,Justin Fargas,1410,HB,OAK,1,18,1,1,51.2,42,0,82,0,1,1,28,15.6,2,3,23,0,0,76.9,40.5,73.3,,79.9,70.5,36.3,60.1,42,0,12,2,10,21,0,0,2,20,0,82,28,1.56,4.6,1.2,0
1,Marshawn Lynch,3628,HB,BUF,1,18,2,3,71.1,54,0,76,2,1,2,41,32.5,3,3,4,0,0,77.0,58.0,73.6,,60.3,45.6,61.9,60.0,21,0,18,3,17,19,0,0,5,21,1,76,41,2.28,4.2,1.06,0
1,DeAngelo Williams,2972,HB,CAR,1,18,3,0,0.0,0,1,86,0,1,3,46,53.8,2,4,5,0,0,76.7,64.2,0.0,,76.1,58.1,67.4,,11,1,4,1,24,18,0,0,1,19,0,86,46,2.56,4.8,0.17,0
1,Kevin Smith,4378,HB,DET,1,16,0,0,0.0,0,0,48,0,1,0,28,8.8,1,3,11,0,0,76.6,74.3,73.7,,75.0,67.3,75.3,60.0,10,0,32,4,29,17,0,0,4,20,1,48,28,1.75,3.0,1.1,0
1,Marion Barber III,2326,HB,DAL,1,16,2,2,47.5,38,0,80,0,0,2,44,28.9,3,6,9,0,0,76.7,64.5,73.1,,76.7,75.7,59.6,,23,0,21,3,19,17,0,0,4,19,2,80,44,2.75,5.0,1.11,0
1,LenDale White,2990,HB,TEN,1,15,0,0,0.0,0,0,40,1,0,0,36,0.0,1,2,31,0,0,75.8,48.6,71.5,,77.0,26.3,54.6,60.0,10,0,0,0,4,17,0,0,1,15,1,40,36,2.4,2.7,0.0,0
1,Chris Johnson,4338,HB,TEN,1,15,3,2,38.7,36,0,93,0,0,3,49,54.4,4,5,31,0,0,76.1,66.2,72.2,,46.8,77.9,63.9,,18,0,34,3,12,15,0,0,4,18,0,93,49,3.27,6.2,2.83,0
1,Steven Jackson,1745,HB,SL,1,14,1,0,0.0,0,0,40,1,0,1,30,12.6,0,1,26,0,0,75.8,58.4,73.8,,67.8,57.8,57.7,60.0,9,0,34,3,22,15,0,0,6,17,0,40,30,2.14,2.9,1.55,0
1,Frank Gore,2282,HB,SF,1,14,1,1,42.7,41,0,96,0,4,1,25,49.6,1,2,28,1,0,24.4,49.3,72.7,,57.3,86.8,42.1,60.0,41,0,55,4,10,15,0,0,4,18,1,96,25,1.79,6.9,5.5,0
1,Jerious Norwood,3024,HB,ATL,1,14,5,1,18.3,17,0,93,0,0,5,66,147.3,5,6,2,0,0,75.5,69.0,72.1,,75.0,63.5,67.5,59.7,17,0,6,2,8,19,0,0,3,16,1,93,66,4.71,6.6,0.75,0
1,Reggie Bush,2947,HB,NO,1,14,1,1,51.0,26,0,51,1,3,1,37,48.1,2,3,20,0,0,76.7,54.0,0.0,,41.7,77.5,49.4,58.5,26,1,112,8,22,19,0,0,9,22,0,51,37,2.64,3.6,5.09,0
1,Julius Jones,1764,HB,SEA,1,13,0,1,53.3,24,0,45,0,0,0,21,0.0,2,2,29,0,0,75.4,54.7,72.7,,78.9,62.7,50.5,,24,0,17,2,14,13,0,0,3,15,0,45,21,1.62,3.5,1.21,0
1,Kevin Jones,1751,HB,CHI,1,13,1,0,0.0,0,0,45,0,0,1,26,15.4,1,3,6,0,0,74.7,48.7,70.6,,16.9,59.9,53.4,,12,0,0,0,1,13,0,0,0,13,0,45,26,2.0,3.5,0.0,0
1,Steve Slaton,4403,HB,HST,1,13,4,0,0.0,0,0,43,0,2,4,30,86.5,0,2,13,0,0,75.8,56.6,72.6,,77.1,66.8,52.8,,8,0,6,3,17,14,0,0,3,16,0,43,30,2.31,3.3,0.35,0
1,Jamal Lewis,583,HB,CLV,1,13,3,1,38.7,24,0,62,0,0,3,53,87.4,2,1,8,0,0,75.7,64.9,72.0,,51.6,60.1,65.5,60.0,24,0,14,1,6,16,0,0,1,14,0,62,53,4.08,4.8,2.33,0
