Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
1,Ray Lewis,167,LB,BLT,1,0,2.8,75.0,96.6,8.7,6.5,0,0,0,0.0,3,76.8,75.1,75.9,59.9,58.7,81.3,0,20,33.3,1,0,0,99.0,3,28,29,0,2,4,0,33,25,1.3,11.0
1,Lawyer Milloy,171,S,SEA,1,0,,,100.0,,,0,0,0,,29,60.0,60.0,62.9,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
1,Brian Dawkins,181,S,DEN,1,1,4.5,100.0,89.7,8.3,8.3,0,0,0,0.0,10,59.5,56.8,75.1,48.0,58.7,60.3,0,18,10.0,1,0,0,118.8,4,35,39,1,8,4,0,54,36,1.6,13.5
1,Nick Ferguson,210,S,HST,1,0,9.0,33.3,96.8,28.0,9.3,0,0,1,33.3,13,53.4,45.9,76.3,57.3,45.5,29.8,0,40,,0,1,1,81.9,1,30,31,0,0,3,0,40,22,1.4,40.0
1,Shawn Springs,230,CB,NE,1,0,8.5,100.0,95.7,10.0,10.0,0,0,0,0.0,19,51.1,57.2,75.9,59.0,79.5,77.6,0,27,0.0,0,0,0,118.8,2,22,23,0,3,2,0,37,20,1.9,18.5
1,James Farrior,234,LB,PIT,1,0,4.3,100.0,69.2,8.3,8.3,0,0,0,0.0,25,39.3,39.0,78.9,80.9,34.9,81.4,0,16,0.0,0,0,0,113.9,3,27,39,1,2,3,0,34,21,1.4,11.3
1,Darren Sharper,258,S,NO,1,0,19.5,0.0,100.0,,19.0,0,0,0,0.0,20,68.4,67.6,0.0,,63.6,23.8,2,,100.0,1,0,1,0.0,0,38,38,0,0,2,0,0,0,0.0,
1,Ronde Barber,261,CB,TB,1,0,8.7,0.0,89.3,,8.3,0,0,1,33.3,30,76.3,83.2,77.6,71.2,83.4,37.5,0,,100.0,1,1,0,39.6,0,25,28,1,0,3,0,0,0,0.0,
1,Jason Taylor,264,ED,MIA,1,0,,,23.5,,,0,0,0,,17,63.8,58.7,0.8,58.7,64.9,74.5,0,,,0,0,1,0.0,0,8,34,1,0,0,0,0,0,0.0,
1,Bertrand Berry,267,ED,ARZ,1,0,,,25.0,,,0,0,0,,1,60.3,66.0,70.5,65.1,60.0,68.1,0,,,0,0,0,0.0,0,3,12,1,0,0,0,0,0,0.0,
1,Mike Vrabel,268,ED,KC,1,0,1.7,66.7,39.6,10.0,6.7,0,0,0,0.0,16,70.3,60.2,80.5,58.9,50.9,47.0,0,11,33.3,1,0,0,116.7,2,21,53,2,2,3,1,14,18,0.7,7.0
1,Al Harris,282,CB,GB,1,1,7.8,83.3,92.7,7.0,5.8,0,0,0,0.0,12,79.2,79.2,79.4,44.8,80.0,82.5,1,20,0.0,0,0,1,65.3,5,38,41,2,6,6,0,55,13,1.6,11.0
1,Charles Woodson,330,CB,GB,1,0,12.6,60.0,90.7,12.3,7.4,0,0,0,0.0,12,40.8,41.1,78.9,61.3,49.9,44.4,0,68,33.3,1,0,0,104.2,3,39,43,1,2,5,0,113,53,3.1,37.7
1,Keith Brooking,336,LB,DAL,1,0,13.3,100.0,88.9,7.3,7.3,0,0,0,0.0,9,48.5,53.7,77.8,53.9,64.6,80.6,0,20,0.0,0,0,0,118.8,3,24,27,2,2,3,0,43,3,2.0,14.3
1,Takeo Spikes,337,LB,SF,1,0,3.0,0.0,100.0,,8.0,0,0,0,0.0,28,76.3,59.6,74.3,,44.4,,0,,,0,0,0,39.6,0,8,8,0,0,1,0,0,0,0.0,
1,Vonnie Holliday,340,DI,DEN,1,0,,,10.0,,,0,0,0,,10,60.0,53.0,72.7,54.0,56.2,68.1,0,,,0,0,0,0.0,0,1,10,0,0,0,0,0,0,0.0,
1,Leonard Little,370,ED,SL,1,0,,,5.0,,,0,0,0,,26,60.0,45.2,0.0,50.9,57.7,,0,,,0,0,1,0.0,0,1,20,0,0,0,0,0,0,0.0,
1,Deshea Townsend,391,CB,PIT,1,0,12.7,33.3,100.0,13.0,4.3,0,0,0,0.0,25,39.4,40.7,73.1,,60.0,26.4,0,8,50.0,1,0,0,42.4,1,14,14,0,1,3,0,8,6,0.6,8.0
