Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
0,Cole McDonald,38584,QB,HAWAII,1,76.9,39,41,13.9,2.49,1,4,8.9,70.7,29,0,8,3.3,41,1,16,180,71.6,68.0,65.4,66.4,0,4,45,0,0.0,92.4,0.0,0,0,0,1,4,5,11.1,378,9.2
0,Khalil Tate,40237,QB,ARIZONA,1,65.7,35,39,12.6,3.37,1,4,9.8,56.4,22,0,10,4.3,49,1,21,109,71.2,81.5,78.0,70.2,0,2,51,0,30.0,91.9,6.1,3,6,0,3,3,1,2.0,361,9.3
0,Jarren Williams,77629,QB,MIAMI FL,1,84.6,26,30,5.3,3.35,0,0,0.0,63.3,19,0,25,13.6,44,3,11,220,23.7,54.6,58.4,56.4,2,0,48,2,40.0,95.7,22.7,10,3,0,2,1,2,4.2,214,7.1
0,Feleipe Franks,40217,QB,FLORIDA,1,68.0,25,27,6.8,2.93,0,1,3.3,63.0,17,0,14,0.0,30,0,11,163,33.4,40.1,45.1,45.5,0,2,33,0,7.1,87.6,3.3,1,2,0,2,2,1,3.0,254,9.4
0,Chevan Cordeiro,75886,QB,HAWAII,1,83.3,6,7,9.8,3.41,0,1,14.3,71.4,5,0,5,0.0,9,0,2,180,68.3,89.8,77.2,77.2,0,0,9,0,20.0,135.7,11.1,1,1,0,1,1,0,0.0,58,8.3
Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
1,Hank Bachmeier,101284,QB,BOISE ST,1,70.2,47,53,9.5,2.67,0,3,5.6,56.6,30,0,31,9.1,60,3,23,120,71.1,67.3,66.9,63.4,3,1,61,1,12.9,79.6,6.7,4,2,0,3,1,2,3.3,406,7.7
1,Alan Bowman,77679,QB,TEXAS TECH,1,80.0,50,53,5.3,2.3,0,1,1.9,75.5,40,0,6,0.0,56,0,23,315,42.1,72.2,72.9,56.3,1,0,57,0,16.7,111.6,1.8,1,1,0,2,2,2,3.5,433,8.2
1,Carson Strong,83524,QB,NEVADA,1,70.2,47,52,10.8,2.84,0,3,5.4,57.7,30,0,22,9.1,58,3,16,239,70.4,79.1,82.1,56.8,1,0,63,2,4.5,93.1,1.7,1,5,1,3,3,0,0.0,296,5.7
1,Elijah Sindelar,46466,QB,PURDUE,1,80.0,50,52,10.0,2.46,0,1,1.9,65.4,34,0,12,15.0,54,6,17,273,43.8,55.8,57.6,56.4,0,2,55,1,8.3,100.4,1.9,1,1,0,2,4,5,9.1,427,8.2
