Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
1,Ray Lewis,167,LB,BLT,1,1,2.8,0,0,3,66.4,72.1,77.3,52.6,74.3,84.3,0.0,0,0,15,15,13.3,2,4
1,Brian Dawkins,181,S,DEN,1,2,7.1,0,0,10,70.0,80.1,78.1,70.1,76.1,71.8,10.0,1,0,31,33,12.9,4,7
1,James Farrior,234,LB,PIT,1,0,4.0,0,0,25,77.9,63.8,77.6,55.8,47.6,79.3,0.0,0,0,23,25,8.7,2,3
1,Ronde Barber,261,CB,TB,1,2,3.6,0,0,30,38.0,42.3,79.1,51.6,61.3,32.4,0.0,0,0,35,36,8.6,3,5
1,Jason Taylor,264,ED,MIA,1,0,,0,0,17,,56.8,73.4,54.1,62.9,,,0,0,8,8,0.0,0,0
1,Al Harris,282,CB,SL,1,0,,0,0,26,60.0,61.7,68.1,,60.0,,,0,0,2,2,0.0,0,0
1,Charles Woodson,330,CB,GB,1,0,,0,0,12,68.6,62.0,0.0,43.8,64.5,73.9,,0,1,20,20,0.0,0,0
1,Keith Brooking,336,LB,DAL,1,0,4.5,0,0,9,83.7,75.0,75.3,56.7,52.0,74.0,0.0,0,0,10,10,10.0,1,2
1,Takeo Spikes,337,LB,SD,1,3,5.0,0,0,27,46.5,59.4,75.2,55.9,71.4,81.7,0.0,0,0,24,24,12.5,3,5
1,Vonnie Holliday,340,DI,ARZ,1,0,2.0,0,0,1,,74.1,71.3,53.6,75.2,68.1,0.0,0,0,3,3,33.3,1,1
1,London Fletcher,424,LB,WAS,1,1,3.3,0,0,32,33.6,45.7,76.8,74.1,58.1,28.6,33.3,2,0,19,19,10.5,2,3
1,Champ Bailey,442,CB,DEN,1,0,22.0,0,0,10,61.9,57.4,77.6,52.2,51.2,78.8,0.0,0,0,28,30,3.6,1,2
1,Antoine Winfield,456,CB,MIN,1,0,-0.5,0,0,18,67.2,68.9,79.5,49.7,74.3,38.0,0.0,0,0,27,27,7.4,2,2
1,Joey Porter,484,ED,ARZ,1,1,13.0,0,0,1,52.0,47.5,2.8,52.2,60.7,75.3,0.0,0,1,20,22,0.0,0,1
1,Aaron Smith,500,DI,PIT,1,0,,0,0,25,,39.3,77.5,49.7,41.9,,,0,0,27,29,0.0,0,0
1,Kelly Gregg,527,DI,KC,1,0,,0,0,16,,43.8,74.4,55.5,46.0,22.7,100.0,1,0,17,17,0.0,0,0
1,Brendon Ayanbadejo,542,LB,BLT,1,0,,0,0,3,62.9,81.4,66.9,84.4,60.0,,,0,0,1,1,0.0,0,0
1,Brian Urlacher,587,LB,CHI,1,1,4.0,0,0,6,75.3,79.4,76.7,71.8,61.7,85.7,0.0,0,0,14,14,14.3,2,3
1,Shaun Ellis,590,DI,NE,1,0,1.0,0,0,19,,58.7,76.4,54.5,63.7,67.4,0.0,0,0,10,12,10.0,1,1
1,John Abraham,591,ED,ATL,1,0,-2.5,0,0,2,60.5,90.0,74.5,82.8,77.6,71.6,0.0,0,0,11,11,18.2,2,2
1,Fred Robbins,623,DI,SL,1,0,4.0,0,0,26,,63.6,77.1,63.3,59.5,67.3,0.0,0,0,11,11,9.1,1,1
1,Deon Grant,624,S,NYG,1,1,0.5,0,0,21,57.7,67.1,74.8,57.9,79.6,50.4,0.0,0,0,8,8,25.0,2,2
1,Clark Haggans,670,ED,ARZ,1,0,11.0,0,0,1,53.2,67.9,3.7,74.3,73.1,72.0,0.0,0,1,15,16,0.0,0,1
1,James Hall,733,ED,SL,1,0,-6.0,0,0,26,63.8,79.1,75.3,69.9,66.8,69.9,0.0,0,0,15,15,6.7,1,1
1,Paris Lenon,751,LB,ARZ,1,1,,0,0,1,90.3,63.9,76.9,51.2,29.9,79.4,0.0,0,0,22,24,0.0,0,0
1,Justin Smith,776,DI,SF,1,1,2.0,1,0,28,,75.5,3.2,87.7,53.0,72.1,0.0,0,1,17,19,5.9,1,1
1,Richard Seymour,778,DI,OAK,1,0,2.0,0,0,23,,80.9,76.9,67.0,81.2,70.0,0.0,0,0,10,10,0.0,0,1
1,Andre Carter,779,ED,NE,1,0,-4.0,0,0,19,,76.4,74.3,68.2,71.3,69.9,0.0,0,0,8,10,12.5,1,1
1,Casey Hampton,789,DI,PIT,1,1,0.5,0,0,25,,67.7,75.9,54.1,69.9,72.9,0.0,0,0,24,26,8.3,2,2
1,Nate Clements,791,CB,CIN,1,0,,0,0,7,40.1,43.7,78.5,,64.9,44.5,,0,0,25,25,0.0,0,0
1,Ryan Pickett,799,DI,GB,1,0,1.5,0,0,12,60.0,78.7,75.9,51.6,81.1,69.2,0.0,0,0,18,18,5.6,1,2
1,Kyle Vanden Bosch,804,ED,DET,1,0,0.0,0,0,11,61.2,89.6,74.8,79.6,67.8,71.0,0.0,0,0,10,10,10.0,1,1
1,Shaun Rogers,828,DI,NO,1,1,,0,0,20,,29.2,74.3,55.9,29.5,66.8,0.0,0,0,9,9,0.0,0,0
1,Adrian Wilson,831,S,ARZ,1,0,1.7,0,0,1,50.7,57.1,76.1,66.8,73.5,82.3,0.0,0,0,21,23,9.5,2,3
1,Chris Hoke,961,DI,PIT,1,0,,0,0,25,,60.2,69.2,58.4,60.3,,,0,0,2,2,0.0,0,0
1,Juqua Parker,995,ED,PHI,1,0,0.0,0,0,24,60.0,78.9,76.3,71.9,70.7,67.4,0.0,0,0,14,14,7.1,1,1
1,Julius Peppers,1010,ED,CHI,1,0,,0,0,6,60.0,66.1,76.3,62.4,64.4,71.6,,0,0,12,12,0.0,0,0
1,Quentin Jammer,1013,CB,SD,1,0,5.7,0,0,27,67.3,64.0,76.8,54.7,57.5,78.4,0.0,0,0,24,24,8.3,2,3
1,John Henderson,1017,DI,OAK,1,0,1.0,0,0,23,,76.6,73.6,65.6,70.0,68.6,0.0,0,0,4,4,25.0,1,1
1,Dwight Freeney,1019,ED,IND,1,0,,0,0,14,,60.0,74.7,59.4,59.4,,,0,0,20,20,0.0,0,0
1,Albert Haynesworth,1022,DI,NE,1,0,1.0,0,0,19,,79.9,75.5,81.3,61.7,66.8,0.0,0,0,8,10,12.5,1,1
1,Bryan Thomas,1029,ED,NYJ,1,0,2.0,0,0,22,62.7,45.0,76.1,53.2,40.7,27.7,33.3,1,0,20,20,5.0,1,2
1,Edward Reed,1031,S,BLT,1,0,3.0,0,0,3,87.4,91.1,74.2,58.0,72.3,83.9,0.0,0,0,15,15,13.3,2,3
1,Jon McGraw,1064,S,KC,1,0,3.0,0,0,16,56.3,58.9,78.1,49.0,67.7,85.5,0.0,0,0,36,37,5.6,2,3
1,Sheldon Brown,1066,CB,CLV,1,0,6.0,0,0,8,64.1,67.6,79.4,,74.0,76.9,0.0,0,1,33,33,0.0,0,1
1,Andre' Goodman,1075,CB,DEN,1,0,5.0,0,0,10,49.6,49.6,79.5,,51.9,45.8,0.0,0,0,37,39,0.0,0,1
1,Ben Leber,1078,LB,SL,1,0,4.0,0,0,26,65.9,70.0,67.4,79.2,55.9,75.1,0.0,0,0,13,13,7.7,1,1
1,Will Witherspoon,1079,LB,TEN,1,0,4.0,0,0,31,53.5,57.3,67.9,54.1,61.5,79.0,0.0,0,0,42,42,4.8,2,4
1,Chris Hope,1097,S,TEN,1,0,3.7,0,0,31,55.5,65.8,76.7,52.7,79.3,86.8,25.0,1,0,45,46,2.2,1,3
1,Larry Foote,1126,LB,PIT,1,0,10.0,0,0,25,29.0,27.4,75.7,70.1,39.7,28.4,50.0,1,0,9,9,0.0,0,1
1,Justin Bannan,1134,DI,SL,1,0,2.0,0,0,26,,44.4,74.5,55.4,46.3,66.8,0.0,0,0,9,9,11.1,1,1
1,Andra Davis,1136,LB,BUF,1,0,,0,0,4,61.1,63.4,67.6,59.2,60.4,,,0,0,2,2,0.0,0,0
1,Scott Fujita,1137,LB,CLV,1,1,,0,0,8,42.0,53.3,70.8,68.5,62.3,77.0,0.0,0,0,33,33,0.0,0,0
1,Rocky Bernard,1139,DI,NYG,1,0,4.0,0,0,21,,65.5,76.3,53.9,69.7,69.0,0.0,0,0,11,11,9.1,1,2
1,Kenyon Coleman,1140,DI,DAL,1,0,-1.0,0,0,9,,44.8,74.3,53.0,48.2,67.4,0.0,0,0,8,8,12.5,1,1
1,Howard Green,1173,DI,GB,1,0,,0,0,12,,62.9,68.4,60.0,60.6,,,0,0,2,2,0.0,0,0
1,Raheem Brock,1200,ED,SEA,1,0,1.0,0,0,29,,63.9,74.2,51.8,71.4,68.1,0.0,0,0,10,10,10.0,1,1
1,Brett Keisel,1204,DI,PIT,1,0,0.7,0,0,25,,71.7,76.1,64.8,68.8,71.0,0.0,0,0,29,31,10.3,3,3
1,Ryan Clark,1229,S,PIT,1,2,,0,0,25,70.3,65.7,75.1,53.3,51.5,59.8,33.3,1,0,31,33,0.0,0,0
1,James Harrison,1251,ED,PIT,1,1,4.0,0,0,25,67.4,72.5,77.4,70.1,65.7,77.3,0.0,0,0,24,26,8.3,2,4
1,Bart Scott,1303,LB,NYJ,1,0,0.3,0,0,22,51.2,63.5,74.3,72.3,67.4,31.0,20.0,1,0,25,25,16.0,4,4
1,Terrell Suggs,1326,ED,BLT,1,0,2.0,0,0,3,62.7,82.7,76.5,79.2,66.4,72.3,0.0,0,0,15,15,6.7,1,2
1,Marcus Trufant,1327,CB,SEA,1,0,0.0,0,0,29,51.8,52.0,77.8,,55.0,29.6,0.0,0,0,26,26,3.8,1,1
1,Jimmy Kennedy,1328,DI,NYG,1,0,,0,0,21,,68.0,71.7,58.0,66.5,,,0,0,6,6,0.0,0,0
1,Troy Polamalu,1332,S,PIT,1,2,16.0,0,0,25,45.2,45.3,0.0,58.3,71.0,85.7,0.0,0,1,31,33,3.2,1,2
1,Calvin Pace,1334,ED,NYJ,1,0,2.5,0,0,22,42.9,57.3,77.2,58.0,69.5,72.4,0.0,0,0,23,23,4.3,1,2
1,Nick Barnett,1345,LB,BUF,1,0,3.0,0,0,4,57.1,47.8,75.2,59.9,43.4,28.1,66.7,2,0,14,14,7.1,1,1
1,Nnamdi Asomugha,1347,CB,PHI,1,0,,0,0,24,45.2,41.9,78.8,53.4,42.3,72.8,,0,1,25,25,0.0,0,0
