Week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
2,Kenny Hill,46637,QB,TEXAS A&M,1,-5.24,0,66,312,84.8,46,47,9.6,2.63,0,0,0.0,70.2,33,15,15.4,53,80.3,6,1,,70.7,87.6,77.8,90.2,,53.5,0,0,55,13.3,118.5,3.8,2,4,0,1,3,0,0.0,413,8.8,85.1,47,47,8.2,2.44,0,0,0.0,74.5,35,13,12.5,52,78.8,5,1,,70.6,85.3,77.8,87.2,,55.6,0,0,54,15.4,121.5,3.8,2,3,0,0,3,0,0.0,407,8.7,91.7,12,13,2.0,2.2,0,0,0.0,69.2,9,2,18.2,14,21.2,2,0,,66.2,74.6,71.2,77.7,,57.3,0,0,14,0.0,93.1,0.0,0,1,0,1,0,0,0.0,104,8.0,0,92.3,13,13,-2.5,1.42,0,0,0.0,84.6,11,0,8.3,13,19.7,1,0,,66.0,64.8,71.0,64.5,,,0,0,13,,98.1,0.0,0,0,0,0,0,0,0.0,98,7.5,-0.66
2,Connor Halliday,9724,QB,WASH STATE,1,30.77,0,59,341,85.4,48,51,9.8,2.3,1,3,5.7,70.6,36,12,12.2,56,94.9,5,0,,70.2,87.7,76.9,90.0,,50.5,0,1,59,25.0,127.1,5.4,3,2,0,2,5,1,1.7,510,10.0,85.7,49,52,8.9,2.26,1,3,5.5,69.2,36,12,14.3,57,96.6,6,0,,70.3,84.4,77.0,86.8,,50.5,0,1,61,25.0,120.4,5.3,3,2,0,2,5,1,1.6,456,8.8,100.0,2,2,14.5,1.75,0,0,0.0,100.0,2,0,0.0,2,3.4,0,0,,61.8,87.8,65.5,86.9,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,65,32.5,0,100.0,3,3,-3.0,1.13,0,0,0.0,66.7,2,0,33.3,3,5.1,1,0,,63.3,65.0,67.4,64.8,,,0,0,4,,72.9,0.0,0,0,0,0,0,0,0.0,11,3.7,23.73
2,Brandon Doughty,10857,QB,W KENTUCKY,1,-36.0,0,58,346,84.0,50,50,6.6,2.19,0,3,5.9,80.0,40,12,4.8,52,89.7,2,0,,39.6,92.0,78.1,92.3,,55.2,0,0,53,8.3,146.9,1.9,1,1,0,0,6,1,1.9,488,9.8,90.0,50,50,4.4,2.06,0,3,6.0,86.0,43,9,4.4,52,89.7,2,0,,39.1,90.3,78.1,90.7,,55.2,0,0,52,11.1,147.1,1.9,1,1,0,0,6,1,1.9,490,9.8,50.0,6,6,15.8,2.7,0,0,0.0,50.0,3,3,0.0,6,10.3,0,0,,64.6,91.1,69.1,90.9,,,0,0,7,0.0,95.8,0.0,0,0,0,0,0,0,0.0,77,12.8,0,100.0,6,6,-2.7,1.6,0,0,0.0,100.0,6,0,0.0,6,10.3,0,0,,64.2,66.3,68.6,66.1,,,0,0,6,,118.8,0.0,0,0,0,0,0,0,0.0,79,13.2,3.03
2,Andrew Hendrix,14711,QB,MIAMI OH,1,-8.89,0,58,221,57.5,40,49,12.5,2.49,0,4,7.5,46.9,23,20,0.0,57,98.3,0,0,,50.2,48.8,32.7,54.8,,48.2,1,1,61,20.0,80.9,7.0,4,4,0,8,3,4,6.6,327,6.7,59.5,37,45,11.3,2.41,0,4,8.3,48.9,22,18,0.0,50,86.2,0,0,,48.2,46.5,29.7,53.4,,46.3,1,1,53,16.7,77.3,6.0,3,2,0,7,2,3,5.7,312,6.9,50.0,4,5,19.3,2.89,0,0,0.0,40.0,2,2,0.0,8,13.8,0,0,,65.1,61.4,69.8,59.6,,61.8,0,0,9,50.0,87.5,12.5,1,2,0,1,1,1,11.1,10,2.0,0,100.0,1,1,-5.0,1.4,0,0,0.0,100.0,1,0,0.0,1,1.7,0,0,,60.3,56.9,63.6,57.7,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0,-4.93
2,Dane Evans,46560,QB,TULSA,1,6.49,0,57,320,70.2,47,51,9.1,2.51,0,1,1.8,56.9,29,21,12.1,55,96.5,4,1,,70.9,48.7,31.3,53.3,,41.9,0,2,61,4.8,94.0,1.8,1,3,0,4,4,6,9.8,425,8.3,69.2,39,42,8.2,2.44,0,1,2.1,57.1,24,15,11.1,45,78.9,3,1,,70.4,40.9,27.7,45.0,,43.0,0,2,50,6.7,77.2,2.2,1,2,0,3,2,6,12.0,317,7.5,80.0,10,11,10.8,2.78,0,0,0.0,63.6,7,6,12.5,12,21.1,1,0,,66.0,76.0,71.0,78.6,,57.3,0,0,13,0.0,140.2,0.0,0,1,0,1,2,0,0.0,120,10.9,0,100.0,2,2,-1.0,2.75,0,0,0.0,100.0,2,0,0.0,2,3.5,0,0,,61.8,62.8,65.5,62.6,,,0,0,2,,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0,3.36
2,Davis Webb,11842,QB,TEXAS TECH,1,-1.03,0,54,315,80.5,41,44,8.5,2.32,0,2,4.5,68.2,30,8,9.1,44,81.5,3,0,,69.7,80.3,77.6,79.3,,60.0,1,2,44,0.0,109.4,0.0,0,0,1,1,4,2,4.5,413,9.4,84.2,38,39,6.6,2.06,0,1,2.6,74.4,29,3,9.4,39,72.2,3,0,,69.4,67.1,77.3,66.0,,60.0,0,1,39,0.0,107.0,0.0,0,0,1,0,2,2,5.1,342,8.8,84.6,13,15,6.8,2.49,0,1,6.3,73.3,11,5,0.0,15,27.8,0,0,,66.5,92.2,71.6,91.9,,,1,1,16,0.0,109.2,0.0,0,0,0,1,2,0,0.0,123,8.2,0,100.0,10,10,-0.8,1.58,0,0,0.0,100.0,10,0,0.0,10,18.5,0,0,,65.6,71.7,70.4,71.3,,,0,0,11,,88.3,0.0,0,0,0,0,0,0,0.0,52,5.2,-0.57
2,Nick Arbuckle,16351,QB,GA STATE,1,-0.91,0,53,175,73.3,30,37,12.9,2.35,2,3,7.3,59.5,22,9,0.0,41,77.4,0,0,,69.8,81.9,77.3,77.7,,73.3,0,1,45,22.2,116.2,4.9,2,2,2,3,4,1,2.2,353,9.5,74.3,35,41,9.9,2.15,2,3,6.7,63.4,26,8,0.0,45,84.9,0,0,,70.0,83.4,77.5,79.3,,73.3,0,1,49,25.0,113.5,4.4,2,2,2,2,4,1,2.0,356,8.7,71.4,7,8,3.3,1.76,0,0,0.0,62.5,5,1,0.0,8,15.1,0,0,,64.9,57.0,69.5,56.9,,,0,1,8,0.0,44.3,0.0,0,0,0,1,0,0,0.0,57,7.1,0,75.0,12,12,-1.5,1.23,0,0,0.0,75.0,9,0,0.0,12,22.6,0,0,,65.8,64.3,70.7,64.0,,,0,1,12,,50.7,0.0,0,0,0,0,0,0,0.0,60,5.0,-1.55
2,Christian Hackenberg,10685,QB,PENN STATE,1,-12.86,0,52,266,70.0,40,41,12.8,3.08,0,2,4.7,63.4,26,20,7.1,46,88.5,2,0,,69.5,62.5,77.5,62.7,,57.4,0,2,48,10.0,86.6,4.3,2,3,0,1,1,2,4.2,432,10.5,76.9,39,40,10.1,2.77,0,1,2.4,70.0,28,15,6.7,43,82.7,2,0,,69.4,67.6,77.4,67.0,,60.6,0,1,45,6.7,98.6,2.3,1,2,0,1,1,1,2.2,387,9.7,57.1,7,7,14.6,3.6,0,1,14.3,57.1,4,5,0.0,9,17.3,0,0,,65.1,49.0,69.8,51.4,,57.3,0,1,9,20.0,50.6,11.1,1,1,0,0,0,1,11.1,68,9.7,0,100.0,6,6,-2.5,1.67,0,0,0.0,100.0,6,0,0.0,6,11.5,0,0,,64.2,66.3,68.6,66.0,,,0,0,6,,82.6,0.0,0,0,0,0,0,0,0.0,23,3.8,0.03
2,Grant Hedrick,12753,QB,BOISE ST,1,-7.31,0,52,120,85.3,34,37,6.9,2.75,1,1,2.6,73.0,27,17,6.9,43,82.7,2,0,,72.6,53.9,28.7,49.7,60.0,65.6,1,4,46,17.6,56.2,7.0,3,3,0,1,1,3,6.7,212,5.7,93.1,29,31,3.3,2.51,0,0,0.0,80.6,25,12,7.4,36,69.2,2,0,,72.5,62.8,25.8,58.6,60.0,67.8,1,2,38,25.0,74.3,8.3,3,2,0,1,1,1,2.6,177,5.7,78.6,14,15,8.1,2.58,1,1,6.7,73.3,11,5,0.0,16,30.8,0,0,,66.7,45.4,71.8,47.0,,57.3,0,2,17,0.0,47.5,0.0,0,1,0,0,0,2,12.5,86,5.7,0,100.0,9,9,-2.8,1.48,0,0,0.0,100.0,9,0,0.0,9,17.3,0,0,,65.1,67.7,69.8,67.4,,,0,0,9,,90.3,0.0,0,0,0,0,0,0,0.0,51,5.7,0.02
2,Blake Decker,16932,QB,UNLV,1,2.93,0,50,325,59.5,37,39,15.6,2.99,2,1,2.5,51.3,20,13,9.1,47,94.0,2,0,,70.4,58.4,77.0,60.9,,53.6,0,1,49,7.7,69.5,2.1,1,7,0,0,1,2,4.1,251,6.4,62.1,29,31,13.9,2.84,2,0,0.0,51.6,16,10,11.1,38,76.0,2,0,,69.8,55.9,76.4,57.4,,55.2,0,1,39,10.0,55.3,2.6,1,6,0,0,0,1,2.6,176,5.7,63.6,11,11,15.2,3.16,0,1,8.3,54.5,6,3,14.3,12,24.0,1,0,,66.0,66.4,71.0,68.8,,57.3,0,0,13,0.0,106.6,0.0,0,1,0,0,1,1,7.7,76,6.9,0,100.0,3,3,-2.7,1.67,0,0,0.0,66.7,2,0,33.3,3,6.0,1,0,,62.7,64.1,66.6,63.8,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,1,0.3,1.23
