Week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Cooper Kupp,11824,WR,LA,1,7.4,2,66.7,33.3,1,3,0,6.7,1,6,26,0,64.4,73.6,71.2,,72.8,0,0,0,21,0,0,53,0,14,96.2,51,71.7,38,95.3,21,1,28.3,15,110,42,3,7.9,2.16
1,Isaiah Likely,83955,TE,BLT,1,9.4,3,75,0,0,1,0,0,0,5,3,0,77.3,70.6,91.8,74.5,90,48.7,19,0,49,7.7,3,39,0,9,89.7,35,41,16,130.9,12,1,10.3,4,111,72,8,12.3,3.17
1,Tyreek Hill,10799,WR,MIA,1,11.6,5,58.3,50,1,2,0,0,0,4,17,0,75.6,70.8,80.2,,81.2,0,0,0,80,0,0,39,1,7,92.3,36,43.6,17,123.6,12,1,51.3,20,130,82,11.7,18.6,3.61
1,Courtland Sutton,48164,WR,DEN,1,13,0,36.4,0,0,1,0,20,1,2,10,0,42.1,67,55.4,,55.4,0,0,2,17,0,0,48,0,4,100,48,14.6,7,7.2,11,0,85.4,41,38,5,1.3,9.5,0.79
1,Wan'Dale Robinson,101735,WR,NYG,1,5.3,1,54.5,66.7,2,3,0,0,0,2,21,0,74.6,68.8,69.3,,73.8,0,0,1,15,0,0,38,1,6,97.4,37,86.8,33,26.3,11,0,13.2,5,44,10,1.7,7.3,1.19
1,Garrett Wilson,97405,WR,NYJ,1,9.5,1,54.5,33.3,1,3,0,0,0,3,22,0,74.6,68.8,69.3,,68.2,0,0,1,16,0,0,32,1,6,96.9,31,25,8,32.4,11,0,75,24,60,27,4.5,10,1.94
1,A.J. Brown,48327,WR,PHI,1,12.8,0,55.6,0,0,1,0,0,0,5,24,0,73.4,68,83.4,,81.3,0,0,1,67,0,0,40,0,5,97.5,39,32.5,13,97.9,9,1,67.5,27,119,62,12.4,23.8,3.05
1,Rashee Rice,97605,WR,KC,1,5.3,2,77.8,,0,0,1,0,0,5,16,0,75.6,69.5,80,,84.2,0,0,1,33,0,0,26,1,7,92.3,24,61.5,16,74.8,9,0,38.5,10,103,73,10.4,14.7,4.29
1,CeeDee Lamb,61570,WR,DAL,1,11.6,3,55.6,33.3,2,6,0,16.7,1,2,9,0,46.3,70.9,68.6,,67.2,0,0,0,34,0,0,30,0,5,96.7,29,66.7,20,76.6,9,0,33.3,10,61,31,6.2,12.2,2.1
1,Deebo Samuel,48274,WR,SF,1,9,1,55.6,0,0,2,0,0,0,3,28,0,73.4,73.7,71,,76.4,0,0,0,25,0,0,30,1,5,90,27,30,9,73.4,9,0,50,15,54,35,7,10.8,2
1,Trey McBride,75916,TE,ARZ,1,8.4,0,55.6,66.7,2,3,0,0,0,2,1,0,73.4,68,59.2,,61.2,41.2,14,0,8,0,0,34,0,5,100,34,55.9,19,62.3,9,0,2.9,1,30,4,0.8,6,0.88
1,Allen Lazard,48135,WR,NYJ,1,10.4,0,66.7,100,2,2,0,14.3,1,6,22,0,49.2,68.8,78.7,,76.8,0,0,0,36,0,0,32,0,6,96.9,31,25,8,138.4,9,2,75,24,89,30,5,14.8,2.87
1,Josh Reynolds,11872,WR,DEN,1,8.4,0,62.5,50,2,4,0,0,0,3,10,0,73.4,68,65.3,,67.3,0,0,0,25,0,0,43,0,5,100,43,20.9,9,77.6,8,0,79.1,34,45,10,2,9,1.05
1,Nico Collins,61441,WR,HST,1,16.3,0,75,100,2,2,0,14.3,1,6,13,0,49.2,68.8,82.7,,84.9,0,0,0,55,0,0,34,1,6,94.1,32,14.7,5,116.7,8,0,85.3,29,117,15,2.5,19.5,3.66
