Week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Antonio Gates,1609,TE,SD,1,9.0,0,57.1,,0,0,0,0.0,0,5,27,0,76.5,70.1,70.5,,71.9,26.5,13,1,15,0.0,0,49,0,8,95.9,47,55.1,27,42.0,14,0,18.4,9,74,20,2.5,9.3,1.57
1,Roddy White,2244,WR,ATL,1,6.9,0,61.5,,0,0,0,11.1,1,5,2,0,56.7,70.6,62.5,,62.0,0.0,0,0,14,0.0,0,56,0,8,92.9,52,17.9,10,72.9,13,0,82.1,46,61,21,2.6,7.6,1.17
1,Brandon Marshall,3064,WR,MIA,1,12.5,4,53.8,,0,0,0,12.5,1,6,17,0,52.1,69.5,78.2,,76.9,0.0,0,0,31,0.0,0,51,0,7,98.0,50,15.7,8,91.5,13,0,84.3,43,139,52,7.4,19.9,2.78
1,Wes Welker,2204,WR,NE,1,12.2,1,66.7,,0,0,0,11.1,1,4,19,0,56.7,70.6,75.6,,72.2,0.0,0,0,99,0.0,0,44,0,8,93.2,41,77.3,34,149.3,12,2,22.7,10,160,107,13.4,20.0,3.9
1,Mike Wallace,5007,WR,PIT,1,7.7,2,66.7,,0,0,0,11.1,1,7,25,0,54.5,70.1,80.7,,79.2,0.0,0,1,26,0.0,0,46,0,8,97.8,45,10.9,5,60.1,12,0,89.1,41,107,47,5.9,13.4,2.38
1,Steve Smith,837,WR,CAR,1,15.7,0,72.7,,0,0,0,0.0,0,5,5,0,76.5,70.1,84.5,,83.5,0.0,0,1,77,0.0,0,46,0,8,95.7,44,0.0,0,116.5,11,2,100.0,46,178,67,8.4,22.3,4.05
1,Reggie Bush,2947,HB,MIA,1,-0.5,1,90.0,,0,0,0,10.0,1,3,17,0,56.7,76.6,62.7,25.8,64.1,0.0,0,0,16,17.5,10,57,0,9,80.7,46,0.0,0,123.3,10,1,1.8,1,56,65,7.2,6.2,1.22
1,Hakeem Nicks,4952,WR,NYG,1,10.5,3,70.0,,0,0,0,0.0,0,5,21,0,75.6,69.5,78.3,,79.7,0.0,0,1,68,0.0,0,36,1,7,100.0,36,0.0,0,71.7,10,0,100.0,36,122,53,7.6,17.4,3.39
1,Santonio Holmes,2970,WR,NYJ,1,9.1,0,60.0,,0,0,0,0.0,0,3,22,0,74.6,68.8,63.1,,62.7,0.0,0,0,28,0.0,0,47,0,6,100.0,47,61.7,29,81.3,10,0,38.3,18,70,26,4.3,11.7,1.49
1,Reggie Wayne,800,WR,IND,1,13.8,0,70.0,,0,0,0,0.0,0,5,14,0,75.6,69.5,83.8,,81.1,0.0,0,0,36,0.0,0,35,0,7,97.1,34,11.4,4,137.9,10,1,88.6,31,106,31,4.4,15.1,3.12
1,Calvin Johnson,3618,WR,DET,1,17.6,1,60.0,,0,0,0,25.0,2,5,11,0,49.7,68.8,88.4,,84.7,0.0,0,0,36,0.0,0,33,0,6,97.0,32,9.1,3,128.3,10,2,90.9,30,88,37,6.2,14.7,2.75
1,DeSean Jackson,4363,WR,PHI,1,18.8,0,60.0,,0,0,0,25.0,2,5,24,0,29.8,68.8,67.8,,67.1,0.0,0,0,41,0.0,0,41,0,6,95.1,39,19.5,8,127.9,10,1,80.5,33,102,28,4.7,17.0,2.62
1,Brandon Lloyd,1436,WR,DEN,1,14.7,0,60.0,,0,0,0,0.0,0,5,10,1,74.6,20.6,67.0,,64.7,0.0,0,1,20,0.0,0,42,0,6,88.1,37,16.7,7,49.6,10,0,83.3,35,89,31,5.2,14.8,2.41
1,Plaxico Burress,586,WR,NYJ,1,14.8,0,44.4,,0,0,0,0.0,0,3,22,0,72.1,67.0,67.0,,66.2,0.0,0,0,26,0.0,0,43,0,4,100.0,43,2.3,1,109.5,9,1,97.7,42,72,12,3.0,18.0,1.67
1,Mike Tolbert,4740,HB,SD,1,-0.2,1,100.0,,0,0,0,0.0,0,5,27,0,77.3,76.3,65.7,28.1,87.4,0.0,0,0,19,26.5,9,34,0,9,70.6,24,0.0,0,133.1,9,2,0.0,0,58,61,6.8,6.4,2.42
1,Deion Branch,1072,WR,NE,1,7.1,1,77.8,,0,0,0,0.0,0,4,19,0,75.6,69.5,67.8,,69.2,0.0,0,0,24,0.0,0,44,1,7,90.9,40,6.8,3,109.7,9,0,93.2,41,93,39,5.6,13.3,2.33
1,Kenny Britt,4953,WR,TEN,1,19.6,3,55.6,,0,0,0,0.0,0,5,31,0,73.4,68.0,89.2,,87.1,0.0,0,1,80,0.0,0,38,0,5,97.4,37,2.6,1,100.5,9,2,97.4,37,136,84,16.8,27.2,3.68
1,Andre Johnson,1319,WR,HST,1,13.9,0,77.8,,0,0,0,12.5,1,5,13,0,52.1,69.5,75.5,,73.5,0.0,0,1,21,0.0,0,27,0,7,96.3,26,18.5,5,108.1,9,1,81.5,22,95,20,2.9,13.6,3.65
1,Jerome Simpson,4360,WR,CIN,1,12.9,0,44.4,,0,0,0,0.0,0,3,7,0,72.1,67.0,68.0,,67.3,0.0,0,0,20,0.0,0,32,0,4,90.6,29,3.1,1,59.5,9,0,96.9,31,44,9,2.3,11.0,1.52
1,Mike Thomas,5030,WR,JAX,1,3.7,1,88.9,,0,0,0,0.0,0,3,15,0,76.5,70.1,79.7,,79.5,0.0,0,0,26,0.0,0,26,0,8,100.0,26,53.8,14,92.1,9,0,46.2,12,55,35,4.4,6.9,2.12
1,Antonio Brown,5718,WR,PIT,1,16.6,0,22.2,,0,0,0,33.3,1,1,25,0,30.0,64.0,51.0,,51.3,0.0,0,0,15,0.0,0,40,0,2,97.5,39,12.5,5,39.6,9,0,87.5,35,14,3,1.5,7.0,0.36
1,Earnest Graham,1613,HB,TB,1,0.3,1,88.9,,0,0,0,0.0,0,3,30,0,76.5,22.4,58.6,75.9,75.7,0.0,0,0,16,10.3,4,39,0,8,87.2,34,0.0,0,93.5,9,0,0.0,0,58,59,7.4,7.3,1.71
1,Marques Colston,3197,WR,NO,1,11.1,0,66.7,,0,0,0,0.0,0,4,20,1,74.6,17.2,59.4,,61.2,0.0,0,0,23,0.0,0,51,1,6,94.1,48,62.7,32,95.1,9,0,37.3,19,81,18,3.0,13.5,1.69
1,Mike Williams,5625,WR,TB,1,17.4,0,44.4,,0,0,1,0.0,0,4,30,0,72.1,67.0,71.1,,72.2,0.0,0,0,18,0.0,0,53,1,4,98.1,52,11.3,6,99.3,9,1,88.7,47,50,2,0.5,12.5,0.96
1,Aaron Hernandez,5637,TE,NE,1,9.1,2,77.8,,0,0,0,0.0,0,5,19,0,76.5,70.1,90.8,33.1,91.3,31.0,13,0,30,9.5,4,42,0,7,85.7,36,23.8,10,151.4,9,1,31.0,13,103,35,5.0,14.7,2.86
1,Miles Austin,3211,WR,DAL,1,15.6,0,55.6,,0,0,0,0.0,0,4,9,0,74.6,68.8,71.7,,71.2,0.0,0,0,36,0.0,0,40,0,5,97.5,39,67.5,27,127.1,9,1,32.5,13,90,5,1.0,18.0,2.31
1,Greg Jennings,2997,WR,GB,1,9.8,2,87.5,,0,0,0,0.0,0,5,12,0,75.6,69.5,82.0,,79.3,0.0,0,0,22,0.0,0,38,0,7,100.0,38,18.4,7,152.6,8,1,81.6,31,89,21,3.0,12.7,2.34
1,Santana Moss,786,WR,WAS,1,13.8,0,75.0,,0,0,0,0.0,0,6,32,0,74.6,68.8,80.3,,79.4,0.0,0,0,22,0.0,0,34,0,6,100.0,34,38.2,13,104.2,8,0,61.8,21,76,28,4.7,12.7,2.24
1,Hines Ward,380,WR,PIT,1,11.4,0,62.5,,0,0,0,0.0,0,2,25,0,73.4,68.0,60.9,68.1,58.9,0.0,0,1,31,2.1,1,47,0,5,95.7,45,76.6,36,49.5,8,0,23.4,11,67,25,5.0,13.4,1.49
1,Jason Witten,1384,TE,DAL,1,9.4,0,75.0,,0,0,0,0.0,0,4,9,0,74.6,68.8,72.8,37.1,75.2,61.0,25,0,64,9.8,4,41,1,6,87.8,36,31.7,13,116.7,8,0,2.4,1,110,60,10.0,18.3,3.06
1,Jermaine Gresham,5546,TE,CIN,1,6.5,0,75.0,,0,0,0,14.3,1,3,7,0,49.2,68.8,71.4,73.2,68.6,83.3,25,0,22,16.7,5,30,0,6,73.3,22,3.3,1,134.4,8,1,13.3,4,58,19,3.2,9.7,2.64
1,Kellen Winslow,1727,TE,TB,1,8.3,0,75.0,,0,0,0,14.3,1,4,30,0,49.2,68.8,63.6,68.2,63.8,56.8,25,0,22,2.3,1,44,0,6,95.5,42,36.4,16,99.0,8,0,6.8,3,66,24,4.0,11.0,1.57
1,Devery Henderson,1771,WR,NO,1,16.1,2,75.0,,0,0,0,0.0,0,5,20,1,74.6,68.8,77.4,,74.8,0.0,0,0,29,0.0,0,41,0,6,95.1,39,24.4,10,156.3,8,1,75.6,31,100,24,4.0,16.7,2.56
1,Jordy Nelson,4350,WR,GB,1,11.6,2,75.0,,0,0,0,0.0,0,3,12,0,74.6,68.8,86.6,,84.3,0.0,0,0,36,0.0,0,19,0,6,100.0,19,15.8,3,144.3,8,1,84.2,16,77,32,5.3,12.8,4.05
