Week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
1,Julius Peppers,1010,ED,GB,1,2,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,17,0,0,0,0,0,0,0.0,
1,James Harrison,1251,ED,PIT,1,7,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,100.0,30.0,6.0,6.0,0,0,0.0,65.4,0,9,0.0,0,0,104.2,1,6,85.7,20,1,1,1,0,9,4,1.5,9.0
1,Terence Newman,1321,CB,MIN,1,43,0,18,0,15.5,50.0,100.0,9.0,4.5,0,0,0.0,36.1,0,12,0.0,0,0,68.8,1,9,20.9,9,0,1,2,0,12,0,1.3,12.0,0,0,12.1,57.1,100.0,7.3,4.1,0,0,0.0,62.1,0,11,0.0,0,0,69.9,4,30,69.8,30,0,6,7,0,34,0,1.2,8.5
1,Robert Mathis,1447,ED,IND,1,2,0,14,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,12,0,0,0,0,0,0,0.0,,0,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,17,0,0,0,0,0,0,0.0,
1,DeAngelo Hall,1729,S,WAS,1,37,0,32,0,,,90.0,,,0,0,,63.1,0,,0.0,0,0,0.0,0,9,24.3,10,0,1,0,0,0,0,0.0,,0,0,4.0,100.0,100.0,25.0,25.0,0,0,0.0,55.3,0,4,0.0,0,0,83.3,1,25,67.6,25,0,1,1,0,4,0,0.2,4.0
1,Karlos Dansby,1754,LB,CIN,1,36,0,7,0,,,62.5,,,0,0,,62.7,0,,,0,0,0.0,0,5,13.9,8,0,0,0,0,0,0,0.0,,0,0,1.4,100.0,93.1,4.6,4.6,0,0,0.0,46.9,0,24,0.0,0,0,118.8,5,27,75.0,29,1,3,5,0,73,66,3.2,14.6
1,Daryl Smith,1760,LB,TB,1,13,0,30,0,,,50.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,15.4,4,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,90.9,5.0,5.0,0,0,0.0,29.8,0,21,,0,0,118.8,2,10,76.9,11,0,0,2,0,37,39,3.7,18.5
1,Mike Adams,1972,S,IND,1,41,0,14,0,,,93.3,,,0,0,,63.0,0,,,0,0,0.0,0,14,34.1,15,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,100.0,23.0,23.0,0,0,0.0,67.2,0,3,0.0,0,0,79.2,1,24,58.5,24,0,3,1,0,3,4,0.1,3.0
1,Adam Jones,2223,CB,CIN,1,41,0,7,0,8.0,100.0,100.0,8.0,8.0,0,0,0.0,54.6,0,10,0.0,0,0,108.3,1,8,19.5,8,0,1,1,0,10,2,1.3,10.0,0,0,10.0,100.0,100.0,11.5,11.5,0,0,0.0,70.2,0,18,0.0,0,0,110.4,2,28,68.3,28,1,3,2,0,21,1,0.9,10.5
1,DeMarcus Ware,2228,ED,DEN,1,1,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,1,0,0,0,0,0,,,0,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,8,0,0,0,0,0,0,0.0,
1,Thomas Davis Sr.,2231,LB,CAR,1,20,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,3.6,100.0,70.8,3.4,3.4,0,0,0.0,48.0,1,25,0.0,0,0,109.2,5,17,85.0,24,1,3,5,1,51,33,3.0,10.2
1,Derrick Johnson,2232,LB,KC,1,37,0,16,0,,,91.7,,,0,0,,60.8,0,,100.0,1,0,0.0,0,11,29.7,12,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,89.3,7.7,7.7,0,0,0.0,54.9,0,12,50.0,1,0,100.0,3,25,67.6,28,0,1,3,0,24,24,1.0,8.0
1,Trent Cole,2363,ED,IND,1,1,0,14,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
1,Lorenzo Alexander,2476,ED,BUF,1,7,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,-8.0,100.0,35.3,6.0,6.0,0,0,0.0,64.3,0,0,,0,0,79.2,1,6,85.7,17,0,0,1,0,0,8,0.0,0.0
