Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Calais Campbell,4364,DI,BLT,1,1,0,,0,0,3,0,0,,87.1,78.8,80.5,72.1,28.4,1,3,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,60,60,21,20,5,14,0,0,46,14,0,0,1,0,0,4,0,0,0,
1,Malcolm Jenkins,4937,S,NO,1,0,0,66.7,0,0,20,0,0,59.3,59.4,76.5,56.1,61.4,77.5,0,0,0,0,3,0.0,0,0,1,70.1,2,0,0,11,2,34,48,4,0,0,4,0,20,44,2,12,11,2,3,0,3,0,0,5,11,2.5
1,Jason McCourty,5127,S,MIA,1,1,0,75.0,0,0,17,0,0,73.6,72.8,75.2,56.1,59.6,64.4,0,0,0,0,25,16.7,1,1,0,99.0,3,0,0,24,2,40,74,3,0,0,3,0,42,71,3,31,3,2,4,0,4,0,0,33,5,11.0
1,Steve McLendon,5232,DI,TB,1,0,0,,0,0,30,0,0,,51.6,75.6,52.9,55.5,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,1,22,0,4,0,0,19,8,0,1,1,0,0,0,0,0,0,
1,Ndamukong Suh,5527,DI,TB,1,0,0,,0,0,30,0,0,60.0,51.7,2.2,57.8,58.9,67.4,1,2,0,0,,0.0,0,0,1,0.0,0,0,0,1,0,1,53,52,0,30,8,14,0,1,46,6,0,1,1,0,0,3,0,0,0,
1,Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,0,0,,48.2,73.2,55.2,53.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,
1,Joe Haden,5532,CB,PIT,1,0,0,75.0,0,1,25,0,0,88.6,85.2,79.2,,52.3,61.1,0,0,0,0,37,16.7,1,0,0,108.3,3,0,0,1,79,62,85,2,0,0,2,0,0,83,0,23,3,2,5,1,4,0,0,42,13,14.0
1,Tyson Alualu,5535,DI,PIT,1,2,0,,0,0,25,0,0,,57.2,78.5,56.5,58.1,71.9,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,53,53,5,38,1,9,0,0,38,15,0,1,3,0,0,1,0,0,0,
1,Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,0,0,,73.0,78.1,66.1,69.0,69.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,0,0,22,13,0,0,23,12,0,1,2,1,0,2,0,0,0,
1,Jason Pierre-Paul,5540,ED,TB,1,2,0,100.0,0,0,30,0,0,80.5,65.2,80.8,51.7,69.3,79.2,1,2,0,0,6,0.0,0,0,0,81.9,3,0,0,2,0,7,77,72,0,4,62,6,0,5,56,14,3,2,5,0,3,3,0,11,11,3.7
