Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Junior Seau,10,LB,NE,1,3,0,100.0,0,0,19,0,0,55.8,67.3,76.9,60.0,71.0,57.0,0,0,0,0,11,11.1,1,0,0,97.9,2,0,0,39,0,15,39,0,0,0,0,0,0,39,1,23,0,2,5,1,2,0,0,15,5,7.5
1,Ted Washington,13,DI,CLV,1,0,0,,0,0,8,0,0,,47.6,76.4,54.1,49.3,72.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,43,1,0,0,0,0,15,29,0,1,4,1,0,0,0,0,0,
1,Keith Traylor,15,DI,MIA,1,2,0,,0,0,17,0,0,50.9,90.2,76.2,65.0,92.1,28.5,0,0,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,1,28,28,20,8,0,0,0,0,8,19,0,3,2,2,0,1,0,0,0,
1,Troy Vincent,21,S,BUF,1,0,0,,0,0,4,0,0,61.7,52.0,71.7,,53.4,27.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,1,0,6,11,0,0,0,0,0,10,11,0,5,0,0,1,0,0,0,0,0,0,
1,Michael Strahan,40,ED,NYG,1,2,0,100.0,0,0,21,0,0,58.2,59.3,81.4,47.7,79.3,50.8,0,3,0,0,2,14.3,1,0,0,118.8,1,0,0,0,0,1,66,66,0,0,51,15,0,0,42,23,0,4,4,2,1,3,1,2,0,2.0
1,John Lynch,46,S,DEN,1,2,0,100.0,0,0,10,0,0,60.5,65.7,73.9,59.1,70.5,57.0,0,0,0,0,7,14.3,1,0,0,91.7,2,0,0,17,0,35,66,4,0,0,4,0,42,62,3,28,3,1,4,0,2,0,0,12,1,6.0
1,Dan Wilkinson,69,DI,MIA,1,1,0,,0,0,17,0,0,,71.0,76.5,72.5,63.8,67.3,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,25,6,0,1,0,0,11,21,0,0,0,0,0,4,0,0,0,
1,Willie McGinest,71,ED,CLV,1,1,0,0.0,0,0,8,0,0,67.4,55.0,81.3,50.6,51.7,32.2,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,0,0,12,69,58,0,0,58,0,0,11,18,39,11,3,3,0,1,0,0,0,0,
1,Bryant Young,73,DI,SF,1,0,0,,0,0,28,0,0,60.0,76.8,78.8,66.4,69.4,69.5,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,55,55,2,41,2,10,0,0,34,21,0,3,2,0,0,3,0,0,0,
1,Sam Adams,74,DI,CIN,1,0,0,,0,0,7,0,0,,59.5,75.8,55.0,61.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,6,16,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,
