Week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Javon Walker,1027,WR,DEN,1,9.6,2,60.0,,0,0,0,18.2,2,6,10,0,38.7,70.6,72.7,,72.6,0.0,0,0,21,0.0,0,38,0,9,94.7,36,42.1,16,85.1,15,0,57.9,22,119,33,3.7,13.2,3.31
1,Steve Smith,837,WR,CAR,1,12.6,0,58.3,,0,0,0,22.2,2,3,5,0,32.6,70.3,73.1,,74.7,0.0,0,0,68,0.0,0,29,0,7,96.6,28,10.3,3,119.4,12,1,89.7,26,118,45,6.4,16.9,4.21
1,T.J. Houshmandzadeh,921,WR,CIN,1,6.1,2,75.0,,0,0,0,10.0,1,4,7,0,56.7,70.6,66.1,,65.9,0.0,0,0,12,0.0,0,36,0,9,91.7,33,30.6,11,109.7,12,1,69.4,25,50,19,2.1,5.6,1.52
1,Antonio Gates,1609,TE,SD,1,10.1,0,75.0,,0,0,0,10.0,1,5,27,0,56.7,70.6,79.6,69.7,78.7,35.1,13,1,19,2.7,1,37,0,9,94.6,35,43.2,16,94.8,12,1,18.9,7,107,39,4.3,11.9,3.06
1,Plaxico Burress,586,WR,NYG,1,18.7,0,66.7,,0,0,0,0.0,0,6,21,0,76.5,70.1,85.0,,83.9,0.0,0,1,60,0.0,0,47,0,8,97.9,46,8.5,4,112.5,12,3,91.5,43,144,26,3.3,18.0,3.13
1,Ronald Curry,1199,WR,OAK,1,9.4,1,83.3,,0,0,0,0.0,0,8,23,0,78.0,71.1,90.0,69.7,88.7,0.0,0,1,42,2.6,1,39,0,10,94.9,37,25.6,10,105.9,12,1,71.8,28,133,41,4.1,13.3,3.59
1,Donald Driver,533,WR,GB,1,9.5,0,54.5,,0,0,0,25.0,2,3,12,0,28.0,68.8,51.6,,52.5,0.0,0,0,22,0.0,0,45,1,6,97.8,44,86.7,39,72.5,11,0,13.3,6,66,23,3.8,11.0,1.5
1,Amani Toomer,169,WR,NYG,1,11.2,0,81.8,,0,0,0,10.0,1,5,21,0,57.0,70.6,69.9,,70.0,0.0,0,0,21,0.0,0,47,1,9,97.9,46,68.1,32,101.1,11,0,31.9,15,91,17,1.9,10.1,1.98
1,Reggie Wayne,800,WR,IND,1,17.4,0,63.6,,0,0,0,0.0,0,5,14,1,75.6,17.7,82.5,,80.6,0.0,0,0,45,0.0,0,29,0,7,100.0,29,10.3,3,139.8,11,2,89.7,26,119,11,1.6,17.0,4.1
1,Andre Johnson,1319,WR,HST,1,13.0,2,70.0,,0,0,0,0.0,0,4,13,1,75.6,17.7,80.6,,79.8,0.0,0,1,77,0.0,0,25,0,7,92.0,23,36.0,9,106.3,10,1,64.0,16,142,52,7.4,20.3,6.17
1,Lamont Jordan,819,HB,OAK,1,0.1,2,90.0,,0,0,0,10.0,1,6,23,0,58.5,77.3,69.9,81.6,72.0,0.0,0,0,14,21.4,9,42,0,9,73.8,31,0.0,0,103.7,10,0,2.4,1,89,91,10.1,9.9,2.87
1,Brian Westbrook,1094,HB,PHI,1,-0.4,2,60.0,,0,0,0,25.0,2,1,24,0,29.7,78.0,61.3,73.1,43.9,0.0,0,1,16,2.4,1,41,0,6,90.2,37,9.8,4,31.7,10,0,4.9,2,46,58,9.7,7.7,1.24
1,LaDainian Tomlinson,777,HB,SD,1,-0.1,1,70.0,,0,0,0,12.5,1,3,27,0,52.5,77.8,63.5,83.8,61.2,0.0,0,0,20,19.4,7,36,0,7,75.0,27,0.0,0,81.7,10,0,5.6,2,51,56,8.0,7.3,1.89
1,Chris Chambers,821,WR,MIA,1,14.7,0,60.0,,0,0,0,14.3,1,5,17,0,49.2,68.8,75.6,,74.1,0.0,0,0,28,0.0,0,41,1,6,95.1,39,4.9,2,90.4,10,0,95.1,39,92,21,3.5,15.3,2.36
1,Derrick Mason,271,WR,BLT,1,11.4,0,70.0,,0,0,0,0.0,0,5,3,0,75.6,69.5,72.1,,71.3,0.0,0,1,15,0.0,0,41,0,7,92.7,38,39.0,16,52.5,10,0,61.0,25,76,8,1.1,10.9,2.0
1,Jerricho Cotchery,1829,WR,NYJ,1,5.8,1,66.7,,0,0,0,0.0,0,3,22,0,74.6,68.8,75.1,,74.0,0.0,0,0,11,0.0,0,25,0,6,100.0,25,48.0,12,84.0,9,0,44.0,11,57,24,4.0,9.5,2.28
1,Kellen Winslow,1727,TE,CLV,1,14.9,0,44.4,,0,0,0,20.0,1,4,8,0,41.6,67.0,72.5,69.8,76.0,35.7,15,0,30,2.4,1,42,2,4,95.2,40,45.2,19,77.5,9,0,19.0,8,83,16,4.0,20.8,2.08
1,Randy Moss,342,WR,NE,1,16.7,0,100.0,,0,0,0,0.0,0,8,19,0,77.3,70.6,95.2,,94.5,0.0,0,0,51,0.0,0,21,0,9,100.0,21,4.8,1,155.8,9,1,95.2,20,183,33,3.7,20.3,8.71
1,Braylon Edwards,2220,WR,CLV,1,12.7,0,33.3,,0,0,0,0.0,0,2,8,1,70.5,14.2,56.0,,55.9,0.0,0,1,21,0.0,0,46,0,3,95.7,44,17.4,8,13.0,9,0,82.6,38,49,6,2.0,16.3,1.11
1,Eric Johnson,929,TE,NO,1,3.4,3,88.9,,0,0,0,11.1,1,2,20,1,54.5,18.5,56.6,72.6,54.2,24.4,10,0,9,14.6,6,41,0,8,82.9,34,70.7,29,93.1,9,0,0.0,0,57,31,3.9,7.1,1.68
1,Torry Holt,441,WR,SL,1,8.9,1,88.9,,0,0,0,0.0,0,5,26,0,76.5,70.1,69.9,,71.1,0.0,0,0,18,0.0,0,44,1,8,95.5,42,13.6,6,137.5,9,1,86.4,38,73,7,0.9,9.1,1.74
1,Terrell Owens,188,WR,DAL,1,16.3,1,37.5,,0,0,0,0.0,0,3,9,0,70.5,65.8,80.9,,81.2,0.0,0,1,47,0.0,0,30,1,3,90.0,27,26.7,8,78.6,8,2,73.3,22,87,27,9.0,29.0,3.22
1,Demetrius Williams,3056,WR,BLT,1,15.0,1,37.5,,0,0,0,0.0,0,3,3,0,70.5,65.8,68.2,,66.0,0.0,0,0,21,0.0,0,41,0,3,92.7,38,17.1,7,62.0,8,0,82.9,34,55,5,1.7,18.3,1.45
1,Larry Johnson,1343,HB,KC,1,-1.1,2,87.5,,0,0,0,0.0,0,1,16,0,75.6,75.2,71.6,,69.4,0.0,0,1,14,0.0,0,25,0,7,100.0,25,4.0,1,50.0,8,0,0.0,0,44,53,7.6,6.3,1.76
1,Wes Welker,2204,WR,NE,1,1.9,1,75.0,,0,0,0,14.3,1,3,19,0,49.2,68.8,78.8,,74.9,0.0,0,0,13,0.0,0,17,0,6,100.0,17,88.2,15,135.9,8,1,11.8,2,61,54,9.0,10.2,3.59
1,Isaac Bruce,80,WR,SL,1,13.3,0,37.5,,0,0,0,0.0,0,1,26,0,70.5,65.8,55.4,,55.2,0.0,0,0,15,0.0,0,45,0,3,95.6,43,0.0,0,45.8,8,0,100.0,45,20,7,2.3,6.7,0.47
1,Bernard Berrian,1799,WR,CHI,1,16.6,0,62.5,,0,0,0,0.0,0,5,6,0,73.4,68.0,81.7,,80.9,0.0,0,1,21,0.0,0,26,0,5,100.0,26,0.0,0,57.8,8,0,100.0,26,83,7,1.4,16.6,3.19
