Week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Chester Taylor,1182,HB,MIN,1,31,4,0,0.0,0,0,87,0,0,4,61,23.1,1,4,18,0,5,80.2,54.9,74.6,,82.3,57.0,54.4,60.0,10,0,43,3,12,33,0,0,3,34,1,87,61,1.97,2.8,3.58,26
1,LaDainian Tomlinson,777,HB,SD,1,31,1,1,44.3,58,0,131,0,0,1,100,9.5,2,5,27,0,17,80.0,50.3,73.2,,77.9,76.1,49.0,60.0,58,0,18,3,7,35,0,0,3,34,1,131,100,3.23,4.2,2.57,12
1,Willie Parker,2142,HB,PIT,1,29,4,1,27.8,32,0,115,0,2,4,95,61.4,2,4,25,0,23,79.6,71.6,73.3,,48.9,79.9,68.7,60.0,32,0,13,3,11,30,0,0,4,32,0,115,95,3.28,4.0,1.18,6
1,Warrick Dunn,236,HB,ATL,1,29,2,3,48.5,64,0,132,0,0,2,58,13.3,4,7,2,0,2,80.1,57.0,73.9,,22.4,65.9,59.0,59.1,25,0,10,1,11,34,0,0,1,30,0,132,58,2.0,4.6,0.91,25
1,Rudi Johnson,857,HB,CIN,1,28,2,2,39.6,38,0,96,0,0,2,62,15.3,2,5,7,0,14,79.4,50.8,73.9,,75.1,58.3,51.5,59.8,22,0,7,1,8,33,0,0,1,29,1,96,62,2.21,3.4,0.88,10
1,Edgerrin James,439,HB,ARZ,1,26,2,0,0.0,0,0,73,0,0,2,50,13.7,1,5,1,0,9,79.6,55.0,76.2,,71.2,57.6,54.4,60.0,10,0,7,2,26,30,0,0,3,28,1,73,50,1.92,2.8,0.27,15
1,Steven Jackson,1745,HB,SL,1,22,10,2,47.1,57,0,121,1,3,10,75,170.5,4,6,26,0,10,78.2,72.9,75.7,,58.4,47.0,78.5,58.1,37,0,19,4,25,25,0,0,5,26,0,121,75,3.41,5.5,0.76,11
1,Deuce McAllister,793,HB,NO,1,22,2,1,18.9,17,0,90,0,0,2,52,21.5,1,3,20,1,8,26.2,45.3,74.5,,36.7,53.2,48.6,58.5,17,0,0,0,12,26,0,0,0,22,0,90,52,2.36,4.1,0.0,10
1,Fred Taylor,333,HB,JAX,1,21,4,0,0.0,0,0,74,0,0,4,52,36.7,1,4,15,0,8,78.5,72.2,73.4,,55.9,82.1,68.7,60.0,10,0,41,6,21,24,0,0,6,27,1,74,52,2.48,3.5,1.95,9
1,Thomas Jones,585,HB,CHI,1,21,1,1,27.0,17,0,63,0,0,1,31,6.7,2,2,6,0,8,77.7,53.3,73.8,60.2,58.0,57.4,53.4,60.0,17,0,0,1,11,24,0,0,1,22,0,63,31,1.48,3.0,0.0,12
1,Willis McGahee,1339,HB,BUF,1,20,3,1,21.4,15,0,70,0,3,3,35,47.7,3,3,4,0,6,77.7,54.2,73.9,,50.5,74.0,52.4,60.0,15,0,24,2,11,22,0,0,2,22,0,70,35,1.75,3.5,2.18,12
1,Ahman Green,374,HB,GB,1,20,1,0,0.0,0,0,110,0,0,1,34,7.4,5,6,12,0,8,77.6,70.9,76.0,,85.7,61.0,69.1,60.0,14,0,22,3,17,21,0,0,3,23,0,110,34,1.7,5.5,1.29,11
1,Shaun Alexander,597,HB,SEA,1,19,1,0,0.0,0,0,53,0,0,1,37,9.3,1,4,29,2,5,19.1,36.1,73.8,,70.7,29.6,42.8,,14,0,1,2,18,20,0,0,2,21,0,53,37,1.95,2.8,0.06,13
1,Derrick Blaylock,889,HB,NYJ,1,19,5,0,0.0,0,0,36,0,0,5,41,51.4,0,0,22,0,13,77.4,52.7,75.5,,71.5,52.8,52.7,58.8,6,0,10,2,26,23,0,0,2,21,0,36,41,2.16,1.9,0.38,3
1,Jamal Lewis,583,HB,BLT,1,18,1,1,33.8,27,0,80,0,0,1,52,16.0,2,4,3,0,4,76.5,61.1,71.8,,77.3,54.6,60.9,60.0,27,0,0,0,8,19,0,0,0,18,1,80,52,2.89,4.4,0.0,13
1,Tiki Barber,245,HB,NYG,1,18,3,1,20.0,22,0,110,0,0,3,63,45.7,4,5,21,0,6,77.3,69.5,75.3,,83.8,85.3,61.7,60.0,22,0,61,5,21,20,0,0,5,23,0,110,63,3.5,6.1,2.9,8
1,Laurence Maroney,2966,HB,NE,1,17,5,2,57.0,49,0,86,1,0,5,56,96.9,2,4,19,0,9,76.2,61.6,72.4,,,27.5,67.8,59.2,27,0,0,0,7,20,0,0,1,17,0,86,56,3.29,5.1,0.0,5
1,Julius Jones,1764,HB,DAL,1,17,3,2,55.6,40,0,72,0,0,3,42,41.2,2,2,9,0,9,76.4,58.6,72.7,,74.0,78.4,53.5,,23,0,39,1,11,17,0,0,2,18,1,72,42,2.47,4.2,3.55,8
1,Brian Westbrook,1094,HB,PHI,1,17,2,1,23.9,17,0,71,1,0,2,19,10.6,2,3,24,0,4,76.6,55.4,75.8,,81.5,57.7,53.1,60.0,17,1,61,4,29,17,0,0,6,21,0,71,19,1.12,4.2,2.1,5
1,Larry Johnson,1343,HB,KC,1,17,3,2,50.0,34,0,68,0,2,3,41,54.8,2,3,16,0,6,77.1,66.4,79.9,,86.3,71.1,59.7,74.9,18,0,80,5,38,20,0,0,5,22,0,68,41,2.41,4.0,2.11,8
1,Corey Dillon,249,HB,NE,1,16,1,0,0.0,0,0,73,0,0,1,40,13.9,1,4,19,0,9,76.6,64.4,71.5,,,71.5,62.3,60.0,11,0,22,2,9,18,0,0,2,18,0,73,40,2.5,4.6,2.44,4
1,Dominic Rhodes,979,HB,IND,1,16,3,0,0.0,0,0,29,0,0,3,32,31.6,0,3,14,0,6,76.4,66.9,74.3,,74.9,68.4,64.1,,7,0,14,3,17,16,0,0,3,19,1,29,32,2.0,1.8,0.82,10
1,Chris Brown,1407,HB,TEN,1,16,4,0,0.0,0,0,64,1,0,4,32,47.1,0,3,31,0,1,76.0,51.7,74.8,,86.4,31.7,52.5,,9,0,4,1,14,16,0,0,2,17,0,64,32,2.0,4.0,0.29,14
1,Frank Gore,2282,HB,SF,1,16,2,1,39.5,32,0,81,0,3,2,59,83.8,2,5,28,0,10,76.9,67.6,0.0,,40.0,89.6,66.7,,32,1,83,6,12,16,0,0,9,22,2,81,59,3.69,5.1,6.92,4
