Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
0,K.J. Carta-Samuels,46525,QB,COLO STATE,1,74.5,47,51,12.8,2.81,1,3,5.2,66.7,34,0,19,2.9,55,1,25,144,71.0,81.8,85.3,51.0,0,1,62,0,0.0,126.0,0.0,0,4,1,2,5,0,0.0,537,10.5
0,Cole McDonald,38584,QB,HAWAII,1,72.2,36,37,10.1,2.51,0,2,5.1,70.3,26,0,8,0.0,42,0,21,180,72.3,73.4,74.5,66.0,0,0,44,2,12.5,134.7,2.4,1,4,0,1,3,1,2.3,418,11.3
0,Matt Romero,75889,QB,NEW MEX ST,1,76.9,26,28,8.2,2.71,1,2,7.1,57.1,16,0,10,20.0,32,4,5,242,69.4,65.0,68.7,51.2,0,0,32,1,30.0,82.4,9.4,3,1,0,1,1,1,3.1,140,5.0
0,Tyler Vander Waal,60615,QB,WYOMING,1,73.7,19,21,5.9,2.48,0,0,0.0,61.9,13,0,5,7.1,21,1,8,351,68.0,61.6,60.0,55.8,0,0,22,0,0.0,80.9,0.0,0,0,0,2,0,0,0.0,137,6.5
0,Andrew Ford,27063,QB,UMASS,1,87.5,16,19,9.2,2.97,1,3,15.0,68.4,13,0,7,7.1,22,1,9,216,67.5,91.4,91.8,60.5,0,0,23,0,14.3,135.0,4.5,1,2,0,2,2,0,0.0,186,9.8
0,Shawn Stankavage,26668,QB,RICE,1,53.8,13,15,6.1,2.76,1,0,0.0,46.7,7,0,3,0.0,17,0,3,275,68.9,46.1,43.7,64.8,0,0,17,2,33.3,53.5,5.9,1,1,0,1,0,0,0.0,43,2.9
0,Ross Comis,46584,QB,UMASS,1,87.5,8,9,9.4,3.0,0,1,11.1,66.7,6,0,3,14.3,11,1,5,216,18.5,78.7,88.7,51.6,0,0,11,0,0.0,145.4,0.0,0,2,0,1,2,1,9.1,104,11.6
0,Jackson Tyner,36073,QB,RICE,1,62.5,8,9,9.1,2.04,0,1,10.0,55.6,5,0,3,0.0,9,0,2,275,65.4,68.3,67.7,,0,0,10,0,0.0,68.8,0.0,0,0,0,1,0,0,0.0,44,4.9
0,Nick Jeanty,26496,QB,NEW MEX ST,1,33.3,6,6,14.7,2.13,0,0,0.0,33.3,2,0,3,0.0,6,0,0,242,64.2,27.4,27.6,,0,0,6,0,0.0,42.4,0.0,0,0,0,0,0,2,33.3,4,0.7
0,Nick Smith,30748,QB,WYOMING,1,0.0,1,1,2.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,351,63.7,55.0,55.3,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
1,Reid Herring,46557,QB,E CAROLINA,1,61.3,62,65,9.3,2.19,1,0,0.0,56.9,37,0,22,2.6,66,1,18,156,71.7,54.5,52.2,67.2,1,2,71,0,4.5,66.8,1.5,1,0,0,1,2,1,1.4,309,4.8
1,Matt Romero,75889,QB,NEW MEX ST,1,67.3,55,58,8.4,2.54,1,1,1.6,50.0,29,0,23,21.6,67,8,10,242,72.3,57.8,60.7,52.0,0,1,73,0,21.7,59.1,7.5,5,4,0,2,1,2,2.7,233,4.0
1,Gardner Minshew,41401,QB,WASH STATE,1,81.1,53,57,5.4,2.33,1,2,3.3,66.7,38,0,19,11.6,57,5,17,341,70.6,81.0,79.1,63.3,1,1,60,0,0.0,91.3,0.0,0,0,0,2,3,1,1.7,320,5.6
1,Caleb Evans,41292,QB,LA MONROE,1,79.6,49,53,6.7,2.14,1,0,0.0,66.0,35,0,10,10.3,53,4,16,209,50.2,58.8,57.1,60.9,1,1,56,0,0.0,89.0,0.0,0,0,0,2,2,3,5.4,346,6.5
1,Sam Hartman,77618,QB,WAKE,1,65.3,49,51,10.4,2.87,0,1,1.9,60.8,31,0,9,3.1,57,1,21,339,72.4,87.9,89.1,63.5,0,2,60,0,11.1,80.8,1.8,1,5,0,2,2,1,1.7,383,7.5
1,Mason Fine,46629,QB,N TEXAS,1,89.6,48,50,8.1,2.25,1,4,7.3,80.0,40,0,12,7.0,52,3,27,251,71.1,81.2,85.1,51.1,0,0,57,1,16.7,123.7,3.8,2,0,0,1,3,1,1.8,444,8.9
1,Alan Bowman,77679,QB,TEXAS TECH,1,69.8,43,49,8.2,2.61,0,1,2.0,59.2,29,0,18,3.3,50,1,17,315,70.9,74.1,73.2,62.1,0,0,52,0,0.0,81.4,0.0,0,1,0,6,1,0,0.0,273,5.6
