Team,Year,Week,Opp,Location
LV,2020,9,LAC,Away
BLT,2020,9,IND,Away
LAC,2020,9,LV,Home
SEA,2020,9,BUF,Away
TB,2020,9,NO,Home
WAS,2020,9,NYG,Home
NE,2020,9,NYJ,Away
NYJ,2020,9,NE,Home
IND,2020,10,TEN,Away
TEN,2020,10,IND,Home
BUF,2020,10,ARZ,Away
CAR,2020,10,TB,Home
CIN,2020,10,PIT,Away
CLV,2020,10,HST,Home
ARZ,2020,10,BUF,Home
DEN,2020,10,LV,Away
DET,2020,10,WAS,Home
GB,2020,10,JAX,Home
HST,2020,10,CLV,Away
JAX,2020,10,GB,Away
MIA,2020,10,LAC,Home
NO,2020,10,SF,Home
NE,2020,10,BLT,Home
NYG,2020,10,PHI,Home
PHI,2020,10,NYG,Away
PIT,2020,10,CIN,Home
LV,2020,10,DEN,Home
LA,2020,10,SEA,Home
BLT,2020,10,NE,Away
LAC,2020,10,MIA,Away
SEA,2020,10,LA,Away
SF,2020,10,NO,Away
TB,2020,10,CAR,Away
WAS,2020,10,DET,Away
CHI,2020,10,MIN,Home
MIN,2020,10,CHI,Away
ARZ,2020,11,SEA,Away
SEA,2020,11,ARZ,Home
ATL,2020,11,NO,Away
CAR,2020,11,DET,Home
CIN,2020,11,WAS,Away
CLV,2020,11,PHI,Home
IND,2020,11,GB,Home
DAL,2020,11,MIN,Away
DEN,2020,11,MIA,Home
DET,2020,11,CAR,Away
GB,2020,11,IND,Away
HST,2020,11,NE,Home
JAX,2020,11,PIT,Home
KC,2020,11,LV,Away
MIA,2020,11,DEN,Away
MIN,2020,11,DAL,Home
NO,2020,11,ATL,Home
NE,2020,11,HST,Away
NYJ,2020,11,LAC,Away
TEN,2020,11,BLT,Away
PHI,2020,11,CLV,Away
PIT,2020,11,JAX,Away
LV,2020,11,KC,Home
BLT,2020,11,TEN,Home
LAC,2020,11,NYJ,Home
WAS,2020,11,CIN,Home
LA,2020,11,TB,Away
TB,2020,11,LA,Home
DAL,2020,12,WAS,Home
DET,2020,12,HST,Home
HST,2020,12,DET,Away
WAS,2020,12,DAL,Away
ATL,2020,12,LV,Home
BUF,2020,12,LAC,Home
CAR,2020,12,MIN,Away
CHI,2020,12,GB,Away
CIN,2020,12,NYG,Home
CLV,2020,12,JAX,Away
IND,2020,12,TEN,Home
ARZ,2020,12,NE,Away
DEN,2020,12,NO,Home
GB,2020,12,CHI,Home
JAX,2020,12,CLV,Home
KC,2020,12,TB,Away
MIA,2020,12,NYJ,Away
MIN,2020,12,CAR,Home
NO,2020,12,DEN,Away
NE,2020,12,ARZ,Home
NYG,2020,12,CIN,Away
NYJ,2020,12,MIA,Home
TEN,2020,12,IND,Away
LV,2020,12,ATL,Away
LA,2020,12,SF,Home
LAC,2020,12,BUF,Away
SF,2020,12,LA,Away
TB,2020,12,KC,Home
PHI,2020,12,SEA,Home
SEA,2020,12,PHI,Away
PIT,2020,12,BLT,Home
BLT,2020,12,PIT,Away
ATL,2020,13,NO,Home
CHI,2020,13,DET,Home
CIN,2020,13,MIA,Away
CLV,2020,13,TEN,Away
IND,2020,13,HST,Away
ARZ,2020,13,LA,Home
DEN,2020,13,KC,Away
DET,2020,13,CHI,Away
GB,2020,13,PHI,Home
HST,2020,13,IND,Home
JAX,2020,13,MIN,Away
KC,2020,13,DEN,Home
MIA,2020,13,CIN,Home
MIN,2020,13,JAX,Home
NO,2020,13,ATL,Away
NE,2020,13,LAC,Away
NYG,2020,13,SEA,Away
NYJ,2020,13,LV,Home
TEN,2020,13,CLV,Home
PHI,2020,13,GB,Away
LV,2020,13,NYJ,Away
LA,2020,13,ARZ,Away
LAC,2020,13,NE,Home
SEA,2020,13,NYG,Home
BUF,2020,13,SF,Away
PIT,2020,13,WAS,Home
SF,2020,13,BUF,Home
WAS,2020,13,PIT,Away
DAL,2020,13,BLT,Away
BLT,2020,13,DAL,Home
NE,2020,14,LA,Away
LA,2020,14,NE,Home
ATL,2020,14,LAC,Away
BUF,2020,14,PIT,Home
CAR,2020,14,DEN,Home
CHI,2020,14,HST,Home
CIN,2020,14,DAL,Home
IND,2020,14,LV,Away
ARZ,2020,14,NYG,Away
DAL,2020,14,CIN,Away
DEN,2020,14,CAR,Away
DET,2020,14,GB,Home
GB,2020,14,DET,Away
HST,2020,14,CHI,Away
JAX,2020,14,TEN,Home
KC,2020,14,MIA,Away
MIA,2020,14,KC,Home
MIN,2020,14,TB,Away
NO,2020,14,PHI,Away
NYG,2020,14,ARZ,Home
NYJ,2020,14,SEA,Away
TEN,2020,14,JAX,Away
PHI,2020,14,NO,Home
PIT,2020,14,BUF,Away
LV,2020,14,IND,Home
LAC,2020,14,ATL,Home
SEA,2020,14,NYJ,Home
SF,2020,14,WAS,Home
TB,2020,14,MIN,Home
WAS,2020,14,SF,Away
CLV,2020,14,BLT,Home
BLT,2020,14,CLV,Away
LV,2020,15,LAC,Home
LAC,2020,15,LV,Away
BUF,2020,15,DEN,Away
CAR,2020,15,GB,Away
DEN,2020,15,BUF,Home
GB,2020,15,CAR,Home
ATL,2020,15,TB,Home
CHI,2020,15,MIN,Away
CLV,2020,15,NYG,Away
IND,2020,15,HST,Home
ARZ,2020,15,PHI,Home
DAL,2020,15,SF,Home
DET,2020,15,TEN,Away
HST,2020,15,IND,Away
JAX,2020,15,BLT,Away
KC,2020,15,NO,Away
MIA,2020,15,NE,Home
MIN,2020,15,CHI,Home
NO,2020,15,KC,Home
NE,2020,15,MIA,Away
NYG,2020,15,CLV,Home
NYJ,2020,15,LA,Away
TEN,2020,15,DET,Home
PHI,2020,15,ARZ,Away
LA,2020,15,NYJ,Home
BLT,2020,15,JAX,Home
SEA,2020,15,WAS,Away
SF,2020,15,DAL,Away
TB,2020,15,ATL,Away
WAS,2020,15,SEA,Home
CIN,2020,15,PIT,Home
PIT,2020,15,CIN,Away
MIN,2020,16,NO,Away
NO,2020,16,MIN,Home
ARZ,2020,16,SF,Home
DET,2020,16,TB,Home
MIA,2020,16,LV,Away
LV,2020,16,MIA,Home
SF,2020,16,ARZ,Away
TB,2020,16,DET,Away
ATL,2020,16,KC,Away
CAR,2020,16,WAS,Away
CHI,2020,16,JAX,Away
CIN,2020,16,HST,Away
CLV,2020,16,NYJ,Away
IND,2020,16,PIT,Away
DAL,2020,16,PHI,Home
DEN,2020,16,LAC,Away
GB,2020,16,TEN,Home
HST,2020,16,CIN,Home
JAX,2020,16,CHI,Home
KC,2020,16,ATL,Home
NYG,2020,16,BLT,Away
NYJ,2020,16,CLV,Home
TEN,2020,16,GB,Away
PHI,2020,16,DAL,Away
PIT,2020,16,IND,Home
LA,2020,16,SEA,Away
BLT,2020,16,NYG,Home
LAC,2020,16,DEN,Home
SEA,2020,16,LA,Home
WAS,2020,16,CAR,Home
BUF,2020,16,NE,Away
NE,2020,16,BUF,Home
ATL,2020,17,TB,Away
BUF,2020,17,MIA,Home
CAR,2020,17,NO,Home
CHI,2020,17,GB,Home
CIN,2020,17,BLT,Home
CLV,2020,17,PIT,Home
IND,2020,17,JAX,Home
ARZ,2020,17,LA,Away
DAL,2020,17,NYG,Away
DEN,2020,17,LV,Home
DET,2020,17,MIN,Home
GB,2020,17,CHI,Away
HST,2020,17,TEN,Home
JAX,2020,17,IND,Away
KC,2020,17,LAC,Home
MIA,2020,17,BUF,Away
MIN,2020,17,DET,Away
NO,2020,17,CAR,Away
NE,2020,17,NYJ,Home
NYG,2020,17,DAL,Home
NYJ,2020,17,NE,Away
TEN,2020,17,HST,Away
PHI,2020,17,WAS,Home
PIT,2020,17,CLV,Away
LV,2020,17,DEN,Away
LA,2020,17,ARZ,Home
BLT,2020,17,CIN,Away
LAC,2020,17,KC,Away
SEA,2020,17,SF,Away
SF,2020,17,SEA,Home
TB,2020,17,ATL,Home
WAS,2020,17,PHI,Away
BUF,2020,29,IND,Home
IND,2020,29,BUF,Away
LA,2020,29,SEA,Away
SEA,2020,29,LA,Home
TB,2020,29,WAS,Away
WAS,2020,29,TB,Home
CHI,2020,29,NO,Away
CLV,2020,29,PIT,Away
NO,2020,29,CHI,Home
TEN,2020,29,BLT,Home
PIT,2020,29,CLV,Home
BLT,2020,29,TEN,Away
BUF,2020,30,BLT,Home
GB,2020,30,LA,Home
LA,2020,30,GB,Away
BLT,2020,30,BUF,Away
CLV,2020,30,KC,Away
KC,2020,30,CLV,Home
NO,2020,30,TB,Home
TB,2020,30,NO,Away
BUF,2020,31,KC,Away
GB,2020,31,TB,Home
KC,2020,31,BUF,Home
TB,2020,31,GB,Away
KC,2020,32,TB,Home
TB,2020,32,KC,Home
DAL,2021,1,TB,Away
TB,2021,1,DAL,Home
ATL,2021,1,PHI,Home
BUF,2021,1,PIT,Home
CAR,2021,1,NYJ,Home
CHI,2021,1,LA,Away
CIN,2021,1,MIN,Home
CLV,2021,1,KC,Away
IND,2021,1,SEA,Home
ARZ,2021,1,TEN,Away
DEN,2021,1,NYG,Away
DET,2021,1,SF,Home
GB,2021,1,NO,Away
HST,2021,1,JAX,Home
JAX,2021,1,HST,Away
KC,2021,1,CLV,Home
MIA,2021,1,NE,Away
MIN,2021,1,CIN,Away
NO,2021,1,GB,Home
NE,2021,1,MIA,Home
NYG,2021,1,DEN,Home
NYJ,2021,1,CAR,Away
TEN,2021,1,ARZ,Home
PHI,2021,1,ATL,Away
PIT,2021,1,BUF,Away
LA,2021,1,CHI,Home
LAC,2021,1,WAS,Away
SEA,2021,1,IND,Away
SF,2021,1,DET,Away
WAS,2021,1,LAC,Home
LV,2021,1,BLT,Home
BLT,2021,1,LV,Away
NYG,2021,2,WAS,Away
WAS,2021,2,NYG,Home
ATL,2021,2,TB,Away
BUF,2021,2,MIA,Away
CAR,2021,2,NO,Home
CHI,2021,2,CIN,Home
CIN,2021,2,CHI,Away
CLV,2021,2,HST,Home
IND,2021,2,LA,Home
ARZ,2021,2,MIN,Home
DAL,2021,2,LAC,Away
DEN,2021,2,JAX,Away
HST,2021,2,CLV,Away
JAX,2021,2,DEN,Home
KC,2021,2,BLT,Away
MIA,2021,2,BUF,Home
MIN,2021,2,ARZ,Away
NO,2021,2,CAR,Away
NE,2021,2,NYJ,Away
NYJ,2021,2,NE,Home
TEN,2021,2,SEA,Away
PHI,2021,2,SF,Home
PIT,2021,2,LV,Home
LV,2021,2,PIT,Away
LA,2021,2,IND,Away
BLT,2021,2,KC,Home
LAC,2021,2,DAL,Home
SEA,2021,2,TEN,Home
SF,2021,2,PHI,Away
TB,2021,2,ATL,Home
DET,2021,2,GB,Away
GB,2021,2,DET,Home
CAR,2021,3,HST,Away
HST,2021,3,CAR,Home
ATL,2021,3,NYG,Away
BUF,2021,3,WAS,Home
CHI,2021,3,CLV,Away
CIN,2021,3,PIT,Away
CLV,2021,3,CHI,Home
IND,2021,3,TEN,Away
ARZ,2021,3,JAX,Away
DEN,2021,3,NYJ,Home
DET,2021,3,BLT,Home
GB,2021,3,SF,Away
JAX,2021,3,ARZ,Home
KC,2021,3,LAC,Home
MIA,2021,3,LV,Away
MIN,2021,3,SEA,Home
NO,2021,3,NE,Away
NE,2021,3,NO,Home
NYG,2021,3,ATL,Home
NYJ,2021,3,DEN,Away
TEN,2021,3,IND,Home
PIT,2021,3,CIN,Home
LV,2021,3,MIA,Home
LA,2021,3,TB,Home
BLT,2021,3,DET,Away
LAC,2021,3,KC,Away
SEA,2021,3,MIN,Away
SF,2021,3,GB,Home
TB,2021,3,LA,Away
WAS,2021,3,BUF,Away
DAL,2021,3,PHI,Home
PHI,2021,3,DAL,Away
CIN,2021,4,JAX,Home
JAX,2021,4,CIN,Away
ATL,2021,4,WAS,Home
BUF,2021,4,HST,Home
CAR,2021,4,DAL,Away
CHI,2021,4,DET,Home
CLV,2021,4,MIN,Away
IND,2021,4,MIA,Away
ARZ,2021,4,LA,Away
DAL,2021,4,CAR,Home
DEN,2021,4,BLT,Home
DET,2021,4,CHI,Away
GB,2021,4,PIT,Home
HST,2021,4,BUF,Away
KC,2021,4,PHI,Away
MIA,2021,4,IND,Home
MIN,2021,4,CLV,Home
NO,2021,4,NYG,Home
NE,2021,4,TB,Home
NYG,2021,4,NO,Away
NYJ,2021,4,TEN,Home
TEN,2021,4,NYJ,Away
PHI,2021,4,KC,Home
PIT,2021,4,GB,Away
LA,2021,4,ARZ,Home
BLT,2021,4,DEN,Away
SEA,2021,4,SF,Away
SF,2021,4,SEA,Home
TB,2021,4,NE,Away
WAS,2021,4,ATL,Away
LV,2021,4,LAC,Away
LAC,2021,4,LV,Home
LA,2021,5,SEA,Away
SEA,2021,5,LA,Home
ATL,2021,5,NYJ,Home
BUF,2021,5,KC,Away
CAR,2021,5,PHI,Home
CHI,2021,5,LV,Away
CIN,2021,5,GB,Home
CLV,2021,5,LAC,Away
ARZ,2021,5,SF,Home
DAL,2021,5,NYG,Home
DEN,2021,5,PIT,Away
DET,2021,5,MIN,Away
GB,2021,5,CIN,Away
HST,2021,5,NE,Home
JAX,2021,5,TEN,Home
KC,2021,5,BUF,Home
MIA,2021,5,TB,Away
MIN,2021,5,DET,Home
NO,2021,5,WAS,Away
NE,2021,5,HST,Away
NYG,2021,5,DAL,Away
NYJ,2021,5,ATL,Away
TEN,2021,5,JAX,Away
PHI,2021,5,CAR,Away
PIT,2021,5,DEN,Home
LV,2021,5,CHI,Home
LAC,2021,5,CLV,Home
SF,2021,5,ARZ,Away
TB,2021,5,MIA,Home
WAS,2021,5,NO,Home
IND,2021,5,BLT,Away
BLT,2021,5,IND,Home
PHI,2021,6,TB,Home
TB,2021,6,PHI,Away
CAR,2021,6,MIN,Home
CHI,2021,6,GB,Home
CIN,2021,6,DET,Away
CLV,2021,6,ARZ,Home
IND,2021,6,HST,Home
ARZ,2021,6,CLV,Away
DAL,2021,6,NE,Away
DEN,2021,6,LV,Home
DET,2021,6,CIN,Home
GB,2021,6,CHI,Away
HST,2021,6,IND,Away
JAX,2021,6,MIA,Home
KC,2021,6,WAS,Away
MIA,2021,6,JAX,Away
MIN,2021,6,CAR,Away
NE,2021,6,DAL,Home
NYG,2021,6,LA,Home
PIT,2021,6,SEA,Home
LV,2021,6,DEN,Away
LA,2021,6,NYG,Away
BLT,2021,6,LAC,Home
LAC,2021,6,BLT,Away
SEA,2021,6,PIT,Away
WAS,2021,6,KC,Home
BUF,2021,6,TEN,Away
TEN,2021,6,BUF,Home
CLV,2021,7,DEN,Home
DEN,2021,7,CLV,Away
ATL,2021,7,MIA,Away
CAR,2021,7,NYG,Away
CHI,2021,7,TB,Away
CIN,2021,7,BLT,Away
IND,2021,7,SF,Away
ARZ,2021,7,HST,Home
DET,2021,7,LA,Away
GB,2021,7,WAS,Home
HST,2021,7,ARZ,Away
KC,2021,7,TEN,Away
MIA,2021,7,ATL,Home
NE,2021,7,NYJ,Home
NYG,2021,7,CAR,Home
NYJ,2021,7,NE,Away
TEN,2021,7,KC,Home
PHI,2021,7,LV,Away
LV,2021,7,PHI,Home
LA,2021,7,DET,Home
BLT,2021,7,CIN,Home
SF,2021,7,IND,Home
TB,2021,7,CHI,Home
WAS,2021,7,GB,Away
NO,2021,7,SEA,Away
SEA,2021,7,NO,Home
ARZ,2021,8,GB,Home
GB,2021,8,ARZ,Away
ATL,2021,8,CAR,Home
BUF,2021,8,MIA,Home
CAR,2021,8,ATL,Away
CHI,2021,8,SF,Home
CIN,2021,8,NYJ,Away
CLV,2021,8,PIT,Home
IND,2021,8,TEN,Home
DAL,2021,8,MIN,Away
DEN,2021,8,WAS,Home
DET,2021,8,PHI,Home
HST,2021,8,LA,Home
JAX,2021,8,SEA,Away
MIA,2021,8,BUF,Away
MIN,2021,8,DAL,Home
NO,2021,8,TB,Home
NE,2021,8,LAC,Away
NYJ,2021,8,CIN,Home
TEN,2021,8,IND,Away
PHI,2021,8,DET,Away
PIT,2021,8,CLV,Away
LA,2021,8,HST,Away
LAC,2021,8,NE,Home
SEA,2021,8,JAX,Home
SF,2021,8,CHI,Away
TB,2021,8,NO,Away
WAS,2021,8,DEN,Away
KC,2021,8,NYG,Home
NYG,2021,8,KC,Away
IND,2021,9,NYJ,Home
NYJ,2021,9,IND,Away
ATL,2021,9,NO,Away
BUF,2021,9,JAX,Away
CAR,2021,9,NE,Home
CIN,2021,9,CLV,Home
CLV,2021,9,CIN,Away
ARZ,2021,9,SF,Away
DAL,2021,9,DEN,Home
DEN,2021,9,DAL,Away
GB,2021,9,KC,Away
HST,2021,9,MIA,Away
JAX,2021,9,BUF,Home
KC,2021,9,GB,Home
MIA,2021,9,HST,Home
MIN,2021,9,BLT,Away
NO,2021,9,ATL,Home
NE,2021,9,CAR,Away
NYG,2021,9,LV,Home
TEN,2021,9,LA,Away
PHI,2021,9,LAC,Home
LV,2021,9,NYG,Away
LA,2021,9,TEN,Home
BLT,2021,9,MIN,Home
LAC,2021,9,PHI,Away
SF,2021,9,ARZ,Home
CHI,2021,9,PIT,Away
PIT,2021,9,CHI,Home
MIA,2021,10,BLT,Home
BLT,2021,10,MIA,Away
ATL,2021,10,DAL,Away
BUF,2021,10,NYJ,Away
CAR,2021,10,ARZ,Away
CLV,2021,10,NE,Away
IND,2021,10,JAX,Home
ARZ,2021,10,CAR,Home
DAL,2021,10,ATL,Home
DEN,2021,10,PHI,Home
DET,2021,10,PIT,Away
GB,2021,10,SEA,Home
JAX,2021,10,IND,Away
KC,2021,10,LV,Away
MIN,2021,10,LAC,Away
NO,2021,10,TEN,Away
NE,2021,10,CLV,Home
NYJ,2021,10,BUF,Home
TEN,2021,10,NO,Home
PHI,2021,10,DEN,Away
PIT,2021,10,DET,Home
LV,2021,10,KC,Home
LAC,2021,10,MIN,Home
SEA,2021,10,GB,Away
TB,2021,10,WAS,Away
WAS,2021,10,TB,Home
LA,2021,10,SF,Away
SF,2021,10,LA,Home
ATL,2021,11,NE,Home
NE,2021,11,ATL,Away
BUF,2021,11,IND,Home
CAR,2021,11,WAS,Home
CHI,2021,11,BLT,Home
CIN,2021,11,LV,Away
CLV,2021,11,DET,Home
IND,2021,11,BUF,Away
ARZ,2021,11,SEA,Away
DAL,2021,11,KC,Away
DET,2021,11,CLV,Away
GB,2021,11,MIN,Away
HST,2021,11,TEN,Away
JAX,2021,11,SF,Home
KC,2021,11,DAL,Home
MIA,2021,11,NYJ,Away
MIN,2021,11,GB,Home
NO,2021,11,PHI,Away
NYJ,2021,11,MIA,Home
TEN,2021,11,HST,Home
PHI,2021,11,NO,Home
PIT,2021,11,LAC,Away
LV,2021,11,CIN,Home
BLT,2021,11,CHI,Away
LAC,2021,11,PIT,Home
SEA,2021,11,ARZ,Home
SF,2021,11,JAX,Away
WAS,2021,11,CAR,Away
NYG,2021,11,TB,Away
TB,2021,11,NYG,Home
BUF,2021,12,NO,Away
CHI,2021,12,DET,Away
DAL,2021,12,LV,Home
DET,2021,12,CHI,Home
NO,2021,12,BUF,Home
LV,2021,12,DAL,Away
ATL,2021,12,JAX,Away
CAR,2021,12,MIA,Away
CIN,2021,12,PIT,Home
CLV,2021,12,BLT,Away
IND,2021,12,TB,Home
DEN,2021,12,LAC,Home
GB,2021,12,LA,Home
HST,2021,12,NYJ,Home
JAX,2021,12,ATL,Home
MIA,2021,12,CAR,Home
MIN,2021,12,SF,Away
NE,2021,12,TEN,Home
NYG,2021,12,PHI,Home
NYJ,2021,12,HST,Away
TEN,2021,12,NE,Away
PHI,2021,12,NYG,Away
PIT,2021,12,CIN,Away
LA,2021,12,GB,Away
BLT,2021,12,CLV,Home
LAC,2021,12,DEN,Away
SF,2021,12,MIN,Home
TB,2021,12,IND,Away
SEA,2021,12,WAS,Away
WAS,2021,12,SEA,Home
DAL,2021,13,NO,Away
NO,2021,13,DAL,Home
ATL,2021,13,TB,Home
CHI,2021,13,ARZ,Home
CIN,2021,13,LAC,Home
IND,2021,13,HST,Away
ARZ,2021,13,CHI,Away
DEN,2021,13,KC,Away
DET,2021,13,MIN,Home
HST,2021,13,IND,Home
JAX,2021,13,LA,Away
KC,2021,13,DEN,Home
MIA,2021,13,NYG,Home
MIN,2021,13,DET,Away
NYG,2021,13,MIA,Away
NYJ,2021,13,PHI,Home
PHI,2021,13,NYJ,Away
PIT,2021,13,BLT,Home
LV,2021,13,WAS,Home
LA,2021,13,JAX,Home
BLT,2021,13,PIT,Away
LAC,2021,13,CIN,Away
SEA,2021,13,SF,Home
SF,2021,13,SEA,Away
TB,2021,13,ATL,Away
WAS,2021,13,LV,Away
BUF,2021,13,NE,Home
NE,2021,13,BUF,Away
MIN,2021,14,PIT,Home
PIT,2021,14,MIN,Away
ATL,2021,14,CAR,Away
BUF,2021,14,TB,Away
CAR,2021,14,ATL,Home
CHI,2021,14,GB,Away
CIN,2021,14,SF,Home
CLV,2021,14,BLT,Home
DAL,2021,14,WAS,Away
DEN,2021,14,DET,Home
DET,2021,14,DEN,Away
GB,2021,14,CHI,Home
HST,2021,14,SEA,Home
JAX,2021,14,TEN,Away
KC,2021,14,LV,Home
NO,2021,14,NYJ,Away
NYG,2021,14,LAC,Away
NYJ,2021,14,NO,Home
TEN,2021,14,JAX,Home
LV,2021,14,KC,Away
BLT,2021,14,CLV,Away
LAC,2021,14,NYG,Home
SEA,2021,14,HST,Away
SF,2021,14,CIN,Away
TB,2021,14,BUF,Home
WAS,2021,14,DAL,Home
ARZ,2021,14,LA,Home
LA,2021,14,ARZ,Away
KC,2021,15,LAC,Away
LAC,2021,15,KC,Home
IND,2021,15,NE,Home
NE,2021,15,IND,Away
ATL,2021,15,SF,Away
BUF,2021,15,CAR,Home
CAR,2021,15,BUF,Away
CIN,2021,15,DEN,Away
ARZ,2021,15,DET,Away
DAL,2021,15,NYG,Away
DEN,2021,15,CIN,Home
DET,2021,15,ARZ,Home
GB,2021,15,BLT,Away
HST,2021,15,JAX,Away
JAX,2021,15,HST,Home
MIA,2021,15,NYJ,Home
NO,2021,15,TB,Away
NYG,2021,15,DAL,Home
NYJ,2021,15,MIA,Away
TEN,2021,15,PIT,Away
PIT,2021,15,TEN,Home
BLT,2021,15,GB,Home
SF,2021,15,ATL,Home
TB,2021,15,NO,Home
CHI,2021,15,MIN,Home
CLV,2021,15,LV,Home
MIN,2021,15,CHI,Away
LV,2021,15,CLV,Away
PHI,2021,15,WAS,Home
LA,2021,15,SEA,Home
SEA,2021,15,LA,Away
WAS,2021,15,PHI,Away
TEN,2021,16,SF,Home
SF,2021,16,TEN,Away
CLV,2021,16,GB,Away
IND,2021,16,ARZ,Away
ARZ,2021,16,IND,Home
GB,2021,16,CLV,Home
ATL,2021,16,DET,Home
BUF,2021,16,NE,Away
CAR,2021,16,TB,Home
CHI,2021,16,SEA,Away
CIN,2021,16,BLT,Home
DAL,2021,16,WAS,Home
DEN,2021,16,LV,Away
DET,2021,16,ATL,Away
HST,2021,16,LAC,Home
JAX,2021,16,NYJ,Away
KC,2021,16,PIT,Home
MIN,2021,16,LA,Home
NE,2021,16,BUF,Home
NYG,2021,16,PHI,Away
NYJ,2021,16,JAX,Home
PHI,2021,16,NYG,Home
PIT,2021,16,KC,Away
LV,2021,16,DEN,Home
LA,2021,16,MIN,Away
BLT,2021,16,CIN,Away
LAC,2021,16,HST,Away
SEA,2021,16,CHI,Home
TB,2021,16,CAR,Away
WAS,2021,16,DAL,Away
MIA,2021,16,NO,Away
NO,2021,16,MIA,Home
ATL,2021,17,BUF,Away
BUF,2021,17,ATL,Home
CAR,2021,17,NO,Away
CHI,2021,17,NYG,Home
CIN,2021,17,KC,Home
IND,2021,17,LV,Home
ARZ,2021,17,DAL,Away
DAL,2021,17,ARZ,Home
DEN,2021,17,LAC,Away
DET,2021,17,SEA,Away
GB,2021,17,MIN,Home
HST,2021,17,SF,Away
JAX,2021,17,NE,Away
KC,2021,17,CIN,Away
MIA,2021,17,TEN,Away
MIN,2021,17,GB,Away
NO,2021,17,CAR,Home
NE,2021,17,JAX,Home
NYG,2021,17,CHI,Away
NYJ,2021,17,TB,Home
TEN,2021,17,MIA,Home
PHI,2021,17,WAS,Away
LV,2021,17,IND,Away
LA,2021,17,BLT,Away
BLT,2021,17,LA,Home
LAC,2021,17,DEN,Home
SEA,2021,17,DET,Home
SF,2021,17,HST,Home
TB,2021,17,NYJ,Away
WAS,2021,17,PHI,Home
CLV,2021,17,PIT,Away
PIT,2021,17,CLV,Home
DAL,2021,18,PHI,Away
DEN,2021,18,KC,Home
KC,2021,18,DEN,Away
PHI,2021,18,DAL,Home
ATL,2021,18,NO,Home
BUF,2021,18,NYJ,Home
CAR,2021,18,TB,Away
CHI,2021,18,MIN,Away
CIN,2021,18,CLV,Away
CLV,2021,18,CIN,Home
IND,2021,18,JAX,Away
ARZ,2021,18,SEA,Home
DET,2021,18,GB,Home
GB,2021,18,DET,Away
HST,2021,18,TEN,Home
JAX,2021,18,IND,Home
MIA,2021,18,NE,Home
MIN,2021,18,CHI,Home
NO,2021,18,ATL,Away
NE,2021,18,MIA,Away
NYG,2021,18,WAS,Home
NYJ,2021,18,BUF,Away
TEN,2021,18,HST,Away
PIT,2021,18,BLT,Away
LV,2021,18,LAC,Home
LA,2021,18,SF,Home
BLT,2021,18,PIT,Home
LAC,2021,18,LV,Away
SEA,2021,18,ARZ,Away
SF,2021,18,LA,Away
TB,2021,18,CAR,Home
WAS,2021,18,NYG,Away
BUF,2021,29,NE,Home
CIN,2021,29,LV,Home
NE,2021,29,BUF,Away
LV,2021,29,CIN,Away
DAL,2021,29,SF,Home
KC,2021,29,PIT,Home
PHI,2021,29,TB,Away
PIT,2021,29,KC,Away
SF,2021,29,DAL,Away
TB,2021,29,PHI,Home
ARZ,2021,29,LA,Away
LA,2021,29,ARZ,Home
CIN,2021,30,TEN,Away
GB,2021,30,SF,Home
TEN,2021,30,CIN,Home
SF,2021,30,GB,Away
BUF,2021,30,KC,Away
KC,2021,30,BUF,Home
LA,2021,30,TB,Away
TB,2021,30,LA,Home
CIN,2021,31,KC,Away
KC,2021,31,CIN,Home
LA,2021,31,SF,Home
SF,2021,31,LA,Away
CIN,2021,32,LA,Home
LA,2021,32,CIN,Home
BUF,2022,1,LA,Away
LA,2022,1,BUF,Home
ATL,2022,1,NO,Home
CAR,2022,1,CLV,Home
CHI,2022,1,SF,Home
CIN,2022,1,PIT,Home
CLV,2022,1,CAR,Away
IND,2022,1,HST,Away
ARZ,2022,1,KC,Home
DAL,2022,1,TB,Home
DET,2022,1,PHI,Home
GB,2022,1,MIN,Away
HST,2022,1,IND,Home
JAX,2022,1,WAS,Away
KC,2022,1,ARZ,Away
MIA,2022,1,NE,Home
MIN,2022,1,GB,Home
NO,2022,1,ATL,Away
NE,2022,1,MIA,Away
NYG,2022,1,TEN,Away
NYJ,2022,1,BLT,Home
TEN,2022,1,NYG,Home
PHI,2022,1,DET,Away
PIT,2022,1,CIN,Away
LV,2022,1,LAC,Away
BLT,2022,1,NYJ,Away
LAC,2022,1,LV,Home
SF,2022,1,CHI,Away
TB,2022,1,DAL,Away
WAS,2022,1,JAX,Home
DEN,2022,1,SEA,Away
SEA,2022,1,DEN,Home
KC,2022,2,LAC,Home
LAC,2022,2,KC,Away
ATL,2022,2,LA,Away
CAR,2022,2,NYG,Away
CHI,2022,2,GB,Away
CIN,2022,2,DAL,Away
CLV,2022,2,NYJ,Home
IND,2022,2,JAX,Away
ARZ,2022,2,LV,Away
DAL,2022,2,CIN,Home
DEN,2022,2,HST,Home
DET,2022,2,WAS,Home
GB,2022,2,CHI,Home
HST,2022,2,DEN,Away
JAX,2022,2,IND,Home
MIA,2022,2,BLT,Away
NO,2022,2,TB,Home
NE,2022,2,PIT,Away
NYG,2022,2,CAR,Home
NYJ,2022,2,CLV,Away
PIT,2022,2,NE,Home
LV,2022,2,ARZ,Home
LA,2022,2,ATL,Home
BLT,2022,2,MIA,Home
SEA,2022,2,SF,Away
