Team,Year,Week,Opp,Location
MIA,2006,1,PIT,Away
PIT,2006,1,MIA,Home
ATL,2006,1,CAR,Away
BUF,2006,1,NE,Away
CAR,2006,1,ATL,Home
CHI,2006,1,GB,Away
CIN,2006,1,KC,Away
CLV,2006,1,NO,Home
IND,2006,1,NYG,Away
ARZ,2006,1,SF,Home
DAL,2006,1,JAX,Away
DEN,2006,1,SL,Away
DET,2006,1,SEA,Home
GB,2006,1,CHI,Home
HST,2006,1,PHI,Home
JAX,2006,1,DAL,Home
KC,2006,1,CIN,Home
NO,2006,1,CLV,Away
NE,2006,1,BUF,Home
NYG,2006,1,IND,Home
NYJ,2006,1,TEN,Away
TEN,2006,1,NYJ,Home
PHI,2006,1,HST,Away
SL,2006,1,DEN,Home
BLT,2006,1,TB,Away
SEA,2006,1,DET,Away
SF,2006,1,ARZ,Away
TB,2006,1,BLT,Home
MIN,2006,1,WAS,Away
OAK,2006,1,SD,Home
SD,2006,1,OAK,Away
WAS,2006,1,MIN,Home
ATL,2006,2,TB,Home
BUF,2006,2,MIA,Away
CAR,2006,2,MIN,Away
CHI,2006,2,DET,Home
CIN,2006,2,CLV,Home
CLV,2006,2,CIN,Away
IND,2006,2,HST,Home
ARZ,2006,2,SEA,Away
DAL,2006,2,WAS,Home
DEN,2006,2,KC,Home
DET,2006,2,CHI,Away
GB,2006,2,NO,Home
HST,2006,2,IND,Away
KC,2006,2,DEN,Away
MIA,2006,2,BUF,Home
MIN,2006,2,CAR,Home
NO,2006,2,GB,Away
NE,2006,2,NYJ,Away
NYG,2006,2,PHI,Away
NYJ,2006,2,NE,Home
TEN,2006,2,SD,Away
PHI,2006,2,NYG,Home
OAK,2006,2,BLT,Away
SL,2006,2,SF,Away
BLT,2006,2,OAK,Home
SD,2006,2,TEN,Home
SEA,2006,2,ARZ,Home
SF,2006,2,SL,Home
TB,2006,2,ATL,Away
WAS,2006,2,DAL,Away
JAX,2006,2,PIT,Home
PIT,2006,2,JAX,Away
BUF,2006,3,NYJ,Home
CAR,2006,3,TB,Away
CHI,2006,3,MIN,Away
CIN,2006,3,PIT,Away
CLV,2006,3,BLT,Home
IND,2006,3,JAX,Home
ARZ,2006,3,SL,Home
DEN,2006,3,NE,Away
DET,2006,3,GB,Home
GB,2006,3,DET,Away
HST,2006,3,WAS,Home
JAX,2006,3,IND,Away
MIA,2006,3,TEN,Home
MIN,2006,3,CHI,Home
NE,2006,3,DEN,Home
NYG,2006,3,SEA,Away
NYJ,2006,3,BUF,Away
TEN,2006,3,MIA,Away
PHI,2006,3,SF,Away
PIT,2006,3,CIN,Home
SL,2006,3,ARZ,Away
BLT,2006,3,CLV,Away
SEA,2006,3,NYG,Home
SF,2006,3,PHI,Home
TB,2006,3,CAR,Home
WAS,2006,3,HST,Away
ATL,2006,3,NO,Away
NO,2006,3,ATL,Home
ATL,2006,4,ARZ,Home
BUF,2006,4,MIN,Home
CAR,2006,4,NO,Home
CHI,2006,4,SEA,Home
CIN,2006,4,NE,Home
CLV,2006,4,OAK,Away
IND,2006,4,NYJ,Away
ARZ,2006,4,ATL,Away
DAL,2006,4,TEN,Away
DET,2006,4,SL,Away
HST,2006,4,MIA,Home
JAX,2006,4,WAS,Away
KC,2006,4,SF,Home
MIA,2006,4,HST,Away
MIN,2006,4,BUF,Away
NO,2006,4,CAR,Away
NE,2006,4,CIN,Away
NYJ,2006,4,IND,Home
TEN,2006,4,DAL,Home
OAK,2006,4,CLV,Home
SL,2006,4,DET,Home
BLT,2006,4,SD,Home
SD,2006,4,BLT,Away
SEA,2006,4,CHI,Away
SF,2006,4,KC,Away
WAS,2006,4,JAX,Home
GB,2006,4,PHI,Away
PHI,2006,4,GB,Home
BUF,2006,5,CHI,Away
CAR,2006,5,CLV,Home
CHI,2006,5,BUF,Home
CLV,2006,5,CAR,Away
IND,2006,5,TEN,Home
ARZ,2006,5,KC,Home
DAL,2006,5,PHI,Away
DET,2006,5,MIN,Away
GB,2006,5,SL,Home
JAX,2006,5,NYJ,Home
KC,2006,5,ARZ,Away
MIA,2006,5,NE,Away
MIN,2006,5,DET,Home
NO,2006,5,TB,Home
NE,2006,5,MIA,Home
NYG,2006,5,WAS,Home
NYJ,2006,5,JAX,Away
TEN,2006,5,IND,Away
PHI,2006,5,DAL,Home
PIT,2006,5,SD,Away
OAK,2006,5,SF,Away
SL,2006,5,GB,Away
SD,2006,5,PIT,Home
SF,2006,5,OAK,Home
TB,2006,5,NO,Away
WAS,2006,5,NYG,Away
DEN,2006,5,BLT,Home
BLT,2006,5,DEN,Away
ATL,2006,6,NYG,Home
BUF,2006,6,DET,Away
CAR,2006,6,BLT,Away
CIN,2006,6,TB,Away
DAL,2006,6,HST,Home
DEN,2006,6,OAK,Home
DET,2006,6,BUF,Home
HST,2006,6,DAL,Away
KC,2006,6,PIT,Away
MIA,2006,6,NYJ,Away
NO,2006,6,PHI,Home
NYG,2006,6,ATL,Away
NYJ,2006,6,MIA,Home
TEN,2006,6,WAS,Away
PHI,2006,6,NO,Away
PIT,2006,6,KC,Home
OAK,2006,6,DEN,Away
SL,2006,6,SEA,Home
BLT,2006,6,CAR,Home
SD,2006,6,SF,Away
SEA,2006,6,SL,Away
SF,2006,6,SD,Home
TB,2006,6,CIN,Home
WAS,2006,6,TEN,Home
CHI,2006,6,ARZ,Away
ARZ,2006,6,CHI,Home
ATL,2006,7,PIT,Home
BUF,2006,7,NE,Home
CAR,2006,7,CIN,Away
CIN,2006,7,CAR,Home
CLV,2006,7,DEN,Home
IND,2006,7,WAS,Home
ARZ,2006,7,OAK,Away
DEN,2006,7,CLV,Away
DET,2006,7,NYJ,Away
GB,2006,7,MIA,Away
HST,2006,7,JAX,Home
JAX,2006,7,HST,Away
KC,2006,7,SD,Home
MIA,2006,7,GB,Home
MIN,2006,7,SEA,Away
NE,2006,7,BUF,Away
NYJ,2006,7,DET,Home
PHI,2006,7,TB,Away
PIT,2006,7,ATL,Away
OAK,2006,7,ARZ,Home
SD,2006,7,KC,Away
SEA,2006,7,MIN,Home
TB,2006,7,PHI,Home
WAS,2006,7,IND,Away
DAL,2006,7,NYG,Home
NYG,2006,7,DAL,Away
ATL,2006,8,CIN,Away
CAR,2006,8,DAL,Home
CHI,2006,8,SF,Home
CIN,2006,8,ATL,Home
CLV,2006,8,NYJ,Home
IND,2006,8,DEN,Away
ARZ,2006,8,GB,Away
DAL,2006,8,CAR,Away
DEN,2006,8,IND,Home
GB,2006,8,ARZ,Home
HST,2006,8,TEN,Away
JAX,2006,8,PHI,Away
KC,2006,8,SEA,Home
NO,2006,8,BLT,Home
NYG,2006,8,TB,Home
NYJ,2006,8,CLV,Away
TEN,2006,8,HST,Home
PHI,2006,8,JAX,Home
PIT,2006,8,OAK,Away
OAK,2006,8,PIT,Home
SL,2006,8,SD,Away
BLT,2006,8,NO,Away
SD,2006,8,SL,Home
SEA,2006,8,KC,Away
SF,2006,8,CHI,Away
TB,2006,8,NYG,Away
MIN,2006,8,NE,Home
NE,2006,8,MIN,Away
ATL,2006,9,DET,Away
BUF,2006,9,GB,Home
CHI,2006,9,MIA,Home
CIN,2006,9,BLT,Away
CLV,2006,9,SD,Away
IND,2006,9,NE,Away
DAL,2006,9,WAS,Away
DEN,2006,9,PIT,Away
DET,2006,9,ATL,Home
GB,2006,9,BUF,Away
HST,2006,9,NYG,Away
JAX,2006,9,TEN,Home
KC,2006,9,SL,Away
MIA,2006,9,CHI,Away
MIN,2006,9,SF,Away
NO,2006,9,TB,Away
NE,2006,9,IND,Home
NYG,2006,9,HST,Home
TEN,2006,9,JAX,Away
PIT,2006,9,DEN,Home
SL,2006,9,KC,Home
BLT,2006,9,CIN,Home
SD,2006,9,CLV,Home
SF,2006,9,MIN,Home
TB,2006,9,NO,Home
WAS,2006,9,DAL,Home
OAK,2006,9,SEA,Away
SEA,2006,9,OAK,Home
ATL,2006,10,CLV,Home
BUF,2006,10,IND,Away
CHI,2006,10,NYG,Away
CIN,2006,10,SD,Home
CLV,2006,10,ATL,Away
IND,2006,10,BUF,Home
ARZ,2006,10,DAL,Home
DAL,2006,10,ARZ,Away
DEN,2006,10,OAK,Away
DET,2006,10,SF,Home
GB,2006,10,MIN,Away
HST,2006,10,JAX,Away
JAX,2006,10,HST,Home
KC,2006,10,MIA,Away
MIA,2006,10,KC,Home
MIN,2006,10,GB,Home
NO,2006,10,PIT,Away
NE,2006,10,NYJ,Home
NYG,2006,10,CHI,Home
NYJ,2006,10,NE,Away
TEN,2006,10,BLT,Home
PHI,2006,10,WAS,Home
PIT,2006,10,NO,Home
OAK,2006,10,DEN,Home
SL,2006,10,SEA,Away
BLT,2006,10,TEN,Away
SD,2006,10,CIN,Away
SEA,2006,10,SL,Home
SF,2006,10,DET,Away
WAS,2006,10,PHI,Away
CAR,2006,10,TB,Home
TB,2006,10,CAR,Away
ATL,2006,11,BLT,Away
BUF,2006,11,HST,Away
CAR,2006,11,SL,Home
CHI,2006,11,NYJ,Away
CIN,2006,11,NO,Away
CLV,2006,11,PIT,Home
IND,2006,11,DAL,Away
ARZ,2006,11,DET,Home
DAL,2006,11,IND,Home
DEN,2006,11,SD,Home
DET,2006,11,ARZ,Away
GB,2006,11,NE,Home
HST,2006,11,BUF,Home
KC,2006,11,OAK,Home
MIA,2006,11,MIN,Home
MIN,2006,11,MIA,Away
NO,2006,11,CIN,Home
NE,2006,11,GB,Away
NYJ,2006,11,CHI,Home
TEN,2006,11,PHI,Away
PHI,2006,11,TEN,Home
PIT,2006,11,CLV,Away
OAK,2006,11,KC,Away
SL,2006,11,CAR,Away
BLT,2006,11,ATL,Home
SD,2006,11,DEN,Away
SEA,2006,11,SF,Away
SF,2006,11,SEA,Home
TB,2006,11,WAS,Home
WAS,2006,11,TB,Away
JAX,2006,11,NYG,Home
NYG,2006,11,JAX,Away
DAL,2006,12,TB,Home
DEN,2006,12,KC,Away
DET,2006,12,MIA,Home
KC,2006,12,DEN,Home
MIA,2006,12,DET,Away
TB,2006,12,DAL,Away
ATL,2006,12,NO,Home
BUF,2006,12,JAX,Home
CAR,2006,12,WAS,Away
CHI,2006,12,NE,Away
CIN,2006,12,CLV,Away
CLV,2006,12,CIN,Home
IND,2006,12,PHI,Home
ARZ,2006,12,MIN,Away
HST,2006,12,NYJ,Away
JAX,2006,12,BUF,Away
MIN,2006,12,ARZ,Home
NO,2006,12,ATL,Away
NE,2006,12,CHI,Home
NYG,2006,12,TEN,Away
NYJ,2006,12,HST,Home
TEN,2006,12,NYG,Home
PHI,2006,12,IND,Away
PIT,2006,12,BLT,Away
OAK,2006,12,SD,Away
SL,2006,12,SF,Home
BLT,2006,12,PIT,Home
SD,2006,12,OAK,Home
SF,2006,12,SL,Away
WAS,2006,12,CAR,Home
GB,2006,12,SEA,Away
SEA,2006,12,GB,Home
CIN,2006,13,BLT,Home
BLT,2006,13,CIN,Away
ATL,2006,13,WAS,Away
BUF,2006,13,SD,Home
CHI,2006,13,MIN,Home
CLV,2006,13,KC,Home
IND,2006,13,TEN,Away
ARZ,2006,13,SL,Away
DAL,2006,13,NYG,Away
DEN,2006,13,SEA,Home
DET,2006,13,NE,Away
GB,2006,13,NYJ,Home
HST,2006,13,OAK,Away
JAX,2006,13,MIA,Away
KC,2006,13,CLV,Away
MIA,2006,13,JAX,Home
MIN,2006,13,CHI,Away
NO,2006,13,SF,Home
NE,2006,13,DET,Home
NYG,2006,13,DAL,Home
NYJ,2006,13,GB,Away
TEN,2006,13,IND,Home
PIT,2006,13,TB,Home
OAK,2006,13,HST,Home
SL,2006,13,ARZ,Home
SD,2006,13,BUF,Away
SEA,2006,13,DEN,Away
SF,2006,13,NO,Away
TB,2006,13,PIT,Away
WAS,2006,13,ATL,Home
CAR,2006,13,PHI,Away
PHI,2006,13,CAR,Home
CLV,2006,14,PIT,Away
PIT,2006,14,CLV,Home
ATL,2006,14,TB,Away
BUF,2006,14,NYJ,Away
CAR,2006,14,NYG,Home
CIN,2006,14,OAK,Home
IND,2006,14,JAX,Away
ARZ,2006,14,SEA,Home
DAL,2006,14,NO,Home
DEN,2006,14,SD,Away
DET,2006,14,MIN,Home
GB,2006,14,SF,Away
HST,2006,14,TEN,Home
JAX,2006,14,IND,Home
KC,2006,14,BLT,Home
MIA,2006,14,NE,Home
MIN,2006,14,DET,Away
NO,2006,14,DAL,Away
NE,2006,14,MIA,Away
NYG,2006,14,CAR,Away
NYJ,2006,14,BUF,Home
TEN,2006,14,HST,Away
PHI,2006,14,WAS,Away
OAK,2006,14,CIN,Away
BLT,2006,14,KC,Away
SD,2006,14,DEN,Home
SEA,2006,14,ARZ,Away
SF,2006,14,GB,Home
TB,2006,14,ATL,Home
WAS,2006,14,PHI,Home
CHI,2006,14,SL,Away
SL,2006,14,CHI,Home
SEA,2006,15,SF,Home
SF,2006,15,SEA,Away
ATL,2006,15,DAL,Home
DAL,2006,15,ATL,Away
BUF,2006,15,MIA,Home
CAR,2006,15,PIT,Home
CHI,2006,15,TB,Home
CLV,2006,15,BLT,Away
ARZ,2006,15,DEN,Home
DEN,2006,15,ARZ,Away
DET,2006,15,GB,Away
GB,2006,15,DET,Home
HST,2006,15,NE,Away
JAX,2006,15,TEN,Away
KC,2006,15,SD,Away
MIA,2006,15,BUF,Away
MIN,2006,15,NYJ,Home
NO,2006,15,WAS,Home
NE,2006,15,HST,Home
NYG,2006,15,PHI,Home
NYJ,2006,15,MIN,Away
TEN,2006,15,JAX,Home
PHI,2006,15,NYG,Away
PIT,2006,15,CAR,Away
OAK,2006,15,SL,Home
SL,2006,15,OAK,Away
BLT,2006,15,CLV,Home
SD,2006,15,KC,Home
TB,2006,15,CHI,Away
WAS,2006,15,NO,Away
CIN,2006,15,IND,Away
IND,2006,15,CIN,Home
GB,2006,16,MIN,Home
MIN,2006,16,GB,Away
KC,2006,16,OAK,Away
OAK,2006,16,KC,Home
ATL,2006,16,CAR,Home
BUF,2006,16,TEN,Home
CAR,2006,16,ATL,Away
CHI,2006,16,DET,Away
CIN,2006,16,DEN,Away
CLV,2006,16,TB,Home
IND,2006,16,HST,Away
ARZ,2006,16,SF,Away
DEN,2006,16,CIN,Home
DET,2006,16,CHI,Home
HST,2006,16,IND,Home
JAX,2006,16,NE,Home
NO,2006,16,NYG,Away
NE,2006,16,JAX,Away
NYG,2006,16,NO,Home
TEN,2006,16,BUF,Away
PIT,2006,16,BLT,Home
SL,2006,16,WAS,Home
BLT,2006,16,PIT,Away
SD,2006,16,SEA,Away
SEA,2006,16,SD,Home
SF,2006,16,ARZ,Home
TB,2006,16,CLV,Away
WAS,2006,16,SL,Away
DAL,2006,16,PHI,Home
MIA,2006,16,NYJ,Home
NYJ,2006,16,MIA,Away
PHI,2006,16,DAL,Away
NYG,2006,17,WAS,Away
WAS,2006,17,NYG,Home
ATL,2006,17,PHI,Away
BUF,2006,17,BLT,Away
CAR,2006,17,NO,Away
CHI,2006,17,GB,Home
CIN,2006,17,PIT,Home
CLV,2006,17,HST,Away
IND,2006,17,MIA,Home
ARZ,2006,17,SD,Away
DAL,2006,17,DET,Home
DEN,2006,17,SF,Home
DET,2006,17,DAL,Away
GB,2006,17,CHI,Away
HST,2006,17,CLV,Home
JAX,2006,17,KC,Away
KC,2006,17,JAX,Home
MIA,2006,17,IND,Away
MIN,2006,17,SL,Home
NO,2006,17,CAR,Home
NE,2006,17,TEN,Away
NYJ,2006,17,OAK,Home
TEN,2006,17,NE,Home
PHI,2006,17,ATL,Home
PIT,2006,17,CIN,Away
OAK,2006,17,NYJ,Away
SL,2006,17,MIN,Away
BLT,2006,17,BUF,Home
SD,2006,17,ARZ,Home
SEA,2006,17,TB,Away
SF,2006,17,DEN,Away
TB,2006,17,SEA,Home
IND,2006,29,KC,Home
DAL,2006,29,SEA,Away
KC,2006,29,IND,Away
SEA,2006,29,DAL,Home
NE,2006,29,NYJ,Home
NYG,2006,29,PHI,Away
NYJ,2006,29,NE,Away
PHI,2006,29,NYG,Home
IND,2006,30,BLT,Away
NO,2006,30,PHI,Home
PHI,2006,30,NO,Away
BLT,2006,30,IND,Home
CHI,2006,30,SEA,Home
NE,2006,30,SD,Away
SD,2006,30,NE,Home
SEA,2006,30,CHI,Away
CHI,2006,31,NO,Home
IND,2006,31,NE,Home
NO,2006,31,CHI,Away
NE,2006,31,IND,Away
CHI,2006,32,IND,Home
IND,2006,32,CHI,Home
IND,2007,1,NO,Home
NO,2007,1,IND,Away
ATL,2007,1,MIN,Away
BUF,2007,1,DEN,Home
CAR,2007,1,SL,Away
CHI,2007,1,SD,Away
CLV,2007,1,PIT,Home
DAL,2007,1,NYG,Home
DEN,2007,1,BUF,Away
DET,2007,1,OAK,Away
GB,2007,1,PHI,Home
HST,2007,1,KC,Home
JAX,2007,1,TEN,Home
KC,2007,1,HST,Away
MIA,2007,1,WAS,Away
MIN,2007,1,ATL,Home
NE,2007,1,NYJ,Away
NYG,2007,1,DAL,Away
NYJ,2007,1,NE,Home
TEN,2007,1,JAX,Away
PHI,2007,1,GB,Away
PIT,2007,1,CLV,Away
OAK,2007,1,DET,Home
SL,2007,1,CAR,Home
SD,2007,1,CHI,Home
SEA,2007,1,TB,Home
TB,2007,1,SEA,Away
WAS,2007,1,MIA,Home
CIN,2007,1,BLT,Home
ARZ,2007,1,SF,Away
BLT,2007,1,CIN,Away
SF,2007,1,ARZ,Home
ATL,2007,2,JAX,Away
BUF,2007,2,PIT,Away
CAR,2007,2,HST,Home
CHI,2007,2,KC,Home
CIN,2007,2,CLV,Away
CLV,2007,2,CIN,Home
IND,2007,2,TEN,Away
ARZ,2007,2,SEA,Home
DAL,2007,2,MIA,Away
DEN,2007,2,OAK,Home
DET,2007,2,MIN,Home
GB,2007,2,NYG,Away
HST,2007,2,CAR,Away
JAX,2007,2,ATL,Home
KC,2007,2,CHI,Away
MIA,2007,2,DAL,Home
MIN,2007,2,DET,Away
NO,2007,2,TB,Away
NE,2007,2,SD,Home
NYG,2007,2,GB,Home
NYJ,2007,2,BLT,Away
TEN,2007,2,IND,Home
PIT,2007,2,BUF,Home
OAK,2007,2,DEN,Away
SL,2007,2,SF,Home
BLT,2007,2,NYJ,Home
SD,2007,2,NE,Away
SEA,2007,2,ARZ,Away
SF,2007,2,SL,Away
TB,2007,2,NO,Home
PHI,2007,2,WAS,Home
WAS,2007,2,PHI,Away
ATL,2007,3,CAR,Home
BUF,2007,3,NE,Away
CAR,2007,3,ATL,Away
CHI,2007,3,DAL,Home
CIN,2007,3,SEA,Away
CLV,2007,3,OAK,Away
IND,2007,3,HST,Away
ARZ,2007,3,BLT,Away
DAL,2007,3,CHI,Away
DEN,2007,3,JAX,Home
DET,2007,3,PHI,Away
GB,2007,3,SD,Home
HST,2007,3,IND,Home
JAX,2007,3,DEN,Away
KC,2007,3,MIN,Home
MIA,2007,3,NYJ,Away
MIN,2007,3,KC,Away
NE,2007,3,BUF,Home
NYG,2007,3,WAS,Away
NYJ,2007,3,MIA,Home
PHI,2007,3,DET,Home
PIT,2007,3,SF,Home
OAK,2007,3,CLV,Home
SL,2007,3,TB,Away
BLT,2007,3,ARZ,Home
SD,2007,3,GB,Away
SEA,2007,3,CIN,Home
SF,2007,3,PIT,Away
TB,2007,3,SL,Home
WAS,2007,3,NYG,Home
NO,2007,3,TEN,Home
TEN,2007,3,NO,Away
ATL,2007,4,HST,Home
BUF,2007,4,NYJ,Home
CAR,2007,4,TB,Home
CHI,2007,4,DET,Away
CLV,2007,4,BLT,Home
IND,2007,4,DEN,Home
ARZ,2007,4,PIT,Home
DAL,2007,4,SL,Home
DEN,2007,4,IND,Away
DET,2007,4,CHI,Home
GB,2007,4,MIN,Away
HST,2007,4,ATL,Away
KC,2007,4,SD,Away
MIA,2007,4,OAK,Home
MIN,2007,4,GB,Home
NYG,2007,4,PHI,Home
NYJ,2007,4,BUF,Away
PHI,2007,4,NYG,Away
PIT,2007,4,ARZ,Away
OAK,2007,4,MIA,Away
SL,2007,4,DAL,Away
BLT,2007,4,CLV,Away
SD,2007,4,KC,Home
SEA,2007,4,SF,Away
SF,2007,4,SEA,Home
TB,2007,4,CAR,Away
CIN,2007,4,NE,Home
NE,2007,4,CIN,Away
ATL,2007,5,TEN,Away
CAR,2007,5,NO,Away
CHI,2007,5,GB,Away
CLV,2007,5,NE,Away
IND,2007,5,TB,Home
ARZ,2007,5,SL,Away
DEN,2007,5,SD,Home
DET,2007,5,WAS,Away
GB,2007,5,CHI,Home
HST,2007,5,MIA,Home
JAX,2007,5,KC,Away
KC,2007,5,JAX,Home
MIA,2007,5,HST,Away
NO,2007,5,CAR,Home
NE,2007,5,CLV,Home
NYG,2007,5,NYJ,Home
NYJ,2007,5,NYG,Away
TEN,2007,5,ATL,Home
PIT,2007,5,SEA,Home
SL,2007,5,ARZ,Home
BLT,2007,5,SF,Away
SD,2007,5,DEN,Away
SEA,2007,5,PIT,Away
SF,2007,5,BLT,Home
TB,2007,5,IND,Away
WAS,2007,5,DET,Home
BUF,2007,5,DAL,Home
DAL,2007,5,BUF,Away
CAR,2007,6,ARZ,Away
CHI,2007,6,MIN,Home
CIN,2007,6,KC,Away
CLV,2007,6,MIA,Home
ARZ,2007,6,CAR,Home
DAL,2007,6,NE,Home
GB,2007,6,WAS,Home
HST,2007,6,JAX,Away
JAX,2007,6,HST,Home
KC,2007,6,CIN,Home
MIA,2007,6,CLV,Away
MIN,2007,6,CHI,Away
NO,2007,6,SEA,Away
NE,2007,6,DAL,Away
NYJ,2007,6,PHI,Home
TEN,2007,6,TB,Away
PHI,2007,6,NYJ,Away
OAK,2007,6,SD,Away
SL,2007,6,BLT,Away
BLT,2007,6,SL,Home
SD,2007,6,OAK,Home
SEA,2007,6,NO,Home
TB,2007,6,TEN,Home
WAS,2007,6,GB,Away
ATL,2007,6,NYG,Home
NYG,2007,6,ATL,Away
ATL,2007,7,NO,Away
BUF,2007,7,BLT,Home
CHI,2007,7,PHI,Away
CIN,2007,7,NYJ,Home
ARZ,2007,7,WAS,Away
DAL,2007,7,MIN,Home
DEN,2007,7,PIT,Home
DET,2007,7,TB,Home
HST,2007,7,TEN,Home
KC,2007,7,OAK,Away
MIA,2007,7,NE,Home
MIN,2007,7,DAL,Away
NO,2007,7,ATL,Home
NE,2007,7,MIA,Away
NYG,2007,7,SF,Home
NYJ,2007,7,CIN,Away
TEN,2007,7,HST,Away
PHI,2007,7,CHI,Home
PIT,2007,7,DEN,Away
OAK,2007,7,KC,Home
SL,2007,7,SEA,Away
BLT,2007,7,BUF,Away
SEA,2007,7,SL,Home
SF,2007,7,NYG,Away
TB,2007,7,DET,Away
WAS,2007,7,ARZ,Home
IND,2007,7,JAX,Away
JAX,2007,7,IND,Home
BUF,2007,8,NYJ,Away
CAR,2007,8,IND,Home
CHI,2007,8,DET,Home
CIN,2007,8,PIT,Home
CLV,2007,8,SL,Away
IND,2007,8,CAR,Away
DET,2007,8,CHI,Away
HST,2007,8,SD,Away
JAX,2007,8,TB,Away
MIA,2007,8,NYG,Home
MIN,2007,8,PHI,Home
NO,2007,8,SF,Away
NE,2007,8,WAS,Home
NYG,2007,8,MIA,Away
NYJ,2007,8,BUF,Home
TEN,2007,8,OAK,Home
PHI,2007,8,MIN,Away
PIT,2007,8,CIN,Away
OAK,2007,8,TEN,Away
SL,2007,8,CLV,Home
SD,2007,8,HST,Home
SF,2007,8,NO,Home
TB,2007,8,JAX,Home
WAS,2007,8,NE,Away
DEN,2007,8,GB,Home
GB,2007,8,DEN,Away
ATL,2007,9,SF,Home
BUF,2007,9,CIN,Home
CAR,2007,9,TEN,Away
CIN,2007,9,BUF,Away
CLV,2007,9,SEA,Home
IND,2007,9,NE,Home
ARZ,2007,9,TB,Away
DAL,2007,9,PHI,Away
DEN,2007,9,DET,Away
DET,2007,9,DEN,Home
GB,2007,9,KC,Away
HST,2007,9,OAK,Away
JAX,2007,9,NO,Away
KC,2007,9,GB,Home
MIN,2007,9,SD,Home
NO,2007,9,JAX,Home
NE,2007,9,IND,Away
NYJ,2007,9,WAS,Home
TEN,2007,9,CAR,Home
PHI,2007,9,DAL,Home
OAK,2007,9,HST,Home
SD,2007,9,MIN,Away
SEA,2007,9,CLV,Away
SF,2007,9,ATL,Away
TB,2007,9,ARZ,Home
WAS,2007,9,NYJ,Away
PIT,2007,9,BLT,Home
BLT,2007,9,PIT,Away
ATL,2007,10,CAR,Away
BUF,2007,10,MIA,Away
CAR,2007,10,ATL,Home
CHI,2007,10,OAK,Away
CIN,2007,10,BLT,Away
CLV,2007,10,PIT,Away
IND,2007,10,SD,Away
ARZ,2007,10,DET,Home
DAL,2007,10,NYG,Away
DEN,2007,10,KC,Away
DET,2007,10,ARZ,Away
GB,2007,10,MIN,Home
JAX,2007,10,TEN,Away
KC,2007,10,DEN,Home
MIA,2007,10,BUF,Home
MIN,2007,10,GB,Away
NO,2007,10,SL,Home
NYG,2007,10,DAL,Home
TEN,2007,10,JAX,Home
PHI,2007,10,WAS,Away
PIT,2007,10,CLV,Home
OAK,2007,10,CHI,Home
SL,2007,10,NO,Away
BLT,2007,10,CIN,Home
SD,2007,10,IND,Home
WAS,2007,10,PHI,Home
SEA,2007,10,SF,Home
SF,2007,10,SEA,Away
ATL,2007,11,TB,Home
BUF,2007,11,NE,Home
CAR,2007,11,GB,Away
CHI,2007,11,SEA,Away
CIN,2007,11,ARZ,Home
CLV,2007,11,BLT,Away
IND,2007,11,KC,Home
ARZ,2007,11,CIN,Away
DAL,2007,11,WAS,Home
DET,2007,11,NYG,Home
GB,2007,11,CAR,Home
HST,2007,11,NO,Home
JAX,2007,11,SD,Home
KC,2007,11,IND,Away
MIA,2007,11,PHI,Away
MIN,2007,11,OAK,Home
NO,2007,11,HST,Away
NE,2007,11,BUF,Away
NYG,2007,11,DET,Away
NYJ,2007,11,PIT,Home
PHI,2007,11,MIA,Home
PIT,2007,11,NYJ,Away
OAK,2007,11,MIN,Away
SL,2007,11,SF,Away
BLT,2007,11,CLV,Home
SD,2007,11,JAX,Away
SEA,2007,11,CHI,Home
SF,2007,11,SL,Home
TB,2007,11,ATL,Away
WAS,2007,11,DAL,Away
DEN,2007,11,TEN,Home
TEN,2007,11,DEN,Away
ATL,2007,12,IND,Home
IND,2007,12,ATL,Away
DAL,2007,12,NYJ,Home
DET,2007,12,GB,Home
GB,2007,12,DET,Away
NYJ,2007,12,DAL,Away
BUF,2007,12,JAX,Away
CAR,2007,12,NO,Home
CHI,2007,12,DEN,Home
CIN,2007,12,TEN,Home
CLV,2007,12,HST,Home
ARZ,2007,12,SF,Home
DEN,2007,12,CHI,Away
HST,2007,12,CLV,Away
JAX,2007,12,BUF,Home
KC,2007,12,OAK,Home
MIN,2007,12,NYG,Away
NO,2007,12,CAR,Away
NE,2007,12,PHI,Home
NYG,2007,12,MIN,Home
TEN,2007,12,CIN,Away
PHI,2007,12,NE,Away
OAK,2007,12,KC,Away
SL,2007,12,SEA,Home
BLT,2007,12,SD,Away
SD,2007,12,BLT,Home
SEA,2007,12,SL,Away
SF,2007,12,ARZ,Away
TB,2007,12,WAS,Home
WAS,2007,12,TB,Away
MIA,2007,12,PIT,Away
PIT,2007,12,MIA,Home
DAL,2007,13,GB,Home
GB,2007,13,DAL,Away
ATL,2007,13,SL,Away
BUF,2007,13,WAS,Away
CAR,2007,13,SF,Home
CHI,2007,13,NYG,Home
CIN,2007,13,PIT,Away
CLV,2007,13,ARZ,Away
IND,2007,13,JAX,Home
ARZ,2007,13,CLV,Home
DEN,2007,13,OAK,Away
DET,2007,13,MIN,Away
HST,2007,13,TEN,Away
JAX,2007,13,IND,Away
KC,2007,13,SD,Home
MIA,2007,13,NYJ,Home
MIN,2007,13,DET,Home
NO,2007,13,TB,Home
NYG,2007,13,CHI,Away
NYJ,2007,13,MIA,Away
