Week,player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
1,Calais Campbell,4364,ED,ATL,1,1,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,16,0,0,0,0,0,0,0.0,
1,Brandon Graham,5538,ED,PHI,1,1,0,24,0,,,0.0,,,0,0,,61.5,0,,0.0,0,0,0.0,0,0,0.0,6,1,1,0,0,0,0,,,0,0,,,10.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,10,0,0,0,0,0,0,0.0,
1,Kareem Jackson,5545,S,DEN,1,30,0,10,0,,,100.0,,,0,0,,64.8,0,,0.0,0,0,0.0,0,8,26.7,8,1,1,0,0,0,0,0.0,,0,0,18.0,100.0,100.0,15.0,15.0,0,0,0.0,64.4,0,18,0.0,0,0,118.8,1,15,50.0,15,1,3,1,0,18,0,1.2,18.0
1,Patrick Peterson,6157,CB,PIT,1,34,0,25,0,17.0,100.0,100.0,3.3,3.3,0,0,0.0,29.1,0,19,100.0,1,0,158.3,3,10,29.4,10,0,0,3,2,43,0,4.3,14.3,0,0,4.0,50.0,100.0,20.0,10.0,0,1,50.0,78.7,0,3,0.0,0,1,56.3,1,20,58.8,20,0,1,2,0,3,4,0.2,3.0
1,Justin Houston,6222,ED,CAR,1,3,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,23.1,,,0,0,,62.3,0,,0.0,0,0,0.0,0,3,100.0,13,1,1,0,0,0,0,0.0,
1,Stephon Gilmore,7016,CB,DAL,1,35,0,9,0,10.7,50.0,100.0,6.3,3.2,0,1,16.7,90.6,1,22,0.0,0,1,29.2,3,19,54.3,19,1,4,6,0,36,10,1.9,12.0,0,0,10.0,0.0,100.0,,7.5,0,1,50.0,70.9,0,,0.0,0,1,39.6,0,16,45.7,16,0,1,2,0,0,0,0.0,
1,Bobby Wagner,7050,LB,SEA,1,34,0,29,0,,,60.0,,,0,0,,62.2,0,,,0,0,0.0,0,3,8.8,5,0,0,0,0,0,0,0.0,,0,1,6.0,100.0,82.8,7.3,7.3,0,0,0.0,41.6,0,21,0.0,0,0,118.8,3,24,70.6,29,1,4,3,0,42,24,1.9,14.0
1,Lavonte David,7060,LB,TB,1,44,0,30,0,2.0,100.0,75.0,3.0,3.0,0,0,0.0,78.3,0,2,0.0,0,0,79.2,1,3,6.8,4,1,1,1,0,2,0,0.7,2.0,0,1,4.3,100.0,97.4,5.3,5.3,0,0,0.0,62.1,0,25,0.0,0,0,97.0,7,37,84.1,38,3,4,7,0,51,21,1.4,7.3
1,Demario Davis,7079,LB,NO,1,36,0,20,0,,,76.5,,,0,0,,69.3,0,,0.0,0,0,0.0,0,13,36.1,17,1,2,0,0,0,0,0.0,,0,1,6.0,100.0,86.4,19.0,19.0,0,0,0.0,82.2,0,6,0.0,0,0,91.7,1,19,52.8,22,1,1,1,0,6,0,0.3,6.0
1,Rodney McLeod,7271,S,CLV,1,36,0,8,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,12,33.3,12,0,0,0,0,0,0,0.0,,0,0,-4.5,100.0,100.0,11.0,11.0,0,0,0.0,54.2,0,7,0.0,0,0,83.3,2,23,63.9,23,1,1,2,0,8,17,0.4,4.0
