Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
1,Jeff Zgonina,55,DI,HST,1,0,4.0,0,0,13,,56.4,75.2,56.5,57.4,68.7,0.0,0,0,14,14,7.1,1,2
1,Ray Lewis,167,LB,BLT,1,0,0.5,0,0,3,76.8,75.1,75.9,59.9,58.7,81.3,0.0,0,0,17,17,5.9,1,2
1,Brian Dawkins,181,S,DEN,1,0,20.0,0,0,10,59.5,56.8,75.1,48.0,58.7,60.3,50.0,1,0,24,24,0.0,0,1
1,Phillip Daniels,191,ED,WAS,1,1,4.0,0,0,32,,43.4,76.5,57.2,42.2,69.2,0.0,0,0,25,25,4.0,1,1
1,Nick Ferguson,210,S,HST,1,0,6.0,0,0,13,53.4,45.9,76.3,57.3,45.5,29.8,33.3,1,1,27,28,7.4,2,2
1,Hollis Thomas,225,DI,SL,1,1,2.0,0,0,26,,62.7,75.8,54.8,65.0,69.0,0.0,0,0,13,13,0.0,0,1
1,Shawn Springs,230,CB,NE,1,0,2.0,0,0,19,51.1,57.2,75.9,59.0,79.5,77.6,0.0,0,0,13,13,7.7,1,1
1,James Farrior,234,LB,PIT,1,2,11.0,0,0,25,39.3,39.0,78.9,80.9,34.9,81.4,0.0,0,0,25,25,0.0,0,2
1,Trevor Pryce,243,DI,BLT,1,0,,0,0,3,,89.8,76.3,90.2,62.5,67.4,,0,0,11,11,0.0,0,0
1,Darren Sharper,258,S,NO,1,0,,0,0,20,68.4,67.6,0.0,,63.6,23.8,,0,1,20,20,0.0,0,0
1,Ronde Barber,261,CB,TB,1,0,1.0,0,0,30,76.3,83.2,77.6,71.2,83.4,37.5,0.0,0,0,22,22,9.1,2,2
1,Jason Taylor,264,ED,MIA,1,0,1.0,0,0,17,63.8,58.7,0.8,58.7,64.9,74.5,0.0,0,1,26,27,3.8,1,1
1,Bertrand Berry,267,ED,ARZ,1,0,,0,0,1,60.3,66.0,70.5,65.1,60.0,68.1,,0,0,2,2,0.0,0,0
1,Mike Vrabel,268,ED,KC,1,1,3.5,0,0,16,70.3,60.2,80.5,58.9,50.9,47.0,0.0,0,0,36,36,2.8,1,4
1,Al Harris,282,CB,GB,1,1,1.0,0,0,12,79.2,79.2,79.4,44.8,80.0,82.5,0.0,0,1,28,28,3.6,1,1
1,Grady Jackson,288,DI,DET,1,0,,0,0,11,,61.4,75.9,54.7,63.3,,,0,0,18,19,0.0,0,0
1,Jason Ferguson,293,DI,MIA,1,0,4.0,0,0,17,,54.6,74.8,71.6,47.0,68.6,0.0,0,0,17,17,0.0,0,1
1,Travis Kirschke,310,DI,PIT,1,0,,0,0,25,,73.0,72.4,66.3,66.0,,,0,0,4,4,0.0,0,0
1,Bryan Robinson,321,DI,ARZ,1,0,1.0,0,0,1,,62.7,74.9,53.9,65.1,71.9,0.0,0,0,19,19,15.8,3,3
1,Pat Williams,326,DI,MIN,1,0,3.0,0,0,18,,47.1,76.0,54.5,48.6,66.8,0.0,0,0,14,14,0.0,0,1
1,Jamal Williams,328,DI,SD,1,0,2.0,0,0,27,,31.6,75.8,52.7,32.1,71.9,0.0,0,0,21,21,9.5,2,3
1,Charles Woodson,330,CB,GB,1,0,,0,0,12,40.8,41.1,78.9,61.3,49.9,44.4,,0,0,28,28,0.0,0,0
1,Greg Ellis,332,ED,OAK,1,0,-3.0,0,0,23,62.8,73.2,77.7,65.2,60.3,71.0,0.0,0,0,22,24,4.5,1,1
1,Keith Brooking,336,LB,DAL,1,1,4.8,0,0,9,48.5,53.7,77.8,53.9,64.6,80.6,0.0,0,0,28,28,7.1,2,5
