Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Ray Lewis,167,LB,BLT,1,1,0,100.0,0,1,3,0,0,66.4,72.1,77.3,52.6,74.3,84.3,0,0,0,1,31,0.0,0,0,0,79.2,3,0,0,60,0,43,62,1,0,0,1,0,1,61,4,15,0,2,6,1,3,0,0,67,43,22.3
1,Brian Dawkins,181,S,DEN,1,2,0,100.0,0,0,10,0,0,70.0,80.1,78.1,70.1,76.1,71.8,0,4,0,0,3,8.3,1,0,0,79.2,1,0,0,36,1,19,56,0,0,0,0,0,15,56,4,33,4,5,9,1,1,4,0,3,6,3.0
1,James Farrior,234,LB,PIT,1,0,0,66.7,0,0,25,0,0,77.9,63.8,77.6,55.8,47.6,79.3,0,0,0,0,5,0.0,0,0,0,70.1,2,0,0,45,0,18,45,0,0,0,0,0,0,45,2,25,0,4,5,0,3,0,0,9,3,4.5
1,Ronde Barber,261,CB,TB,1,2,0,83.3,0,0,30,0,0,38.0,42.3,79.1,51.6,61.3,32.4,0,0,0,0,14,20.0,2,0,0,100.7,5,0,0,22,14,31,70,0,0,0,0,0,0,70,3,36,34,3,6,1,6,0,0,49,38,9.8
1,Jason Taylor,264,ED,MIA,1,0,0,,0,0,17,0,0,,56.8,73.4,54.1,62.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,0,32,29,0,0,0,29,0,3,24,8,0,0,0,0,0,0,0,0,0,
1,Al Harris,282,CB,SL,1,0,0,,0,0,26,0,0,60.0,61.7,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
1,Charles Woodson,330,CB,GB,1,0,0,80.0,0,0,12,0,0,68.6,62.0,0.0,43.8,64.5,73.9,0,0,0,0,20,0.0,0,1,1,130.4,4,0,0,26,12,48,76,0,0,0,0,0,0,76,8,20,38,0,2,0,5,0,1,29,8,7.3
1,Keith Brooking,336,LB,DAL,1,0,0,0.0,0,0,9,0,0,83.7,75.0,75.3,56.7,52.0,74.0,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,26,0,16,28,2,0,0,2,0,0,26,2,10,0,1,2,0,1,0,0,0,0,
1,Takeo Spikes,337,LB,SD,1,3,0,100.0,0,0,27,0,0,46.5,59.4,75.2,55.9,71.4,81.7,0,0,0,0,3,0.0,0,0,0,118.8,2,0,0,43,0,17,43,0,0,0,0,0,0,43,2,24,0,4,6,0,2,0,1,5,0,2.5
1,Vonnie Holliday,340,DI,ARZ,1,0,0,,0,0,1,0,0,,74.1,71.3,53.6,75.2,68.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,0,2,0,7,0,0,7,3,0,1,1,0,0,0,0,0,0,
1,London Fletcher,424,LB,WAS,1,1,0,100.0,0,1,32,0,0,33.6,45.7,76.8,74.1,58.1,28.6,0,2,0,0,41,42.9,3,0,0,118.8,2,1,0,56,0,26,56,0,0,0,0,0,0,56,11,19,0,2,3,0,2,3,0,51,20,25.5
1,Champ Bailey,442,CB,DEN,1,0,0,80.0,0,0,10,0,0,61.9,57.4,77.6,52.2,51.2,78.8,0,0,0,0,7,0.0,0,0,0,81.7,4,0,0,5,27,20,52,0,0,0,0,0,1,52,2,30,19,3,4,1,5,0,0,18,33,4.5
1,Antoine Winfield,456,CB,MIN,1,0,0,70.0,0,1,18,0,0,67.2,68.9,79.5,49.7,74.3,38.0,0,0,0,1,16,22.2,2,0,0,39.2,7,0,0,16,30,48,79,0,0,0,0,0,0,79,4,27,33,4,7,1,10,0,0,44,35,6.3
1,Mike Peterson,463,LB,ATL,1,0,0,,0,0,2,0,0,60.0,61.2,64.1,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1,Joey Porter,484,ED,ARZ,1,1,0,100.0,0,0,1,0,0,52.0,47.5,2.8,52.2,60.7,75.3,1,0,0,0,12,0.0,0,0,1,116.7,1,0,0,2,0,12,63,61,0,0,41,20,0,2,29,22,0,0,2,0,1,1,0,12,2,12.0
1,Aaron Smith,500,DI,PIT,1,0,0,,0,0,25,0,0,,39.3,77.5,49.7,41.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,56,56,0,0,0,55,0,0,27,29,0,0,0,0,0,0,0,0,0,
1,Kelly Gregg,527,DI,KC,1,0,0,,0,0,16,0,0,,43.8,74.4,55.5,46.0,22.7,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,27,27,26,1,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,
1,Brendon Ayanbadejo,542,LB,BLT,1,0,0,50.0,0,0,3,0,0,62.9,81.4,66.9,84.4,60.0,,2,1,0,0,8,,0,0,0,60.4,1,0,0,19,0,9,21,0,0,0,0,0,1,21,11,1,1,0,0,0,2,3,0,8,9,8.0
1,Brian Urlacher,587,LB,CHI,1,1,0,75.0,0,0,6,1,1,75.3,79.4,76.7,71.8,61.7,85.7,1,0,0,1,17,0.0,0,0,0,54.2,3,0,0,66,0,49,70,0,0,0,0,0,3,70,7,14,1,3,7,1,4,1,0,28,7,9.3
1,Shaun Ellis,590,DI,NE,1,0,0,,0,0,19,0,0,,58.7,76.4,54.5,63.7,67.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,0,3,0,36,0,0,27,12,0,1,1,0,0,1,0,0,0,
1,John Abraham,591,ED,ATL,1,0,1,,0,0,2,0,0,60.5,90.0,74.5,82.8,77.6,71.6,0,1,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,3,33,33,0,0,0,33,0,0,19,11,0,4,2,2,0,3,0,0,0,
1,Fred Robbins,623,DI,SL,1,0,0,,0,0,26,0,0,,63.6,77.1,63.3,59.5,67.3,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,7,29,0,0,0,0,25,11,0,1,1,0,0,2,0,0,0,
1,Deon Grant,624,S,NYG,1,1,0,,0,0,21,0,0,57.7,67.1,74.8,57.9,79.6,50.4,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,16,0,22,31,0,0,0,0,0,13,31,1,8,2,2,3,0,0,0,0,0,0,
1,Clark Haggans,670,ED,ARZ,1,0,0,0.0,0,0,1,0,0,53.2,67.9,3.7,74.3,73.1,72.0,0,6,0,0,,0.0,0,0,1,39.6,0,0,0,5,0,16,58,53,0,0,37,16,0,5,26,16,0,0,1,0,1,6,0,0,0,
1,James Hall,733,ED,SL,1,0,0,,0,0,26,0,0,63.8,79.1,75.3,69.9,66.8,69.9,1,6,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,49,49,0,0,0,49,0,0,32,15,0,2,2,1,0,7,0,0,0,
1,Paris Lenon,751,LB,ARZ,1,1,0,50.0,0,0,1,0,0,90.3,63.9,76.9,51.2,29.9,79.4,1,2,0,0,4,0.0,0,0,0,56.3,1,0,0,71,0,28,72,1,0,0,1,0,0,71,20,24,0,3,5,0,2,3,0,4,2,4.0
1,Justin Smith,776,DI,SF,1,1,0,,1,0,28,0,0,,75.5,3.2,87.7,53.0,72.1,3,5,0,0,,0.0,0,0,1,0.0,0,2,0,0,0,0,63,63,3,20,0,39,0,0,44,19,0,3,1,0,0,10,0,0,0,
1,Richard Seymour,778,DI,OAK,1,0,0,,0,0,23,0,0,,80.9,76.9,67.0,81.2,70.0,0,2,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,46,46,0,45,0,1,0,0,36,10,0,2,1,0,0,4,0,0,0,
1,Andre Carter,779,ED,NE,1,0,0,,0,0,19,0,0,,76.4,74.3,68.2,71.3,69.9,3,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,35,35,0,0,0,35,0,0,25,10,0,2,1,1,0,4,0,0,0,
1,Casey Hampton,789,DI,PIT,1,1,0,,0,0,25,0,0,,67.7,75.9,54.1,69.9,72.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,47,47,45,2,0,0,0,0,21,26,0,2,2,1,0,0,0,0,0,
1,Nate Clements,791,CB,CIN,1,1,0,50.0,0,0,7,0,0,40.1,43.7,78.5,,64.9,44.5,0,0,0,0,56,20.0,1,0,0,87.9,5,0,0,6,57,44,69,0,0,0,0,0,0,69,0,25,6,0,3,0,10,0,0,106,37,21.2
1,Ryan Pickett,799,DI,GB,1,0,0,,0,0,12,0,0,60.0,78.7,75.9,51.6,81.1,69.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,1,0,36,0,0,19,18,0,1,2,0,0,1,0,0,0,
1,Kyle Vanden Bosch,804,ED,DET,1,0,0,,0,1,11,0,0,61.2,89.6,74.8,79.6,67.8,71.0,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,43,43,0,0,0,43,0,0,33,10,0,3,2,0,0,3,0,0,0,
1,Shaun Rogers,828,DI,NO,1,1,0,,0,0,20,0,0,,29.2,74.3,55.9,29.5,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,17,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,
1,Adrian Wilson,831,S,ARZ,1,0,0,50.0,0,0,1,0,0,50.7,57.1,76.1,66.8,73.5,82.3,0,1,0,0,21,0.0,0,0,0,87.5,1,0,0,21,0,42,69,0,0,0,0,0,45,69,4,23,3,2,3,1,2,1,0,21,4,21.0
1,Chris Hoke,961,DI,PIT,1,0,0,,0,0,25,0,0,,60.2,69.2,58.4,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
1,Juqua Parker,995,ED,PHI,1,0,1,,0,0,24,1,1,60.0,78.9,76.3,71.9,70.7,67.4,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,38,38,0,0,0,38,0,0,23,14,0,1,1,0,0,4,0,0,0,
