Week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
1,Calais Campbell,4364,ED,ATL,1,0,0,2,54.2,1,2,31,97.1,9.7,3,0,4.8,0,34,33,3,0,54.7,1,2,27,100.0,11.1,3,5.6,0,29,29,3
1,Brandon Graham,5538,ED,PHI,1,0,0,24,67.5,1,0,15,94.4,6.7,1,0,3.3,0,18,17,1,0,69.2,1,0,7,100.0,0.0,0,7.1,0,8,8,1
1,Jerry Hughes,5556,ED,HST,1,0,0,13,49.6,0,2,12,92.9,0.0,0,0,8.3,0,14,13,2,0,50.8,0,1,8,100.0,0.0,0,6.3,0,8,8,1
1,Al Woods,5646,DI,NYJ,1,0,0,22,60.0,0,0,13,100.0,0.0,0,0,7.7,1,13,13,1,0,54.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
1,Cameron Jordan,6176,ED,NO,1,2,0,20,65.5,0,4,34,100.0,5.9,2,0,8.8,1,37,37,5,0,67.3,0,1,15,100.0,13.3,2,10.0,1,17,17,2
1,Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Justin Houston,6222,ED,CAR,1,0,0,5,56.6,0,1,15,85.0,0.0,0,0,3.3,0,20,17,1,0,53.3,0,1,5,100.0,0.0,0,10.0,0,5,5,1
1,Lawrence Guy Sr.,6385,DI,NE,1,0,0,19,50.8,0,0,16,100.0,0.0,0,0,0.0,0,19,19,0,0,53.6,0,0,5,100.0,0.0,0,0.0,0,7,7,0
1,Fletcher Cox,7018,DI,PHI,1,0,0,24,63.2,1,1,36,100.0,13.9,5,0,2.8,0,37,37,2,0,63.9,1,1,19,100.0,15.8,3,5.3,0,19,19,2
1,Bobby Wagner,7050,LB,SEA,1,0,0,29,60.2,0,1,7,17.1,14.3,1,0,7.1,0,41,7,1,0,51.0,0,0,4,19.0,0.0,0,0.0,0,21,4,0
1,Lavonte David,7060,LB,TB,1,0,0,30,56.5,0,0,2,4.3,0.0,0,0,0.0,0,46,2,0,0,59.7,0,0,1,5.6,0.0,0,0.0,0,18,1,0
1,Demario Davis,7079,LB,NO,1,0,0,20,70.0,0,2,7,16.3,14.3,1,0,14.3,0,43,7,2,0,76.2,0,2,4,21.1,25.0,1,25.0,0,19,4,2
1,Harrison Smith,7641,S,MIN,1,0,0,18,52.5,0,0,6,16.7,0.0,0,0,0.0,0,36,6,0,0,55.9,0,0,2,28.6,0.0,0,0.0,0,7,2,0
1,Justin Bethel,7654,CB,MIA,1,0,0,17,88.9,0,1,2,22.2,0.0,0,0,75.0,1,9,2,2,0,88.9,0,1,2,28.6,0.0,0,75.0,1,7,2,2
1,Johnathan Hankins,7830,DI,DAL,1,0,0,9,53.6,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,55.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
1,Tyrann Mathieu,7850,S,NO,1,0,0,20,60.0,0,1,1,2.3,0.0,0,0,50.0,0,43,1,1,0,,0,1,0,0.0,,0,,0,19,0,1
1,John Jenkins,7863,DI,LV,1,0,0,23,74.8,0,0,14,100.0,21.4,3,0,0.0,0,16,16,0,0,68.7,0,0,3,100.0,33.3,1,0.0,0,3,3,0
1,William Gholston,7908,DI,TB,1,0,0,30,55.3,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Jordan Poyer,8000,S,BUF,1,0,0,4,57.9,0,0,1,7.4,0.0,0,0,0.0,0,27,2,0,0,59.1,0,0,0,7.7,,0,,0,13,1,0
1,Nick Williams,8006,DI,LAC,1,0,0,27,52.7,0,0,20,100.0,0.0,0,0,0.0,0,20,20,0,0,55.5,0,0,5,100.0,0.0,0,0.0,0,5,5,0
1,Mike Purcell,8530,DI,DEN,1,0,0,10,65.4,1,0,6,100.0,16.7,1,0,8.3,0,8,8,1,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Jadeveon Clowney,8636,ED,BLT,1,0,0,3,56.6,1,4,32,100.0,12.5,4,0,7.8,0,35,35,5,0,61.6,0,2,13,100.0,23.1,3,7.7,0,15,15,2
1,Khalil Mack,8640,ED,LAC,1,0,0,27,59.1,0,6,34,94.6,8.8,3,0,8.8,0,37,35,6,0,74.5,0,4,11,100.0,27.3,3,18.2,0,11,11,4
1,Aaron Donald,8648,DI,LA,1,0,1,26,75.0,0,4,25,100.0,20.0,5,1,12.0,1,29,29,5,0,82.0,0,3,10,100.0,40.0,4,25.0,1,11,11,4
1,C.J. Mosley,8652,LB,NYJ,1,0,0,22,53.1,0,1,4,7.8,0.0,0,0,12.5,0,51,4,1,0,56.0,0,1,2,6.7,0.0,0,25.0,0,30,2,1
1,DeMarcus Lawrence,8669,ED,DAL,1,0,0,9,60.8,0,2,20,100.0,15.0,3,0,10.0,1,21,21,3,0,57.0,0,2,15,100.0,13.3,2,6.7,0,16,16,2
1,DaQuan Jones,8747,DI,BUF,1,0,0,4,68.9,1,2,15,100.0,20.0,3,0,10.0,0,16,16,3,0,68.0,1,0,7,100.0,28.6,2,7.1,0,8,8,1
