Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Calais Campbell,4364,ED,ATL,1,0,0,,0,0,2,0,0,60.0,56.4,79.4,54.2,60.1,25.0,1,2,0,0,,66.7,2,0,0,0.0,0,0,0,0,0,1,51,51,0,7,29,15,0,0,33,17,0,1,1,0,0,3,0,0,0,
1,Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,0,0,67.3,78.6,77.1,67.5,60.9,69.6,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,21,20,0,0,19,1,0,1,17,3,1,1,1,1,0,1,0,0,0,
1,Kareem Jackson,5545,S,DEN,1,0,0,100.0,0,0,10,0,0,70.6,65.8,0.0,,58.6,49.1,0,0,0,1,18,0.0,0,0,1,79.2,1,0,0,16,2,30,55,1,0,0,1,0,27,54,0,25,9,2,4,0,1,0,0,18,0,18.0
1,Jerry Hughes,5556,ED,HST,1,0,0,,0,0,13,0,0,60.0,42.2,78.2,49.6,45.4,,0,2,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,1,23,23,0,0,23,0,0,0,13,9,0,0,0,0,0,2,0,0,0,
1,Al Woods,5646,DI,NYJ,1,0,0,,0,0,22,0,0,,63.4,74.9,60.0,62.8,67.3,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,20,20,0,19,0,1,0,0,13,7,0,1,0,0,0,1,0,0,0,
1,Patrick Peterson,6157,CB,PIT,1,1,0,66.7,0,0,25,0,0,64.5,63.2,76.4,,56.8,38.5,0,0,0,0,19,25.0,1,2,0,129.2,4,0,0,12,49,34,67,0,0,0,0,0,0,67,0,33,6,0,2,0,6,0,2,46,4,11.5
1,Cameron Jordan,6176,ED,NO,1,1,2,,0,0,20,0,0,,72.8,79.5,65.5,70.5,74.4,0,4,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,54,54,0,0,48,6,0,0,37,17,0,2,3,0,0,5,0,0,0,
1,Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,0,0,,56.9,72.7,62.2,54.5,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,0,1,0,0,0,
1,Justin Houston,6222,ED,CAR,1,1,0,,0,0,5,0,0,62.3,66.6,74.9,56.6,70.5,72.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,26,26,0,0,25,1,0,0,17,6,0,1,1,1,0,1,0,0,0,
1,Lawrence Guy Sr.,6385,DI,NE,1,2,0,,0,0,19,0,0,,70.5,76.0,50.8,79.2,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,0,15,0,16,0,0,19,12,0,2,2,0,0,0,0,0,0,
1,Stephon Gilmore,7016,CB,DAL,1,0,0,37.5,0,0,9,0,0,89.8,89.9,76.1,,72.0,78.9,0,0,0,1,22,0.0,0,2,0,12.5,3,0,0,6,44,35,54,0,0,0,0,0,0,54,0,19,4,1,5,0,8,0,0,36,10,12.0
1,Fletcher Cox,7018,DI,PHI,1,0,0,,0,0,24,0,0,,72.4,77.9,63.2,73.1,70.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,0,19,3,28,0,0,37,13,0,1,3,0,0,2,0,0,0,
1,Bobby Wagner,7050,LB,SEA,1,5,0,100.0,0,0,29,0,0,47.2,74.7,75.3,60.2,90.4,86.0,0,1,0,0,21,0.0,0,0,0,118.8,4,0,0,77,1,34,81,0,0,0,0,0,0,81,7,40,3,9,14,1,4,1,0,63,24,15.8
1,Lavonte David,7060,LB,TB,1,2,0,100.0,0,0,30,0,0,68.8,67.4,76.0,56.5,59.8,80.1,0,0,0,0,25,0.0,0,0,0,94.3,8,0,0,47,0,44,61,9,0,0,9,0,0,52,2,15,5,5,6,2,8,0,0,53,21,6.6
