Week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
1,Junior Seau,10,LB,NE,1,0,0,19,60.0,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
1,Ted Washington,13,DI,CLV,1,0,0,8,54.1,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
1,Keith Traylor,15,DI,MIA,1,0,0,17,65.0,0,0,8,88.9,0.0,0,0,12.5,1,9,8,1,0,70.4,0,0,3,75.0,0.0,0,33.3,1,4,3,1
1,Michael Strahan,40,ED,NYG,1,0,0,21,47.7,0,3,41,97.7,4.9,2,0,3.7,0,43,42,3,0,50.5,0,3,22,100.0,9.1,2,6.8,0,22,22,3
1,John Lynch,46,S,DEN,1,0,0,10,59.1,0,0,3,7.9,0.0,0,0,0.0,0,38,3,0,0,,0,0,0,0.0,,0,,0,13,0,0
1,Dan Wilkinson,69,DI,MIA,1,0,0,17,72.5,0,4,10,100.0,20.0,2,0,20.0,0,11,11,4,0,66.8,0,2,4,100.0,25.0,1,25.0,0,5,5,2
1,Willie McGinest,71,ED,CLV,1,0,0,8,50.6,0,0,18,60.0,0.0,0,0,0.0,0,30,18,0,0,56.3,0,0,2,66.7,0.0,0,0.0,0,3,2,0
1,Bryant Young,73,DI,SF,1,0,0,28,66.4,1,1,33,100.0,15.2,5,0,6.1,1,34,34,3,0,63.2,0,0,13,100.0,15.4,2,7.7,1,14,14,1
1,Sam Adams,74,DI,CIN,1,0,0,7,55.0,0,0,9,100.0,0.0,0,0,0.0,0,11,11,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Kimo von Oelhoffen,90,DI,NYJ,1,0,0,22,51.0,0,0,17,100.0,0.0,0,0,0.0,0,18,18,0,0,55.1,0,0,3,100.0,0.0,0,0.0,0,4,4,0
1,Bobby Hamilton,105,DI,NYJ,1,1,0,22,67.2,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
1,Tyoka Jackson,106,DI,DET,1,0,0,11,67.0,0,1,13,100.0,7.7,1,0,11.5,1,13,13,2,0,68.7,0,1,9,100.0,11.1,1,16.7,1,9,9,2
1,Kevin Carter,116,ED,MIA,1,0,0,17,72.5,0,4,24,100.0,16.7,4,0,12.5,1,27,27,5,0,62.6,0,1,12,100.0,8.3,1,4.2,0,14,14,1
1,Warren Sapp,119,DI,OAK,1,0,0,23,72.9,1,1,9,100.0,22.2,2,0,11.1,0,9,9,2,0,82.3,1,1,3,100.0,66.7,2,33.3,0,3,3,2
1,Derrick Brooks,126,LB,TB,1,0,0,30,55.3,0,1,3,10.0,0.0,0,0,16.7,0,30,3,1,0,56.1,0,1,2,12.5,0.0,0,25.0,0,16,2,1
1,Jason Fisk,145,DI,SL,1,0,0,26,53.1,0,0,15,100.0,0.0,0,0,0.0,0,16,16,0,0,57.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Don Davis,147,LB,NE,1,0,0,19,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
1,Willie Whitehead,152,DI,NO,1,0,0,20,55.8,0,0,8,100.0,0.0,0,0,0.0,0,10,10,0,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Simeon Rice,154,ED,TB,1,0,0,30,59.1,1,3,25,86.7,8.0,2,0,8.0,0,30,26,4,0,64.5,1,2,13,87.5,15.4,2,11.5,0,16,14,3
1,Walt Harris,159,CB,SF,1,1,0,28,94.2,0,0,3,10.0,33.3,1,0,33.3,1,40,4,1,0,93.1,0,0,1,12.5,100.0,1,100.0,1,16,2,1
1,Ray Lewis,167,LB,BLT,1,0,0,3,67.8,0,0,5,13.2,0.0,0,0,20.0,1,38,5,1,0,70.9,0,0,3,15.8,0.0,0,33.3,1,19,3,1
1,Fred Thomas,175,CB,NO,1,0,0,20,59.7,0,0,1,2.5,0.0,0,1,0.0,0,40,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
1,Randall Godfrey,176,LB,SD,1,0,0,27,73.5,0,2,7,43.8,28.6,2,0,14.3,0,16,7,2,0,80.0,0,2,3,30.0,66.7,2,33.3,0,10,3,2
1,Lance Johnstone,179,ED,OAK,1,0,0,23,53.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,56.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
1,Brian Dawkins,181,S,PHI,1,0,0,24,57.0,0,0,3,8.1,0.0,0,1,0.0,0,37,3,0,0,59.3,0,0,1,5.0,0.0,0,0.0,0,20,1,0
1,Donnie Edwards,190,LB,SD,1,0,0,27,72.3,0,0,3,14.3,33.3,1,0,33.3,1,28,4,1,0,73.8,0,0,2,13.6,50.0,1,50.0,1,22,3,1
1,Phillip Daniels,191,ED,WAS,1,0,0,32,53.1,0,2,30,97.1,6.7,2,0,3.3,0,35,34,2,0,57.9,0,1,7,100.0,14.3,1,7.1,0,9,9,1
1,Zach Thomas,203,LB,MIA,1,0,0,17,90.8,2,2,7,21.2,14.3,1,0,28.6,0,33,7,4,0,91.7,1,0,2,11.8,50.0,1,25.0,0,17,2,1
1,La'Roi Glover,204,DI,SL,1,0,0,26,81.0,1,2,27,100.0,18.5,5,0,9.3,1,28,28,4,0,90.4,0,2,11,100.0,36.4,4,18.2,1,11,11,3
1,Orpheus Roye,206,DI,CLV,1,1,0,8,60.2,0,1,27,100.0,3.7,1,0,1.9,0,27,27,1,0,56.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Carlos Emmons,209,LB,NYG,1,0,0,21,58.2,0,3,10,28.6,10.0,1,0,15.0,0,35,10,3,0,65.9,0,2,4,23.5,25.0,1,25.0,0,17,4,2
1,Hollis Thomas,225,DI,NO,1,0,0,20,67.9,0,2,29,100.0,6.9,2,0,6.9,1,33,33,3,0,70.4,0,1,9,100.0,11.1,1,5.6,0,11,11,1
1,James Farrior,234,LB,PIT,1,0,0,25,71.3,2,2,11,25.0,0.0,0,0,27.3,1,44,11,5,0,65.5,1,0,5,27.8,0.0,0,30.0,1,18,5,2
1,Kenard Lang,238,ED,DEN,1,0,0,10,67.8,0,2,17,94.7,23.5,4,0,11.8,1,19,18,3,0,76.8,0,1,4,80.0,50.0,2,12.5,0,5,4,1
1,Trevor Pryce,243,DI,BLT,1,1,0,3,75.2,0,6,29,100.0,17.2,5,0,10.3,0,29,29,6,0,76.4,0,4,13,100.0,30.8,4,15.4,0,13,13,4
1,Dexter McCleon,247,CB,HST,1,0,0,13,54.6,0,1,5,25.0,0.0,0,0,10.0,0,20,5,1,0,,0,0,0,0.0,,0,,0,6,0,0
1,Marcellus Wiley,252,ED,JAX,1,0,0,15,63.1,0,2,13,100.0,15.4,2,0,7.7,0,15,15,2,0,59.7,0,1,7,100.0,14.3,1,7.1,0,9,9,1
1,Mike Minter,254,S,CAR,1,0,0,5,60.0,1,0,1,3.7,0.0,0,0,50.0,0,27,1,1,0,,0,0,0,0.0,,0,,0,4,0,0
1,James Darling,255,LB,ARZ,1,0,0,1,59.1,0,0,1,4.3,0.0,0,0,0.0,0,23,1,0,0,59.1,0,0,1,7.7,0.0,0,0.0,0,13,1,0
