Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
1,Julius Peppers,1010,ED,GB,1,0,,,8.0,,,0,0,0,,12,55.7,45.0,77.5,52.6,53.3,,0,,,0,0,0,0.0,0,2,25,0,0,0,0,0,0,0.0,
1,James Harrison,1251,ED,PIT,1,0,5.0,100.0,31.8,7.0,7.0,0,0,0,0.0,25,78.2,75.0,76.2,57.0,67.2,74.4,1,9,0.0,0,0,0,64.6,1,7,22,1,1,1,0,9,4,1.3,9.0
1,Terence Newman,1321,CB,MIN,1,0,12.9,55.6,100.0,8.2,4.6,0,0,0,0.0,18,53.5,53.0,77.0,,52.1,66.1,0,12,0.0,0,0,0,69.7,5,43,43,0,7,9,0,46,0,1.1,9.2
1,Robert Mathis,1447,ED,IND,1,0,,,6.5,,,0,0,0,,14,60.7,52.3,79.7,47.8,61.6,72.8,0,,,0,0,0,0.0,0,2,31,0,0,0,0,0,0,0.0,
1,DeAngelo Hall,1729,S,WAS,1,0,4.0,100.0,97.4,37.0,37.0,0,0,0,0.0,32,58.4,61.8,76.9,59.7,67.7,80.6,0,4,0.0,0,0,0,83.3,1,37,38,0,2,1,0,4,0,0.1,4.0
1,Karlos Dansby,1754,LB,CIN,1,0,1.4,100.0,85.7,6.4,6.4,0,0,0,0.0,7,51.2,51.3,78.2,54.1,57.9,59.7,0,24,0.0,0,0,0,118.8,5,36,42,1,3,5,0,73,66,2.3,14.6
1,Daryl Smith,1760,LB,TB,1,0,-1.0,100.0,81.3,6.5,6.5,0,0,0,0.0,30,28.7,34.3,74.1,55.6,64.5,72.8,0,21,,0,0,0,118.8,2,13,16,0,0,2,0,37,39,2.8,18.5
1,Mike Adams,1972,S,IND,1,0,-1.0,100.0,97.6,40.0,40.0,0,0,0,0.0,14,67.6,73.5,78.4,60.0,72.2,84.1,0,3,0.0,0,0,0,79.2,1,41,42,0,3,1,0,3,4,0.1,3.0
1,Adam Jones,2223,CB,CIN,1,0,9.3,100.0,100.0,12.0,12.0,0,0,0,0.0,7,67.6,68.6,78.5,,68.0,78.5,0,18,0.0,0,0,0,109.7,3,41,41,1,4,3,0,31,3,0.9,10.3
1,DeMarcus Ware,2228,ED,DEN,1,0,,,4.5,,,0,0,0,,10,60.0,63.1,77.1,74.0,41.0,42.8,0,,,0,0,0,0.0,0,1,22,1,0,0,0,0,0,0.0,
