Week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
0,Gavin Hardison,100827,QB,UTEP,1,60.0,0,53,330,59.5,42,46,14.5,3.41,0,7,14.6,41.3,19,15,24.0,51,96.2,6,12,,66.2,82.9,77.4,81.2,,66.7,1,0,53,20.0,70.1,5.9,3,2,0,3,1,2,3.8,291,6.3,58.5,41,45,13.5,3.34,0,6,12.5,40.0,18,15,25.0,50,94.3,6,10,,66.2,77.8,77.4,75.7,,66.7,1,0,53,20.0,62.4,6.0,3,2,0,3,1,2,3.8,211,4.7,100.0,3,3,17.3,3.57,0,1,33.3,100.0,3,0,0.0,3,5.7,0,2,,62.7,92.5,66.6,92.2,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,82,27.3,0,100.0,2,2,-2.0,1.85,0,0,0.0,100.0,2,0,0.0,2,3.8,0,0,,62.7,64.1,66.6,63.9,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0,22.64
0,Casey Thompson,77677,QB,NEBRASKA,1,17.89,0,44,238,73.7,38,40,13.7,2.89,0,2,4.9,57.5,23,15,17.9,42,95.5,5,15,,69.7,77.4,77.0,75.8,,62.3,0,2,43,13.3,72.5,4.8,2,0,0,2,1,1,2.3,336,8.4,73.3,30,31,12.6,2.85,0,2,6.3,54.8,17,11,22.7,33,75.0,5,12,,69.1,75.5,76.5,73.9,,62.3,0,2,34,18.2,65.4,6.1,2,0,0,1,1,1,2.9,251,8.1,80.0,10,11,14.0,2.73,0,0,0.0,72.7,8,4,0.0,11,25.0,0,4,,65.6,72.9,70.4,72.4,,,0,0,11,0.0,102.1,0.0,0,0,0,1,0,0,0.0,104,9.5,0,100.0,2,2,-1.0,1.35,0,0,0.0,100.0,2,0,0.0,2,4.5,0,1,,61.8,62.8,65.5,62.6,,,0,0,2,,106.3,0.0,0,0,0,0,0,0,0.0,19,9.5,1.35
0,Drake Maye,143969,QB,N CAROLINA,1,-21.01,0,41,245,78.1,32,34,11.1,2.46,0,2,5.7,73.5,25,11,0.0,37,90.2,0,17,,69.4,85.4,76.8,78.3,,80.1,1,0,39,0.0,136.6,0.0,0,3,1,0,5,0,0.0,275,8.1,90.0,20,21,4.3,2.22,0,0,0.0,85.7,18,5,0.0,23,56.1,0,10,,68.2,83.1,75.9,75.3,,77.3,0,0,24,0.0,122.4,0.0,0,2,1,0,2,0,0.0,121,5.8,68.8,16,17,15.6,2.54,0,2,11.8,64.7,11,6,0.0,18,43.9,0,8,,67.0,77.8,72.2,74.8,,64.1,1,0,19,0.0,138.0,0.0,0,1,0,0,3,0,0.0,173,10.2,0,100.0,4,4,-4.8,1.38,0,0,0.0,100.0,4,0,0.0,4,9.8,0,1,,63.3,65.0,67.4,64.8,,,0,0,4,,86.5,0.0,0,0,0,0,0,0,0.0,19,4.8,4.42
0,Ryan Hilinski,71295,QB,NWESTERN,1,-25.57,0,39,256,79.4,34,36,7.6,2.58,1,0,0.0,69.4,25,9,7.4,36,92.3,2,14,,70.9,78.9,78.0,78.3,,62.4,0,0,36,0.0,112.3,0.0,0,0,0,1,2,0,0.0,292,8.1,86.4,22,22,5.4,2.35,0,0,0.0,81.8,18,6,5.3,23,59.0,1,9,,70.4,73.3,77.4,72.4,,62.4,0,0,23,0.0,114.4,0.0,0,0,0,0,1,0,0.0,172,7.8,71.4,14,16,9.7,2.66,1,0,0.0,56.3,9,3,10.0,16,41.0,1,6,,66.5,77.6,71.6,77.0,,,0,0,16,0.0,106.8,0.0,0,0,0,1,1,0,0.0,142,8.9,0,100.0,2,2,-2.5,1.2,0,0,0.0,100.0,2,0,0.0,3,7.7,0,1,,62.7,60.3,66.6,60.2,,,0,0,3,,112.5,0.0,0,0,0,0,0,0,0.0,22,11.0,1.06
0,Brayden Schager,146078,QB,HAWAII,1,-8.71,0,37,180,60.0,30,31,9.5,2.58,0,0,0.0,51.6,16,6,11.1,32,86.5,2,7,,68.4,49.9,75.8,49.1,,,0,0,32,16.7,66.3,3.1,1,0,0,1,0,0,0.0,158,5.1,60.9,23,24,7.9,2.51,0,0,0.0,54.2,13,6,7.1,26,70.3,1,6,,67.9,52.6,75.4,51.6,,,0,0,27,16.7,65.8,3.8,1,0,0,1,0,0,0.0,107,4.5,60.0,10,11,9.6,2.22,0,0,0.0,45.5,5,1,16.7,11,29.7,1,1,,65.6,46.8,70.4,46.8,,,0,0,11,0.0,60.4,0.0,0,0,0,1,0,0,0.0,54,4.9,0,66.7,3,4,-2.7,1.42,0,0,0.0,50.0,2,1,0.0,5,13.5,0,0,,64.2,51.0,68.6,50.9,,,0,0,6,0.0,56.3,0.0,0,0,0,1,0,0,0.0,3,0.8,0.45
0,Tommy DeVito,60545,QB,ILLINOIS,1,6.09,0,37,187,78.6,28,31,7.5,2.59,0,2,6.1,67.7,21,6,4.5,31,83.8,1,8,,69.5,77.0,76.6,74.5,,65.8,0,0,33,0.0,102.1,0.0,0,0,0,3,2,0,0.0,164,5.3,78.3,23,24,6.6,2.45,0,1,3.8,70.8,17,4,5.6,24,64.9,1,5,,69.0,72.5,76.2,69.5,,65.8,0,0,26,0.0,106.4,0.0,0,0,0,1,2,0,0.0,101,4.2,90.9,11,13,3.8,2.39,0,1,7.7,76.9,10,2,0.0,13,35.1,0,5,,66.0,77.4,71.0,76.8,,,0,0,13,0.0,96.0,0.0,0,0,0,2,0,0,0.0,93,7.2,0,100.0,6,6,-2.7,1.62,0,0,0.0,100.0,6,0,0.0,6,16.2,0,2,,64.2,66.3,68.6,66.0,,,0,0,6,,87.5,0.0,0,0,0,0,0,0,0.0,30,5.0,2.94
0,Austin Reed,111760,QB,W KENTUCKY,1,-10.0,0,35,346,68.0,25,28,15.8,2.9,1,1,3.1,50.0,14,5,17.6,29,82.9,3,10,,69.9,68.4,76.5,66.3,,64.3,2,1,33,20.0,101.6,3.4,1,0,0,0,3,1,3.0,249,8.9,73.9,23,25,13.4,2.54,1,1,3.4,60.0,15,4,11.8,26,74.3,2,9,,69.8,66.7,76.3,64.4,,64.3,1,1,30,0.0,102.9,0.0,0,0,0,0,2,1,3.3,245,9.8,71.4,7,8,10.7,2.63,0,0,0.0,50.0,4,1,20.0,9,25.7,1,2,,65.1,68.5,69.8,68.1,,,1,0,9,100.0,99.5,11.1,1,0,0,0,2,0,0.0,31,3.9,0,100.0,5,5,-2.2,0.97,0,0,0.0,100.0,5,0,0.0,6,17.1,0,1,,64.2,63.4,68.6,63.2,,,0,0,6,,128.8,0.0,0,0,0,0,1,0,0.0,27,5.4,-5.92
0,Zion Turner,158636,QB,UCONN,1,-8.77,0,33,146,42.9,21,27,11.2,3.03,2,0,0.0,29.6,8,13,11.1,29,87.9,1,6,,69.2,37.6,75.9,32.2,,62.3,1,2,29,7.7,22.5,3.4,1,1,0,3,1,3,10.3,90,3.3,50.0,16,19,8.8,2.79,0,0,0.0,42.1,8,8,0.0,20,60.6,0,6,,68.6,52.3,75.4,47.1,,62.3,1,1,21,0.0,45.3,0.0,0,1,0,2,1,2,9.5,52,2.7,55.6,9,12,9.3,2.89,2,0,0.0,33.3,4,5,20.0,13,39.4,1,3,,66.0,30.5,71.0,30.8,,,0,1,13,20.0,14.9,7.7,1,0,0,1,0,1,7.7,57,4.8,0,100.0,4,4,-2.8,1.38,0,0,0.0,100.0,4,0,0.0,4,12.1,0,3,,63.8,65.5,68.1,65.3,,,0,0,5,,86.5,0.0,0,0,0,0,0,0,0.0,19,4.8,2.01
0,Logan Bonner,39990,QB,UTAH ST,1,-1.58,0,33,329,71.4,21,22,12.1,2.66,0,4,16.7,63.6,14,4,6.7,26,78.8,1,11,,69.7,90.6,77.5,92.5,55.9,52.1,0,0,28,25.0,134.8,3.8,1,3,0,1,3,0,0.0,212,9.6,70.0,10,10,3.0,1.98,0,0,0.0,70.0,7,0,0.0,10,30.3,0,4,,68.5,62.8,76.5,60.7,55.9,60.8,0,0,11,,87.1,0.0,0,0,0,0,0,0,0.0,64,6.4,77.8,18,19,12.0,2.67,0,4,20.0,68.4,13,5,7.1,23,69.7,1,11,,67.6,92.3,73.0,93.8,,50.3,0,0,24,20.0,143.2,4.3,1,3,0,1,3,0,0.0,203,10.7,0,85.7,7,7,-1.3,1.74,0,0,0.0,85.7,6,1,0.0,7,21.2,0,4,,64.6,61.0,69.1,60.8,,,0,0,7,0.0,99.4,0.0,0,0,0,0,0,0,0.0,55,7.9,4.28
0,Doug Brumfield,128348,QB,UNLV,1,20.0,0,29,325,90.9,22,23,9.0,2.54,0,2,8.3,82.6,19,8,5.0,27,93.1,1,13,,24.5,77.8,74.7,77.2,,61.7,1,0,28,25.0,158.3,7.4,2,2,0,0,4,2,7.1,318,13.8,89.5,19,20,8.2,2.32,0,1,4.8,80.0,16,6,5.9,21,72.4,1,11,,67.5,75.4,74.2,79.3,,52.9,1,0,23,0.0,158.3,0.0,0,1,0,0,4,1,4.3,267,13.4,100.0,5,5,6.8,2.7,0,1,20.0,100.0,5,2,0.0,8,27.6,0,4,,12.7,68.2,69.5,62.5,,64.0,0,0,8,100.0,118.8,25.0,2,1,0,0,0,1,12.5,89,17.8,0,100.0,2,2,-4.5,0.95,0,0,0.0,100.0,2,0,0.0,2,6.9,0,2,,62.7,56.3,66.6,62.6,,57.3,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0,4.45
