Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
1,Ray Lewis,167,LB,BLT,1,0,8.0,100.0,91.5,14.0,14.0,0,0,0,0.0,3,66.4,72.1,77.3,52.6,74.3,84.3,1,31,0.0,0,0,0,79.2,3,43,47,0,2,3,0,67,43,1.6,22.3
1,Brian Dawkins,181,S,DEN,1,0,-3.0,100.0,82.6,19.0,19.0,0,0,0,0.0,10,70.0,80.1,78.1,70.1,76.1,71.8,0,3,0.0,0,0,0,79.2,1,19,23,1,2,1,0,3,6,0.2,3.0
1,James Farrior,234,LB,PIT,1,0,8.3,66.7,90.0,8.0,5.3,0,0,0,0.0,25,77.9,63.8,77.6,55.8,47.6,79.3,0,5,0.0,0,0,0,70.1,2,18,20,2,2,3,0,9,3,0.6,4.5
1,Ronde Barber,261,CB,TB,1,0,3.7,83.3,91.2,6.0,5.0,0,0,0,0.0,30,38.0,42.3,79.1,51.6,61.3,32.4,0,14,66.7,2,0,0,100.7,5,31,34,0,1,6,0,49,38,1.6,9.8
1,Al Harris,282,CB,SL,1,0,,,100.0,,,0,0,0,,26,60.0,61.7,68.1,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
1,Charles Woodson,330,CB,GB,1,0,5.8,80.0,85.7,11.8,9.4,0,0,1,20.0,12,68.6,62.0,0.0,43.8,64.5,73.9,0,20,0.0,0,1,1,130.4,4,48,56,0,2,5,1,29,8,0.6,7.3
1,Keith Brooking,336,LB,DAL,1,0,8.0,0.0,88.9,,16.0,0,0,1,100.0,9,83.7,75.0,75.3,56.7,52.0,74.0,0,,,0,1,0,39.6,0,16,18,0,0,1,0,0,0,0.0,
1,Takeo Spikes,337,LB,SD,1,0,5.5,100.0,89.5,8.5,8.5,0,0,0,0.0,27,46.5,59.4,75.2,55.9,71.4,81.7,0,3,0.0,0,0,0,118.8,2,17,19,1,1,2,1,5,0,0.3,2.5
1,London Fletcher,424,LB,WAS,1,0,15.5,100.0,70.3,13.0,13.0,0,0,0,0.0,32,33.6,45.7,76.8,74.1,58.1,28.6,0,41,100.0,1,0,0,118.8,2,26,37,0,0,2,0,51,20,2.0,25.5
1,Champ Bailey,442,CB,DEN,1,0,-2.4,80.0,90.9,5.0,4.0,0,0,0,0.0,10,61.9,57.4,77.6,52.2,51.2,78.8,0,7,0.0,0,0,0,81.7,4,20,22,2,2,5,0,18,33,0.9,4.5
