Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
1,Junior Seau,10,LB,NE,1,0,3.0,100.0,77.3,17.0,17.0,0,0,0,0.0,19,56.5,66.2,72.7,51.2,80.6,78.3,0,3,0.0,0,0,0,79.2,1,17,22,1,1,1,0,3,0,0.2,3.0
1,Michael Strahan,40,ED,NYG,1,0,,,9.5,,,0,0,0,,21,60.2,55.3,76.1,46.9,64.4,71.0,0,,,0,0,0,0.0,0,2,21,0,0,0,0,0,0,0.0,
1,John Lynch,46,S,DEN,1,0,,,84.2,,,0,0,0,,10,56.6,64.5,74.5,75.1,65.8,42.1,0,,50.0,1,0,0,0.0,0,16,19,1,1,0,0,0,0,0.0,
1,Kevin Carter,116,ED,TB,1,0,,,8.7,,,0,0,0,,30,60.1,65.6,77.0,61.0,64.1,69.2,0,,,0,0,0,0.0,0,2,23,0,0,0,0,0,0,0.0,
1,Warren Sapp,119,DI,OAK,1,0,-6.0,100.0,11.4,4.0,4.0,0,0,0,0.0,23,61.7,60.4,77.8,59.0,55.5,71.1,0,0,0.0,0,0,0,79.2,1,4,35,1,1,1,0,0,6,0.0,0.0
1,Ty Law,124,CB,KC,1,0,7.0,100.0,100.0,21.0,21.0,0,0,0,0.0,16,62.5,65.0,77.0,,67.5,77.5,0,7,0.0,0,0,0,95.8,1,23,23,0,1,1,0,7,0,0.3,7.0
1,Derrick Brooks,126,LB,TB,1,0,10.0,100.0,89.3,8.3,8.3,0,0,0,0.0,30,29.7,56.0,69.0,69.4,79.0,44.2,0,34,100.0,2,0,0,158.3,3,25,28,0,0,3,1,46,16,1.8,15.3
1,Walt Harris,159,CB,SF,1,0,7.7,33.3,97.1,15.5,5.2,0,0,1,16.7,28,90.2,88.4,79.0,60.0,70.4,77.5,1,12,0.0,0,1,0,3.5,2,33,34,0,2,6,0,19,23,0.6,9.5
1,Ray Lewis,167,LB,BLT,1,1,1.4,85.7,74.3,3.8,3.3,0,0,0,0.0,3,55.8,59.3,76.7,48.5,69.0,66.8,0,18,0.0,0,0,1,90.5,6,26,35,4,5,7,0,40,36,1.7,6.7
1,Lawyer Milloy,171,S,ATL,1,0,4.5,50.0,79.2,19.0,9.5,0,0,0,0.0,2,57.3,72.8,75.4,69.2,81.9,83.1,0,10,0.0,0,0,0,64.6,1,19,24,0,1,2,0,10,9,0.5,10.0
1,Brian Dawkins,181,S,PHI,1,0,8.5,100.0,91.5,21.0,21.0,0,0,0,0.0,24,60.7,62.5,76.1,57.7,65.0,81.5,0,12,0.0,0,0,0,104.2,2,43,47,1,3,2,0,18,1,0.4,9.0
1,Tedy Bruschi,187,LB,NE,1,0,10.0,100.0,73.3,11.0,11.0,0,0,0,0.0,19,42.5,63.9,76.1,53.1,84.9,40.5,0,16,50.0,1,0,0,118.8,1,11,15,0,1,1,0,16,6,1.5,16.0
1,Donnie Edwards,190,LB,KC,1,0,-4.0,100.0,84.6,20.0,20.0,0,0,0,0.0,16,83.0,70.6,71.7,71.5,49.3,80.5,0,12,0.0,0,0,0,116.7,1,22,26,3,3,1,0,12,16,0.6,12.0
1,Phillip Daniels,191,ED,WAS,1,0,,,3.3,,,0,0,0,,32,60.0,71.4,77.2,68.1,65.0,67.4,0,,,0,0,0,0.0,0,1,30,0,0,0,0,0,0,0.0,
1,Zach Thomas,203,LB,MIA,1,2,1.0,100.0,85.2,23.0,23.0,0,0,0,0.0,17,62.7,65.1,76.8,66.1,61.8,75.6,0,10,0.0,0,0,0,108.3,1,23,27,1,0,1,0,10,9,0.4,10.0
1,Nick Ferguson,210,S,DEN,1,0,,,90.0,,,0,0,0,,10,64.2,51.0,74.6,55.0,38.9,76.7,0,,,0,0,0,0.0,0,18,20,0,0,0,0,0,0,0.0,
