Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
1,Willie McGinest,71,ED,CLV,1,0,2.0,100.0,60.7,7.0,7.0,0,0,0,0.0,8,43.6,59.4,78.6,73.2,62.2,74.2,0,22,,0,0,0,118.8,2,17,28,0,0,2,0,26,22,1.9,13.0
1,Aaron Glenn,75,CB,NO,1,0,16.9,57.1,100.0,7.8,4.4,0,0,0,0.0,20,50.2,51.6,76.6,,61.4,29.6,0,26,33.3,1,0,0,81.8,4,32,32,2,2,7,0,54,28,1.7,13.5
1,Rodney Harrison,89,S,NE,1,0,2.4,100.0,90.9,6.0,6.0,0,0,0,0.0,19,51.8,55.9,77.5,90.0,57.4,86.2,0,20,0.0,0,0,0,103.3,5,30,33,2,4,5,0,44,32,1.5,8.8
1,Derrick Brooks,126,LB,TB,1,0,1.5,100.0,100.0,5.0,5.0,0,0,0,0.0,30,29.2,33.1,67.9,,57.2,41.8,0,11,100.0,1,0,0,92.7,4,20,20,0,0,4,0,25,19,1.3,6.3
1,Walt Harris,159,CB,SF,1,1,2.3,50.0,91.2,15.0,7.5,0,0,0,0.0,28,72.5,68.4,78.8,67.9,44.5,78.2,0,21,0.0,0,0,0,68.8,2,31,34,1,3,4,0,24,33,0.8,12.0
1,Ray Lewis,167,LB,BLT,1,0,6.0,25.0,90.0,26.0,6.5,0,0,0,0.0,3,88.8,92.3,76.8,53.8,88.0,80.4,0,3,0.0,0,0,0,39.6,1,27,30,1,1,4,0,3,1,0.1,3.0
1,Lawyer Milloy,171,S,ATL,1,0,15.5,50.0,97.6,36.0,18.0,0,0,0,0.0,2,68.1,75.0,75.7,59.5,74.1,55.4,1,6,50.0,1,0,0,16.7,1,41,42,1,1,2,0,6,0,0.2,6.0
1,Brian Dawkins,181,S,PHI,1,0,3.0,100.0,88.0,21.0,21.0,0,0,1,100.0,24,75.0,75.9,73.4,49.5,62.0,76.7,0,4,0.0,0,1,0,83.3,1,22,25,1,1,1,0,4,1,0.2,4.0
1,Tedy Bruschi,187,LB,NE,1,1,,,100.0,,,0,0,0,,19,68.6,56.1,77.3,,47.4,79.3,0,,0.0,0,0,0,0.0,0,16,16,0,0,0,0,0,0,0.0,
1,Donnie Edwards,190,LB,KC,1,0,,,75.0,,,0,0,0,,16,61.7,60.2,66.3,58.5,59.7,71.7,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
1,Zach Thomas,203,LB,DAL,1,0,4.0,100.0,72.7,16.0,16.0,0,0,0,0.0,9,69.3,68.1,77.0,79.0,50.0,78.4,0,6,0.0,0,0,0,91.7,1,16,22,0,2,1,0,6,2,0.4,6.0
1,James Farrior,234,LB,PIT,1,0,19.0,100.0,65.6,18.0,18.0,0,0,0,0.0,25,68.8,63.9,0.0,68.0,60.1,76.8,0,14,0.0,0,0,1,158.3,1,21,32,0,1,1,1,14,0,0.8,14.0
1,Darren Sharper,258,S,MIN,1,0,4.0,100.0,100.0,24.0,24.0,0,0,0,0.0,18,65.3,61.9,76.3,,50.5,79.1,0,3,0.0,0,0,0,79.2,1,28,28,1,2,1,0,3,-1,0.1,3.0
1,Ronde Barber,261,CB,TB,1,0,8.5,50.0,81.3,13.0,6.5,0,0,0,0.0,30,60.3,63.1,78.5,78.1,53.1,44.6,0,84,0.0,0,0,0,135.4,2,26,32,1,2,4,1,89,51,3.4,44.5
1,Jason Taylor,264,ED,WAS,1,0,,,2.9,,,0,0,0,,32,59.3,28.5,77.5,52.2,26.1,69.5,0,,,0,0,0,0.0,0,1,35,0,0,0,0,0,0,0.0,
1,Derek Smith,266,LB,SD,1,0,,,77.8,,,0,0,0,,27,68.2,31.0,77.9,66.3,27.3,26.6,0,,,0,0,0,0.0,0,14,18,0,0,0,0,0,0,0.0,
1,Mike Vrabel,268,ED,NE,1,0,,,22.9,,,0,0,0,,19,64.9,74.1,76.9,81.6,53.1,73.3,0,,,0,0,0,0.0,0,8,35,2,0,0,0,0,0,0.0,
1,N.D. Kalu,279,ED,HST,1,0,5.0,100.0,12.5,1.0,1.0,0,0,0,0.0,13,57.1,28.1,73.0,61.8,31.2,,0,11,,0,0,0,112.5,1,1,8,0,0,1,0,11,6,11.0,11.0
1,Al Harris,282,CB,GB,1,0,36.8,0.0,100.0,,11.0,0,0,1,25.0,12,64.2,61.7,79.6,,49.3,29.6,0,,0.0,0,1,1,39.6,0,48,48,0,1,4,0,0,0,0.0,
1,Terry Cousin,302,CB,CLV,1,0,20.0,100.0,83.3,10.0,10.0,0,0,0,0.0,8,47.6,46.9,73.0,52.2,60.0,,0,25,,0,0,0,118.8,1,10,12,0,0,1,0,25,5,2.5,25.0
1,Sammy Knight,311,S,NYG,1,0,,,100.0,,,0,0,0,,21,60.2,60.3,64.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
1,Charles Woodson,330,CB,GB,1,0,10.4,25.0,100.0,22.0,5.5,0,0,2,25.0,12,82.3,68.3,78.3,,26.6,21.3,0,24,0.0,0,2,0,39.6,2,48,48,0,1,8,0,24,15,0.5,12.0
1,Greg Ellis,332,ED,DAL,1,0,-3.0,100.0,37.9,11.0,11.0,0,0,0,0.0,9,65.6,52.5,78.7,50.9,48.2,25.4,0,14,,0,0,0,118.8,1,11,29,0,0,1,0,14,17,1.3,14.0
1,Keith Brooking,336,LB,ATL,1,1,4.6,100.0,95.2,4.4,4.4,0,0,0,0.0,2,32.2,29.7,72.6,56.9,44.8,25.4,0,38,50.0,2,0,0,118.8,8,40,42,1,1,8,0,109,72,3.1,13.6
1,Takeo Spikes,337,LB,SF,1,0,-1.0,0.0,77.8,,7.0,0,0,0,0.0,28,63.6,80.9,70.9,57.9,79.3,79.9,0,,,0,0,0,39.6,0,7,9,0,0,1,0,0,0,0.0,
1,Vonnie Holliday,340,DI,MIA,1,0,,,6.3,,,0,0,0,,17,60.0,57.5,74.6,52.4,60.9,69.9,0,,,0,0,0,0.0,0,1,16,0,0,0,0,0,0,0.0,
1,R.W. McQuarters,348,CB,NYG,1,1,,,66.7,,,0,0,0,,21,64.0,62.5,69.5,53.4,61.0,75.1,0,,0.0,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
1,Corey Chavous,350,S,SL,1,0,15.4,60.0,83.3,11.3,6.8,1,0,1,20.0,26,29.1,28.6,75.6,43.8,70.0,25.6,0,90,50.0,1,1,1,143.8,3,35,42,0,1,5,1,131,68,3.9,43.7
1,Patrick Surtain,358,CB,KC,1,0,12.7,50.0,100.0,11.0,5.5,0,0,1,16.7,16,78.9,72.8,77.7,,40.4,78.7,0,51,0.0,0,1,0,89.6,3,33,33,1,5,6,0,66,27,2.0,22.0
1,Brian Kelly,359,CB,DET,1,0,8.0,50.0,100.0,14.0,7.0,0,0,0,0.0,11,59.4,62.1,76.5,,66.0,72.5,0,8,0.0,0,0,0,60.4,1,14,14,0,1,2,0,8,1,0.6,8.0
1,Samari Rolle,360,CB,BLT,1,0,,,100.0,,,0,0,0,,3,70.5,63.9,0.0,,52.7,72.8,0,,0.0,0,0,1,0.0,0,30,30,0,1,0,0,0,0,0.0,
1,Deshea Townsend,391,CB,PIT,1,1,0.8,75.0,97.0,9.7,7.3,0,0,1,25.0,25,66.9,66.6,77.1,59.0,63.1,29.5,0,6,33.3,1,1,0,77.1,3,32,33,1,1,4,0,5,7,0.2,1.7
1,Chris Draft,401,LB,SL,1,0,,,75.0,,,0,0,0,,26,61.9,65.8,65.8,59.2,64.3,,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
1,London Fletcher,424,LB,WAS,1,1,10.8,75.0,90.0,11.3,8.5,0,0,0,0.0,32,56.3,55.6,77.7,53.3,59.1,89.3,0,14,0.0,0,0,0,95.8,3,36,40,0,2,4,0,30,6,0.9,10.0
