Week,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
1,Roddy White,2244,WR,ATL,1,7.7,0,61.9,,0,0,0,13.3,2,5,2,0,47.7,72.3,71.7,,69.7,0.0,0,1,18,0.0,0,49,0,13,93.9,46,4.1,2,55.9,21,0,95.9,47,111,24,1.8,8.5,2.41
1,Mark Clayton,2239,WR,SL,1,8.8,0,62.5,,0,0,0,23.1,3,5,26,0,29.5,71.1,59.7,,61.5,0.0,0,1,39,0.0,0,55,1,10,98.2,54,20.0,11,59.1,16,0,80.0,44,119,36,3.6,11.9,2.2
1,Larry Fitzgerald,1724,WR,ARZ,1,14.4,0,20.0,,0,0,0,0.0,0,2,1,0,70.5,65.8,63.0,,60.9,0.0,0,0,21,0.0,0,44,0,3,97.7,43,20.5,9,61.8,15,1,79.5,35,43,15,5.0,14.3,1.0
1,Terrell Owens,188,WR,CIN,1,10.3,0,53.8,,0,0,0,12.5,1,5,7,0,52.1,69.5,62.3,,61.8,0.0,0,0,14,0.0,0,51,0,7,98.0,50,9.8,5,63.9,13,0,90.2,46,53,13,1.9,7.6,1.06
1,Chad Johnson,806,WR,CIN,1,11.5,2,92.3,,0,0,0,0.0,0,8,7,0,79.4,71.9,80.0,,78.8,0.0,0,0,28,0.0,0,51,0,12,98.0,50,2.0,1,143.3,13,1,98.0,50,159,37,3.1,13.3,3.18
1,Dallas Clark,1340,TE,IND,1,4.6,2,84.6,,0,0,0,0.0,0,5,14,0,78.7,71.5,77.8,74.4,74.2,85.0,51,0,10,11.7,7,60,0,11,86.7,52,10.0,6,117.9,13,1,5.0,3,80,25,2.3,7.3,1.54
1,Dez Bryant,5549,WR,DAL,1,8.7,0,61.5,,0,0,0,0.0,0,4,9,0,76.5,70.1,66.4,,68.1,0.0,0,0,15,0.0,0,34,1,8,88.2,30,5.9,2,71.3,13,0,94.1,32,56,20,2.5,7.0,1.87
1,Brandon Marshall,3064,WR,MIA,1,9.7,2,66.7,,0,0,0,20.0,2,4,17,0,35.7,70.1,65.8,,62.2,0.0,0,0,13,0.0,0,37,0,8,97.3,36,16.2,6,76.0,12,0,83.8,31,53,19,2.4,6.6,1.47
1,DeSean Jackson,4363,WR,PHI,1,10.2,0,36.4,,0,0,0,33.3,2,3,24,0,28.6,67.0,52.0,,52.1,0.0,0,0,12,0.0,0,48,0,4,93.8,45,10.4,5,44.9,11,0,87.5,42,30,4,1.0,7.5,0.67
1,Vernon Davis,2951,TE,SF,1,9.4,0,72.7,,0,0,0,0.0,0,2,28,0,76.5,70.1,64.4,73.1,60.5,38.3,18,0,16,8.5,4,47,0,8,91.5,43,59.6,28,90.3,11,0,2.1,1,73,20,2.5,9.1,1.7
1,Miles Austin,3211,WR,DAL,1,11.1,2,90.9,,0,0,0,0.0,0,8,9,0,78.7,71.5,80.1,,78.8,0.0,0,0,30,0.0,0,53,1,10,92.5,49,58.5,31,149.1,11,1,41.5,22,150,69,6.9,15.0,3.06
1,Wes Welker,2204,WR,NE,1,5.0,1,72.7,,0,0,0,11.1,1,6,19,0,54.9,70.1,78.1,,76.3,0.0,0,0,12,0.0,0,31,0,8,96.8,30,77.4,24,126.5,11,2,22.6,7,64,51,6.4,8.0,2.13
1,Austin Collie,5051,WR,IND,1,6.8,1,100.0,,0,0,0,0.0,0,6,14,1,78.7,20.6,67.8,,64.8,0.0,0,0,73,0.0,0,60,0,11,98.3,59,96.7,58,149.1,11,1,3.3,2,163,88,8.0,14.8,2.76
1,Malcom Floyd,2044,WR,SD,1,12.5,3,30.0,,0,0,0,25.0,1,3,27,0,36.8,65.8,61.9,,61.3,0.0,0,0,22,0.0,0,40,0,3,100.0,40,17.5,7,47.1,10,0,82.5,33,48,11,3.7,16.0,1.2
1,Anquan Boldin,1369,WR,BLT,1,12.4,0,70.0,,0,0,0,0.0,0,4,3,0,75.6,69.5,76.4,,76.4,0.0,0,1,38,0.0,0,44,0,7,86.4,38,56.8,25,66.7,10,0,43.2,19,110,32,4.6,15.7,2.89
1,Pierre Garcon,4519,WR,IND,1,12.3,0,30.0,,0,0,0,40.0,2,2,14,0,28.0,65.8,46.4,,46.9,0.0,0,0,26,0.0,0,54,0,3,98.1,53,9.3,5,45.0,10,0,90.7,49,43,3,1.0,14.3,0.81
1,Reggie Wayne,800,WR,IND,1,12.2,0,70.0,,0,0,0,12.5,1,6,14,0,52.5,69.5,71.3,,70.3,0.0,0,0,22,0.0,0,60,0,7,98.3,59,3.3,2,135.0,10,1,96.7,58,99,15,2.1,14.1,1.68
1,Todd Heap,801,TE,BLT,1,13.5,0,60.0,,0,0,0,14.3,1,5,3,0,49.7,68.8,67.7,29.1,77.1,31.1,14,0,35,26.7,12,45,1,6,66.7,30,33.3,15,82.1,10,0,13.3,6,72,11,1.8,12.0,2.4
1,Calvin Johnson,3618,WR,DET,1,18.3,0,40.0,,0,0,0,33.3,2,2,11,0,41.6,67.0,63.6,,61.4,0.0,0,1,16,0.0,0,36,0,4,100.0,36,22.2,8,14.6,10,0,77.8,28,45,10,2.5,11.3,1.25
1,Devin Aromashodu,3178,WR,CHI,1,11.0,0,50.0,,0,0,0,37.5,3,4,6,0,27.9,68.8,59.6,,60.1,0.0,0,0,21,0.0,0,38,0,5,89.5,34,86.8,33,73.3,10,0,13.2,5,71,22,4.4,14.2,2.09
1,Greg Jennings,2997,WR,GB,1,15.3,0,55.6,,0,0,0,0.0,0,4,12,0,73.4,68.0,69.1,,68.3,0.0,0,0,32,0.0,0,33,0,5,93.9,31,15.2,5,123.4,9,1,84.8,28,82,13,2.6,16.4,2.65
