Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Ray Lewis,167,LB,BLT,1,0,0,50.0,0,1,3,0,0,70.6,86.8,76.4,83.0,78.2,83.4,0,0,0,0,8,0.0,0,0,0,56.3,3,1,0,62,0,35,62,0,0,0,0,0,0,62,5,22,0,7,8,0,6,1,0,18,9,6.0
1,Ronde Barber,261,S,TB,1,0,1,100.0,0,0,30,0,0,69.7,79.7,75.5,90.5,58.3,42.8,0,1,0,1,32,33.3,2,0,0,79.2,3,1,0,17,0,32,50,0,0,0,0,0,30,50,6,12,3,3,4,1,3,2,0,46,42,15.3
1,Charles Woodson,330,CB,GB,1,0,0,50.0,0,1,12,0,0,57.0,61.9,78.4,80.8,57.6,81.5,0,0,0,0,10,0.0,0,0,1,64.6,1,2,0,27,0,32,66,0,0,0,0,0,19,66,5,29,20,3,3,0,2,2,0,10,0,10.0
1,Keith Brooking,336,LB,DEN,1,0,0,0.0,0,0,10,0,0,77.7,88.2,65.8,58.9,69.5,71.7,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,9,0,4,9,0,0,0,0,0,0,9,1,4,0,1,1,0,1,0,0,0,0,
1,Takeo Spikes,337,LB,SD,1,1,0,100.0,0,0,27,0,0,71.2,75.3,77.2,55.9,68.8,78.2,0,0,0,0,7,0.0,0,0,0,95.8,1,0,0,41,0,24,42,0,0,0,0,0,0,42,2,16,1,1,3,0,1,0,0,7,5,7.0
1,Vonnie Holliday,340,DI,ARZ,1,0,0,,0,0,1,0,0,,35.6,69.9,55.8,45.1,68.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,0,7,0,0,4,3,0,1,1,0,0,0,0,0,0,
1,London Fletcher,424,LB,WAS,1,0,0,55.6,0,0,32,0,0,71.5,64.7,80.3,48.5,49.1,41.3,0,1,0,0,20,50.0,2,0,0,110.9,5,0,0,57,0,51,72,1,0,0,1,0,1,71,9,12,13,1,2,0,9,1,1,55,12,11.0
1,Champ Bailey,442,CB,DEN,1,0,0,66.7,0,0,10,0,0,70.3,70.5,78.7,,64.8,75.1,0,0,0,0,23,0.0,0,1,0,109.7,2,0,0,2,73,49,75,0,0,0,0,0,0,75,0,26,0,0,2,0,3,0,0,42,5,21.0
1,Antoine Winfield,456,CB,MIN,1,1,0,66.7,0,0,18,0,0,63.8,72.2,78.4,53.5,90.9,80.5,0,1,0,0,8,0.0,0,0,0,72.9,2,0,0,4,32,40,74,0,0,0,0,0,0,74,2,32,38,3,5,0,3,1,0,11,12,5.5
1,Brian Urlacher,587,LB,CHI,1,0,0,60.0,0,0,6,0,0,42.3,29.5,68.8,55.7,29.7,76.0,0,0,0,0,22,0.0,0,1,0,87.1,3,0,0,29,0,19,29,0,0,0,0,0,0,29,3,7,0,0,2,0,5,0,0,42,20,14.0
