Week,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
1,Julius Peppers,1010,ED,GB,1,0,0,,0,0,12,0,0,55.7,45.0,77.5,52.6,53.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,1,0,2,29,28,1,5,16,6,0,1,23,4,0,0,0,0,0,1,0,0,0,
1,Dwight Freeney,1019,ED,ATL,1,0,0,,0,0,2,0,0,,45.9,78.8,59.7,38.3,,2,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,19,6,0,0,0,0,0,2,0,0,0,
1,James Harrison,1251,ED,PIT,1,0,0,100.0,0,0,25,0,0,78.2,75.0,76.2,57.0,67.2,74.4,0,1,0,1,9,0.0,0,0,0,64.6,1,0,0,5,0,7,25,20,0,0,20,0,0,5,15,3,0,2,2,1,1,1,0,9,4,9.0
1,Terence Newman,1321,CB,MIN,1,0,0,55.6,0,0,18,0,0,53.5,53.0,77.0,,52.1,66.1,0,0,0,0,12,12.5,1,0,0,69.7,5,0,0,6,59,43,65,0,0,0,0,0,0,65,0,22,0,0,7,0,9,0,0,46,0,9.2
1,Terrell Suggs,1326,ED,BLT,1,1,0,,0,0,3,0,0,60.0,55.6,76.8,52.8,60.2,74.5,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,31,31,0,0,31,0,0,0,20,11,0,2,2,0,0,2,0,0,0,
1,Robert Mathis,1447,ED,IND,1,0,0,,0,0,14,0,0,60.7,52.3,79.7,47.8,61.6,72.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,2,44,43,0,0,43,0,0,1,29,13,0,1,2,0,0,1,0,0,0,
1,DeAngelo Hall,1729,S,WAS,1,0,0,100.0,0,0,32,0,0,58.4,61.8,76.9,59.7,67.7,80.6,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,6,0,37,68,1,0,0,1,0,61,67,1,30,0,0,5,0,1,0,0,4,0,4.0
1,Vince Wilfork,1742,DI,HST,1,0,0,,0,0,13,0,0,,51.6,76.7,58.5,51.1,67.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,10,19,0,1,0,0,14,16,0,1,1,1,0,1,0,0,0,
1,Karlos Dansby,1754,LB,CIN,1,2,0,100.0,0,0,7,0,0,51.2,51.3,78.2,54.1,57.9,59.7,0,0,0,0,24,11.1,1,0,0,118.8,5,0,0,58,2,36,71,8,0,0,8,0,0,63,6,29,3,3,6,1,5,0,0,73,66,14.6
1,Daryl Smith,1760,LB,TB,1,0,0,100.0,0,0,30,0,0,28.7,34.3,74.1,55.6,64.5,72.8,0,1,0,0,21,0.0,0,0,0,118.8,2,0,0,11,1,13,27,13,0,0,13,0,0,14,3,11,2,2,2,0,2,1,0,37,39,18.5
