Week,player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
1,Patrick Mahomes,11765,QB,TEXAS TECH,1,76.9,52,53,10.0,2.39,0,2,3.7,62.3,33,0,10,17.5,56,7,18,315,71.1,76.4,75.0,64.8,0,1,57,1,0.0,104.8,0.0,0,3,0,1,4,1,1.8,426,8.0
1,Jack Milas,22500,QB,BALL ST,1,77.6,49,52,6.6,1.94,2,1,1.9,63.5,33,0,6,13.2,52,5,21,117,71.7,58.2,56.1,62.7,0,1,55,0,0.0,80.1,0.0,0,0,1,0,1,2,3.6,334,6.4
1,Zach Terrell,12086,QB,W MICHIGAN,1,71.4,49,50,10.0,2.65,0,2,3.8,66.0,33,0,28,5.7,59,2,18,347,70.3,80.2,76.5,69.0,0,2,62,0,28.6,84.5,13.6,8,1,0,1,2,0,0.0,369,7.4
1,Austin Appleby,12316,QB,PURDUE,1,69.4,49,50,7.0,2.33,0,2,3.8,66.0,33,0,16,2.9,53,1,14,273,46.1,50.9,46.4,65.4,0,4,55,0,12.5,52.8,3.8,2,1,0,1,1,6,10.9,268,5.4
1,Matt Johnson,11111,QB,BOWL GREEN,1,57.8,45,48,13.5,2.51,2,8,15.7,54.2,26,0,22,0.0,52,0,17,122,44.6,68.5,72.0,50.8,0,0,55,0,13.6,97.2,5.8,3,1,0,1,2,1,1.8,416,8.7
1,Matt Linehan,46436,QB,IDAHO,1,84.8,46,48,8.5,2.56,1,1,2.0,75.0,36,0,12,7.7,55,3,21,185,70.7,84.9,79.8,75.6,0,2,56,0,25.0,79.9,5.5,3,4,0,1,1,0,0.0,297,6.2
1,Blake Bogenschutz,26913,QB,UTSA,1,60.5,43,45,9.4,2.05,1,0,0.0,55.6,25,0,3,3.8,45,1,17,331,72.5,39.8,36.7,60.8,0,1,50,0,0.0,77.3,0.0,0,0,0,1,1,4,8.0,332,7.4
1,Nick Mullens,12282,QB,SO MISS,1,81.6,38,44,7.6,2.55,2,1,2.2,68.2,30,0,19,3.2,47,1,15,296,47.8,76.9,82.5,47.1,0,2,49,1,15.8,76.8,6.4,3,0,0,4,1,0,0.0,309,7.0
1,Nick Arbuckle,16351,QB,GA STATE,1,75.0,40,43,9.1,2.53,1,3,6.5,58.1,25,0,13,16.7,47,5,10,175,69.7,65.9,68.1,56.2,0,1,50,1,23.1,83.7,6.4,3,1,0,2,2,1,2.0,282,6.6
1,Tommy Armstrong Jr.,46589,QB,NEBRASKA,1,65.0,40,43,9.4,2.77,0,2,4.5,55.8,24,0,15,7.7,46,2,17,238,41.6,67.6,68.1,55.9,0,1,47,2,6.7,93.0,2.2,1,2,0,3,3,1,2.1,318,7.4
